Partidos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb_Ofensivos;Reb_Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;Cluster
26.0;11.38;2.19;3.96;0.55;1.38;2.62;0.53;2.85;3.5;0.81;0.23;2.38;2.62;2.81;1.73;1.58;0.08;0.04;0.0;2.58;3.04;13.81;Cluster 1
26.0;8.65;2.27;6.54;0.35;0.77;2.73;0.28;1.81;2.85;0.64;0.69;1.96;2.65;0.92;1.58;2.42;0.15;0.23;0.0;2.31;2.5;4.23;Cluster 1
26.0;14.38;5.31;9.42;0.56;0.46;0.96;0.48;2.38;3.12;0.77;3.12;8.04;11.15;1.69;1.23;3.62;0.96;0.23;0.0;2.46;3.23;21.0;Cluster 3
26.0;15.65;5.85;12.92;0.45;0.23;0.65;0.35;3.27;4.23;0.77;2.31;5.31;7.62;1.08;0.88;3.0;0.35;0.46;0.0;2.19;4.0;15.46;Cluster 3
26.0;10.12;4.15;7.12;0.58;0.27;1.15;0.23;1.0;1.77;0.57;3.65;6.46;10.12;2.0;1.46;2.58;0.58;0.31;0.0;2.62;1.92;16.38;Cluster 3
17.0;14.0;5.76;10.53;0.55;0.0;0.0;0.0;2.47;3.59;0.69;1.35;5.0;6.35;1.18;1.06;3.12;0.24;0.18;0.0;2.59;3.47;14.53;Cluster 3
15.0;10.47;4.13;10.8;0.38;0.2;1.13;0.18;1.6;2.13;0.75;0.8;3.73;4.53;1.2;0.93;3.07;0.27;0.4;0.0;3.07;2.27;5.0;Cluster 3
13.0;13.15;4.31;8.23;0.52;0.69;2.15;0.32;2.46;3.62;0.68;1.54;5.08;6.62;0.31;1.0;1.85;0.31;0.08;0.0;2.92;3.38;13.38;Cluster 3
24.0;15.33;5.12;10.42;0.49;0.96;2.46;0.39;2.21;2.83;0.78;1.54;3.58;5.12;1.17;1.04;1.67;0.29;0.46;0.0;1.96;2.75;14.21;Cluster 3
26.0;10.23;4.27;8.58;0.5;0.0;0.04;0.0;1.69;2.31;0.73;2.31;3.65;5.96;1.69;0.96;2.62;0.46;0.15;0.0;2.92;2.92;11.58;Cluster 3
11.0;13.45;5.73;9.0;0.64;0.0;0.0;0.0;2.0;3.0;0.67;2.73;5.64;8.36;1.18;1.55;1.91;0.91;0.45;0.0;2.64;2.82;19.0;Cluster 3
26.0;15.42;4.42;10.23;0.43;1.27;4.35;0.29;2.77;3.62;0.77;1.35;2.92;4.27;2.19;0.81;3.69;0.19;0.38;0.0;2.23;4.42;11.27;Cluster 1
27.0;15.26;5.85;9.67;0.61;0.19;0.41;0.45;3.0;4.15;0.72;1.93;6.26;8.19;0.67;0.44;2.04;0.37;0.37;0.04;2.3;3.7;19.11;Cluster 3
26.0;12.23;1.38;4.12;0.34;2.38;6.81;0.35;2.31;2.77;0.83;0.23;1.19;1.42;2.65;1.5;3.69;0.04;0.42;0.0;3.31;3.42;6.23;Cluster 1
26.0;9.65;2.5;5.73;0.44;0.92;3.27;0.28;1.88;2.46;0.77;0.73;4.12;4.85;2.35;1.35;3.38;0.04;0.42;0.0;2.73;3.15;8.69;Cluster 1
29.0;4.86;1.17;3.55;0.33;0.28;1.59;0.17;1.69;2.41;0.7;0.24;2.45;2.69;3.48;1.31;1.62;0.03;0.1;0.03;2.03;3.1;7.41;Cluster 1
7.0;8.57;2.14;5.57;0.38;1.29;4.71;0.27;0.43;0.57;0.75;0.86;2.0;2.86;2.0;2.71;2.29;0.0;0.14;0.0;3.0;1.14;4.86;Cluster 1
11.0;8.55;3.45;6.91;0.5;0.0;0.09;0.0;1.64;3.64;0.45;1.0;3.82;4.82;1.73;0.27;2.64;0.27;0.27;0.0;2.27;3.55;8.45;Cluster 3
25.0;8.88;1.0;3.24;0.31;1.96;5.2;0.38;1.0;1.24;0.81;0.64;2.84;3.48;1.28;0.4;1.24;0.08;0.24;0.0;0.8;1.32;7.44;Cluster 1
26.0;9.23;3.23;6.23;0.52;0.42;0.92;0.46;1.5;2.0;0.75;0.38;1.42;1.81;0.46;1.12;1.69;0.0;0.35;0.04;2.73;1.65;5.5;Cluster 1
22.0;7.91;1.5;4.0;0.38;1.05;3.5;0.3;1.77;2.09;0.85;0.5;2.36;2.86;4.86;1.64;2.82;0.0;0.32;0.0;1.64;3.27;10.5;Cluster 1
30.0;19.7;8.23;13.47;0.61;0.03;0.23;0.14;3.13;4.03;0.78;3.17;4.73;7.9;0.8;0.77;2.83;0.1;0.23;0.0;3.1;4.03;21.03;Cluster 3
26.0;10.38;3.65;8.69;0.42;0.81;2.31;0.35;0.65;1.08;0.61;1.85;2.65;4.5;1.12;1.08;2.08;0.08;0.38;0.0;2.23;1.31;6.81;Cluster 1
25.0;7.92;2.12;3.64;0.58;0.72;1.68;0.43;1.52;2.44;0.62;0.48;2.68;3.16;3.64;1.92;2.44;0.24;0.12;0.0;2.04;2.52;11.4;Cluster 1
26.0;10.65;3.96;9.31;0.43;0.31;1.88;0.16;1.81;2.85;0.64;2.08;4.0;6.08;1.35;1.27;3.04;0.15;0.31;0.0;2.35;2.81;8.65;Cluster 3
26.0;7.65;0.69;2.12;0.33;1.73;4.54;0.38;1.08;1.54;0.7;0.65;2.15;2.81;2.5;1.31;2.0;0.0;0.23;0.0;1.35;1.96;7.96;Cluster 1
26.0;16.15;5.85;9.73;0.6;0.0;0.04;0.0;4.46;6.42;0.69;3.96;3.38;7.35;0.42;0.69;2.46;0.19;0.31;0.0;2.81;4.69;18.04;Cluster 3
26.0;11.73;5.04;9.62;0.52;0.0;0.0;0.0;1.65;2.5;0.66;1.69;3.96;5.65;1.08;0.92;1.96;0.15;0.19;0.0;2.46;2.19;11.69;Cluster 3
25.0;9.08;2.44;5.72;0.43;0.84;3.64;0.23;1.68;2.48;0.68;0.2;2.12;2.32;2.76;1.68;2.8;0.12;0.2;0.0;2.52;3.12;6.68;Cluster 1
26.0;9.54;3.81;8.38;0.45;0.0;0.19;0.0;1.92;2.38;0.81;1.81;5.15;6.96;1.65;0.54;2.35;0.23;0.15;0.0;2.69;2.46;10.96;Cluster 3
26.0;11.12;2.31;4.65;0.5;1.85;4.46;0.41;0.96;1.38;0.69;0.58;2.08;2.65;1.81;1.62;2.08;0.04;0.12;0.0;1.88;1.69;9.46;Cluster 1
26.0;11.5;3.27;6.81;0.48;1.12;3.69;0.3;1.62;1.88;0.86;2.54;4.12;6.65;1.08;1.42;1.85;0.15;0.08;0.0;1.69;1.15;11.96;Cluster 1
26.0;9.88;1.19;4.0;0.3;1.73;5.38;0.32;2.31;3.69;0.62;0.85;1.88;2.73;1.54;2.19;2.5;0.04;0.38;0.0;2.54;3.12;6.23;Cluster 1
2.0;7.0;2.5;6.5;0.38;0.0;0.0;0.0;2.0;2.5;0.8;3.5;2.0;5.5;0.0;1.5;2.0;0.5;0.5;0.0;4.5;3.0;6.0;Cluster 3
13.0;9.85;3.54;9.23;0.38;0.31;1.23;0.25;1.85;2.77;0.67;1.92;3.85;5.77;1.15;1.0;2.62;0.38;0.08;0.0;3.69;3.23;7.46;Cluster 3
26.0;11.15;3.5;7.54;0.46;0.54;1.73;0.31;2.54;3.69;0.69;1.58;2.77;4.35;1.73;1.81;2.38;0.12;0.5;0.0;2.73;3.31;10.46;Cluster 3
26.0;12.19;5.12;9.81;0.52;0.0;0.12;0.0;1.96;3.19;0.61;2.77;6.08;8.85;1.27;0.92;2.85;0.35;0.58;0.0;2.04;3.12;15.19;Cluster 3
19.0;12.95;5.32;10.0;0.53;0.0;0.11;0.0;2.32;4.47;0.52;3.79;5.42;9.21;1.21;0.42;2.16;0.21;0.74;0.0;2.58;3.42;15.0;Cluster 3
25.0;12.16;5.44;9.68;0.56;0.0;0.12;0.0;1.28;2.4;0.53;2.8;6.28;9.08;1.16;1.4;2.36;0.32;0.2;0.0;3.12;3.16;16.12;Cluster 3
26.0;13.54;2.38;4.96;0.48;2.23;6.08;0.37;2.08;2.46;0.84;0.69;3.46;4.15;2.46;1.35;3.54;0.0;0.31;0.0;2.96;4.38;12.27;Cluster 1
26.0;11.69;4.65;9.04;0.51;0.23;1.0;0.23;1.69;2.12;0.8;1.31;3.69;5.0;1.65;1.04;2.19;0.38;0.35;0.0;2.81;2.65;11.5;Cluster 3
11.0;8.09;2.64;5.91;0.45;0.73;2.18;0.33;0.64;0.64;1.0;1.0;3.09;4.09;2.27;1.27;1.64;0.36;0.0;0.0;2.45;1.45;8.73;Cluster 1
26.0;8.62;2.04;3.96;0.51;1.23;3.54;0.35;0.85;1.12;0.76;1.23;3.88;5.12;1.69;1.12;2.08;0.19;0.15;0.0;2.62;1.62;9.0;Cluster 1
29.0;4.34;1.28;3.45;0.37;0.45;1.31;0.34;0.45;0.62;0.72;2.14;4.48;6.62;1.21;0.72;0.79;0.45;0.17;0.0;1.0;1.03;9.38;Cluster 0
25.0;14.52;5.56;9.84;0.57;0.0;0.0;0.0;3.4;5.44;0.62;2.16;4.08;6.24;0.4;0.48;1.68;0.32;0.4;0.0;2.8;4.88;15.64;Cluster 3
11.0;11.09;4.27;9.18;0.47;0.0;0.09;0.0;2.55;3.18;0.8;3.55;3.18;6.73;0.18;1.82;1.73;1.0;0.09;0.0;3.09;2.18;12.45;Cluster 3
26.0;11.58;4.0;9.04;0.44;0.58;2.54;0.23;1.85;2.54;0.73;2.54;4.42;6.96;0.85;1.35;2.19;0.08;0.5;0.0;3.23;2.58;9.77;Cluster 3
26.0;11.81;4.35;8.73;0.5;0.08;0.27;0.29;2.88;3.85;0.75;2.19;3.62;5.81;0.65;0.92;1.46;0.38;0.12;0.0;2.92;3.42;12.96;Cluster 3
22.0;8.68;2.73;6.0;0.45;0.73;2.41;0.3;1.05;1.86;0.56;2.05;2.09;4.14;1.45;1.05;1.68;0.05;0.27;0.0;0.91;1.55;8.27;Cluster 1
26.0;9.85;2.12;3.69;0.57;1.35;4.35;0.31;1.58;2.12;0.75;0.35;2.73;3.08;3.92;1.35;3.08;0.04;0.08;0.0;2.62;2.19;9.54;Cluster 1
4.0;13.25;2.0;7.0;0.29;1.75;5.0;0.35;4.0;4.75;0.84;0.5;2.75;3.25;1.5;1.0;4.25;0.25;0.5;0.0;3.5;2.25;4.25;Cluster 1
16.0;14.06;6.06;11.0;0.55;0.06;0.06;1.0;1.75;2.81;0.62;1.25;2.94;4.19;0.69;2.0;2.44;0.06;0.06;0.0;3.62;2.62;11.5;Cluster 3
17.0;11.82;3.29;6.18;0.53;1.12;3.82;0.29;1.88;2.35;0.8;0.76;3.53;4.29;1.47;0.76;1.82;0.29;0.0;0.0;2.65;2.65;10.76;Cluster 1
19.0;4.74;0.53;1.37;0.38;1.11;2.84;0.39;0.37;0.47;0.78;0.63;2.42;3.05;1.84;1.05;1.79;0.11;0.0;0.0;1.95;0.68;5.05;Cluster 0
30.0;13.5;2.5;6.0;0.42;1.93;5.0;0.39;2.7;3.53;0.76;1.0;2.87;3.87;1.27;0.73;1.53;0.13;0.27;0.0;1.53;3.0;12.03;Cluster 1
24.0;9.71;2.33;5.67;0.41;1.08;2.88;0.38;1.79;2.71;0.66;0.62;2.62;3.25;3.25;2.29;2.38;0.17;0.29;0.0;2.54;3.42;10.83;Cluster 1
20.0;8.4;1.3;3.55;0.37;1.75;4.55;0.38;0.55;0.85;0.65;1.05;2.25;3.3;2.0;0.85;1.65;0.0;0.3;0.0;2.2;1.1;6.15;Cluster 1
16.0;8.88;3.0;7.31;0.41;0.38;0.56;0.67;1.75;2.25;0.78;0.81;2.56;3.38;2.12;0.69;2.81;0.0;0.31;0.0;1.5;2.62;8.38;Cluster 1
25.0;12.2;3.8;10.16;0.37;0.28;1.44;0.19;3.76;5.28;0.71;1.48;3.56;5.04;0.72;1.24;2.28;0.12;0.32;0.0;4.0;4.4;8.08;Cluster 3
26.0;12.15;4.62;8.15;0.57;0.5;2.0;0.25;1.42;2.0;0.71;1.0;4.31;5.31;0.81;0.69;2.38;0.27;0.5;0.0;3.0;1.85;9.58;Cluster 3
18.0;7.67;2.39;5.94;0.4;0.67;2.44;0.27;0.89;1.11;0.8;0.78;2.72;3.5;2.61;1.56;1.94;0.0;0.06;0.0;3.67;1.56;5.67;Cluster 1
21.0;9.43;2.24;4.9;0.46;0.81;3.9;0.21;2.52;3.48;0.73;0.9;4.62;5.52;1.62;1.1;1.81;0.29;0.05;0.0;2.24;3.71;10.86;Cluster 1
25.0;17.0;6.44;13.84;0.47;0.12;1.24;0.1;3.76;5.24;0.72;1.68;4.92;6.6;0.4;1.2;3.04;0.6;0.36;0.0;3.36;4.12;13.16;Cluster 3
26.0;12.46;3.27;6.42;0.51;1.42;3.5;0.41;1.65;2.12;0.78;0.77;3.92;4.69;1.73;0.65;1.65;0.12;0.04;0.0;2.15;3.23;13.35;Cluster 1
25.0;9.48;3.0;7.12;0.42;1.04;3.16;0.33;0.36;0.72;0.5;0.84;2.28;3.12;1.28;1.12;1.92;0.2;0.56;0.08;2.8;1.0;4.32;Cluster 1
20.0;10.45;3.55;8.9;0.4;0.5;1.8;0.28;1.85;2.7;0.69;2.8;3.25;6.05;1.25;1.95;2.05;0.1;0.75;0.0;2.75;3.5;10.25;Cluster 3
26.0;15.54;3.54;6.73;0.53;2.23;4.73;0.47;1.77;2.23;0.79;2.12;2.73;4.85;1.62;1.12;1.96;0.08;0.35;0.0;2.42;2.46;14.77;Cluster 1
26.0;8.92;4.12;8.04;0.51;0.0;0.0;0.0;0.69;2.08;0.33;4.04;5.92;9.96;0.58;0.62;1.73;0.42;0.27;0.0;3.54;2.08;11.73;Cluster 3
26.0;14.65;4.23;9.23;0.46;1.0;2.58;0.39;3.19;4.19;0.76;1.04;2.0;3.04;0.42;1.65;2.08;0.08;0.35;0.0;3.54;1.73;8.04;Cluster 1
25.0;11.24;4.56;9.16;0.5;0.2;0.8;0.25;1.52;1.88;0.81;1.2;2.72;3.92;1.12;1.04;1.72;0.12;0.2;0.0;3.36;2.44;9.04;Cluster 3
26.0;9.54;1.88;3.73;0.51;1.46;4.0;0.37;1.38;2.19;0.63;0.46;1.58;2.04;2.23;2.08;1.85;0.04;0.12;0.0;2.0;2.92;9.69;Cluster 1
24.0;5.38;1.62;4.12;0.39;0.42;1.71;0.24;0.88;1.58;0.55;1.46;3.42;4.88;1.46;1.83;1.79;0.0;0.21;0.0;1.83;2.04;7.25;Cluster 1
26.0;7.31;1.85;5.04;0.37;0.96;3.0;0.32;0.73;1.19;0.61;0.46;1.85;2.31;2.69;1.31;2.04;0.31;0.38;0.0;2.08;1.69;5.42;Cluster 1
27.0;15.11;4.26;7.96;0.53;1.44;3.44;0.42;2.26;3.04;0.74;2.04;4.07;6.11;1.19;2.19;1.19;0.33;0.15;0.0;1.81;2.63;18.07;Cluster 3
26.0;5.27;1.23;3.08;0.4;0.15;0.81;0.19;2.35;3.35;0.7;0.46;3.0;3.46;3.62;1.58;3.19;0.04;0.12;0.0;2.46;3.19;7.88;Cluster 1
30.0;8.1;2.17;5.07;0.43;0.67;2.47;0.27;1.77;1.97;0.9;0.37;1.6;1.97;1.43;0.83;1.87;0.07;0.1;0.0;2.6;2.17;5.2;Cluster 1
21.0;12.57;2.05;5.0;0.41;2.0;5.38;0.37;2.48;3.0;0.83;0.57;1.76;2.33;2.57;1.33;2.14;0.05;0.14;0.0;2.52;3.81;11.0;Cluster 1
26.0;12.27;4.12;7.46;0.55;0.96;2.58;0.37;1.15;1.62;0.71;0.73;2.96;3.69;2.65;2.42;1.73;0.5;0.12;0.0;2.81;2.27;13.73;Cluster 1
24.0;11.42;4.75;8.92;0.53;0.21;1.21;0.17;1.29;1.67;0.78;1.46;2.75;4.21;1.46;1.38;1.5;0.29;0.42;0.0;1.62;1.88;11.54;Cluster 3
25.0;7.56;2.04;4.12;0.5;0.72;1.96;0.37;1.32;2.08;0.63;0.76;3.64;4.4;3.88;1.56;2.4;0.08;0.28;0.0;2.0;2.4;11.12;Cluster 1
13.0;11.08;4.0;8.92;0.45;0.08;0.69;0.11;2.85;4.62;0.62;2.08;4.69;6.77;1.31;1.23;3.0;0.23;0.38;0.0;1.62;4.23;12.54;Cluster 3
25.0;7.12;2.84;6.32;0.45;0.0;0.04;0.0;1.44;2.68;0.54;2.72;5.28;8.0;1.64;1.28;2.0;0.24;0.28;0.0;2.48;2.28;11.04;Cluster 3
29.0;11.86;3.72;7.38;0.5;0.76;3.07;0.25;2.14;3.31;0.65;1.72;2.62;4.34;3.52;1.86;3.69;0.0;0.24;0.0;3.17;3.93;11.52;Cluster 1
26.0;14.27;5.77;10.42;0.55;0.12;0.5;0.23;2.38;3.38;0.7;2.92;3.73;6.65;0.85;1.58;2.12;0.81;0.15;0.0;3.08;3.31;16.08;Cluster 3
2.0;13.5;5.0;10.5;0.48;0.5;1.0;0.5;2.0;4.0;0.5;3.0;4.5;7.5;0.5;0.0;12.0;1.0;0.0;0.0;2.0;4.5;5.0;Cluster 3
1.0;11.0;5.0;11.0;0.46;0.0;0.0;0.0;1.0;1.0;1.0;8.0;4.0;12.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;2.0;16.0;Cluster 3
26.0;14.85;3.96;6.88;0.58;1.35;4.27;0.32;2.88;4.0;0.72;0.81;2.27;3.08;1.92;3.27;2.54;0.27;0.35;0.0;2.08;3.54;15.0;Cluster 1
24.0;11.21;2.04;4.79;0.43;1.83;4.04;0.45;1.62;2.04;0.8;0.79;3.79;4.58;1.29;2.46;1.5;0.17;0.58;0.0;3.21;2.25;11.29;Cluster 1
26.0;9.31;1.77;3.92;0.45;1.38;3.77;0.37;1.62;2.42;0.67;0.62;3.0;3.62;1.5;1.85;2.08;0.0;0.23;0.0;2.19;2.73;9.15;Cluster 1
26.0;11.27;3.19;7.38;0.43;1.15;3.65;0.32;1.42;2.12;0.67;1.15;4.19;5.35;1.54;2.12;3.5;0.19;0.27;0.0;2.08;2.08;9.31;Cluster 1
14.0;1.14;0.5;1.07;0.47;0.0;0.07;0.0;0.14;0.57;0.25;0.14;0.29;0.43;0.14;0.14;0.14;0.0;0.07;0.0;0.93;0.36;0.0;Cluster 2
6.0;0.5;0.0;0.33;0.0;0.17;0.83;0.2;0.0;0.0;0.0;0.17;0.17;0.33;0.0;0.0;0.17;0.0;0.0;0.0;0.5;0.0;-0.83;Cluster 2
24.0;1.12;0.5;0.83;0.6;0.0;0.04;0.0;0.12;0.29;0.43;0.5;0.42;0.92;0.0;0.12;0.38;0.08;0.0;0.0;0.71;0.25;0.88;Cluster 0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;-0.5;Cluster 2
15.0;0.8;0.4;1.0;0.4;0.0;0.07;0.0;0.0;0.07;0.0;0.27;0.27;0.53;0.27;0.27;0.07;0.07;0.07;0.0;0.73;0.07;0.4;Cluster 2
20.0;1.0;0.4;0.65;0.62;0.0;0.0;0.0;0.2;0.35;0.57;0.25;0.55;0.8;0.0;0.1;0.2;0.0;0.0;0.0;0.65;0.15;0.8;Cluster 2
10.0;0.5;0.2;0.3;0.67;0.0;0.1;0.0;0.1;0.2;0.5;0.0;0.6;0.6;0.5;0.3;0.4;0.0;0.0;0.0;0.1;0.2;1.3;Cluster 2
22.0;0.91;0.32;0.64;0.5;0.0;0.0;0.0;0.27;0.86;0.32;0.36;0.23;0.59;0.09;0.05;0.18;0.05;0.05;0.0;0.45;0.64;0.77;Cluster 2
4.0;0.75;0.0;0.5;0.0;0.25;0.5;0.5;0.0;0.0;0.0;0.25;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;Cluster 2
4.0;1.25;0.5;1.0;0.5;0.0;0.25;0.0;0.25;0.5;0.5;0.0;0.25;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;Cluster 2
3.0;0.0;0.0;0.33;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.67;0.67;0.0;0.0;0.33;0.0;0.0;0.0;1.0;0.0;-2.0;Cluster 2
26.0;0.65;0.23;0.58;0.4;0.04;0.38;0.1;0.08;0.23;0.33;0.31;0.38;0.69;0.04;0.31;0.54;0.0;0.0;0.0;0.96;0.38;-0.27;Cluster 2
1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;Cluster 2
2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;Cluster 2
14.0;0.21;0.0;0.14;0.0;0.07;0.36;0.2;0.0;0.0;0.0;0.0;0.14;0.14;0.21;0.14;0.29;0.0;0.14;0.0;0.29;0.07;-0.36;Cluster 2
3.0;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.33;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;Cluster 2
18.0;0.56;0.11;0.17;0.67;0.06;0.11;0.5;0.17;0.28;0.6;0.0;0.17;0.17;0.0;0.06;0.22;0.0;0.0;0.0;0.56;0.22;0.0;Cluster 0
6.0;0.5;0.0;0.0;0.0;0.17;0.67;0.25;0.0;0.0;0.0;0.0;0.17;0.17;0.0;0.33;0.17;0.0;0.0;0.0;0.17;0.0;0.17;Cluster 2
6.0;0.0;0.0;0.17;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.17;0.17;0.17;0.33;0.5;0.0;0.17;0.0;0.33;0.0;-0.67;Cluster 2
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cluster 2
9.0;0.0;0.0;0.44;0.0;0.0;0.0;0.0;0.0;0.22;0.0;0.11;0.33;0.44;0.11;0.0;0.0;0.0;0.0;0.0;0.44;0.33;-0.22;Cluster 2
2.0;2.0;1.0;1.5;0.67;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.5;1.0;Cluster 2
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cluster 2
11.0;0.82;0.27;0.73;0.38;0.0;0.0;0.0;0.27;0.64;0.43;0.82;0.55;1.36;0.09;0.09;0.09;0.09;0.09;0.0;1.0;0.45;0.91;Cluster 2
11.0;0.45;0.09;0.27;0.33;0.0;0.27;0.0;0.27;0.55;0.5;0.27;0.18;0.45;0.45;0.27;0.18;0.0;0.0;0.0;0.09;0.45;1.09;Cluster 2
4.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.75;0.75;0.25;0.25;0.25;0.25;0.0;0.0;0.25;0.0;0.5;Cluster 2
16.0;0.62;0.06;0.56;0.11;0.12;0.25;0.5;0.12;0.12;1.0;0.0;0.25;0.25;0.0;0.19;0.31;0.0;0.06;0.0;0.38;0.12;-0.19;Cluster 2
6.0;0.33;0.0;0.33;0.0;0.0;0.17;0.0;0.33;0.33;1.0;0.0;0.5;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.17;0.33;0.0;Cluster 2
3.0;1.0;0.33;1.0;0.33;0.0;0.0;0.0;0.33;0.67;0.5;0.0;0.33;0.33;0.0;0.33;0.67;0.0;0.0;0.0;0.33;0.33;0.0;Cluster 2
5.0;2.2;0.2;0.2;1.0;0.6;0.6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2;0.0;1.8;Cluster 2
7.0;1.14;0.14;0.43;0.33;0.29;0.43;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.14;0.0;0.43;Cluster 2
4.0;0.5;0.25;0.25;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.75;1.0;0.25;0.0;0.0;0.0;0.0;0.0;0.25;0.0;1.5;Cluster 2
4.0;0.5;0.25;0.25;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.75;0.0;0.0;0.0;0.5;0.0;-0.5;Cluster 2
9.0;0.44;0.22;0.33;0.67;0.0;0.22;0.0;0.0;0.0;0.0;0.22;0.0;0.22;0.11;0.0;0.11;0.0;0.0;0.0;0.44;0.0;-0.11;Cluster 2
4.0;0.25;0.0;0.25;0.0;0.0;0.5;0.0;0.25;0.5;0.5;0.25;0.0;0.25;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.25;-0.75;Cluster 2
6.0;1.0;0.5;0.67;0.75;0.0;0.33;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.17;0.5;0.33;0.0;0.0;0.0;0.17;0.17;0.5;Cluster 2
4.0;0.5;0.25;0.25;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.25;0.25;0.5;0.0;0.5;0.25;0.0;0.0;0.0;0.25;0.0;0.5;Cluster 2
5.0;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.2;0.0;0.2;0.0;0.0;0.0;0.6;0.0;-0.6;Cluster 2
4.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.25;Cluster 2
4.0;0.0;0.0;0.75;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;Cluster 2
7.0;1.0;0.29;0.43;0.67;0.14;0.57;0.25;0.0;0.0;0.0;0.14;0.71;0.86;0.14;0.0;0.29;0.0;0.0;0.0;0.71;0.14;0.57;Cluster 2
4.0;0.75;0.0;0.25;0.0;0.25;0.5;0.5;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.75;0.0;0.0;0.0;0.25;0.0;-0.5;Cluster 2
3.0;3.33;1.0;1.67;0.6;0.0;0.0;0.0;1.33;1.67;0.8;0.0;0.67;0.67;0.0;0.0;0.33;0.0;0.33;0.0;0.0;1.0;3.33;Cluster 0
4.0;0.0;0.0;0.5;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.25;0.0;0.25;0.0;0.25;0.0;0.0;0.25;-0.25;Cluster 2
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;Cluster 2
24.0;1.29;0.5;0.92;0.55;0.0;0.0;0.0;0.29;0.67;0.44;0.12;0.42;0.54;0.04;0.12;0.25;0.0;0.0;0.0;0.5;0.38;0.83;Cluster 2
9.0;1.11;0.44;1.0;0.44;0.0;0.0;0.0;0.22;0.56;0.4;0.0;0.22;0.22;0.11;0.0;0.11;0.0;0.11;0.0;0.89;0.33;-0.22;Cluster 2
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;Cluster 2
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;Cluster 2
