Temporada,Jugador,Equipo,Tot,Part,Med
2022,"CONDE DURAN, ITSASO",MOVISTAR ESTUDIANTES,12:05,2,06:02
2022,"ALBERDI LARRUCEA, MARTA",LOINTEK GERNIKA BIZKAIA,07:18,2,03:39
2022,"WILLIAMS, BROOQUE CHRISTIA",LOINTEK GERNIKA BIZKAIA,03:07,1,03:07
2022,"PUJOL LLUCH, ARIADNA",BARÇA CBS,09:16,3,03:05
2022,"RIBAS BOSCH, BERTA",SPAR GIRONA,05:07,2,02:33
2022,"BERMEJO ESCRIBANO, DEVA",BARÇA CBS,02:05,1,02:05
2022,"NAVARRO GARCIA, LUCIA",BARÇA CBS,02:05,1,02:05
2022,"BURDICK, CASSIDIE CIERRA",VALENCIA B.C.,100:51,6,16:48
2022,"KOVACEVIC, BOJANA",CADI LA SEU,31:20,2,15:40
2022,"BROTONS PASCUAL, MONTSERRAT",CADI LA SEU,30:05,2,15:02
2022,"NOGIC, JOVANA",PERFUMERIAS AVENIDA,73:54,5,14:46
2022,"VUCETIC, JELENA",CADI LA SEU,29:18,2,14:39
2022,"GELDOF, SERENA LYNN PETRA",CASADEMONT ZARAGOZA,57:50,4,14:27
2022,"BUENAVIDA ESTEVEZ, ELENA",VALENCIA B.C.,72:01,5,14:24
2022,"GIMENO MARTINEZ, VEGA",CASADEMONT ZARAGOZA,55:26,4,13:51
2022,"BURA, PATRICIA",LOINTEK GERNIKA BIZKAIA,26:28,2,13:14
2022,"SALVADORES ALVAREZ, ANGELA",VALENCIA B.C.,78:10,6,13:01
2022,"PARRA, FAUSTINE LAURE CLEMENCE",SPAR GIRONA,24:08,2,12:04
2022,"GULBE, ALEKSA",PERFUMERIAS AVENIDA,50:49,5,10:09
2022,"MIRCHEVA, VIKTORIA VLADIMIROVNA",BARÇA CBS,39:17,4,09:49
2022,"SARAVIA LOGROÑO, PAULA",MOVISTAR ESTUDIANTES,07:03,1,07:03
2022,"RUEDA CHONI, JULIA MARIA",BARÇA CBS,27:48,4,06:57
2022,"ANGEL VILLEN, DAVINIA",CASADEMONT ZARAGOZA,06:51,1,06:51
2022,"FAM THIAM, AWA",VALENCIA B.C.,32:47,5,06:33
2022,"CONDE DURAN, ITSASO",MOVISTAR ESTUDIANTES,12:05,2,06:02
2022,"ALBERDI LARRUCEA, MARTA",LOINTEK GERNIKA BIZKAIA,07:18,2,03:39
2022,"WILLIAMS, BROOQUE CHRISTIA",LOINTEK GERNIKA BIZKAIA,03:07,1,03:07
2022,"PUJOL LLUCH, ARIADNA",BARÇA CBS,09:16,3,03:05
2022,"RIBAS BOSCH, BERTA",SPAR GIRONA,05:07,2,02:33
2022,"BERMEJO ESCRIBANO, DEVA",BARÇA CBS,02:05,1,02:05
2022,"NAVARRO GARCIA, LUCIA",BARÇA CBS,02:05,1,02:05
2022,"BURDICK, CASSIDIE CIERRA",VALENCIA B.C.,100:51,6,16:48
2022,"KOVACEVIC, BOJANA",CADI LA SEU,31:20,2,15:40
2022,"BROTONS PASCUAL, MONTSERRAT",CADI LA SEU,30:05,2,15:02
2022,"NOGIC, JOVANA",PERFUMERIAS AVENIDA,73:54,5,14:46
2022,"VUCETIC, JELENA",CADI LA SEU,29:18,2,14:39
2022,"GELDOF, SERENA LYNN PETRA",CASADEMONT ZARAGOZA,57:50,4,14:27
2022,"BUENAVIDA ESTEVEZ, ELENA",VALENCIA B.C.,72:01,5,14:24
2022,"GIMENO MARTINEZ, VEGA",CASADEMONT ZARAGOZA,55:26,4,13:51
2022,"BURA, PATRICIA",LOINTEK GERNIKA BIZKAIA,26:28,2,13:14
2022,"SALVADORES ALVAREZ, ANGELA",VALENCIA B.C.,78:10,6,13:01
2022,"PARRA, FAUSTINE LAURE CLEMENCE",SPAR GIRONA,24:08,2,12:04
2022,"GULBE, ALEKSA",PERFUMERIAS AVENIDA,50:49,5,10:09
2022,"MIRCHEVA, VIKTORIA VLADIMIROVNA",BARÇA CBS,39:17,4,09:49
2022,"SARAVIA LOGROÑO, PAULA",MOVISTAR ESTUDIANTES,07:03,1,07:03
