Temporada,Jugador,Equipo,Tot,Part,Med
2008,"HODGES, RONEEKA RAYSHELL",RIVAS ECÓPOLIS,9,3,3
2008,"WIGGINS, CANDICE DANA",CIUDAD ROS CASARES,9,4,"2,25"
2008,"PALAU ALTES, LAIA",CIUDAD ROS CASARES,9,4,"2,25"
2008,"VALDEMORO MADARIAGA, AMAYA",CIUDAD ROS CASARES,8,4,2
2008,"DE SOUZA MACHADO, ERIKA CRISTINA",CIUDAD ROS CASARES,8,4,2
2008,"ROVIRA RODRIGUEZ, MARIA DEL MAR",PERFUMERIAS AVENIDA,10,5,2
2008,"RILEY, RUTH ELLEN",RIVAS ECÓPOLIS,5,3,"1,67"
2008,"UJHELYI, PETRA",RIVAS ECÓPOLIS,5,3,"1,67"
2008,"BASKO , GUNTA",PERFUMERIAS AVENIDA,8,5,"1,6"
2008,"STAMPALIJA, PETRA",PERFUMERIAS AVENIDA,8,5,"1,6"
2008,"LIMA GARCIA, CINDY ORQUIDEA",CB FEVE SAN JOSÉ,3,2,"1,5"
2008,"DOMINGUEZ FERNANDEZ, SILVIA",PERFUMERIAS AVENIDA,7,5,"1,4"
2008,"ABALDE DIAZ, TAMARA",RIVAS ECÓPOLIS,4,3,"1,33"
2008,"PASCUA SUAREZ, MARÍA LUCILA",CB FEVE SAN JOSÉ,2,2,1
2008,"VESELA, JANA",CIUDAD ROS CASARES,4,4,1
2008,"ARGÜELLO CUENCA, PATRICIA",CB FEVE SAN JOSÉ,2,2,1
2008,"TORNIKIDOU TORNIKIDOU, ELENA",CIUDAD ROS CASARES,2,2,1
2008,"MONDT, ANKE DE",PERFUMERIAS AVENIDA,4,5,"0,8"
2008,"AGUILAR LOPEZ , ELISA",CIUDAD ROS CASARES,3,4,"0,75"
2007,"COHEN, LIRON",CLUB BALONCESTO SAN JOSÉ,8,2,4
2007,"MONTAÑANA GIMENO, ANNA",PERFUMERIAS AVENIDA,23,6,"3,83"
2007,"BERMEJO MORENO, CLARA SUSANA",PERFUMERIAS AVENIDA,23,6,"3,83"
2007,"MATIC , IVANKA",PERFUMERIAS AVENIDA,22,6,"3,67"
2007,"MILTON, DELISHA LACHELL",C. ROS CASARES VALENCIA,17,5,"3,4"
2007,"SANCHEZ FERNANDEZ, ISABEL",PERFUMERIAS AVENIDA,19,6,"3,17"
2007,"LIMA GARCIA, CINDY ORQUIDEA",CLUB BALONCESTO SAN JOSÉ,6,2,3
2007,"MORALES MARTIN, SILVIA",EBE PROMOCIONES SANTA EULALIAI,9,3,3
2007,"LYTTLE LYTTLE, SANCHO TRACY CONSTANCE",EBE PROMOCIONES SANTA EULALIAI,9,3,3
2007,"PAGE, LINDA A. MURRIEL",CLUB BALONCESTO SAN JOSÉ,6,2,3
2007,"DOUGLAS, KATHRYN",C. ROS CASARES VALENCIA,15,5,3
