Temporada,Jugador,Equipo,Tot,Part,Med
2024,"DOMINGUEZ FERNANDEZ, SILVIA",PERFUMERIAS AVENIDA,8 / 10,4,80
2024,"SANCHEZ RAMOS PEREDA, ALBA",BAXI FERROL,3 / 4,2,75
2024,"AYUSO BAGUR, AINA",HOZONO GLOBAL JAIRIS,10 / 14,2,"71,43"
2024,"LOPEZ RODRIGUEZ, AINHOA",SPAR GIRONA,9 / 13,4,"69,23"
2024,"BANASZAK, LILIANA ALEKSANDRA",MOVISTAR ESTUDIANTES,4 / 6,2,"66,67"
2024,"FLOREZ GETINO, ALICIA",VALENCIA B.C.,2 / 3,5,"66,67"
2024,"FRASER, BRIANNA ASHAKI",CASADEMONT ZARAGOZA,13 / 20,2,65
2024,"COULIBALY, MARIAM ALOU",CLUB JOVENTUT BADALONA,14 / 22,2,"63,64"
2024,"PIERRE LOUIS, VIONISE ARON'S",SPAR GIRONA,17 / 27,4,"62,96"
2024,"FINGALL, NADIA ANGELIQUE",VALENCIA B.C.,13 / 21,5,"61,9"
2024,"MASSEY, BILLIE KIM",HOZONO GLOBAL JAIRIS,6 / 10,2,60
2024,"BURA, PATRICIA",MOVISTAR ESTUDIANTES,3 / 5,2,60
2024,"GUERRERO ALCANTARA, CAROLINA",SPAR GIRONA,11 / 19,4,"57,89"
2024,"HRISTOVA, BORISLAVA",SPAR GIRONA,20 / 35,4,"57,14"
2024,"MARTIN CARRION, IYANA",PERFUMERIAS AVENIDA,12 / 21,4,"57,14"
2024,"POSPÍŠILOVÁ, JULIE",BAXI FERROL,9 / 16,2,"56,25"
2024,"CARRERA QUINTANA, RAQUEL",VALENCIA B.C.,15 / 27,5,"55,56"
2024,"ALEXANDER, KAYLA JANINE",VALENCIA B.C.,24 / 44,5,"54,55"
2024,"CAMILION CUCCARO, JUANA",MOVISTAR ESTUDIANTES,6 / 11,2,"54,55"
2024,"KONE , SIKA",PERFUMERIAS AVENIDA,21 / 39,4,"53,85"
2024,"MAVUNGA, TAFADZWA STEPHANIE PAULA",VALENCIA B.C.,9 / 17,5,"52,94"
2024,"ORTIZ VIVES, MARIONA",CASADEMONT ZARAGOZA,21 / 41,5,"51,22"
2024,"CANELLA RODRIGUEZ, MARTA",SPAR GIRONA,8 / 16,4,50
2024,"DELAERE, ANTONIA LAURA A.",PERFUMERIAS AVENIDA,5 / 10,4,50
2024,"SANTIBAÑEZ HERRERO, INES",CLUB JOVENTUT BADALONA,4 / 8,2,50
2024,"JOINER, MOIRA MACY",BAXI FERROL,4 / 8,2,50
2024,"GRAY, RESHANDA JACQUETA",HOZONO GLOBAL JAIRIS,4 / 8,2,50
2024,"ROMERO GONZALEZ, LETICIA",VALENCIA B.C.,3 / 6,3,50
2024,"TOPUZOVIC, KRISTINA",MOVISTAR ESTUDIANTES,3 / 6,1,50
