Temporada,Jugador,Equipo,Tot,Part,Med
2021,"DRAMMEH, BINTA MOMMY DAISY",SPAR GIRONA,1 / 7,3,"14,29"
2021,"COX, LAUREN ELIZABETH",IDK EUSKOTREN,1 / 7,2,"14,29"
2021,"VILARO ARAGONES, ANDREA",PERFUMERIAS AVENIDA,1 / 9,6,"11,11"
2021,"GRETTER, MELISA PAOLA",MOVISTAR ESTUDIANTES,0 / 7,2,0
2021,"ESPAÑA ALMENDRO, MARIA",IDK EUSKOTREN,0 / 6,2,0
2021,"BRCANINOVIC, MELISA",LOINTEK GERNIKA BIZKAIA,0 / 5,2,0
2021,"REISINGEROVA , JULIA SUSSANE",SPAR GIRONA,0 / 5,4,0
2021,"ORTIZ VIVES, MARIONA",MOVISTAR ESTUDIANTES,0 / 4,2,0
2021,"CARRERA QUINTANA, RAQUEL",VALENCIA B.C.,0 / 3,6,0
2021,"DIAZ CASTELLANO, YURENA",IDK EUSKOTREN,0 / 3,2,0
2021,"SOLER RAMIÓ, JÚLIA",CADI LA SEU,0 / 3,4,0
2021,"SILVA SERRANO , ROSELIS CAROLINA",LOINTEK GERNIKA BIZKAIA,0 / 2,2,0
2021,"ROMERO GONZALEZ, LETICIA",VALENCIA B.C.,2 / 8,6,25
2021,"BUCH ROSELL, ROSO",LOINTEK GERNIKA BIZKAIA,2 / 8,2,25
2021,"HEMPE, MERRIT RAMONA",CASADEMONT ZARAGOZA,1 / 4,2,25
2021,"OUVIÑA MODREGO, CRISTINA",VALENCIA B.C.,5 / 23,6,"21,74"
2021,"DE SANTIAGO OTERO, BEGOÑA",MOVISTAR ESTUDIANTES,2 / 10,2,20
2021,"CALHOUN, SIERRA LASHE",CASADEMONT ZARAGOZA,2 / 10,2,20
2021,"SEGURA MORENO, LORENA",VALENCIA B.C.,1 / 5,5,20
2021,"CASAS CARRERAS, QUERALT",VALENCIA B.C.,1 / 5,6,20
2021,"BURKE, KENNEDY VALENTINE",SPAR GIRONA,3 / 16,4,"18,75"
2021,"GULICH, MARIE ISABELLE",VALENCIA B.C.,2 / 11,6,"18,18"
2021,"GERMAN VELASCO, ICIAR",VALENCIA B.C.,1 / 6,5,"16,67"
2021,"DRAMMEH, BINTA MOMMY DAISY",SPAR GIRONA,1 / 7,3,"14,29"
2021,"COX, LAUREN ELIZABETH",IDK EUSKOTREN,1 / 7,2,"14,29"
2021,"VILARO ARAGONES, ANDREA",PERFUMERIAS AVENIDA,1 / 9,6,"11,11"
2021,"GRETTER, MELISA PAOLA",MOVISTAR ESTUDIANTES,0 / 7,2,0
2021,"ESPAÑA ALMENDRO, MARIA",IDK EUSKOTREN,0 / 6,2,0
2021,"BRCANINOVIC, MELISA",LOINTEK GERNIKA BIZKAIA,0 / 5,2,0
2021,"REISINGEROVA , JULIA SUSSANE",SPAR GIRONA,0 / 5,4,0
2021,"ORTIZ VIVES, MARIONA",MOVISTAR ESTUDIANTES,0 / 4,2,0
2021,"CARRERA QUINTANA, RAQUEL",VALENCIA B.C.,0 / 3,6,0
2021,"DIAZ CASTELLANO, YURENA",IDK EUSKOTREN,0 / 3,2,0
2021,"SOLER RAMIÓ, JÚLIA",CADI LA SEU,0 / 3,4,0
2021,"SILVA SERRANO , ROSELIS CAROLINA",LOINTEK GERNIKA BIZKAIA,0 / 2,2,0
2020,"FERRARI CALABRO, PAOLA ANDREA",SPAR GIRONA,5 / 16,4,"31,25"
2020,"SAMUELSON, KATIE LOU",PERFUMERIAS AVENIDA,11 / 36,7,"30,56"
2020,"STANACEV , ALEKSANDRA",DURÁN MAQUINARIA ENSINO,2 / 7,2,"28,57"
2020,"CASAS CARRERAS, QUERALT",VALENCIA B.C.,3 / 11,6,"27,27"
2020,"GRETTER, MELISA PAOLA",MOVISTAR ESTUDIANTES,3 / 11,2,"27,27"
2020,"GIMENO MARTINEZ, VEGA",DURÁN MAQUINARIA ENSINO,1 / 4,1,25
2020,"MONTENEGRO SANTANA, RITA ESTHER",CIUDAD DE LA LAGUNA TENERIFE,1 / 4,2,25
2020,"RAMAN, JANA GEORGES R",MOVISTAR ESTUDIANTES,1 / 4,2,25
2020,"NYINGIFA, ATONYE JENNIFER",MOVISTAR ESTUDIANTES,1 / 4,2,25
2020,"VASIC, SONJA",SPAR GIRONA,4 / 17,4,"23,53"
2020,"N'DIAYE, DJENEBA",SPAR GRAN CANARIA,3 / 13,2,"23,08"
2020,"ALIAGA ROMERO, LAURA",DURÁN MAQUINARIA ENSINO,2 / 10,2,20
2020,"BURANI, AGOSTINA PAOLA",MOVISTAR ESTUDIANTES,2 / 10,2,20
2020,"ROUNDTREE, MARGARET YVETTE",LOINTEK GERNIKA BIZKAIA,1 / 5,4,20
2020,"BETTENCOURT CORREIA, MARIA JOAO",CIUDAD DE LA LAGUNA TENERIFE,2 / 11,2,"18,18"
2020,"GRAY, CHELSEA NICHELLE",SPAR GIRONA,2 / 12,4,"16,67"
2020,"RAKSANYI, KRISZTINA",CIUDAD DE LA LAGUNA TENERIFE,1 / 6,2,"16,67"
2020,"HAYES, RENARA TIFFANY",PERFUMERIAS AVENIDA,2 / 17,5,"11,76"
2020,"GULICH, MARIE ISABELLE",VALENCIA B.C.,1 / 10,7,10
2020,"JUSKAITE, LAURA",VALENCIA B.C.,1 / 10,7,10
2020,"CARTER, ARICA DERRIS",MOVISTAR ESTUDIANTES,0 / 10,2,0
2020,"OCETE CASTILLO, GABRIELA",CIUDAD DE LA LAGUNA TENERIFE,0 / 5,2,0
2020,"IVANOVIC, MILICA",LOINTEK GERNIKA BIZKAIA,0 / 5,4,0
2020,"ATKINSON, TANAYA MECHELLE",CIUDAD DE LA LAGUNA TENERIFE,0 / 4,2,0
2020,"HEMPE, MERRIT RAMONA",DURÁN MAQUINARIA ENSINO,0 / 4,2,0
2020,"HARTMANN, ALINA WAYAN",SPAR GRAN CANARIA,0 / 3,2,0
2020,"PINA TOLOSA, MARIA",VALENCIA B.C.,0 / 3,5,0
2020,"ABDI, FARHIYA",CIUDAD DE LA LAGUNA TENERIFE,0 / 2,2,0
2020,"LO SYLLA, NOGAYE",LOINTEK GERNIKA BIZKAIA,0 / 2,3,0
2020,"FLORES COSTA, LAIA",SPAR GIRONA,0 / 2,2,0
2020,"SOLER RAMIÓ, JÚLIA",SPAR GIRONA,0 / 2,2,0
2020,"SOLER RAMIÓ, JÚLIA",SPAR GIRONA,0 / 2,2,0
2019,"NOGIC, JOVANA",CADI LA SEU,0 / 5,1,0
2019,"CAZORLA MEDINA, MARIA TERESA",PERFUMERIAS AVENIDA,0 / 5,3,0
2019,"RAMAN, JANA GEORGES R",VALENCIA B.C.,0 / 5,2,0
2019,"ODWYER, FIONA EILISH",DURÁN MAQUINARIA ENSINO,0 / 3,1,0
