Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'---, AUBREY';['CELTA BANCO SIMEON'];1.0;31.0;11.0;2.0;6.0;0.33;2.0;4.0;0.5;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;2.0;0.0;0.0;0.0;1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, CHARISSE MARIE';['A.D. UNIVERSIDAD DE OVIEDO'];26.0;35.15;15.04;3.88;6.81;0.57;1.54;4.08;0.38;2.65;3.58;0.74;2.77;4.12;6.88;0.96;2.42;1.5;0.35;0.12;0.0;2.81;3.38;18.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, DAVINIA';['REAL CANOE N.C.'];1.0;22.0;12.0;5.0;10.0;0.5;0.0;0.0;0.0;2.0;2.0;1.0;4.0;0.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, JESSIE IVETTE';['SANDRA GRAN CANARIA'];1.0;33.0;19.0;5.0;13.0;0.39;0.0;0.0;0.0;9.0;11.0;0.82;3.0;9.0;12.0;3.0;0.0;2.0;0.0;0.0;0.0;2.0;8.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, LIDIA';['SANDRA GRAN CANARIA'];1.0;36.0;14.0;2.0;5.0;0.4;3.0;5.0;0.6;1.0;2.0;0.5;0.0;7.0;7.0;6.0;2.0;2.0;0.0;0.0;0.0;3.0;3.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, LOURDES';['SANDRA GRAN CANARIA'];1.0;37.0;6.0;0.0;3.0;0.0;2.0;7.0;0.29;0.0;0.0;0.0;0.0;3.0;3.0;1.0;1.0;4.0;0.0;0.0;0.0;4.0;1.0;-4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, NIEVES';['REAL CANOE N.C.'];1.0;40.0;23.0;6.0;13.0;0.46;1.0;3.0;0.33;8.0;9.0;0.89;0.0;5.0;5.0;4.0;0.0;3.0;0.0;0.0;0.0;1.0;7.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, PALOMA';['SANDRA GRAN CANARIA'];1.0;6.0;4.0;1.0;1.0;1.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, RAQUEL';['REAL CANOE N.C.'];1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, ROSAURA CARMEN';['SANDRA GRAN CANARIA'];1.0;34.0;24.0;4.0;6.0;0.67;4.0;4.0;1.0;4.0;4.0;1.0;0.0;5.0;5.0;5.0;1.0;1.0;0.0;0.0;0.0;3.0;3.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
