Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
JOHNSON, SHANNON REGINA;38.84;JOHNSON, SHANNON REGINA;23.12;---, ELENA;6.65;KIRETA, SONJA;13.92;BARRANCO CASTILLO, ROSA MARIA;0.63;PELAEZ SAN GIL, LOURDES;2.83;PELAEZ SAN GIL, LOURDES;7.3;QUINTERO CASTELLANO, THANIA;0.54;JOHNSON, SHANNON REGINA;6.88;JOHNSON, SHANNON REGINA;8.92;SECO SALVADOR, TERESA;1.0;ROBERTS, NYREE KHADIJAH;4.23;PASCUA SUAREZ, MARA LUCILA;7.19;HODGES, DALE;10.96;ALONSO DIEGO, MARIA JOSE;4.62;MORALES MARTIN, SILVIA;3.27;MAGLISCEAU, MICHELLE YVONNE;4.92;GOUREEVA, JULIA;1.8;CHECA JIMENO, MARIA TERESA;1.0;---, ELENA;0.19;MAGLISCEAU, MICHELLE YVONNE;3.77;JOHNSON, SHANNON REGINA;7.76;---, ELENA;25.77;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0;PALMER, WENDY;0.0
SNCHEZ LUJN, ROSAURA DEL CARMEN;36.35;DAPO, AMRA;19.5;KIRETA, SONJA;6.46;JOHNSON, SHANNON REGINA;13.72;MAGLISCEAU, MICHELLE YVONNE;0.63;CONGREAVES, ANDREA FIONA;2.48;GESTEIRA FERNANDEZ, LIDIA;5.96;---, POLIMIA;0.5;MAGLISCEAU, MICHELLE YVONNE;5.42;MAGLISCEAU, MICHELLE YVONNE;6.69;CALVO VERA, ARANTXA;0.91;HODGES, DALE;4.0;HODGES, DALE;6.96;---, BROOKE ELIZABETH;9.32;---, ELENA;4.31;SNCHEZ LUJN, ROSAURA DEL CARMEN;2.92;ALONSO DIEGO, MARIA JOSE;4.65;---, BROOKE ELIZABETH;1.48;BLANCO BERNAL, SONIA;0.88;ANTOJA ROVIRA, LAURA;0.04;ANTOJA ROVIRA, LAURA;3.73;MAGLISCEAU, MICHELLE YVONNE;6.12;JOHNSON, SHANNON REGINA;22.76;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0;---, BARBARA FARRIS;0.0
HODGES, DALE;36.31;---, ELENA;18.77;MAGLISCEAU, MICHELLE YVONNE;6.23;TUUKKANEN, TARU TELLERVO;13.04;CONGREAVES, ANDREA FIONA;0.61;HOLLAND CORN, KEDRA;2.19;HOLLAND CORN, KEDRA;5.31;CONGREAVES, ANDREA FIONA;0.48;---, ELENA;5.12;TUUKKANEN, TARU TELLERVO;6.44;PELAEZ SAN GIL, LOURDES;0.9;TUUKKANEN, TARU TELLERVO;3.52;---, BROOKE ELIZABETH;6.48;ROBERTS, NYREE KHADIJAH;9.32;BERMEJO MORENO, CLARA SUSANA;4.08;GOMEZ NOVO, MARIA ARANZAZU;2.9;BERMEJO MORENO, CLARA SUSANA;4.32;WHITTLE, JENNY;1.46;DAPO, AMRA;0.77;PALMER, WENDY;0.0;CANTERO OSTOS, CRISTINA;3.65;TUUKKANEN, TARU TELLERVO;5.92;SNCHEZ LUJN, ROSAURA DEL CARMEN;20.23;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0;---, MIRIAM APELES DIAZ DIAZ;0.0
JORDANA BOFILL, NOEMI;36.08;MAGLISCEAU, MICHELLE YVONNE;18.69;MACHANGUANA, CLARISSE EULALIA;6.2;ROBERTS, NYREE KHADIJAH;12.23;---, POLIMIA;0.6;SNCHEZ LUJN, ROSAURA DEL CARMEN;2.12;CONGREAVES, ANDREA FIONA;5.12;WHITTLE, JENNY;0.47;TUUKKANEN, TARU TELLERVO;4.64;---, ELENA;6.12;SANTOS DE OLIVEIRA, RENATA;0.89;DE SOUZA DOS SANTOS, FLAVIA LUIZA;3.0;WHITTLE, JENNY;6.0;PASCUA SUAREZ, MARA LUCILA;8.88;JOHNSON, SHANNON REGINA;3.32;MARTINEZ PRAT, NURIA;2.76;GODOY, JACQUELINE;4.19;KIRETA, SONJA;1.42;PALOMARES VALIENTE, PAULA;0.58;---, BARBARA FARRIS;0.0;RILEY, RUTH ELLEN;3.6;---, ELENA;5.85;MAGLISCEAU, MICHELLE YVONNE;19.62;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0;---, JESSICA MOURIZ FERNANDEZ;0.0
DAPO, AMRA;36.08;KIRETA, SONJA;17.38;JOHNSON, SHANNON REGINA;6.08;MACHANGUANA, CLARISSE EULALIA;12.07;ERB, SUMMER ELISABETH;0.59;ROULIER JAYE, JENNIFER;2.0;SNCHEZ LUJN, ROSAURA DEL CARMEN;5.04;VALERO CEBRIAN, PILAR;0.46;CHECA JIMENO, MARIA TERESA;4.53;CHECA JIMENO, MARIA TERESA;6.11;DIETEL, ALKE;0.89;---, BROOKE ELIZABETH;2.84;CHECA JIMENO, MARIA TERESA;5.95;TUUKKANEN, TARU TELLERVO;8.52;ALAMO GONZALEZ, ELENA MARIA;3.07;BERMEJO MORENO, CLARA SUSANA;2.72;JOHNSON, SHANNON REGINA;4.16;RILEY, RUTH ELLEN;1.4;GOMEZ NOVO, MARIA ARANZAZU;0.55;SMITH, TANGELA NICOLE;0.0;---, BROOKE ELIZABETH;3.56;KIRETA, SONJA;5.58;KIRETA, SONJA;18.92;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0
---, ELENA;35.27;CHECA JIMENO, MARIA TERESA;17.16;DONAPHIN, BETHANY CAMILLE;5.96;DONAPHIN, BETHANY CAMILLE;11.88;MORALES MARTIN, SILVIA;0.58;GALLEGO VICARIO, SANDRA;2.0;ROULIER JAYE, JENNIFER;4.92;GALLEGO VICARIO, SANDRA;0.44;DAPO, AMRA;4.46;KIRETA, SONJA;6.08;PALOMARES VALIENTE, PAULA;0.88;KIRETA, SONJA;2.73;GOMEZ SANDO, GERTRUDIS;5.81;KIRETA, SONJA;8.31;GODOY, JACQUELINE;3.06;VALDEMORO MADARIAGA, AMAYA;2.5;ALAMO GONZALEZ, ELENA MARIA;3.86;ROBERTS, NYREE KHADIJAH;1.27;PONS MOLINA, INGRID;0.54;MANSILLA GARCIA, TATIANA;0.0;GODOY, JACQUELINE;3.56;---, POLIMIA;5.46;---, POLIMIA;18.12;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0;MANSILLA GARCIA, TATIANA;0.0
MAGLISCEAU, MICHELLE YVONNE;35.0;SNCHEZ LUJN, ROSAURA DEL CARMEN;16.81;---, POLIMIA;5.81;---, ELENA;11.88;MONTESDEOCA VALIDO, JESSICA DEL MAR;0.58;VALDEMORO MADARIAGA, AMAYA;1.91;JORDANA BOFILL, NOEMI;4.92;RODIONOVA, SVITLANA;0.44;KIRETA, SONJA;4.46;DONAPHIN, BETHANY CAMILLE;5.96;CONGREAVES, ANDREA FIONA;0.87;BLANCO BERNAL, SONIA;2.69;KIRETA, SONJA;5.58;ERB, SUMMER ELISABETH;8.15;SNCHEZ LUJN, ROSAURA DEL CARMEN;3.04;ALONSO DIEGO, MARIA JOSE;2.5;KIRETA, SONJA;3.73;HARTSHORN, BRITT TAYLENE;1.15;ALAMO GONZALEZ, ELENA MARIA;0.5;---, MIRIAM APELES DIAZ DIAZ;0.0;MELIN ALONSO, DACIL;3.52;GOMEZ NOVO, MARIA ARANZAZU;5.4;TUUKKANEN, TARU TELLERVO;17.8;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0;JOHNSON, LESLIE SHINELL;0.0
XANTAL SERRET, M DEL MAR;34.86;TUUKKANEN, TARU TELLERVO;16.24;ERB, SUMMER ELISABETH;5.73;DAPO, AMRA;11.15;GALLEGO VICARIO, SANDRA;0.57;GESTEIRA FERNANDEZ, LIDIA;1.85;XANTAL SERRET, M DEL MAR;4.82;VILARRUBLA SEIRA, EVA;0.44;GODOY, JACQUELINE;4.44;DAPO, AMRA;5.46;LLAMAS PAJUELO, MARIA NIEVES;0.86;DONAPHIN, BETHANY CAMILLE;2.65;ERB, SUMMER ELISABETH;5.58;CHECA JIMENO, MARIA TERESA;7.95;GALLEGO VICARIO, SANDRA;2.77;FERNANDEZ FARRES, MARTA;2.44;---, ELENA;3.73;RODIONOVA, SVITLANA;0.8;ZRNIC, JELENA;0.5;---, JESSICA MOURIZ FERNANDEZ;0.0;ALONSO DIEGO, MARIA JOSE;3.42;GODOY, JACQUELINE;5.12;---, BROOKE ELIZABETH;17.24;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0;BARANAUSKAITE, IRENA;0.0
CONGREAVES, ANDREA FIONA;34.84;GALLEGO VICARIO, SANDRA;16.08;TUUKKANEN, TARU TELLERVO;5.68;HODGES, DALE;10.81;MARTINEZ PRAT, NURIA;0.57;XANTAL SERRET, M DEL MAR;1.82;VALDEMORO MADARIAGA, AMAYA;4.77;GLAUBITZ, DESIREE;0.43;SNCHEZ LUJN, ROSAURA DEL CARMEN;4.23;GODOY, JACQUELINE;5.44;MACHANGUANA, CLARISSE EULALIA;0.84;ERB, SUMMER ELISABETH;2.58;ROBERTS, NYREE KHADIJAH;5.09;GOMEZ SANDO, GERTRUDIS;7.58;GRANDE FLORES, LAURA;2.71;PALAU ALTES, LAIA;2.42;HODGES, DALE;3.58;CRAWFORD, SHALA;0.71;MORENO MELIAN, ARMINDA;0.5;MARCOS BENITO, BLANCA;0.0;CRAWFORD, SHALA;3.41;SNCHEZ LUJN, ROSAURA DEL CARMEN;4.88;ERB, SUMMER ELISABETH;17.19;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0;MARCOS BENITO, BLANCA;0.0
PELAEZ SAN GIL, LOURDES;34.78;SANCHEZ FERNANDEZ, ISABEL;15.84;DAPO, AMRA;5.5;POLLINI, CATARINA;10.73;DAS NEVES, CLAUDIA MARIA;0.57;JORDANA BOFILL, NOEMI;1.62;GALLEGO VICARIO, SANDRA;4.5;MORENO MELIAN, ARMINDA;0.43;BLANCO BERNAL, SONIA;3.65;SNCHEZ LUJN, ROSAURA DEL CARMEN;5.15;---, ELENA;0.84;POLLINI, CATARINA;2.54;TUUKKANEN, TARU TELLERVO;5.0;DONAPHIN, BETHANY CAMILLE;7.46;PALAU ALTES, LAIA;2.65;JOHNSON, SHANNON REGINA;2.4;PALOMARES VALIENTE, PAULA;3.54;DONAPHIN, BETHANY CAMILLE;0.69;POLLINI, CATARINA;0.5;VALETA, KALLIOPI;0.0;GOUREEVA, JULIA;3.4;SANCHEZ FERNANDEZ, ISABEL;4.84;HODGES, DALE;16.77;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0;VALETA, KALLIOPI;0.0
