Nombre;Condicion;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;Posesiones;Ritmo;OER;% TC Efectivo;% Jugada;Frec. TL;% Reb Def;% Reb Of;% Assis;% Perd
['ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS'] Equipo;['Media'];3.0;200.0;64.0;17.0;40.0;0.42;4.0;16.0;0.25;18.0;24.0;0.75;5.33;20.33;25.67;2.67;7.33;16.33;1.67;4.0;0.0;20.33;22.0;41.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS'] Equipo Rival;['Media Rival'];3.0;200.0;81.33;28.33;49.67;0.57;4.0;13.0;0.31;12.67;20.67;0.61;9.67;27.33;37.0;12.33;11.0;15.0;4.0;1.67;0.0;22.33;20.33;88.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS'] Equipo;['Media'];3.0;200.0;55.0;15.0;40.0;0.38;4.67;21.67;0.22;11.0;15.67;0.7;7.67;17.67;25.33;5.0;8.67;13.33;0.33;2.67;0.0;20.0;19.0;30.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS'] Equipo Rival;['Media Rival'];3.0;200.0;79.67;30.33;54.67;0.55;2.33;9.33;0.25;12.0;17.33;0.69;12.67;27.33;40.0;9.67;13.67;16.67;2.33;0.33;0.0;19.0;20.0;92.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS'] Equipo;['Media'];6.0;200.0;73.33;20.17;42.33;0.48;7.0;17.67;0.4;12.0;14.67;0.82;8.0;21.33;29.33;4.33;9.17;13.5;1.33;3.17;0.0;22.5;17.33;60.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS'] Equipo Rival;['Media Rival'];6.0;200.0;74.0;24.0;48.67;0.49;3.0;11.33;0.26;17.0;24.67;0.69;9.67;20.33;30.0;7.67;11.67;14.0;3.17;1.0;0.0;17.33;22.5;76.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS'] Equipo;['Media'];10.0;199.8;73.3;20.1;45.4;0.44;5.5;15.0;0.37;16.6;21.5;0.77;8.0;19.7;27.7;6.5;8.0;16.7;0.9;2.5;0.0;22.2;17.6;52.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS'] Equipo Rival;['Media Rival'];10.0;202.5;83.8;25.0;49.0;0.51;6.1;15.6;0.39;15.5;21.7;0.71;8.6;22.4;31.0;9.3;11.5;13.7;3.2;0.7;0.0;20.5;19.9;84.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS'] Equipo;['Media'];3.0;200.0;68.67;19.67;40.67;0.48;4.67;12.33;0.38;15.33;21.33;0.72;6.0;21.0;27.0;3.0;6.33;16.33;0.33;1.67;0.0;19.67;21.0;54.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS', 'ANDALUCIA AIFOS'] Equipo Rival;['Media Rival'];3.0;200.0;74.67;28.33;56.33;0.5;2.33;8.67;0.27;11.0;16.0;0.69;11.33;17.0;28.33;4.67;13.0;11.0;1.67;0.33;0.0;21.33;19.67;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
