Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
GOMEZ KEHSLER, TATIANA WALESKA;30.62;BLE, DOUKOLE VANESSA;13.35;HERRERA BOXO, LAURA;4.53;NDOUR, ASTOU BARRO;9.1;CARBO COLOMA, ANNA;0.54;SULCIUTE, EGLE;1.35;CABRERA ARGUELLO, PATRICIA;3.8;ROMERO GONZALEZ, LETICIA;0.39;MONROE, JACINTA LISETTE;2.3;DIAZ CASTELLANO, YURENA;3.12;GIMENO MELENDO, LAURA;0.86;REZAN, MARIJA;2.08;SULCIUTE, EGLE;4.8;WILLINGHAM, LE`COE LOUISE;6.5;BLE, DOUKOLE VANESSA;2.5;CARBO COLOMA, ANNA;1.61;DIAZ CASTELLANO, YURENA;2.88;NDOYE, BINETA;0.58;CUEVAS MEDIAVILLA, AITANA;0.4;LINEROS CAMPOY, MARINA;0.0;NICHOLLS GONZALEZ, LAURA;2.67;NICHOLLS GONZALEZ, LAURA;3.06;DENSON, AMY RAE;13.68;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0;LINEROS CAMPOY, MARINA;0.0
BRRING, TANYA;30.19;FERNANDEZ FARRES, MARTA;13.33;PUTNINA, AIJA;4.41;ROMERO GONZALEZ, LETICIA;9.05;BROWN, LA NEDRA JE'TAIME;0.53;MIRCHANDANI VILLAR, LIDIA;1.35;ALLISON, RACHEL LINDSAY;3.5;ALLISON, RACHEL LINDSAY;0.39;BROWN, LA NEDRA JE'TAIME;2.25;BRAVARD, CIERRA  NICHOLE;2.9;TRAORE, ASTOU;0.86;BROWN, LA NEDRA JE'TAIME;2.05;ALLISON, RACHEL LINDSAY;4.65;SULCIUTE, EGLE;6.35;GOMEZ IGUAL, ANNA;2.5;FERNANDEZ FARRES, MARTA;1.61;GOMEZ IGLESIAS, REGINA;2.79;WILLINGHAM, LE`COE LOUISE;0.57;KARCIC, LISA ANN;0.4;MOLINA DOMINGO, CYNTHIA;0.0;BROWN, LA NEDRA JE'TAIME;2.65;WALICH, JOANNA JADWIGA;3.06;BROWN, LA NEDRA JE'TAIME;13.25;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0;MOLINA DOMINGO, CYNTHIA;0.0
GIL COLLADO, LAURA;30.14;DIAZ CASTELLANO, YURENA;13.31;ROMERO GONZALEZ, LETICIA;4.4;COVINGTON, ARHONDA;9.0;WALICH, JOANNA JADWIGA;0.53;ALLISON, RACHEL LINDSAY;1.35;TINEO HERNANDEZ, BLANCA CELIA;3.47;FEASTER, ALISON;0.38;BRAVARD, CIERRA  NICHOLE;2.2;CHATZINIKOLAU, OLGA;2.89;CARBO COLOMA, ANNA;0.85;MOSBY, TYRONE BERNICE;2.0;GOMEZ KEHSLER, TATIANA WALESKA;4.6;TUUKKANEN, TARU TELLERVO;6.25;DIAZ CASTELLANO, YURENA;2.5;ORTIZ VIVES, MARIONA;1.6;ROMERO GONZALEZ, LETICIA;2.75;CUEVAS MEDIAVILLA, AITANA;0.55;MONROE, JACINTA LISETTE;0.4;REDONDO FUENTES, BEATRIZ;0.0;WILLINGHAM, LE`COE LOUISE;2.64;DIAZ CASTELLANO, YURENA;3.0;FERNANDEZ FARRES, MARTA;13.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0;REDONDO FUENTES, BEATRIZ;0.0
MIRCHANDANI VILLAR, LIDIA;29.92;CRUZ LEBRATO, ANNA;13.25;FERNANDEZ FARRES, MARTA;4.39;GIL COLLADO, LAURA;8.9;NDOUR, ASTOU BARRO;0.53;HONTI, KATALIN;1.2;GOMEZ IGLESIAS, REGINA;3.42;CARBO COLOMA, ANNA;0.38;CHATZINIKOLAU, OLGA;2.11;WALICH, JOANNA JADWIGA;2.89;SUAREZ UTRERO, ANA MARIA;0.84;HERRERA BOXO, LAURA;2.0;DENSON, AMY RAE;4.37;CHATZINIKOLAU, OLGA;6.06;CRUZ LEBRATO, ANNA;2.4;BRRING, TANYA;1.56;SUAREZ UTRERO, ANA MARIA;2.75;BROWN, LA NEDRA JE'TAIME;0.55;NDOUR, ASTOU BARRO;0.35;MATEOS GARCIA, NURIA;0.0;NDOYE, BINETA;2.63;CHUMILLAS PERIS, BERTA;2.95;CRUZ LEBRATO, ANNA;12.8;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0;MATEOS GARCIA, NURIA;0.0
CHATZINIKOLAU, OLGA;29.92;BROWN, LA NEDRA JE'TAIME;13.05;GOMEZ KEHSLER, TATIANA WALESKA;4.35;GOMEZ KEHSLER, TATIANA WALESKA;8.75;FERNANDEZ FARRES, MARTA;0.52;SUAREZ UTRERO, ANA MARIA;1.2;PUTNINA, AIJA;3.41;CABRERA ARGUELLO, PATRICIA;0.38;CRUZ LEBRATO, ANNA;2.1;CASAS CARRERAS, QUERALT;2.85;SULCIUTE, EGLE;0.84;NDOYE, BINETA;1.95;KARCIC, LISA ANN;4.3;GIL COLLADO, LAURA;6.05;HONTI, KATALIN;2.35;BLE, DOUKOLE VANESSA;1.55;SARR, OUMOUL KHAIRY;2.7;WALICH, JOANNA JADWIGA;0.5;ROMERO GONZALEZ, LETICIA;0.35;VORONINA, ARIADNA;0.0;ALLISON, RACHEL LINDSAY;2.6;MONROE, JACINTA LISETTE;2.85;CARBO COLOMA, ANNA;12.72;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0;VORONINA, ARIADNA;0.0
ASURMENDI VILLAVERDE, MARIA DEL CARMEN;29.81;CASAS CARRERAS, QUERALT;11.85;COVINGTON, ARHONDA;4.33;TRAORE, ASTOU;8.45;MOSBY, TYRONE BERNICE;0.52;CHUMILLAS PERIS, BERTA;1.1;CHUMILLAS PERIS, BERTA;3.4;WALICH, JOANNA JADWIGA;0.38;HERRERA BOXO, LAURA;2.05;NDOUR, ASTOU BARRO;2.75;GOMEZ IGLESIAS, REGINA;0.83;MONROE, JACINTA LISETTE;1.95;SOTIRIOU, AIKATERINA;4.16;NICHOLLS GONZALEZ, LAURA;5.89;ALONSO SANCHEZ, VERONICA;2.35;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;1.55;COVINGTON, ARHONDA;2.61;STEVENSON, MANDISA ARAMINTA SANURA;0.45;GOMEZ FERREIROS, SARA;0.35;DIEZ FERNANDEZ, NAIARA;0.0;SARR, OUMOUL KHAIRY;2.6;HERRERA BOXO, LAURA;2.84;HERRERA BOXO, LAURA;12.63;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0;DIEZ FERNANDEZ, NAIARA;0.0
LOPEZ MARQUES, CRISTINA;29.53;HERRERA BOXO, LAURA;11.11;CRUZ LEBRATO, ANNA;4.15;FERNANDEZ FARRES, MARTA;8.39;PARHAM, AJA DANIELLE;0.52;NDOUR, ASTOU BARRO;1.0;MARCOS BENITO, BLANCA;3.37;SUAREZ UTRERO, ANA MARIA;0.38;WILLINGHAM, LE`COE LOUISE;2.0;COVINGTON, ARHONDA;2.72;GOMEZ IGUAL, ANNA;0.83;MORRISON JARA, ZIOMARA ESKET;1.94;TUUKKANEN, TARU TELLERVO;3.9;GOMEZ KEHSLER, TATIANA WALESKA;5.65;CHATZINIKOLAU, OLGA;2.33;LOPEZ MARQUES, CRISTINA;1.5;LOPEZ MARQUES, CRISTINA;2.56;COVINGTON, ARHONDA;0.44;ALONSO SANCHEZ, VERONICA;0.35;JODAR PORTAS, ANNA;0.0;POUNDS, DIONNE MAI CHRISTINA;2.58;GOMEZ KEHSLER, TATIANA WALESKA;2.75;CASAS CARRERAS, QUERALT;12.5;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0;JODAR PORTAS, ANNA;0.0
WALICH, JOANNA JADWIGA;29.26;COVINGTON, ARHONDA;11.0;HENRY, ANEIKA ANNA-KAY;3.89;STEVENSON, MANDISA ARAMINTA SANURA;8.05;BRAVARD, CIERRA  NICHOLE;0.51;MARCOS BENITO, BLANCA;1.0;SULCIUTE, EGLE;3.2;XARGAY CASADEMONT, MARTA;0.38;NDOUR, ASTOU BARRO;1.95;WILLINGHAM, LE`COE LOUISE;2.71;PUTNINA, AIJA;0.83;CARBO COLOMA, ANNA;1.89;MONTENEGRO SANTANA, RITA ESTHER;3.9;KARCIC, LISA ANN;5.4;BERMEJO MORENO, CLARA SUSANA;2.06;PARHAM, AJA DANIELLE;1.5;GOMEZ FERREIROS, SARA;2.45;MILLER, CHERIN BRITANY;0.42;CRUZ LEBRATO, ANNA;0.35;WILLINGHAM, LE`COE LOUISE;0.0;SOTIRIOU, AIKATERINA;2.58;XARGAY CASADEMONT, MARTA;2.75;CHATZINIKOLAU, OLGA;12.22;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0;WILLINGHAM, LE`COE LOUISE;0.0
COVINGTON, ARHONDA;29.23;PARHAM, AJA DANIELLE;10.8;CASAS CARRERAS, QUERALT;3.8;CASAS CARRERAS, QUERALT;7.9;CHUMILLAS PERIS, BERTA;0.51;XARGAY CASADEMONT, MARTA;1.0;PARHAM, AJA DANIELLE;3.2;MESTDAGH, KIM;0.38;GIL COLLADO, LAURA;1.85;GIL COLLADO, LAURA;2.7;WALICH, JOANNA JADWIGA;0.83;COVINGTON, ARHONDA;1.83;PASCUA SUAREZ, MARA LUCILA;3.89;BROWN, LA NEDRA JE'TAIME;5.35;BARTONOVA, KATERINA;2.0;COVINGTON, ARHONDA;1.5;CHATZINIKOLAU, OLGA;2.44;TUUKKANEN, TARU TELLERVO;0.4;WALICH, JOANNA JADWIGA;0.33;MOSBY, TYRONE BERNICE;0.0;LOPEZ MARQUES, CRISTINA;2.56;CASAS CARRERAS, QUERALT;2.75;WALICH, JOANNA JADWIGA;12.17;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0;MOSBY, TYRONE BERNICE;0.0
CRUZ LEBRATO, ANNA;29.2;WILLINGHAM, LE`COE LOUISE;10.5;MILLER, CHERIN BRITANY;3.63;MILLER, CHERIN BRITANY;7.37;MARCOS BENITO, BLANCA;0.51;GOMEZ IGLESIAS, REGINA;1.0;SUAREZ UTRERO, ANA MARIA;3.2;ANTOJA ROVIRA, LAURA;0.37;COVINGTON, ARHONDA;1.83;HERRERA BOXO, LAURA;2.63;SARR, OUMOUL KHAIRY;0.82;TRAORE, ASTOU;1.7;WALICH, JOANNA JADWIGA;3.78;PASCUA SUAREZ, MARA LUCILA;5.28;SULCIUTE, EGLE;1.9;MARCOS BENITO, BLANCA;1.47;PUTNINA, AIJA;2.41;PASCUA SUAREZ, MARA LUCILA;0.39;LOPEZ MARQUES, CRISTINA;0.33;RIBAS NIETO, LAURA;0.0;TUUKKANEN, TARU TELLERVO;2.55;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;2.7;COVINGTON, ARHONDA;12.17;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0
GERMAN VELASCO, ICIAR;29.18;GIL COLLADO, LAURA;10.45;GIL COLLADO, LAURA;3.55;NICHOLLS GONZALEZ, LAURA;7.33;GOMEZ KEHSLER, TATIANA WALESKA;0.5;CRUZ LEBRATO, ANNA;0.95;VIVAS SACRAMENTO, ELISABET;3.1;DIEZ FERNANDEZ, NAIARA;0.37;PARHAM, AJA DANIELLE;1.75;PARHAM, AJA DANIELLE;2.5;POUNDS, DIONNE MAI CHRISTINA;0.82;HENRY, ANEIKA ANNA-KAY;1.63;NICHOLLS GONZALEZ, LAURA;3.72;SOTIRIOU, AIKATERINA;5.21;CARBO COLOMA, ANNA;1.89;BERMEJO MORENO, CLARA SUSANA;1.44;GERMAN VELASCO, ICIAR;2.35;GARCIA TORRES, CRISTINA;0.35;HERRERA BOXO, LAURA;0.32;COMELLA PONS, PILAR;0.0;VIVAS SACRAMENTO, ELISABET;2.55;PARHAM, AJA DANIELLE;2.7;WILLINGHAM, LE`COE LOUISE;12.07;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0;COMELLA PONS, PILAR;0.0
GOMEZ IGLESIAS, REGINA;29.12;GOMEZ KEHSLER, TATIANA WALESKA;10.3;WILLINGHAM, LE`COE LOUISE;3.29;HERRERA BOXO, LAURA;7.32;PASCUA SUAREZ, MARA LUCILA;0.5;GOMEZ IGUAL, ANNA;0.95;NDOUR, ASTOU BARRO;3.05;PEREZ TORRES, TANIA;0.37;CASAS CARRERAS, QUERALT;1.7;NICHOLLS GONZALEZ, LAURA;2.5;DENSON, AMY RAE;0.81;SULCIUTE, EGLE;1.55;KURASOVA, OLEKSANDRA;3.63;TRAORE, ASTOU;5.2;ANTOJA ROVIRA, LAURA;1.88;SUAREZ UTRERO, ANA MARIA;1.4;DENSON, AMY RAE;2.26;GIMENO MELENDO, LAURA;0.35;MONTENEGRO SANTANA, RITA ESTHER;0.3;SLISKOVIC, IVA;0.0;PARHAM, AJA DANIELLE;2.55;NDOUR, ASTOU BARRO;2.6;SULCIUTE, EGLE;12.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0;SLISKOVIC, IVA;0.0
CHUMILLAS PERIS, BERTA;29.06;KURASOVA, OLEKSANDRA;9.95;PARHAM, AJA DANIELLE;3.25;DIAZ CASTELLANO, YURENA;7.31;PEREZ TORRES, TANIA;0.5;VIVAS SACRAMENTO, ELISABET;0.95;CRUZ LEBRATO, ANNA;2.9;KARCIC, LISA ANN;0.37;HENRY, ANEIKA ANNA-KAY;1.68;GOMEZ KEHSLER, TATIANA WALESKA;2.4;ROMERO GONZALEZ, LETICIA;0.81;WILLINGHAM, LE`COE LOUISE;1.5;TRAORE, ASTOU;3.5;MONTENEGRO SANTANA, RITA ESTHER;5.1;FEASTER, ALISON;1.85;CHATZINIKOLAU, OLGA;1.39;KURASOVA, OLEKSANDRA;2.21;NICHOLLS GONZALEZ, LAURA;0.33;GERMAN VELASCO, ICIAR;0.3;BERMEJO MORENO, CLARA SUSANA;0.0;REVUELTO SNCHEZ-AGUILERA, MARIA;2.5;GERMAN VELASCO, ICIAR;2.6;GOMEZ KEHSLER, TATIANA WALESKA;11.7;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0;BERMEJO MORENO, CLARA SUSANA;0.0
SUAREZ UTRERO, ANA MARIA;28.98;POUNDS, DIONNE MAI CHRISTINA;9.84;REZAN, MARIJA;3.17;ORTIZ VIVES, MARIONA;7.2;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;0.5;KURASOVA, OLEKSANDRA;0.95;GERMAN VELASCO, ICIAR;2.8;ARROYO ZUBELDIA, LAURA;0.36;POUNDS, DIONNE MAI CHRISTINA;1.63;CUEVAS MEDIAVILLA, AITANA;2.4;GOMEZ FERREIROS, SARA;0.81;MILLER, CHERIN BRITANY;1.42;BROWN, LA NEDRA JE'TAIME;3.3;WALICH, JOANNA JADWIGA;5.06;GARCIA TORRES, CRISTINA;1.85;BELD, MYRTHE BRIGIT MARIA;1.37;HENRY, ANEIKA ANNA-KAY;2.21;ORTIZ VIVES, MARIONA;0.3;STEVENSON, MANDISA ARAMINTA SANURA;0.3;ALONSO GARCIA, ANGELA;0.0;PUTNINA, AIJA;2.47;BRAVARD, CIERRA  NICHOLE;2.6;REZAN, MARIJA;10.75;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0;ALONSO GARCIA, ANGELA;0.0
