Nombre;Condicion;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;Posesiones;Ritmo;OER;% TC Efectivo;% Jugada;Frec. TL;% Reb Def;% Reb Of;% Assis;% Perd
['C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA'] Equipo;['Media'];5.0;200.0;61.2;19.8;47.8;0.41;4.0;15.0;0.27;9.6;13.2;0.73;14.8;21.0;35.8;10.4;7.0;16.2;1.8;2.6;0.0;15.6;16.2;55.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA'] Equipo Rival;['Media Rival'];5.0;200.0;72.4;24.4;47.4;0.51;4.6;14.2;0.32;9.8;14.0;0.7;9.6;21.6;31.2;14.4;9.4;14.8;2.8;1.8;0.0;16.2;15.6;76.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA'] Equipo;['Media'];14.0;203.57;58.64;18.43;44.0;0.42;4.07;15.21;0.27;9.57;13.5;0.71;10.79;24.79;35.57;8.43;4.57;17.64;1.64;3.29;0.0;15.43;16.0;47.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA'] Equipo Rival;['Media Rival'];14.0;203.57;67.36;21.5;46.0;0.47;4.5;17.21;0.26;10.86;14.57;0.75;11.0;22.71;33.71;15.21;9.07;12.0;3.29;1.64;0.0;16.14;15.36;73.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA'] Equipo;['Media'];7.0;200.0;63.71;18.29;42.71;0.43;5.0;16.57;0.3;12.14;13.71;0.89;9.29;21.86;31.14;8.86;5.29;13.43;2.0;1.29;0.0;15.0;15.43;59.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA', 'C.B. AL-QÁZERES EXTREMADURA'] Equipo Rival;['Media Rival'];7.0;200.0;70.29;20.86;42.57;0.49;6.0;18.57;0.32;10.57;15.0;0.7;10.0;22.86;32.86;13.0;8.0;12.0;1.29;2.0;0.0;15.43;15.0;72.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN'] Equipo;['Media'];6.0;200.0;73.33;27.5;51.33;0.54;2.83;12.67;0.22;9.83;12.67;0.78;11.5;27.83;39.33;18.17;10.67;12.33;3.17;1.67;0.0;15.5;14.17;92.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN'] Equipo Rival;['Media Rival'];6.0;200.0;53.33;14.5;40.0;0.36;5.67;18.5;0.31;7.33;10.67;0.69;8.33;20.17;28.5;7.67;6.33;17.33;1.83;2.67;0.0;14.17;15.17;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN'] Equipo;['Media'];3.0;200.0;66.0;24.0;51.67;0.46;3.0;12.33;0.24;9.0;13.0;0.69;11.0;20.0;31.0;13.67;10.33;17.67;1.33;2.0;0.0;15.67;16.33;62.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN', 'C.B. CONQUERO HUELVA WAGEN'] Equipo Rival;['Media Rival'];3.0;200.0;60.0;20.0;48.0;0.42;3.67;10.67;0.34;9.0;13.33;0.68;11.33;23.0;34.33;9.67;8.67;21.0;2.0;1.0;0.0;16.33;15.67;52.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
