Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
GOMEZ NOVO, MARIA ARANZAZU;37.05;MOSBY, TYRONE BERNICE;19.19;MOSBY, TYRONE BERNICE;6.65;PARKS, ROBYN LASHAE;13.42;CISSE, MARIEME;0.64;MIELOSZYNSKA-ZWOLAK, DARIA;2.35;MIELOSZYNSKA-ZWOLAK, DARIA;6.69;COMFORT, LADY;1.0;IBEKWE, IFUNANYA DEBBIE;3.64;IBEKWE, IFUNANYA DEBBIE;4.88;TAYLOR, CALLAN TERA;1.0;GIDDEN, VANESSA NICOLE;3.9;IBEKWE, IFUNANYA DEBBIE;7.92;GIDDEN, VANESSA NICOLE;10.29;JORDANA BOFILL, NOEMI;4.69;MURPHY, ESHAYA MARIE;2.62;GOMEZ NOVO, MARIA ARANZAZU;4.95;VITOLA, KRISTINE;1.32;GIDDEN, VANESSA NICOLE;0.81;CALVO DIAZ, ANA BEGOA;0.04;WALKER, SAMARIE;3.31;GOMEZ NOVO, MARIA ARANZAZU;7.05;IBEKWE, IFUNANYA DEBBIE;23.76;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0
JORDANA BOFILL, NOEMI;35.75;PARKS, ROBYN LASHAE;18.23;IBEKWE, IFUNANYA DEBBIE;6.32;MOSBY, TYRONE BERNICE;13.15;FERNANDEZ FARRES, MARTA;0.6;JORDANA BOFILL, NOEMI;2.04;GOMEZ NOVO, MARIA ARANZAZU;5.64;GILBERT, KARLA DANIELLE;0.5;GIDDEN, VANESSA NICOLE;3.48;JUNIO MBULITO, IRIS;4.58;DIESTE BALLARIN, ELENA;1.0;MANZANARES VICENTE, YLENIA;3.44;WALKER, SAMARIE;7.0;IBEKWE, IFUNANYA DEBBIE;10.12;GOMEZ NOVO, MARIA ARANZAZU;4.5;GIL COLLADO, LAURA;2.58;KNEZEVIC, ADRIJANA;3.95;MOKANGO, CHANEL MODIRI;1.12;KNEZEVIC, ADRIJANA;0.68;PIRSIC, SANDRA;0.04;GOMES DA SILVA, SOFIA CAROLINA;3.12;JUNIO MBULITO, IRIS;4.84;MOSBY, TYRONE BERNICE;22.19;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0;GARCA PRIETO, MIRIAM;0.0
PARKS, ROBYN LASHAE;35.29;IBEKWE, IFUNANYA DEBBIE;16.4;PETERS, HALEY MCCLOSKEY;6.08;PETERS, HALEY MCCLOSKEY;12.92;MILLER, CHERIN BRITANY;0.59;OLABARRIA BARINAGARREMENTERIA, IULENE;1.96;OLABARRIA BARINAGARREMENTERIA, IULENE;5.2;GRANDE PARDO, CARMEN;0.5;PARKS, ROBYN LASHAE;3.38;PARKS, ROBYN LASHAE;4.5;VIVAS SACRAMENTO, ELISABET;1.0;MILLER, CHERIN BRITANY;3.2;WEAVER, LYNDRA SHAJUAN;6.64;WALKER, SAMARIE;10.0;OCETE CASTILLO, GABRIELA;4.46;IBEKWE, IFUNANYA DEBBIE;2.36;SARR, OUMOUL KHAIRY;3.91;PIRSIC, SANDRA;1.12;DAVIS, CHELSEA MARIA;0.62;GARRIDO MACIAS, ROSA;0.0;GOMEZ NOVO, MARIA ARANZAZU;3.09;VITOLA, KRISTINE;4.47;ROBINSON, ANGELICA DANIELLE;18.33;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0;GARRIDO MACIAS, ROSA;0.0
OCETE CASTILLO, GABRIELA;34.97;PETERS, HALEY MCCLOSKEY;15.81;STALLWORTH, DENESHA RACHELL;6.04;GIDDEN, VANESSA NICOLE;12.24;LAZARO CASTILLERO, YAIZA;0.59;FERRARI CALABRO, PAOLA ANDREA;1.88;PEDRALS BARRIOS, CRISTINA;5.15;MOSBY, TYRONE BERNICE;0.5;VITOLA, KRISTINE;3.26;GOMEZ NOVO, MARIA ARANZAZU;4.45;MONTAANA GIMENO, ANNA;1.0;WALKER, SAMARIE;3.0;ROBINSON, ANGELICA DANIELLE;6.58;ROBINSON, ANGELICA DANIELLE;9.33;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;4.31;PARHAM, AJA DANIELLE;2.25;DIAZ CASTELLANO, YURENA;3.36;COMFORT, LADY;1.04;ELONU, ADAORA NNENNA;0.62;MALLOU CEA, ARANTXA;0.0;BAHI BLANQUERA, GEORGINA;3.04;SALVADORES ALVAREZ, ANGELA;4.19;GIDDEN, VANESSA NICOLE;18.24;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0;MALLOU CEA, ARANTXA;0.0
KNEZEVIC, ADRIJANA;34.9;GIDDEN, VANESSA NICOLE;15.1;ELONU, ADAORA NNENNA;5.96;ELONU, ADAORA NNENNA;12.23;KNIGHT, LESLIE FAYE;0.57;VILA CABIR, MIREIA;1.69;HIND, BEN ABDELKADER;5.04;MONTENEGRO SANTANA, RITA ESTHER;0.44;GOMEZ NOVO, MARIA ARANZAZU;3.18;GIDDEN, VANESSA NICOLE;4.43;GARCIA MARTIN, MARTA;0.93;ROBINSON, ANGELICA DANIELLE;2.75;GIDDEN, VANESSA NICOLE;6.38;WEAVER, LYNDRA SHAJUAN;8.77;GOMEZ IGUAL, ANNA;4.27;JUNIO MBULITO, IRIS;2.16;CHAMBERS, BRITTANY MARIE;3.32;ROBINSON, ANGELICA DANIELLE;1.04;GILBERT, KARLA DANIELLE;0.59;GOMEZ DE LA VARA, ANDREA;0.0;GIL COLLADO, LAURA;2.96;IBEKWE, IFUNANYA DEBBIE;4.16;VITOLA, KRISTINE;17.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0;GOMEZ DE LA VARA, ANDREA;0.0
SARR, OUMOUL KHAIRY;34.83;GOMEZ NOVO, MARIA ARANZAZU;14.95;MILLER, CHERIN BRITANY;5.88;STALLWORTH, DENESHA RACHELL;11.92;FORASTE GALOBARDES, MIRIAM;0.55;PEDRALS BARRIOS, CRISTINA;1.65;JORDANA BOFILL, NOEMI;5.0;ELONU, ADAORA NNENNA;0.43;KNEZEVIC, ADRIJANA;3.16;VITOLA, KRISTINE;4.26;VAN DEN ADEL, NATALIE ISABELLE;0.9;PIRSIC, SANDRA;2.72;MONTENEGRO SANTANA, RITA ESTHER;6.19;VITOLA, KRISTINE;8.47;PEDRALS BARRIOS, CRISTINA;4.15;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;2.15;PETERS, HALEY MCCLOSKEY;3.31;PARHAM, AJA DANIELLE;0.92;SALVADORES ALVAREZ, ANGELA;0.58;RUIZ DE ASSN AYBAR, BLANCA;0.0;SVITLICA, DRAGANA;2.9;GIDDEN, VANESSA NICOLE;4.0;STALLWORTH, DENESHA RACHELL;16.92;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0;RUIZ DE ASSN AYBAR, BLANCA;0.0
CHAMBERS, BRITTANY MARIE;34.54;STALLWORTH, DENESHA RACHELL;14.81;GIDDEN, VANESSA NICOLE;5.81;IBEKWE, IFUNANYA DEBBIE;11.76;KUKTIENE, VITA;0.54;HIND, BEN ABDELKADER;1.54;GIMENO MARTINEZ, VEGA;4.92;CARBO COLOMA, ANNA;0.43;JUNIO MBULITO, IRIS;3.0;SALVADORES ALVAREZ, ANGELA;3.96;NDOYE, BINETA;0.9;REZAN, MARIJA;2.62;MOSBY, TYRONE BERNICE;6.08;STALLWORTH, DENESHA RACHELL;8.35;DIAZ CASTELLANO, YURENA;3.29;GOMEZ NOVO, MARIA ARANZAZU;2.09;PARKS, ROBYN LASHAE;3.27;REZAN, MARIJA;0.88;CASTILLO IGLESIAS, LICET;0.58;VILA ESTVEZ, MARTA;0.0;STALLWORTH, DENESHA RACHELL;2.88;MOSBY, TYRONE BERNICE;3.96;ELONU, ADAORA NNENNA;16.23;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0;VILA ESTVEZ, MARTA;0.0
GOMEZ IGUAL, ANNA;34.49;ELONU, ADAORA NNENNA;14.73;PARKS, ROBYN LASHAE;5.46;WEAVER, LYNDRA SHAJUAN;11.59;IBEKWE, IFUNANYA DEBBIE;0.54;VUJOVIC, ALEKSANDRA;1.5;VUJOVIC, ALEKSANDRA;4.85;LIEPKALNE, DITA;0.43;MOSBY, TYRONE BERNICE;2.88;KNEZEVIC, ADRIJANA;3.95;MOKANGO, CHANEL MODIRI;0.89;COMFORT, LADY;2.62;STALLWORTH, DENESHA RACHELL;6.08;MOSBY, TYRONE BERNICE;8.35;CASTILLO IGLESIAS, LICET;3.27;PEDRALS BARRIOS, CRISTINA;2.08;DIENG, FATOU;3.24;SARR, OUMOUL KHAIRY;0.86;BAHI BLANQUERA, GEORGINA;0.58;BABKINA, ELINA;0.0;SARR, OUMOUL KHAIRY;2.86;HERRERA BOXO, LAURA;3.88;MILLER, CHERIN BRITANY;15.2;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0
PEDRALS BARRIOS, CRISTINA;34.3;SALVADORES ALVAREZ, ANGELA;14.58;ROBINSON, ANGELICA DANIELLE;5.21;KNEZEVIC, ADRIJANA;11.58;PEDRALS BARRIOS, CRISTINA;0.54;GIMENO MARTINEZ, VEGA;1.5;VILA CABIR, MIREIA;4.85;GERMAN VELASCO, ICIAR;0.41;WEAVER, LYNDRA SHAJUAN;2.77;ROBINSON, ANGELICA DANIELLE;3.71;ADURIZ HERNANI, ONINTZA;0.88;VITOLA, KRISTINE;2.58;VITOLA, KRISTINE;5.89;COMFORT, LADY;8.04;SARR, OUMOUL KHAIRY;3.27;SARR, OUMOUL KHAIRY;2.05;SALVADORES ALVAREZ, ANGELA;3.19;IBEKWE, IFUNANYA DEBBIE;0.84;VITOLA, KRISTINE;0.58;ARROYO CARRASCO, CARMEN;0.0;GALILEA ANDRES, NAIARA;2.83;PARKS, ROBYN LASHAE;3.77;WEAVER, LYNDRA SHAJUAN;14.95;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0;PETERS, DEVEREAUX SIMOINE;0.0
PETERS, HALEY MCCLOSKEY;33.99;MIELOSZYNSKA-ZWOLAK, DARIA;14.15;WEAVER, LYNDRA SHAJUAN;5.18;SARR, OUMOUL KHAIRY;10.45;SANFORD, LENITA SHAN;0.54;GOMEZ NOVO, MARIA ARANZAZU;1.41;FERRARI CALABRO, PAOLA ANDREA;4.62;FERRARI CALABRO, PAOLA ANDREA;0.41;ROBINSON, ANGELICA DANIELLE;2.75;EDWARDS, ARIEL JOY;3.64;STANACEV, ALEKSANDRA;0.88;GILBERT, KARLA DANIELLE;2.47;COMFORT, LADY;5.42;MONTENEGRO SANTANA, RITA ESTHER;8.04;XARGAY CASADEMONT, MARTA;2.96;XARGAY CASADEMONT, MARTA;2.0;CASTILLO IGLESIAS, LICET;3.04;MILLER, CHERIN BRITANY;0.8;GOMEZ NOVO, MARIA ARANZAZU;0.55;GARCA PRIETO, MIRIAM;0.0;MONTENEGRO SANTANA, RITA ESTHER;2.77;KNEZEVIC, ADRIJANA;3.74;MONTENEGRO SANTANA, RITA ESTHER;14.77;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0;KAMARA, NDEYE THIAMA;0.0
