Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'ABALDE DIAZ, TAMARA';['RIVAS ECÓPOLIS'];26.0;21.94;7.42;2.31;4.92;0.47;0.58;2.27;0.25;1.08;1.65;0.65;1.08;2.31;3.38;0.73;0.54;1.62;0.12;0.23;0.0;2.46;2.08;5.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ABROMAITE, AGNE';['REAL CLUB CELTA INDEPO'];26.0;30.42;11.73;5.04;9.62;0.52;0.0;0.0;0.0;1.65;2.5;0.66;1.69;3.96;5.65;1.08;0.92;1.96;0.15;0.19;0.0;2.46;2.19;11.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AGUILAR LOPEZ, ELISA';['CIUDAD ROS CASARES'];26.0;21.81;5.65;0.46;1.19;0.39;1.54;3.88;0.4;0.12;0.12;1.0;0.27;1.54;1.81;3.81;1.12;1.08;0.0;0.08;0.0;0.58;0.88;8.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AKKAYA, GLSAH';['MANN FILTER ZARAGOZA'];5.0;11.42;1.8;0.6;1.8;0.33;0.2;1.2;0.17;0.0;0.0;0.0;1.0;1.6;2.6;0.4;0.0;1.4;0.0;0.2;0.0;1.4;0.8;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALAA SEGURA, SHEILA';['PERFUMERIAS AVENIDA'];18.0;9.19;3.5;0.5;1.33;0.38;0.67;1.61;0.41;0.5;0.67;0.75;0.11;0.89;1.0;0.28;0.39;0.94;0.22;0.0;0.0;1.28;0.56;1.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALAMO GONZALEZ, ELENA';['GRAN CANARIA LA CAJA DE CANARIAS'];22.0;18.6;5.41;1.14;2.68;0.42;0.77;2.18;0.35;0.82;1.18;0.69;0.45;1.0;1.45;1.09;0.95;2.14;0.05;0.32;0.0;2.5;1.64;2.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALEXIS, MEDERITH ASHLEY';['EXTRUGASA'];4.0;13.78;3.0;1.5;2.75;0.55;0.0;0.0;0.0;0.0;0.0;0.0;0.5;2.0;2.5;0.25;1.0;2.25;0.25;0.0;0.0;2.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANTIBE, NICOLE';['RIVAS ECÓPOLIS'];1.0;24.3;12.0;4.0;5.0;0.8;1.0;1.0;1.0;1.0;3.0;0.33;2.0;1.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;2.0;3.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANTOJA ROVIRA, LAURA';['MANN FILTER ZARAGOZA'];24.0;29.62;9.92;2.38;6.08;0.39;1.29;3.92;0.33;1.29;1.83;0.7;0.33;1.79;2.12;2.67;1.21;2.96;0.04;0.38;0.0;2.5;2.79;6.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARGELLO CUENCA, PATRICIA';['CLUB BALONCESTO FEVE SAN JOSE'];23.0;13.69;3.78;0.3;0.65;0.47;0.83;2.13;0.39;0.7;0.78;0.89;0.35;0.83;1.17;0.61;0.26;1.04;0.0;0.0;0.0;1.26;1.09;2.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ASURMENDI VILLAVERDE, MARIA DEL CARMEN';['EXTRUGASA'];26.0;18.77;3.31;0.62;1.46;0.42;0.54;2.04;0.26;0.46;0.54;0.86;0.19;1.04;1.23;1.19;0.77;1.42;0.0;0.0;0.0;1.42;0.62;1.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
