Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'---, THANIA';['CAJA RURAL DE CANARIAS'];13.0;7.31;1.08;0.15;0.23;0.67;0.23;1.08;0.21;0.08;0.31;0.25;0.0;0.38;0.38;0.31;0.38;0.15;0.0;0.0;0.0;0.38;0.46;0.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, VERONICA MALLADA PANIAGUA';['UNIVERSIDAD DE OVIEDO'];1.0;10.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.5;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;1.0;2.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, VIRGINIA';['HALCON VIAJES'];1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AGUILAR LOPEZ, ELISA';['CAJA RURAL DE CANARIAS'];26.0;33.04;11.0;1.54;3.77;0.41;1.81;4.35;0.42;2.5;3.12;0.8;0.42;2.12;2.54;2.04;1.69;1.77;0.08;0.35;0.0;1.5;2.54;10.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALAA SEGURA, SHEILA';['ANDALUCIA - AIFOS'];24.0;10.42;3.71;1.58;4.33;0.37;0.0;0.0;0.0;0.54;0.88;0.62;0.67;0.83;1.5;0.17;0.29;0.71;0.12;0.17;0.0;1.62;1.0;1.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALAMO FALCON, MARIA ANGELES';['CAJA RURAL DE CANARIAS'];5.0;5.8;1.4;0.2;1.0;0.2;0.2;0.6;0.33;0.4;0.4;1.0;0.0;0.2;0.2;0.2;0.0;0.6;0.0;0.0;0.0;0.8;0.4;-0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALAMO GONZALEZ, ELENA MARIA';['CAJA RURAL DE CANARIAS'];23.0;9.91;2.09;0.22;1.22;0.18;0.35;0.87;0.4;0.61;0.83;0.74;0.22;0.43;0.65;0.74;0.87;1.43;0.04;0.09;0.0;1.78;1.17;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALBA FERR, MIREIA';['CADI LA SEU D´URGELL'];5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALGUERO JOSA, JUDITH';['UNIVERSIDAD DE OVIEDO'];1.0;26.0;2.0;1.0;7.0;0.14;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;-8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALONSO ESPINA, BELINDA';['UNIVERSIDAD DE OVIEDO'];19.0;10.21;2.95;0.79;3.26;0.24;0.16;0.42;0.38;0.89;1.63;0.55;0.89;0.89;1.79;0.05;0.42;1.32;0.05;0.37;0.0;1.68;1.32;-0.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALVARO BASCUANA, ANA BELEN';['UNIVERSITAT DE BARCELONA B.F.'];26.0;27.46;9.5;1.15;2.15;0.54;2.0;5.69;0.35;1.19;1.35;0.89;0.19;2.19;2.38;2.35;2.42;1.96;0.0;0.12;0.0;3.08;1.35;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANTOJA ROVIRA, LAURA';['CADI LA SEU D´URGELL'];26.0;34.62;11.92;3.35;7.31;0.46;0.92;3.12;0.3;2.46;4.0;0.62;0.62;1.65;2.27;1.12;1.15;2.27;0.0;0.08;0.0;3.27;3.5;6.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANULA ALAMEDA, NIEVES';['UNIVERSITAT DE BARCELONA B.F.'];26.0;31.23;16.58;4.04;7.31;0.55;2.0;4.73;0.42;2.5;2.96;0.84;0.58;1.62;2.19;2.46;2.04;1.62;0.23;0.27;0.0;2.23;2.62;15.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARAMBURU GARAYALDE, LEIRE';['P.C. MENDIBIL'];24.0;25.54;8.54;1.71;4.12;0.41;0.88;2.71;0.32;2.5;2.88;0.87;0.33;1.54;1.88;0.83;0.96;1.75;0.04;0.21;0.0;2.17;2.46;5.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARENAS ANTON, MONICA';['EXTRUGASA COCINAS CARBALLO'];25.0;13.68;3.32;1.12;2.96;0.38;0.0;0.0;0.0;1.08;1.6;0.68;1.16;1.2;2.36;0.2;0.44;1.04;0.16;0.16;0.0;3.16;1.32;1.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARIAS ALVAREZ, ALICIA';['BALONCESTO CIUDAD DE BURGOS'];13.0;5.38;1.0;0.46;1.23;0.38;0.0;0.08;0.0;0.08;0.15;0.5;0.08;1.15;1.23;0.0;0.08;0.15;0.15;0.0;0.0;1.38;0.15;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ASKAMP, MARLIES';['ROS CASARES VALENCIA'];9.0;20.44;5.44;2.0;5.44;0.37;0.0;0.0;0.0;1.44;2.22;0.65;2.11;3.56;5.67;0.78;1.67;1.11;0.33;0.0;0.0;1.22;1.44;8.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AZKUE LASO, LIERNI';['P.C. MENDIBIL'];13.0;9.38;1.0;0.31;1.46;0.21;0.0;0.0;0.0;0.38;0.77;0.5;0.62;1.46;2.08;0.08;0.08;0.38;0.23;0.15;0.0;2.23;0.46;-0.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BARRIOS PEINADO, NATALIA';['BALONCESTO CIUDAD DE BURGOS'];11.0;5.64;1.91;0.09;0.82;0.11;0.55;0.91;0.6;0.09;0.18;0.5;0.09;0.36;0.45;0.09;0.0;0.64;0.18;0.0;0.0;0.64;0.27;0.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BERMEJO MORENO, CLARA SUSANA';['EXTRUGASA COCINAS CARBALLO'];25.0;24.32;7.08;2.12;4.2;0.5;0.44;1.84;0.24;1.52;2.6;0.58;0.8;1.92;2.72;1.24;1.96;1.88;0.12;0.24;0.0;1.84;2.4;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BEZOS MARTNEZ, EMMA';['HALCON VIAJES'];26.0;23.38;8.77;3.54;5.92;0.6;0.0;0.0;0.0;1.69;2.42;0.7;2.12;2.77;4.88;0.54;0.35;2.08;0.23;0.04;0.0;2.65;2.5;9.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BLANCO ASSANELLI, VANESA N.';['UNIVERSIDAD DE OVIEDO'];24.0;21.92;4.79;1.5;4.62;0.32;0.08;0.58;0.14;1.54;2.0;0.77;0.46;1.25;1.71;0.5;0.79;2.0;0.0;0.21;0.0;2.08;2.08;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BLANCO RAMOS, MARINA I.';['UNIVERSIDAD DE OVIEDO'];25.0;25.08;8.72;2.48;6.08;0.41;0.6;2.36;0.25;1.96;3.08;0.64;0.68;2.12;2.8;0.6;1.96;2.76;0.08;0.72;0.0;3.36;2.84;3.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BOONEN, DANA MONIQUE LOUIS';['ROS CASARES VALENCIA'];18.0;11.56;3.06;1.11;2.61;0.43;0.06;0.06;1.0;0.67;0.89;0.75;0.78;1.72;2.5;0.28;0.5;0.44;0.44;0.11;0.0;1.72;1.17;3.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BOUCHARD, CAROLIN RUTH';['ANDALUCIA - AIFOS'];12.0;31.17;9.5;1.25;2.83;0.44;1.92;4.58;0.42;1.25;1.5;0.83;0.25;1.83;2.08;0.67;1.17;1.08;0.0;0.17;0.0;3.5;1.5;5.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BROWN, KIESHA LINDSAY';['FILTROS MANN ZARAGOZA'];16.0;27.94;7.5;2.31;5.81;0.4;0.38;1.5;0.25;1.75;2.25;0.78;0.81;2.81;3.62;0.94;1.69;2.44;0.12;0.06;0.0;2.25;2.25;6.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CABALLERO BASURTO, VIRGINIA';['UNIVERSIDAD DE OVIEDO'];19.0;17.68;3.47;1.21;2.74;0.44;0.0;0.32;0.0;1.05;1.42;0.74;0.53;1.79;2.32;0.21;0.32;1.32;0.05;0.16;0.05;1.79;1.74;2.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CALVO VERA, ARANTXA';['FILTROS MANN ZARAGOZA'];26.0;20.77;5.65;1.96;3.19;0.61;0.27;1.54;0.17;0.92;1.58;0.59;0.81;1.12;1.92;1.19;1.08;1.85;0.0;0.31;0.0;2.31;1.62;3.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE';['ANDALUCIA - AIFOS'];1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CAMPS COLLELL, LAURA';['CADI LA SEU D´URGELL'];26.0;32.77;9.77;2.42;5.62;0.43;0.88;2.81;0.32;2.27;3.0;0.76;1.46;3.5;4.96;1.19;1.88;1.85;0.0;0.12;0.0;3.27;3.38;10.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CANO MARTINEZ, LAURA';['BALONCESTO CIUDAD DE BURGOS'];1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CANTERO OSTOS, CRISTINA';['FILTROS MANN ZARAGOZA'];26.0;18.69;4.96;0.73;2.54;0.29;0.46;2.12;0.22;2.12;3.15;0.67;0.38;2.23;2.62;1.15;1.23;1.96;0.12;0.12;0.0;2.85;2.92;3.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CANTERO VILCHES, VERO';['CADI LA SEU D´URGELL'];24.0;12.5;3.08;0.75;1.33;0.56;0.25;0.88;0.29;0.83;1.12;0.74;0.58;0.92;1.5;0.38;0.58;1.12;0.0;0.21;0.0;2.04;0.83;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CARBALLO AFONSO, ROCIO';['EXTRUGASA COCINAS CARBALLO'];26.0;33.04;14.31;3.96;8.69;0.46;1.27;3.92;0.32;2.58;3.35;0.77;0.81;2.08;2.88;0.73;1.81;2.08;0.19;0.46;0.0;3.31;3.04;8.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CARRERA PEREZ, ANDREA';['REAL CLUB CELTA BANCO SIMEON'];15.0;5.4;1.27;0.2;0.33;0.6;0.2;0.47;0.43;0.27;0.4;0.67;0.0;0.13;0.13;0.13;0.27;0.47;0.0;0.0;0.0;0.47;0.47;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CEBRIAN SCHEURER, ELISABET';['UNIVERSITAT DE BARCELONA B.F.'];26.0;25.65;6.92;2.69;5.92;0.45;0.0;0.04;0.0;1.54;2.23;0.69;1.42;4.38;5.81;1.04;2.15;1.5;1.23;0.04;0.0;3.19;2.46;10.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CERQUEIRA DE LA TORRE, CONCEPCION';['ANDALUCIA - AIFOS'];13.0;32.85;11.46;2.92;8.77;0.33;1.23;4.31;0.29;1.92;2.77;0.69;0.85;3.92;4.77;2.54;1.77;4.08;0.23;0.23;0.0;2.46;2.85;7.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CHECA JIMENO, MARIA TERESA';['ANDALUCIA - AIFOS'];26.0;30.27;11.58;4.0;9.04;0.44;0.58;2.54;0.23;1.85;2.54;0.73;2.54;4.42;6.96;0.85;1.35;2.19;0.08;0.5;0.0;3.23;2.58;9.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'COBIN PREZ, MARTA';['REAL CLUB CELTA BANCO SIMEON'];4.0;5.5;1.75;0.5;1.0;0.5;0.0;0.5;0.0;0.75;1.0;0.75;0.0;0.25;0.25;0.0;0.5;0.25;0.0;0.0;0.0;0.5;0.75;1.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CONGREAVES, ANDREA FIONA';['CAJA RURAL DE CANARIAS'];26.0;33.35;14.23;4.42;7.0;0.63;1.0;2.27;0.44;2.38;3.04;0.78;1.23;4.65;5.88;1.04;2.42;2.19;0.42;0.35;0.0;2.81;3.12;17.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CONTRERAS ALEGRE, LETICIA';['FILTROS MANN ZARAGOZA'];2.0;5.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.5;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;-0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CRAWFORD, SHALA';['CADI LA SEU D´URGELL'];26.0;26.23;10.46;4.35;8.62;0.5;0.04;0.38;0.1;1.65;2.69;0.61;2.69;4.27;6.96;0.35;1.77;2.35;0.46;0.08;0.0;3.65;2.54;10.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CRUZ LEBRATO, ANNA';['UNIVERSITAT DE BARCELONA B.F.'];2.0;3.5;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;-1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'DA SILVA, KATIA';['FILTROS MANN ZARAGOZA'];24.0;23.29;7.29;2.5;5.0;0.5;0.0;0.0;0.0;2.29;3.0;0.76;1.88;3.08;4.96;0.42;0.92;1.92;0.04;0.25;0.0;2.79;2.29;7.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'DALEY, GRACE ELISABETH';['YAYA MARIA BREOGAN'];13.0;35.46;15.85;4.69;8.62;0.54;1.38;3.31;0.42;2.31;2.77;0.83;3.08;3.0;6.08;2.38;2.38;3.0;0.08;0.54;0.0;2.92;3.54;17.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'DAPO, AMRA';['CBN'];26.0;35.38;18.15;5.31;11.58;0.46;0.77;2.73;0.28;5.23;7.35;0.71;2.19;2.62;4.81;0.96;1.54;2.19;0.12;0.85;0.0;2.23;5.12;15.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'DAS NEVES, CLAUDIA MARIA';['HALCON VIAJES'];25.0;36.92;15.48;2.56;5.4;0.47;2.4;5.88;0.41;3.16;3.96;0.8;0.28;2.88;3.16;3.08;1.76;2.24;0.04;0.36;0.0;1.76;3.6;15.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'DAZ ROBLES, ROSA';['ANDALUCIA - AIFOS'];6.0;1.5;0.33;0.17;0.5;0.33;0.0;0.17;0.0;0.0;0.0;0.0;0.17;0.0;0.17;0.0;0.0;0.17;0.0;0.17;0.0;0.67;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'DELGADO DIAZ-GUEMES, RAQUEL';['P.C. MENDIBIL'];24.0;20.71;4.88;1.83;4.38;0.42;0.17;0.92;0.18;0.71;1.12;0.63;0.58;1.21;1.79;1.5;1.12;1.04;0.04;0.08;0.0;0.92;1.75;5.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'DEZ FERNNDEZ, COVADONGA';['UNIVERSIDAD DE OVIEDO'];26.0;28.96;7.38;2.77;6.69;0.41;0.27;1.08;0.25;1.04;1.35;0.77;1.81;4.27;6.08;0.42;0.81;1.77;0.15;0.65;0.0;4.08;1.77;5.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
