Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
WHITMORE, TAMIKA LACHAN;38.56;WHITMORE, TAMIKA LACHAN;23.0;WHITMORE, TAMIKA LACHAN;7.72;WHITMORE, TAMIKA LACHAN;16.44;FERNANDEZ FARRES, MARTA;0.63;VALDEMORO MADARIAGA, AMAYA;2.84;VALDEMORO MADARIAGA, AMAYA;7.64;LELAS BENKOVIC, KRISTINA;1.0;WHITMORE, TAMIKA LACHAN;4.68;SAREGKOU, POLYMNIA;6.17;SECO SALVADOR, TERESA;1.0;DOSTY, JERMISHA AMELIA;3.65;DOSTY, JERMISHA AMELIA;6.7;DOSTY, JERMISHA AMELIA;10.35;MARTINEZ PRAT, NURIA;3.35;MORALES MARTIN, SILVIA;3.42;ALONSO DIEGO, MARIA JOSE;4.12;CEBRIAN SCHEURER, ELISABET;1.46;HOLLAND CORN, KEDRA;0.8;CEBRIAN SCHEURER, ELISABET;0.31;DEYAERT, NELE M.J.;4.08;SAREGKOU, POLYMNIA;6.87;WHITMORE, TAMIKA LACHAN;23.28;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0;---, PATRICIA URQUIJO ALAMO;0.0
TORNIKIDOU TORNIKIDOU, ELENA;37.38;TORNIKIDOU TORNIKIDOU, ELENA;18.88;TORNIKIDOU TORNIKIDOU, ELENA;7.31;TORNIKIDOU TORNIKIDOU, ELENA;13.35;MONTESDEOCA LPEZ, EVA;0.62;JORDANA BOFILL, NOEMI;2.42;JORDANA BOFILL, NOEMI;6.35;DENTI MUNTANE, AINA;1.0;SAREGKOU, POLYMNIA;4.61;MARTINEZ PRAT, NURIA;6.04;BARRANCO CASTILLO, ROSA MARIA;1.0;NDIAYE DIATTA, ASTOU;3.15;---, MURRIEL;6.27;BROWN, TATUM J;8.96;GARCIA PIERO, MARIA BEGOA;3.31;MARTINEZ PRAT, NURIA;3.26;TORNIKIDOU TORNIKIDOU, ELENA;4.04;---, MURRIEL;1.19;SANCHEZ FERNANDEZ, ISABEL;0.73;GARCIA TORRES, CRISTINA;0.13;WYCKOFF, BROOKE ELIZABETH;4.08;MARTINEZ PRAT, NURIA;6.39;TORNIKIDOU TORNIKIDOU, ELENA;22.96;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0;HICKS, JESSIE IVETTE;0.0
---, MURRIEL;36.62;MORALES MARTIN, SILVIA;18.42;---, MURRIEL;7.04;MORALES MARTIN, SILVIA;13.35;ROVIRA RODRIGUEZ, MARIA DEL MAR;0.61;NAVARRETE TRUJILLO, MIREIA;2.14;HOLLAND CORN, KEDRA;5.87;NAVARRO LLORCA, CANDIDA;0.67;MARTINEZ PRAT, NURIA;4.26;WHITMORE, TAMIKA LACHAN;6.04;MONDT, ANKE DE;0.95;HAMCHETOU, MAIGA;3.04;BROWN, TATUM J;6.23;---, MURRIEL;8.73;GRANDE FLORES, LAURA;3.19;GARCIA PIERO, MARIA BEGOA;3.08;MARTINEZ PRAT, NURIA;4.0;CRAWFORD, SHALA;1.12;MORALES MARTIN, SILVIA;0.73;VILLAESCUSA GALERA, LAURA;0.04;BROWN, TATUM J;4.04;WHITMORE, TAMIKA LACHAN;5.6;---, MURRIEL;19.5;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0;BLAZQUEZ YENES, ESTELA;0.0
JORDANA BOFILL, NOEMI;36.46;NOLAN, DEANNA NICOLE;17.65;SAREGKOU, POLYMNIA;6.13;---, MURRIEL;12.46;REID, TRACY LASHAWN;0.59;AGUILAR LOPEZ, ELISA;2.04;CASTRO MARQUES, IZIANE;5.54;SAREGKOU, POLYMNIA;0.5;TORNIKIDOU TORNIKIDOU, ELENA;4.15;HAMCHETOU, MAIGA;5.24;VILLAESCUSA GALERA, LAURA;0.9;BERTHIEU, LUCCIENNE CLAUDINE;2.92;TORNIKIDOU TORNIKIDOU, ELENA;6.15;NDIAYE DIATTA, ASTOU;8.12;VALDEMORO MADARIAGA, AMAYA;3.04;VALDEMORO MADARIAGA, AMAYA;2.88;BERMEJO MORENO, CLARA SUSANA;3.85;WYCKOFF, BROOKE ELIZABETH;1.08;CASTRO MARQUES, IZIANE;0.62;TURRION NIEVES, RAQUEL;0.0;CEBRIAN SCHEURER, ELISABET;3.81;TORNIKIDOU TORNIKIDOU, ELENA;5.23;VALDEMORO MADARIAGA, AMAYA;19.36;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0;TURRION NIEVES, RAQUEL;0.0
MARTINEZ PRAT, NURIA;36.3;CASTRO MARQUES, IZIANE;17.08;MORALES MARTIN, SILVIA;6.08;HAMCHETOU, MAIGA;11.96;GALLEGO VICARIO, SANDRA;0.58;PALOMARES VALIENTE, PAULA;2.0;PALOMARES VALIENTE, PAULA;5.46;MERCADAL ESCOLANO, PAOLA;0.5;CEBRIAN SCHEURER, ELISABET;3.65;TORNIKIDOU TORNIKIDOU, ELENA;4.73;TORNIKIDOU TORNIKIDOU, ELENA;0.88;REID, TRACY LASHAWN;2.81;PODRUG, EMILIJA;6.04;TORNIKIDOU TORNIKIDOU, ELENA;8.08;ALONSO DIEGO, MARIA JOSE;3.0;HOLLAND CORN, KEDRA;2.8;LELAS BENKOVIC, KRISTINA;3.8;GOUREEVA, JULIA;1.0;HERMOUET, EMMANUELLE;0.58;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;PASCUA SUAREZ, MARA LUCILA;3.62;HAMCHETOU, MAIGA;5.2;SAREGKOU, POLYMNIA;18.57;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0;---, LETICIA NAJERA-ALESON DE MIGUE;0.0
GRANDE FLORES, LAURA;36.15;SAREGKOU, POLYMNIA;17.0;HAMCHETOU, MAIGA;5.92;SAREGKOU, POLYMNIA;11.57;PONS MOLINA, INGRID;0.57;HERNANDEZ ESTEBAN, SILVIA;1.9;HERNANDEZ ESTEBAN, SILVIA;5.4;PONS MOLINA, INGRID;0.5;SANCHEZ FERNANDEZ, ISABEL;3.54;BERMEJO MORENO, CLARA SUSANA;4.65;WYCKOFF, BROOKE ELIZABETH;0.86;PONS MOLINA, INGRID;2.8;PASCUA SUAREZ, MARA LUCILA;5.96;PASCUA SUAREZ, MARA LUCILA;8.04;FERNANDEZ FARRES, MARTA;2.96;BERMEJO MORENO, CLARA SUSANA;2.62;SAREGKOU, POLYMNIA;3.61;FERNANDEZ FARRES, MARTA;0.71;CALVO VERA, ARANTXA;0.54;---, T. ALBALDE;0.0;CRAWFORD, SHALA;3.58;BERMEJO MORENO, CLARA SUSANA;5.15;FERNANDEZ FARRES, MARTA;17.5;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0;---, T. ALBALDE;0.0
MORALES MARTIN, SILVIA;36.04;---, MURRIEL;16.69;FERNANDEZ FARRES, MARTA;5.71;NOLAN, DEANNA NICOLE;11.39;---, MURRIEL;0.56;HERMOUET, EMMANUELLE;1.83;GARCIA PIERO, MARIA BEGOA;5.08;REID, TRACY LASHAWN;0.5;PODRUG, EMILIJA;3.5;CEBRIAN SCHEURER, ELISABET;4.62;ARAMBURU GARAYALDE, LEIRE;0.85;MONTESDEOCA LPEZ, EVA;2.73;VALDEMORO MADARIAGA, AMAYA;5.92;PODRUG, EMILIJA;7.96;PALAU ALTES, LAIA;2.85;HAMCHETOU, MAIGA;2.48;PODRUG, EMILIJA;3.46;LIMA GARCIA, CINDY ORQUIDEA;0.68;---, MURRIEL;0.54;---, C. MARTINEZ;0.0;HAMCHETOU, MAIGA;3.56;SANCHEZ FERNANDEZ, ISABEL;5.08;HAMCHETOU, MAIGA;17.16;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0;---, C. MARTINEZ;0.0
BERMEJO MORENO, CLARA SUSANA;35.65;VALDEMORO MADARIAGA, AMAYA;16.6;BLAHUSKOVA, LUCIE;5.54;NDIAYE DIATTA, ASTOU;10.88;DAPO, AMRA;0.56;GALLEGO VICARIO, SANDRA;1.77;AGUILAR LOPEZ, ELISA;5.04;WHITMORE, TAMIKA LACHAN;0.47;HAMCHETOU, MAIGA;3.48;PODRUG, EMILIJA;4.54;GINES GONZALEZ, MARTA;0.84;BROWN, TATUM J;2.73;WHITMORE, TAMIKA LACHAN;5.88;WHITMORE, TAMIKA LACHAN;7.8;AGUILAR LOPEZ, ELISA;2.84;HERMOUET, EMMANUELLE;2.46;PALOMARES VALIENTE, PAULA;3.38;BLAHUSKOVA, LUCIE;0.67;BLAHUSKOVA, LUCIE;0.54;---, ANTONIA LOPEZ;0.0;MORENO MELIAN, ARMINDA;3.52;CEBRIAN SCHEURER, ELISABET;4.73;DOSTY, JERMISHA AMELIA;16.85;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0;---, ANTONIA LOPEZ;0.0
SAREGKOU, POLYMNIA;35.0;HAMCHETOU, MAIGA;15.8;NOLAN, DEANNA NICOLE;5.52;BLAHUSKOVA, LUCIE;10.75;RIVERES ESPARZA, PATRICIA;0.56;CASTRO MARQUES, IZIANE;1.77;GALLEGO VICARIO, SANDRA;5.0;HERRADAS MARTIN, IRENE;0.46;CASTRO MARQUES, IZIANE;3.15;MORALES MARTIN, SILVIA;4.35;BLANCO BERNAL, SONIA;0.83;WYCKOFF, BROOKE ELIZABETH;2.65;CEBRIAN SCHEURER, ELISABET;5.58;VALDEMORO MADARIAGA, AMAYA;7.32;TORNIKIDOU TORNIKIDOU, ELENA;2.73;NOLAN, DEANNA NICOLE;2.39;MORENO MELIAN, ARMINDA;3.38;HAMCHETOU, MAIGA;0.6;ZURRO ALFONSO, MARTA;0.5;---, PATRICIA URQUIJO ALAMO;0.0;LIMA GARCIA, CINDY ORQUIDEA;3.44;BROWN, TATUM J;4.73;PODRUG, EMILIJA;16.23;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0;SANTOS LUZ, SILVIA ANDREA;0.0
XANTAL SERRET, M DEL MAR;34.95;FERNANDEZ FARRES, MARTA;15.5;NDIAYE DIATTA, ASTOU;5.35;HLEDE, KORALJKA;10.25;TORNIKIDOU TORNIKIDOU, ELENA;0.55;VIEIRA FREITAS, CARLA SOFIA;1.77;PELAEZ SAN GIL, LOURDES;4.88;NAVARRETE TRUJILLO, MIREIA;0.45;BLANCO BERNAL, SONIA;3.15;MORENO MELIAN, ARMINDA;4.29;STARBIRD, CATHARINE EVELYN;0.83;LELAS BENKOVIC, KRISTINA;2.6;NDIAYE DIATTA, ASTOU;4.96;WYCKOFF, BROOKE ELIZABETH;7.31;PODRUG, EMILIJA;2.42;SANCHEZ FERNANDEZ, ISABEL;2.27;GRANDE FLORES, LAURA;3.27;VAN GORP, MICHELLE;0.56;PODRUG, EMILIJA;0.46;HICKS, JESSIE IVETTE;0.0;VON SALDERN, SOPHIE R.;3.36;PODRUG, EMILIJA;4.46;CEBRIAN SCHEURER, ELISABET;15.81;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0;SMITH, TANGELA NICOLE;0.0
