Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'---, ANTONIA LOPEZ';['YAYA MARIA BREOGAN'];1.0;12.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;0.0;1.0;3.0;0.0;0.0;0.0;2.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, BARBARA MATEMALAS GENOVART';['C.B. PUIG D`EN VALLS SANTA EULALIA'];2.0;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;-0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, C. MARTINEZ';['REAL CLUB CELTA BANCO SIMEON'];1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, ITZIAR GERMAN VELASCO';['ROS CASARES VALENCIA'];2.0;5.0;1.0;0.5;0.5;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.5;1.0;0.0;0.0;0.0;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, LAURA FONTENLA LOPEZ';['YAYA MARIA BREOGAN'];1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, LETICIA NAJERA-ALESON DE MIGUE';['MANN FILTER ZARAGOZA'];1.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, LIDIA CORTES DAMIAN';['ROS CASARES VALENCIA'];1.0;6.0;2.0;1.0;2.0;0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;-3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, M JESUS FERNANDEZ ALVAREZ';['YAYA MARIA BREOGAN'];1.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;-4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, MARTA NAVARRO QUINTANA';['ROS CASARES VALENCIA'];3.0;4.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.67;0.5;0.33;0.33;0.67;0.0;0.33;0.0;0.33;0.0;0.0;0.33;0.33;1.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, MURRIEL';['P.C. MENDIBIL'];26.0;36.62;16.69;7.04;12.46;0.56;0.04;0.15;0.25;2.5;3.5;0.71;2.46;6.27;8.73;0.92;1.27;2.81;1.19;0.54;0.0;3.15;3.73;19.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, PATRICIA URQUIJO ALAMO';['CAJACANARIAS'];1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, SARA VITA GARCIA';['USP CEU - ADECCO ESTUDIANTES'];1.0;4.0;3.0;0.0;0.0;0.0;1.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, T. ALBALDE';['REAL CLUB CELTA BANCO SIMEON'];1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AGUILAR LOPEZ, ELISA';['ROS CASARES VALENCIA'];25.0;32.36;8.56;0.88;2.28;0.39;2.04;5.04;0.4;0.68;0.88;0.77;0.28;1.96;2.24;2.84;1.72;1.2;0.12;0.2;0.0;1.32;0.8;8.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AHIJADO REYERO, MAR';['ARRANZ ACINAS'];9.0;6.56;1.22;0.44;1.0;0.44;0.0;0.22;0.0;0.33;0.44;0.75;0.33;0.56;0.89;0.0;0.22;0.56;0.0;0.0;0.0;0.22;0.89;1.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALAA SEGURA, SHEILA';['REAL CLUB CELTA BANCO SIMEON'];17.0;8.0;2.94;1.24;2.53;0.49;0.0;0.06;0.0;0.47;1.06;0.44;0.18;0.82;1.0;0.24;0.06;0.65;0.12;0.12;0.0;1.41;1.12;1.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALAMO GONZALEZ, ELENA';['CAJACANARIAS'];26.0;28.04;8.62;2.08;4.69;0.44;0.81;2.12;0.38;2.04;2.69;0.76;0.65;1.85;2.5;2.35;1.31;3.15;0.15;0.42;0.0;2.42;2.96;7.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALONSO DE EUGENIO, PATRICIA';['RIVAS FUTURA'];6.0;4.83;0.67;0.17;0.83;0.2;0.0;0.0;0.0;0.33;1.0;0.33;0.0;0.17;0.17;0.0;0.17;0.5;0.0;0.0;0.0;1.5;0.5;-1.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALONSO DIEGO, MARIA JOSE';['C.B. PUIG D`EN VALLS SANTA EULALIA'];25.0;27.6;6.4;1.76;3.6;0.49;0.32;1.08;0.3;1.92;2.44;0.79;1.08;2.4;3.48;3.0;2.0;4.12;0.0;0.12;0.0;2.96;2.8;7.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANTOJA ROVIRA, LAURA';['CADI LA SEU D´URGELL'];25.0;33.52;14.84;3.84;9.36;0.41;1.64;4.28;0.38;2.24;3.2;0.7;0.84;1.72;2.56;0.96;1.28;2.44;0.0;0.16;0.0;2.92;4.32;9.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANTON LOPEZ, MONTSERRAT';['USP CEU - ADECCO ESTUDIANTES'];17.0;18.59;4.41;1.35;3.0;0.45;0.12;0.76;0.15;1.35;2.06;0.66;0.29;1.94;2.24;0.59;0.53;1.88;0.0;0.06;0.0;1.82;1.82;2.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARAMBURU GARAYALDE, LEIRE';['P.C. MENDIBIL'];26.0;31.23;9.46;1.85;4.08;0.45;1.15;2.96;0.39;2.31;2.73;0.85;0.62;2.0;2.62;1.5;1.35;2.77;0.0;0.19;0.0;2.54;2.62;7.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARENAS ANTON, MONICA';['ARRANZ ACINAS'];26.0;13.73;2.04;0.73;1.73;0.42;0.0;0.0;0.0;0.58;1.04;0.56;0.58;1.54;2.12;0.19;0.35;1.15;0.15;0.08;0.0;2.65;1.08;0.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BARDI AUBESO, ROSA RITA';['ARRANZ ACINAS'];21.0;10.81;1.9;0.38;1.38;0.28;0.19;0.9;0.21;0.57;0.81;0.71;0.19;0.81;1.0;0.38;0.33;1.19;0.0;0.05;0.0;1.67;0.81;-0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BARRANCO CASTILLO, ROSA MARIA';['C.B. PUIG D`EN VALLS SANTA EULALIA'];14.0;14.43;3.29;0.64;2.07;0.31;0.57;1.93;0.3;0.29;0.29;1.0;0.21;1.5;1.71;0.71;0.93;1.14;0.0;0.14;0.0;1.36;0.57;1.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BERGERON, EMMANUELLE SARAH SOPHIE';['ARRANZ ACINAS'];24.0;28.83;8.75;1.5;3.67;0.41;1.62;4.08;0.4;0.88;1.21;0.72;0.25;1.88;2.12;1.92;1.71;1.83;0.04;0.0;0.0;2.96;1.58;6.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BERMEJO MORENO, CLARA SUSANA';['EXTRUGASA'];26.0;35.65;11.19;3.31;6.08;0.54;0.5;1.77;0.28;3.08;4.65;0.66;0.92;3.65;4.58;2.35;2.62;3.85;0.12;0.23;0.0;2.73;5.15;13.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BERTHIEU, LUCCIENNE CLAUDINE';['ROS CASARES VALENCIA'];25.0;19.04;8.48;2.92;5.92;0.49;0.12;0.36;0.33;2.28;3.28;0.7;2.92;2.68;5.6;0.52;1.76;1.8;0.56;0.32;0.0;2.68;3.28;11.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BLAHUSKOVA, LUCIE';['REAL CLUB CELTA BANCO SIMEON'];24.0;28.25;14.21;5.54;10.75;0.52;0.04;0.12;0.33;3.0;3.75;0.8;1.25;4.29;5.54;0.58;0.79;2.75;0.67;0.54;0.0;2.46;3.29;13.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BLANCO BERNAL, SONIA';['USP CEU - ADECCO ESTUDIANTES'];26.0;32.65;11.96;4.35;8.31;0.52;0.04;0.31;0.12;3.15;3.81;0.83;2.15;3.15;5.31;0.81;1.42;2.19;0.35;0.42;0.0;2.62;3.69;13.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BLAZQUEZ YENES, ESTELA';['PERFUMERIAS AVENIDA'];1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BOLEDA COLET, ANNA';['CADI LA SEU D´URGELL'];26.0;15.12;3.62;0.54;1.5;0.36;0.73;2.54;0.29;0.35;0.5;0.69;0.5;0.73;1.23;0.38;0.27;0.92;0.0;0.12;0.0;2.23;0.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
