Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
JACKSON, BRENETHA TRISE;28.48;BISETTI RODRIGUEZ, LUISA;9.5;GARCIA PORTA, YOLANDA;2.47;DIAZ-LARRAURI CALLEJA, BEATRIZ;5.38;HEREDERO VERA, ANA ISABEL;0.48;LOPEZ VERDU, ALICIA;0.36;ALOY ATIENZA, MERCEDES;1.27;SANCHEZ ORTEGA, PALOMA;0.33;PARRES CABRERA, ADELA;1.95;PARRES CABRERA, ADELA;2.6;ALOY ATIENZA, MERCEDES;0.75;LOPEZ VERDU, ALICIA;0.77;DIAZ-LARRAURI CALLEJA, BEATRIZ;2.29;IBARBURU ACHAGA, NEREA;3.0;MORENO MELIAN, ARMINDA;0.73;VERDE ESPINOSA, PILAR;1.05;LOPEZ VERDU, ALICIA;1.36;ALOY ATIENZA, MERCEDES;0.18;DYDEK, MARGO;0.19;MUOZ ROMERO, ESTHER;0.0;ZASSOULSKAYA, NATALIA;2.47;HEREDERO VERA, ANA ISABEL;2.23;ALOY ATIENZA, MERCEDES;8.09;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0;MUOZ ROMERO, ESTHER;0.0
ESCOBAR MARTINEZ, ESTHER;28.23;MONJE HERNANDEZ, BLANCA;9.25;GRANDE FLORES, LAURA;2.38;VERDE ESPINOSA, PILAR;5.36;LOPEZ VERDU, ALICIA;0.48;APARICIO DE VICENTE, PATRICIA;0.36;LOPEZ FERNANDEZ, MARIA PAZ;1.19;HEMERY, DEBBIE MICHELLE;0.33;ALOY ATIENZA, MERCEDES;1.91;ALOY ATIENZA, MERCEDES;2.55;ALONSO DIEGO, MARIA JOSE;0.74;VIUELA COMPTE, JUDITH;0.77;OTEO ASLA, IZASKUN;2.23;SANCHEZ ORTEGA, PALOMA;3.0;VERDE ESPINOSA, PILAR;0.73;GAMON HERNANDEZ, ASUNCION;1.05;DIAZ-LARRAURI CALLEJA, BEATRIZ;1.33;SNCHEZ LUJN, ROSAURA DEL CARMEN;0.18;CANO MARTINEZ, LAURA;0.18;DOMINGUEZ BERMEJO, DAVINIA;0.0;GARCIA PORTA, YOLANDA;2.47;CARROLL, CRYSTAL;2.15;DONAIRE MALVELADA, ELSA;7.64;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0;DOMINGUEZ BERMEJO, DAVINIA;0.0
MONJE HERNANDEZ, BLANCA;27.6;DIAZ-LARRAURI CALLEJA, BEATRIZ;9.14;MARTINEZ GILABERTE, INMACULADA;2.36;SANCHEZ FERNANDEZ, ISABEL;5.36;MARTIN CLEMENTE, CAROLINA;0.48;GRANDE FLORES, LAURA;0.33;---, HEIKE MARIA;1.19;MORENO MELIAN, ARMINDA;0.33;HEREDERO VERA, ANA ISABEL;1.77;URDIAIN ASENSIO, NATALIA;2.5;ARMENTA MONTEAGUDO, MARUXA;0.74;RICO HERNANDEZ, SUSANA;0.76;GRANDE FLORES, LAURA;2.19;HERNANDEZ ARENCIBIA, PATRICIA DEL PINO;2.82;PARRES CABRERA, ADELA;0.7;SANCHEZ FERNANDEZ, ISABEL;1.05;GESTEIRA FERNANDEZ, LIDIA;1.33;HEREDERO VERA, ANA ISABEL;0.15;TUOMAITE, VITALIJA;0.18;VERDE ESPINOSA, PILAR;0.0;DIAZ ALBAR, CRISTINA;2.45;GESTEIRA FERNANDEZ, LIDIA;2.14;REMIRO LEN, MARA;7.5;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0;VERDE ESPINOSA, PILAR;0.0
GARCIA PORTA, YOLANDA;27.35;MORENO MELIAN, ARMINDA;8.73;VERDE ESPINOSA, PILAR;2.32;GRANDE FLORES, LAURA;5.33;SAEZ CARRILLO, TERESA;0.48;---, HEIKE MARIA;0.33;APARICIO DE VICENTE, PATRICIA;1.14;MARTINEZ GILABERTE, INMACULADA;0.33;GALLEGO VICARIO, SANDRA;1.77;DIAZ-LARRAURI CALLEJA, BEATRIZ;2.48;IBARBURU ACHAGA, NEREA;0.74;ARMENTA MONTEAGUDO, MARUXA;0.73;MARTINEZ ESPEJO, CARMEN;2.14;MONJE HERNANDEZ, BLANCA;2.8;LEAKE, PAMELA;0.69;PALAU ALTES, LAIA;1.05;ALONSO LOPEZ, MARIA PILAR;1.32;SANCHEZ FERNANDEZ, ISABEL;0.14;TARASENKO, OLGA;0.18;BARRIOS PEINADO, NATALIA;0.0;REMIRO LEN, MARA;2.41;MANZANO SNCHEZ, ALMUDENA;2.09;HEREDERO VERA, ANA ISABEL;7.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0;HERNANDEZ ESTEBAN, SILVIA;0.0
---, HEIKE MARIA;27.33;ALOY ATIENZA, MERCEDES;8.5;DIAZ-LARRAURI CALLEJA, BEATRIZ;2.24;PALAU ALTES, LAIA;5.32;MIRCHANDANI VILLAR, LIDIA;0.48;ALOY ATIENZA, MERCEDES;0.32;ALONSO DIEGO, MARIA JOSE;1.11;AVENDAO VALEIRAS, ANDREA;0.33;LEAKE, PAMELA;1.75;HEREDERO VERA, ANA ISABEL;2.46;VALDEMORO MADARIAGA, AMAYA;0.74;JACKSON, BRENETHA TRISE;0.71;ALOY ATIENZA, MERCEDES;2.14;ALVARO BASCUANA, ANA BELEN;2.68;ARMENTA MONTEAGUDO, MARUXA;0.68;MARTINEZ GILABERTE, INMACULADA;1.0;MANZANO SNCHEZ, ALMUDENA;1.32;QUINTERO CASTELLANO, THANIA;0.14;JUANES HERNANDEZ, YOLANDA;0.18;PEREZ INIESTA, MONICA;0.0;GAMON HERNANDEZ, ASUNCION;2.36;SANZ MIRAYO, MONICA;2.09;DIAZ-LARRAURI CALLEJA, BEATRIZ;6.81;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0;DELGADO DIAZ-GUEMES, RAQUEL;0.0
LOPEZ VARGAS, MARIA DOLORES;27.1;DELGADO DIAZ-GUEMES, RAQUEL;8.45;HEREDERO VERA, ANA ISABEL;2.23;FONTS MATEO, NURIA;5.18;LLAMAS PAJUELO, MARIA NIEVES;0.47;GARCIA MARTIN, ALICIA;0.32;ARAMBURU GARAYALDE, LEIRE;1.1;PIEIRO RAMOS, CRISTINA;0.33;ZASSOULSKAYA, NATALIA;1.74;GALLEGO VICARIO, SANDRA;2.45;VIUELA COMPTE, JUDITH;0.73;ANULA ALAMEDA, NIEVES;0.71;ALVARO BASCUANA, ANA BELEN;2.0;GALECH AMILLANO, SONIA;2.68;JONKUTE, INGRIDA;0.68;HEREDERO VERA, ANA ISABEL;1.0;VALERO CEBRIAN, PILAR;1.32;HERNANDEZ ARENCIBIA, PATRICIA DEL PINO;0.14;VALERO CEBRIAN, PILAR;0.18;DELGADO DIAZ-GUEMES, RAQUEL;0.0;SANZ MIRAYO, MONICA;2.36;ESCOBAR MARTINEZ, ESTHER;2.09;IBARBURU ACHAGA, NEREA;6.67;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0;EGLITE, LINDA;0.0
MORENO MELIAN, ARMINDA;26.82;SANCHEZ FERNANDEZ, ISABEL;7.86;HERNANDEZ ARENCIBIA, PATRICIA DEL PINO;2.18;PELAEZ SAN GIL, LOURDES;4.9;RICO HERNANDEZ, SUSANA;0.47;OTEO ASLA, IZASKUN;0.32;MORENO MELIAN, ARMINDA;1.09;DONAIRE MALVELADA, ELSA;0.33;SANZ MIRAYO, MONICA;1.68;VALERO CEBRIAN, PILAR;2.41;MORIANA NADAL, PALOMA;0.73;HEREDERO VERA, ANA ISABEL;0.69;ANULA ALAMEDA, NIEVES;1.95;LOPEZ VERDU, ALICIA;2.68;JACKSON, BRENETHA TRISE;0.67;JONKUTE, INGRIDA;1.0;PARRES CABRERA, ADELA;1.3;GESTEIRA FERNANDEZ, LIDIA;0.14;DELGADO FERNANDEZ, CONCEPCION;0.18;GAY, PIETRA;0.0;XANTAL SERRET, M DEL MAR;2.36;ZASSOULSKAYA, NATALIA;2.05;GARCIA PORTA, YOLANDA;6.59;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0;GAY, PIETRA;0.0
PARRES CABRERA, ADELA;26.3;GRANDE FLORES, LAURA;7.81;FONTS MATEO, NURIA;2.14;GESTEIRA FERNANDEZ, LIDIA;4.81;DELGADO DIAZ-GUEMES, RAQUEL;0.47;CARROLL, CRYSTAL;0.31;IBARBURU ACHAGA, NEREA;1.05;XANTAL SERRET, M DEL MAR;0.32;URDIAIN ASENSIO, NATALIA;1.64;ZASSOULSKAYA, NATALIA;2.32;DYDEK, MARGO;0.73;ALVARO BASCUANA, ANA BELEN;0.68;LOPEZ VERDU, ALICIA;1.91;ANULA ALAMEDA, NIEVES;2.67;MORIANA NADAL, PALOMA;0.64;CARROLL, CRYSTAL;1.0;---, HEIKE MARIA;1.29;---, POLIMIA;0.14;GALECH AMILLANO, SONIA;0.18;MORENO MELIAN, ARMINDA;0.0;VALERO CEBRIAN, PILAR;2.27;VALERO CEBRIAN, PILAR;2.0;SANCHEZ FERNANDEZ, ISABEL;6.36;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0;MORENO MELIAN, ARMINDA;0.0
VERDE ESPINOSA, PILAR;26.0;GAMON HERNANDEZ, ASUNCION;7.68;PALAU ALTES, LAIA;2.09;HERNANDEZ ARENCIBIA, PATRICIA DEL PINO;4.68;ORTIZ BLANCO, MARIA JOSE;0.47;LOPEZ FERNANDEZ, MARIA PAZ;0.29;DIAZ ALBAR, CRISTINA;1.05;APARICIO DE VICENTE, PATRICIA;0.32;JEKABSONE, ANDA;1.55;PALAU ALTES, LAIA;2.27;LOPEZ VARGAS, MARIA DOLORES;0.72;KOSTIC, TANJA NATASA;0.67;JACKSON, BRENETHA TRISE;1.9;JACKSON, BRENETHA TRISE;2.62;KOSTIC, TANJA NATASA;0.62;---, CHRISTINA ELAINE;1.0;GARCIA MARTIN, ALICIA;1.27;RODRIGUEZ AVILA, BLANCA;0.13;MONTAANA GIMENO, ANNA;0.18;ZURRO ALFONSO, MARTA;0.0;ALOY ATIENZA, MERCEDES;2.27;---, HEIKE MARIA;1.95;MONJE HERNANDEZ, BLANCA;6.2;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0;ZURRO ALFONSO, MARTA;0.0
DONAIRE MALVELADA, ELSA;25.82;GARCIA PIERO, MARIA BEGOA;7.68;GALLEGO VICARIO, SANDRA;2.05;MONJE HERNANDEZ, BLANCA;4.65;HERNANDEZ ARENCIBIA, PATRICIA DEL PINO;0.47;IBARBURU ACHAGA, NEREA;0.29;HEREDERO VERA, ANA ISABEL;0.92;GESTEIRA FERNANDEZ, LIDIA;0.31;PALAU ALTES, LAIA;1.45;SANZ MIRAYO, MONICA;2.18;ALONSO LOPEZ, MARIA PILAR;0.72;PELAEZ SAN GIL, LOURDES;0.6;PARRES CABRERA, ADELA;1.85;MARTINEZ ESPEJO, CARMEN;2.59;HEMERY, DEBBIE MICHELLE;0.6;ESPERANZA PERCHES, MONTSERRAT;1.0;VERDE ESPINOSA, PILAR;1.27;DEZ FERNNDEZ, COVADONGA;0.1;GERMAIN ESTEBANEZ, MATILDE;0.15;GARCIA PORTA, YOLANDA;0.0;IBARBURU ACHAGA, NEREA;2.19;BEZOS MARTNEZ, EMMA;1.95;JEKABSONE, ANDA;6.09;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0;GARCIA PORTA, YOLANDA;0.0
GRANDE FLORES, LAURA;25.14;ESCOBAR MARTINEZ, ESTHER;7.59;GONZALEZ DIAZ, CARMEN;2.05;GALLEGO VICARIO, SANDRA;4.64;PONS MOLINA, INGRID;0.46;FONTS MATEO, NURIA;0.27;MORIANA NADAL, PALOMA;0.86;DIAZ-LARRAURI CALLEJA, BEATRIZ;0.31;GESTEIRA FERNANDEZ, LIDIA;1.43;GALECH AMILLANO, SONIA;2.14;GALLEGO VICARIO, SANDRA;0.72;MANZANO SNCHEZ, ALMUDENA;0.59;ARMENTA MONTEAGUDO, MARUXA;1.82;ARMENTA MONTEAGUDO, MARUXA;2.55;SANCHEZ FERNANDEZ, ISABEL;0.55;PARRES CABRERA, ADELA;0.95;MARTINEZ GILABERTE, INMACULADA;1.23;MESA SANCHEZ, SILVIA;0.1;CARROLL, CRYSTAL;0.15;HERRADAS MARTIN, IRENE;0.0;SANCHEZ FERNANDEZ, ISABEL;2.18;PONS MOLINA, INGRID;1.91;GALLEGO VICARIO, SANDRA;6.05;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0;HERRADAS MARTIN, IRENE;0.0
MANZANO SNCHEZ, ALMUDENA;25.05;PARRES CABRERA, ADELA;7.5;MIRCHANDANI VILLAR, LIDIA;2.0;HEREDERO VERA, ANA ISABEL;4.62;GARCIA PIERO, MARIA BEGOA;0.46;ZASSOULSKAYA, NATALIA;0.26;ZASSOULSKAYA, NATALIA;0.84;SANZ MIRAYO, MONICA;0.31;DIAZ-LARRAURI CALLEJA, BEATRIZ;1.38;GESTEIRA FERNANDEZ, LIDIA;2.1;HEREDERO VERA, ANA ISABEL;0.72;SAEZ CARRILLO, TERESA;0.57;SNCHEZ LUJN, ROSAURA DEL CARMEN;1.82;SANCHEZ FERNANDEZ, ISABEL;2.55;BEZOS MARTNEZ, EMMA;0.55;JUANES HERNANDEZ, YOLANDA;0.91;SANCHEZ FERNANDEZ, ISABEL;1.23;GALLEGO VICARIO, SANDRA;0.09;IBARBURU ACHAGA, NEREA;0.14;OTEO ASLA, IZASKUN;0.0;PALAU ALTES, LAIA;2.18;DELGADO DIAZ-GUEMES, RAQUEL;1.73;MORENO MELIAN, ARMINDA;5.95;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0;OTEO ASLA, IZASKUN;0.0
PELAEZ SAN GIL, LOURDES;24.95;JEKABSONE, ANDA;7.36;GARCIA PIERO, MARIA BEGOA;2.0;GONZALEZ DIAZ, CARMEN;4.57;CARROLL, CRYSTAL;0.46;HERNANDEZ ESTEBAN, SILVIA;0.25;ARNAU VILATA, BEGOA;0.82;MIRCHANDANI VILLAR, LIDIA;0.31;IBARBURU ACHAGA, NEREA;1.33;ESCOBAR MARTINEZ, ESTHER;2.09;OTEO ASLA, IZASKUN;0.72;IBARBURU ACHAGA, NEREA;0.57;RICO HERNANDEZ, SUSANA;1.76;RICO HERNANDEZ, SUSANA;2.52;LOPEZ VARGAS, MARIA DOLORES;0.52;RODRIGUEZ TOLEDO, ORANDA;0.91;MONJE HERNANDEZ, BLANCA;1.2;CANO MARTINEZ, LAURA;0.09;XANTAL SERRET, M DEL MAR;0.14;PARRES CABRERA, ADELA;0.0;---, POLIMIA;2.14;JEKABSONE, ANDA;1.73;MANZANO SNCHEZ, ALMUDENA;5.91;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0;PARRES CABRERA, ADELA;0.0
