Nombre;Condicion;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;Posesiones;Ritmo;OER;% TC Efectivo;% Jugada;Frec. TL;% Reb Def;% Reb Of;% Assis;% Perd
['ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA'] Equipo;['Media'];1.0;200.0;61.0;20.0;46.0;0.43;6.0;18.0;0.33;3.0;4.0;0.75;7.0;27.0;34.0;14.0;7.0;19.0;0.0;3.0;0.0;11.0;10.0;54.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA'] Equipo Rival;['Media Rival'];1.0;200.0;86.0;25.0;54.0;0.46;9.0;19.0;0.47;9.0;14.0;0.64;15.0;29.0;44.0;18.0;10.0;12.0;3.0;0.0;0.0;10.0;11.0;106.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA'] Equipo;['Media'];1.0;200.0;58.0;18.0;47.0;0.38;4.0;14.0;0.29;10.0;17.0;0.59;5.0;34.0;39.0;13.0;8.0;10.0;0.0;2.0;0.0;15.0;19.0;64.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA'] Equipo Rival;['Media Rival'];1.0;200.0;51.0;19.0;45.0;0.42;3.0;17.0;0.18;4.0;8.0;0.5;7.0;33.0;40.0;12.0;6.0;15.0;2.0;0.0;0.0;19.0;16.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA'] Equipo;['Media'];7.0;203.57;69.14;21.0;43.57;0.48;3.71;11.0;0.34;16.0;21.14;0.76;8.43;25.57;34.0;10.29;7.14;17.0;2.43;1.0;0.0;19.14;19.14;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA'] Equipo Rival;['Media Rival'];7.0;203.57;67.57;20.71;44.86;0.46;5.43;17.86;0.3;9.86;14.86;0.66;9.0;19.14;28.14;9.71;8.29;15.57;1.14;1.86;0.0;19.57;18.29;54.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA'] Equipo;['Media'];11.0;202.27;64.0;20.09;44.55;0.45;4.73;14.18;0.33;9.64;14.73;0.65;8.82;26.09;34.91;9.55;6.55;16.09;1.27;1.36;0.0;18.18;16.27;57.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA'] Equipo Rival;['Media Rival'];11.0;202.27;69.64;21.27;45.27;0.47;4.91;16.36;0.3;12.36;17.91;0.69;8.27;23.73;32.0;12.73;8.73;12.36;1.36;1.27;0.0;16.36;18.0;71.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA'] Equipo;['Media'];5.0;200.0;58.4;18.2;42.8;0.43;3.4;14.6;0.23;11.8;16.0;0.74;10.0;20.8;30.8;9.2;7.4;15.2;0.6;1.6;0.0;15.4;18.0;52.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA', 'ARGÓN UNI GIRONA'] Equipo Rival;['Media Rival'];5.0;200.0;64.8;18.4;38.2;0.48;6.4;16.6;0.39;8.8;12.0;0.73;7.0;23.6;30.6;12.4;8.6;16.0;1.8;0.6;0.0;18.0;15.4;65.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
