Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
CHONES, KAAYLA MONET;27.31;UJHELYI, PETRA;9.56;FEASTER, ALISON;2.69;CARBO COLOMA, ANNA;5.46;ZURRO ALFONSO, MARTA;0.49;VALERO CEBRIAN, PILAR;0.76;NAVARRETE TRUJILLO, MIREIA;2.19;GARRIDO SANZ, MONICA;0.33;KNEZEVIC, ADRIJANA;1.5;YGUERAVIDE VIANA, SANDRA;2.2;KRESOVIC, INES;0.76;DAPO, AMRA;1.15;PALAU ALTES, LAIA;3.15;BROWN, KIESHA LINDSAY;4.09;DUBLJEVIC, JELENA;1.54;INFANTE NUEZ, LORENA;1.23;MARKOTENKO, ARINA;2.08;WILLINGHAM, LE`COE LOUISE;0.17;PASCUA SUAREZ, MARA LUCILA;0.23;ECHEVERRIA RIBERA, AMAIA;0.0;DA SILVA, KATIA;2.42;CASTILLO IGLESIAS, LICET;2.32;BROWN, KIESHA LINDSAY;10.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0;ECHEVERRIA RIBERA, AMAIA;0.0
WILLINGHAM, LE`COE LOUISE;27.29;HENRY, ANEIKA ANNA-KAY;9.35;PASCUA SUAREZ, MARA LUCILA;2.69;MARCOS BENITO, BLANCA;5.46;SLISKOVIC, IVA;0.49;LOVELACE-TOLBERT, STACEY LYNN;0.74;CARBO COLOMA, ANNA;2.08;ZLATANOVA, JAKLIN;0.33;CARBO COLOMA, ANNA;1.5;OUVIA MODREGO, CRISTINA;2.17;DIEME, BINTOU;0.75;KRESOVIC, INES;1.08;HERRERA BOXO, LAURA;3.04;JOHNSON, SHANNON REGINA;4.08;VESELA, JANA;1.54;DUBLJEVIC, JELENA;1.21;FERRARI CALABRO, PAOLA ANDREA;2.08;YGUERAVIDE VIANA, SANDRA;0.16;BOGICEVIC, NINA;0.21;PALUSNA, REGINA;0.0;ANTOJA ROVIRA, LAURA;2.38;DAPO, AMRA;2.31;MONTAANA GIMENO, ANNA;9.88;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0;PALUSNA, REGINA;0.0
CARBO COLOMA, ANNA;27.29;LOPEZ VERDU, ALICIA;9.24;VESELA, JANA;2.69;FEASTER, ALISON;5.27;DA SILVA, KATIA;0.49;PALAU ALTES, LAIA;0.73;DICKSON, JESSICA;2.08;MURPHY, ESHAYA MARIE;0.32;DE SOUZA MACHADO, ERIKA CRISTINA;1.46;OCETE CASTILLO, GABRIELA;2.16;YGUERAVIDE VIANA, SANDRA;0.75;CARBO COLOMA, ANNA;1.04;PIRSIC, SANDRA;2.86;MONTESDEOCA LOPEZ, EVA;4.04;BOADA XAIRO, HELENA;1.54;LANGHORNE, CRYSTAL ALLISON;1.2;DAPO, AMRA;2.04;MONTAANA GIMENO, ANNA;0.16;GARRIDO SANZ, MONICA;0.21;PIRSIC, SANDRA;0.0;OUVIA MODREGO, CRISTINA;2.38;NICHOLLS GONZALEZ, LAURA;2.28;STAMPALIJA, PETRA;9.77;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0;PIRSIC, SANDRA;0.0
BERMEJO MORENO, CLARA SUSANA;27.26;ZURRO ALFONSO, MARTA;9.19;TORRENS SALOM, ALBA;2.68;BLE, DOUKOLE VANESSA;5.24;UJHELYI, PETRA;0.49;CRUZ LEBRATO, ANNA;0.73;CRUZ LEBRATO, ANNA;2.04;KRESOVIC, INES;0.32;OCETE CASTILLO, GABRIELA;1.44;CARBO COLOMA, ANNA;2.15;TRAORE, ASTOU;0.75;CRUZ LEBRATO, ANNA;1.04;CAMPS COLLELL, LAURA;2.86;TRAORE, ASTOU;3.95; DEFORGE, ANNA LOUISE;1.5;CASTILLO IGLESIAS, LICET;1.16;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;2.04;XARGAY CASADEMONT, MARTA;0.16;PIRSIC, SANDRA;0.21;PEREZ GUILLEN, MARIA ISABEL;0.0;GOMEZ FERREIROS, SARA;2.38;GARCIA MATA, GEMA;2.27;TORRENS SALOM, ALBA;8.92;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0;PEREZ GUILLEN, MARIA ISABEL;0.0
DOMINGUEZ FERNANDEZ, SILVIA;27.15;MARCOS BENITO, BLANCA;9.15;CARBO COLOMA, ANNA;2.65;DICKSON, JESSICA;5.16;CARBO COLOMA, ANNA;0.49;GARCA SALINERO, LAURA;0.73;GOMEZ FERREIROS, SARA;2.04;DRLJACA, LJUBICA;0.32;GORBUNOVA, OLEXANDRA;1.43;STAMPALIJA, PETRA;2.14;GARRIDO SANZ, MONICA;0.75;MONTAANA GIMENO, ANNA;1.0;SNELL, BELINDA ROSE;2.77;VESELA, JANA;3.85;SUAREZ UTRERO, ANA MARIA;1.5;BOADA XAIRO, HELENA;1.15;VALDEMORO MADARIAGA, AMAYA;2.0;DICKSON, JESSICA;0.16;TRAORE, ASTOU;0.2;SAN ROMAN FLORES, IRENE;0.0;BORISOVA, EVELINA;2.35;LILJESTRAND, THYRA LINNEA;2.23;GARCIA MATA, GEMA;8.88;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0;SAN ROMAN FLORES, IRENE;0.0
MILTON, DELISHA LACHELL;27.01;HERRERA BOXO, LAURA;9.08;BOADA XAIRO, HELENA;2.58;BADE, KRISSY;5.15;CRUZ LEBRATO, ANNA;0.49;ELDEBRINK, ELIN;0.67;PALAU ALTES, LAIA;2.0;ANTOJA ROVIRA, LAURA;0.32;OUVIA MODREGO, CRISTINA;1.42;HENRY, ANEIKA ANNA-KAY;2.12;BAVENDAM, KATJA;0.75;GARCA SALINERO, LAURA;0.96;OUVIA MODREGO, CRISTINA;2.75;DAPO, AMRA;3.81;FERRAGUT CASTILLO, MARINA;1.48;SUAREZ UTRERO, ANA MARIA;1.12;TORRENS SALOM, ALBA;2.0;MONDT, ANKE DE;0.15;LANGHORNE, CRYSTAL ALLISON;0.2;BROWN, KIESHA LINDSAY;0.0;DAPO, AMRA;2.31;ANTOJA ROVIRA, LAURA;2.19;BERMEJO MORENO, CLARA SUSANA;8.83;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0
ARGELLO CUENCA, PATRICIA;26.9;LILJESTRAND, THYRA LINNEA;8.96;HERRADAS MARTIN, IRENE;2.5;THORBURN, SHONA LOUISE;5.08;BERMEJO MORENO, CLARA SUSANA;0.49;DUBLJEVIC, JELENA;0.67;DUBLJEVIC, JELENA;2.0;JOHNSON, SHANNON REGINA;0.32;STAMPALIJA, PETRA;1.36;GARCIA MATA, GEMA;1.96;VEGA REBORA, GISELA VERONICA;0.75;PINA TOLOSA, MARIA;0.96;FERRAGUT CASTILLO, MARINA;2.72;GORBUNOVA, OLEXANDRA;3.79;WILLINGHAM, LE`COE LOUISE;1.48;ANTOJA ROVIRA, LAURA;1.12;TRAORE, ASTOU;2.0;SULCIUTE, EGLE;0.15;GARCIA PIERO, MARIA BEGOA;0.2;DIEME, BINTOU;0.0;BRANTLOVA, TEREZA;2.29;INFANTE NUEZ, LORENA;2.15;PAGE, LINDA A. MURRIEL;8.65;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0;DIEME, BINTOU;0.0
MARCOS BENITO, BLANCA;26.78;YGUERAVIDE VIANA, SANDRA;8.6;MONTAANA GIMENO, ANNA;2.48;BOADA XAIRO, HELENA;5.04;GARCA SALINERO, LAURA;0.49;GARCIA PIERO, MARIA BEGOA;0.65;BOADA XAIRO, HELENA;1.96;FERRARI CALABRO, PAOLA ANDREA;0.31;FEASTER, ALISON;1.31;UJHELYI, PETRA;1.88;HERRADAS MARTIN, IRENE;0.75;DRLJACA, LJUBICA;0.95;BERMEJO MORENO, CLARA SUSANA;2.71;BOKESA ABIA, AURI LORENA;3.77;COVINGTON, ARHONDA;1.38;UJHELYI, PETRA;1.08;PEREZ CAPARROS, ROSA;2.0;MASLOWSKI, MICHELLE LEE;0.15;DICKSON, JESSICA;0.2;SEGUI CARLES, PAULA;0.0;GORBUNOVA, OLEXANDRA;2.29;JORDANA BOFILL, NOEMI;2.12;BORISOVA, EVELINA;8.65;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0;SEGUI CARLES, PAULA;0.0
MORALES MARTIN, SILVIA;26.4;TORRENS SALOM, ALBA;8.52;PIRSIC, SANDRA;2.43;HERRADAS MARTIN, IRENE;4.96;MENENDEZ ANTOLI, CELIA MARIA;0.49;GORBUNOVA, OLEXANDRA;0.64;PINA TOLOSA, MARIA;1.92;LOPEZ VERDU, ALICIA;0.31;THORBURN, SHONA LOUISE;1.31;ARGELLO CUENCA, PATRICIA;1.85;CASTILLO IGLESIAS, LICET;0.75;DONAIRE MALAGELADA, ELSA;0.95;MARCOS BENITO, BLANCA;2.69;PALAU ALTES, LAIA;3.62;BLANES MACHO, MARTA;1.36;SANCHEZ FERNANDEZ, ISABEL;1.08;MARCOS BENITO, BLANCA;2.0;CARBO COLOMA, ANNA;0.15;CASTILLO IGLESIAS, LICET;0.2;PALLARDO OYARZABAL, BEGOA;0.0;ZLATANOVA, JAKLIN;2.23;DE SOUZA MACHADO, ERIKA CRISTINA;2.12;BLE, DOUKOLE VANESSA;8.53;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0;PALLARDO OYARZABAL, BEGOA;0.0
DUBLJEVIC, JELENA;26.03;FERRARI CALABRO, PAOLA ANDREA;8.5;MARCOS BENITO, BLANCA;2.27;LOPEZ VERDU, ALICIA;4.88;FERRAGUT CASTILLO, MARINA;0.49;TORRENS SALOM, ALBA;0.64;DOMINGUEZ FERNANDEZ, SILVIA;1.88;OCETE CASTILLO, GABRIELA;0.31;GARCIA MATA, GEMA;1.31;NICHOLLS GONZALEZ, LAURA;1.84;SULCIUTE, EGLE;0.75;NAVARRETE TRUJILLO, MIREIA;0.92;HERRADAS MARTIN, IRENE;2.65;FERRAGUT CASTILLO, MARINA;3.56;KRESOVIC, INES;1.35;NAVARRO SALLES, LAURA;1.08;MONTAANA GIMENO, ANNA;2.0;MONTESDEOCA LOPEZ, EVA;0.15;KNEZEVIC, ADRIJANA;0.19;MUOZ GOMEZ DE CASO, M ANGELES;0.0;ARGELLO CUENCA, PATRICIA;2.23;MARCOS BENITO, BLANCA;2.08;CARBO COLOMA, ANNA;8.46;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0;MUOZ GOMEZ DE CASO, M ANGELES;0.0
LILJESTRAND, THYRA LINNEA;25.77;PAGE, LINDA A. MURRIEL;8.42;DA SILVA, KATIA;2.23;PIRSIC, SANDRA;4.86;VALDEMORO MADARIAGA, AMAYA;0.48;XARGAY CASADEMONT, MARTA;0.64;BORISOVA, EVELINA;1.88;FERRAGUT CASTILLO, MARINA;0.31;HENRY, ANEIKA ANNA-KAY;1.27;GOMEZ FERREIROS, SARA;1.77;BOLONIO ABAD, MARIA JOSE;0.75;SVITLICA, DRAGANA;0.88;DAPO, AMRA;2.65;GARCIA MATA, GEMA;3.54;BADE, KRISSY;1.35;SANFORD, NAKIA SHEROME;1.05;KNEZEVIC, ADRIJANA;1.96;BORISOVA, EVELINA;0.15;DE SOUZA MACHADO, ERIKA CRISTINA;0.19;MAZNICHENKO, OLGA;0.0;MARKOTENKO, ARINA;2.21;THORBURN, SHONA LOUISE;1.96;AGUILAR LOPEZ, ELISA;8.42;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0;MAZNICHENKO, OLGA;0.0
BADE, KRISSY;25.64;JORDANA BOFILL, NOEMI;8.38;DICKSON, JESSICA;2.2;TORRENS SALOM, ALBA;4.8;KNEZEVIC, ADRIJANA;0.48;TRAORE, ASTOU;0.6;CASTREJON MONTERO, IRENE;1.85;WILLINGHAM, LE`COE LOUISE;0.31;TORRENS SALOM, ALBA;1.24;ANTOJA ROVIRA, LAURA;1.77;MONDT, ANKE DE;0.74;PODKOVALNIKOVA, OLGA;0.85;CASTILLO IGLESIAS, LICET;2.6;SNELL, BELINDA ROSE;3.46;DE SOUZA MACHADO, ERIKA CRISTINA;1.35;CAMPS COLLELL, LAURA;1.05;KRESOVIC, INES;1.92;HERRERA BOXO, LAURA;0.12;ROYO TORRES, MARIA ESTELA;0.19;PEROVANOVIC, IVA;0.0;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;2.2;TORRENS SALOM, ALBA;1.96;MONDT, ANKE DE;8.31;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0;PEROVANOVIC, IVA;0.0
ZURRO ALFONSO, MARTA;25.4;MONTAANA GIMENO, ANNA;8.2;NICHOLLS GONZALEZ, LAURA;2.2;GORBUNOVA, OLEXANDRA;4.79; DEFORGE, ANNA LOUISE;0.48;CAMPS COLLELL, LAURA;0.59;DIEME, BINTOU;1.82;GARCIA MATA, GEMA;0.31;JOENS, CATHERINE ELISABETH;1.23;DOMINGUEZ FERNANDEZ, SILVIA;1.77;PEROVANOVIC, IVA;0.74;JOVANOVIC, MILICA;0.85;BOKESA ABIA, AURI LORENA;2.58;MARCOS BENITO, BLANCA;3.42;ARGELLO CUENCA, PATRICIA;1.35;JORDANA BOFILL, NOEMI;1.04;DOMINGUEZ FERNANDEZ, SILVIA;1.92;VALERO CEBRIAN, PILAR;0.12;DIEME, BINTOU;0.18;SAVELYEVA, YULIA;0.0;HERRADAS MARTIN, IRENE;2.19;PALAU ALTES, LAIA;1.96;INFANTE NUEZ, LORENA;8.19;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0;SAVELYEVA, YULIA;0.0
GOMEZ FERREIROS, SARA;25.35;BOADA XAIRO, HELENA;8.15;YGUERAVIDE VIANA, SANDRA;2.16;VESELA, JANA;4.69;STEN, TIINA IRENE;0.48;CASTREJON MONTERO, IRENE;0.54;ELDEBRINK, ELIN;1.81;BAHI BLANQUERA, GEORGINA;0.3;PIRSIC, SANDRA;1.21;TORRENS SALOM, ALBA;1.76;NAVARRO LLORCA, CANDIDA;0.73;FERRAGUT CASTILLO, MARINA;0.84;VESELA, JANA;2.54;MONTAANA GIMENO, ANNA;3.4;CHONES, KAAYLA MONET;1.35;NICHOLLS GONZALEZ, LAURA;1.04;DE SOUZA MACHADO, ERIKA CRISTINA;1.92;LILJESTRAND, THYRA LINNEA;0.12;STAMPALIJA, PETRA;0.18;RAMIRO DIAZ, NURIA MARIA;0.0;SEGUI CARLES, PAULA;2.17;PEREZ CAPARROS, ROSA;1.96;JORDANA BOFILL, NOEMI;8.04;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0;RAMIRO DIAZ, NURIA MARIA;0.0
