Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
MOODY, MEGAN JANELLE;26.83;TORNIKIDOU TORNIKIDOU, ELENA;9.88;SANCHEZ FERNANDEZ, ISABEL;2.82;GALLEGO VICARIO, SANDRA;5.67;FERRAGUT CASTILLO, MARINA;0.5;MARCOS BENITO, BLANCA;0.85;SANCHEZ FERNANDEZ, ISABEL;2.55;DAPO, AMRA;0.34;TORRENS SALOM, ALBA;1.77;VESELOVSKI, MONIKA;2.38;SANTOS LUZ, SILVIA ANDREA;0.77;ROVIRA RODRIGUEZ, MARIA DEL MAR;1.31;PIRSIC, SANDRA;3.06;DUBLJEVIC, JELENA;4.38;GOMEZ FERREIROS, SARA;1.62;FERRARI CALABRO, PAOLA ANDREA;1.16;ALONSO DIEGO, MARIA JOSE;2.06;PAGE, LINDA A. MURRIEL;0.23;GARCIA PIERO, MARIA BEGOA;0.23;VILLAR FERNANDEZ, IRIA;0.0;LIMA GARCIA, CINDY ORQUIDEA;2.5;DA SILVA, KATIA;2.54;GALLEGO VICARIO, SANDRA;9.71;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0;VILLAR FERNANDEZ, IRIA;0.0
MILTON, DELISHA LACHELL;26.69;TAMANE, ZANE;9.88;MCKAY, SARAH FRANCES;2.81;PASCUA SUAREZ, MARA LUCILA;5.65;LIMA GARCIA, CINDY ORQUIDEA;0.5;BROWN, KIESHA LINDSAY;0.83;BROWN, KIESHA LINDSAY;2.54;HODGES, RONEEKA RAYSHELL;0.34;SANTOS LUZ, SILVIA ANDREA;1.69;GARCIA PIERO, MARIA BEGOA;2.35;JANSONE, LIENE;0.77;DONAIRE MALAGELADA, ELSA;1.28;HLEDE, KORALJKA;3.0;BROWN, KIESHA LINDSAY;4.33;ALAMO GONZALEZ, ELENA;1.62;TUUKKANEN, TARU TELLERVO;1.12;BATTLE, ASHLEY MICHELLE;2.0;HODGES, RONEEKA RAYSHELL;0.23;ROVIRA RODRIGUEZ, MARIA DEL MAR;0.23;BROWN, KIESHA LINDSAY;0.0;CHRISTON, SHAMEKA DE LYNN;2.5;DAPO, AMRA;2.54;PASCUA SUAREZ, MARA LUCILA;9.62;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0;BROWN, KIESHA LINDSAY;0.0
MONDT, ANKE DE;26.53;PIIPARI, REETTA SINIKKA KARINE;9.85;MOODY, MEGAN JANELLE;2.71;MCKAY, SARAH FRANCES;5.62;MCKAY, SARAH FRANCES;0.5;RASMUSSEN, KRISTEN;0.81;MORALES MARTIN, SILVIA;2.5;REVUELTO SNCHEZ-AGUILERA, MARIA;0.34;ROYO TORRES, MARIA ESTELA;1.69;TORRENS SALOM, ALBA;2.31;PALAU ALTES, LAIA;0.77;VALIENTE RASTROLLO, PATRICIA;1.27;BERMEJO MORENO, CLARA SUSANA;3.0;BATTLE, ASHLEY MICHELLE;4.26;WYCKOFF, BROOKE ELIZABETH;1.58;ANTIBE, NICOLE;1.12;GARCIA PIERO, MARIA BEGOA;1.96;PELAEZ SAN GIL, LOURDES;0.22;CARBO COLOMA, ANNA;0.22;MALLABIABARRENA UGALDE, ITZIAR;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;2.48;PAGE, LINDA A. MURRIEL;2.46;BERMEJO MORENO, CLARA SUSANA;9.48;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0;MALLABIABARRENA UGALDE, ITZIAR;0.0
PELAEZ SAN GIL, LOURDES;26.39;PELAEZ SAN GIL, LOURDES;9.83;TORRENS SALOM, ALBA;2.69;MATIC, IVANKA;5.46;MUSOVIC, MILJANA;0.5;ERKIC, MAJA;0.81;MARAL, PALMIRA CRISTINA;2.35;GOMEZ NOVO, MARIA ARANZAZU;0.34;ABROMAITE, AGNE;1.67;DA SILVA, KATIA;2.31;TORRENS SALOM, ALBA;0.77;CHRISTON, SHAMEKA DE LYNN;1.27;CIOCAN, PAULA CRISTINA;3.0;CIOCAN, PAULA CRISTINA;4.25;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;1.58;ARAGONESE PEREZ, VALENTINA ANTONIETA;1.12;PELAEZ SAN GIL, LOURDES;1.94;DE LA FUENTE VALDIZAN, ALEJANDRA;0.2;GALLEGO VICARIO, SANDRA;0.21;MILOVANOVIC, SUZANA;0.0;ANTOJA ROVIRA, LAURA;2.46;FEASTER, ALISON;2.46;ABROMAITE, AGNE;9.33;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0;MILOVANOVIC, SUZANA;0.0
VALERO CEBRIAN, PILAR;26.36;STEVENSON, MANDISA ARAMINTA SANURA;9.62;COHEN, LIRON;2.69;KRESS, MARINA;5.32;GALLEGO VICARIO, SANDRA;0.5;FREIXANET VIEJO, JAEL;0.81;ERKIC, MAJA;2.31;BROWN, KIESHA LINDSAY;0.33;REVUELTO SNCHEZ-AGUILERA, MARIA;1.65;MONTAANA GIMENO, ANNA;2.23;GARCIA PIERO, MARIA BEGOA;0.77;FERRAGUT CASTILLO, MARINA;1.27;JOENS, CATHERINE ELISABETH;2.96;REID, TRACY LASHAWN;4.19;VESELOVSKI, MONIKA;1.54;JOENS, CATHERINE ELISABETH;1.12;TORNIKIDOU TORNIKIDOU, ELENA;1.92;DOUGLAS, KATHRYN;0.19;CIOCAN, PAULA CRISTINA;0.21;GIL SANTOS, LAURA;0.0;ROYO TORRES, MARIA ESTELA;2.38;STEVENSON, MANDISA ARAMINTA SANURA;2.43;CIOCAN, PAULA CRISTINA;9.29;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0;GIL SANTOS, LAURA;0.0
DAPO, AMRA;26.17;PAGE, LINDA A. MURRIEL;9.54;CIOCAN, PAULA CRISTINA;2.67;FEASTER, ALISON;5.21;SANTOS LUZ, SILVIA ANDREA;0.5;SANCHEZ FERNANDEZ, ISABEL;0.77;JORDANA BOFILL, NOEMI;2.29;SEGUI CARLES, PAULA;0.33;MONTAANA GIMENO, ANNA;1.65;FEASTER, ALISON;2.21;LOPEZ VERDU, ALICIA;0.76;CIOCAN, PAULA CRISTINA;1.25;PELAEZ SAN GIL, LOURDES;2.94;TORRENS SALOM, ALBA;4.15;MONDT, ANKE DE;1.52;TORNIKIDOU TORNIKIDOU, ELENA;1.12;KRESS, MARINA;1.91;PONS MOLINA, INGRID;0.19;KORPIVAARA, HETA MARIA;0.2;LIZARBE HORCADA, TADEA ANA;0.0;ANTIBE, NICOLE;2.38;MONTAANA GIMENO, ANNA;2.42;PELAEZ SAN GIL, LOURDES;9.28;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0;LIZARBE HORCADA, TADEA ANA;0.0
TORNIKIDOU TORNIKIDOU, ELENA;25.93;DE SOUZA MACHADO, ERIKA CRISTINA;9.53;PASCUA SUAREZ, MARA LUCILA;2.65;ROVIRA RODRIGUEZ, MARIA DEL MAR;5.19;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;0.49;HLEDE, KORALJKA;0.76;DIEZ FERNANDEZ, NAIARA;2.27;SOUSA DE CARVALHO, CRISTINA;0.33;GOMEZ FERREIROS, SARA;1.62;PASCUA SUAREZ, MARA LUCILA;2.19;TUUKKANEN, TARU TELLERVO;0.76;TORNIKIDOU TORNIKIDOU, ELENA;1.21;LIMA GARCIA, CINDY ORQUIDEA;2.88;HLEDE, KORALJKA;3.92;DUBLJEVIC, JELENA;1.5;VALERO CEBRIAN, PILAR;1.08;LELAS BENKOVIC, KRISTINA;1.9;PASCUA SUAREZ, MARA LUCILA;0.19;CAMPS COLLELL, LAURA;0.2;PERUCH, NADIA LILIANE MARIE;0.0;INFANTE NUEZ, LORENA;2.38;JANSONE, LIENE;2.42;GARCIA PIERO, MARIA BEGOA;9.23;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0;PERUCH, NADIA LILIANE MARIE;0.0
PODKOVALNIKOVA, OLGA;25.56;SANTOS DE OLIVEIRA, ALESSANDRA;9.36;ROYO TORRES, MARIA ESTELA;2.58;SANCHEZ FERNANDEZ, ISABEL;5.18;PODKOVALNIKOVA, OLGA;0.49;DIEZ FERNANDEZ, NAIARA;0.73;LOPEZ VERDU, ALICIA;2.18;MONDT, ANKE DE;0.33;PASCUA SUAREZ, MARA LUCILA;1.62;LIMA GARCIA, CINDY ORQUIDEA;2.19;ROVIRA RODRIGUEZ, MARIA DEL MAR;0.76;DOUGLAS, KATHRYN;1.19;LELAS BENKOVIC, KRISTINA;2.85;DAPO, AMRA;3.92;ANTIBE, NICOLE;1.5;ERKIC, MAJA;1.08;MCKAY, SARAH FRANCES;1.9;MUSOVIC, MILJANA;0.19;LIMA GARCIA, CINDY ORQUIDEA;0.19;MORO DE AYMERICH, BEATRIZ;0.0;HODGES, RONEEKA RAYSHELL;2.38;REVUELTO SNCHEZ-AGUILERA, MARIA;2.42;DA SILVA, KATIA;9.15;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0;GARCIA GARCIA, ALBA MARIA;0.0
ARAGONESE PEREZ, VALENTINA ANTONIETA;25.5;DAPO, AMRA;9.12;KRESS, MARINA;2.5;MOODY, MEGAN JANELLE;5.14;MILLER, CLIFETEANA MC KIVER;0.49;BOADA XAIRO, HELENA;0.68;JANSONE, LIENE;2.15;PIIPARI, REETTA SINIKKA KARINE;0.33;HLEDE, KORALJKA;1.52;SANTOS LUZ, SILVIA ANDREA;2.19;PELAEZ SAN GIL, LOURDES;0.76;BATTLE, ASHLEY MICHELLE;1.17;GARCIA PIERO, MARIA BEGOA;2.73;DOUGLAS, KATHRYN;3.85;MARAL, PALMIRA CRISTINA;1.43;HILL, JOANNE KAY;1.08;BERMEJO MORENO, CLARA SUSANA;1.88;HERRERA AREVALO, MIRIAM;0.17;MOODY, MEGAN JANELLE;0.19;CABALLERO BASURTO, VIRGINIA;0.0;PIRSIC, SANDRA;2.38;LELAS BENKOVIC, KRISTINA;2.4;PIRSIC, SANDRA;9.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0;PAVETIC, SENA;0.0
CAMPS COLLELL, LAURA;25.3;CIOCAN, PAULA CRISTINA;9.12;LELAS BENKOVIC, KRISTINA;2.5;COHEN, LIRON;5.04;SARENAC, RANKICA;0.49;CIOCAN, PAULA CRISTINA;0.67;GARVAO ZAKRZESKI, SOELI;2.08;ANTOJA ROVIRA, LAURA;0.33;ALAMO GONZALEZ, ELENA;1.5;NAVARRO SALLES, LAURA;2.08;INFANTE NUEZ, LORENA;0.76;ABROMAITE, AGNE;1.17;REID, TRACY LASHAWN;2.69;INFANTE NUEZ, LORENA;3.73;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;1.38;MOODY, MEGAN JANELLE;1.05;SANTOS DE OLIVEIRA, ALESSANDRA;1.88;ABROMAITE, AGNE;0.17;INFANTE NUEZ, LORENA;0.19;PAVETIC, SENA;0.0;PASCUA SUAREZ, MARA LUCILA;2.35;SANTOS LUZ, HELEN CRISTINA;2.38;HLEDE, KORALJKA;8.92;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0;LAVIN, KRISTY ELLEN;0.0
SANCHEZ FERNANDEZ, ISABEL;25.3;WYCKOFF, BROOKE ELIZABETH;8.96;DA SILVA, KATIA;2.5;BATTLE, ASHLEY MICHELLE;5.0;REID, TRACY LASHAWN;0.49;HERRERA AREVALO, MIRIAM;0.67;BATTLE, ASHLEY MICHELLE;2.0;ARGELLO CUENCA, PATRICIA;0.33;DA SILVA, KATIA;1.42;PIRSIC, SANDRA;2.06;ARGELLO CUENCA, PATRICIA;0.75;CAMPS COLLELL, LAURA;1.16;MONDT, ANKE DE;2.68;ABROMAITE, AGNE;3.67;CAMPS COLLELL, LAURA;1.36;DOMINGUEZ FERNANDEZ, SILVIA;1.04;NICHOLLS GONZALEZ, LAURA;1.85;MONTESDEOCA LOPEZ, EVA;0.16;NAVARRO SALLES, LAURA;0.19;GARCIA GARCIA, ALBA MARIA;0.0;ROBINSON, ASHLEY KHRISTINA;2.33;PASCUA SUAREZ, MARA LUCILA;2.35;TORRENS SALOM, ALBA;8.92;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0;MILJOVIC, MAJA;0.0
SARENAC, RANKICA;24.75;NICHOLLS GONZALEZ, LAURA;8.85;BARANOVA, ELENA;2.33;BARANOVA, ELENA;4.93;JANSONE, LIENE;0.49;ALAMO GONZALEZ, ELENA;0.65;HLEDE, KORALJKA;2.0;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;0.33;LIMA GARCIA, CINDY ORQUIDEA;1.42;TAMANE, ZANE;2.04;MONDT, ANKE DE;0.75;BJELICA, MILKA;1.15;ERKIC, MAJA;2.65;MONTESDEOCA LOPEZ, EVA;3.64;CHRISTON, SHAMEKA DE LYNN;1.35;CAMPS COLLELL, LAURA;1.04;ABROMAITE, AGNE;1.83;MONTAANA GIMENO, ANNA;0.15;JANSONE, LIENE;0.19;LAVIN, KRISTY ELLEN;0.0;BROWN, KIESHA LINDSAY;2.33;MATIC, IVANKA;2.35;STEVENSON, MANDISA ARAMINTA SANURA;8.9;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0;SANTOS DE OLIVEIRA, ALESSANDRA;0.0
VESELOVSKI, MONIKA;24.56;MATIC, IVANKA;8.5;FEASTER, ALISON;2.12;DAPO, AMRA;4.88;AGUILAR LOPEZ, ELISA;0.49;PETROVA, TEODORA ANTONOVA;0.65;HERRERA AREVALO, MIRIAM;2.0;HERRERA AREVALO, MIRIAM;0.33;GOMEZ NOVO, MARIA ARANZAZU;1.42;REID, TRACY LASHAWN;2.0;MORALES MARTIN, SILVIA;0.75;SVITLICA, DRAGANA;1.1;DOUGLAS, KATHRYN;2.65;JOENS, CATHERINE ELISABETH;3.58;NAVARRO SALLES, LAURA;1.35;MONDT, ANKE DE;1.04;DOUGLAS, KATHRYN;1.81;FERRAGUT CASTILLO, MARINA;0.15;PASCUA SUAREZ, MARA LUCILA;0.19;MILJOVIC, MAJA;0.0;DUBLJEVIC, JELENA;2.31;DOUGLAS, KATHRYN;2.35;REID, TRACY LASHAWN;8.85;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0;ALAA SEGURA, SHEILA;0.0
DOUGLAS, KATHRYN;24.54;VALERO CEBRIAN, PILAR;8.44;LIMA GARCIA, CINDY ORQUIDEA;2.12;DA SILVA, KATIA;4.88;MUJANOVIC, RAZIJA;0.48;MORALES MARTIN, SILVIA;0.62;NAVARRETE TRUJILLO, MIREIA;1.96;MUSOVIC, MILJANA;0.32;TAMANE, ZANE;1.42;BERMEJO MORENO, CLARA SUSANA;2.0;CRUZ LEBRATO, ANNA;0.75;CRUZ LEBRATO, ANNA;1.08;PONS MOLINA, INGRID;2.62;MONDT, ANKE DE;3.52;SANCHEZ FERNANDEZ, ISABEL;1.32;ABROMAITE, AGNE;1.0;VESELOVSKI, MONIKA;1.81;SANTOS LUZ, HELEN CRISTINA;0.15;LILJESTRAND, THYRA LINNEA;0.19;REID, TRACY LASHAWN;0.0;GARCIA PIERO, MARIA BEGOA;2.31;TORRENS SALOM, ALBA;2.35;PALAU ALTES, LAIA;8.81;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0;REID, TRACY LASHAWN;0.0
