Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'ABROMAITE, AGNE';['EXTRUGASA'];24.0;27.65;11.29;4.75;9.08;0.52;0.04;0.04;1.0;1.67;2.42;0.69;1.17;2.5;3.67;0.88;1.0;1.83;0.17;0.25;0.0;2.83;2.33;9.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AGUILAR LOPEZ, ELISA';['CIUDAD ROS CASARES VALENCIA'];26.0;22.56;6.69;1.12;2.27;0.49;1.08;3.38;0.32;1.23;1.5;0.82;0.54;1.0;1.54;1.85;1.0;1.08;0.0;0.12;0.0;0.85;1.5;6.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALAA SEGURA, SHEILA';['PERFUMERIAS AVENIDA'];17.0;7.0;2.29;0.76;1.35;0.57;0.18;0.82;0.21;0.24;0.35;0.67;0.18;0.76;0.94;0.47;0.06;0.47;0.24;0.0;0.0;1.53;0.35;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALAMO GONZALEZ, ELENA';['GRAN CANARIA LA CAJA DE CANARIAS'];26.0;17.15;5.31;0.92;2.12;0.44;0.65;1.73;0.38;1.5;1.77;0.85;0.35;1.46;1.81;1.62;0.81;2.19;0.08;0.08;0.0;2.15;1.81;4.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALONSO DIEGO, MARIA JOSE';['REAL CLUB CELTA VIGOURBAN'];17.0;17.04;3.47;1.12;2.35;0.47;0.06;0.65;0.09;1.06;1.65;0.64;0.71;1.59;2.29;1.65;0.88;2.06;0.0;0.06;0.0;1.71;1.82;3.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANTIBE, NICOLE';['RIVAS FUTURA'];26.0;30.57;14.65;5.15;8.62;0.6;0.31;1.0;0.31;3.42;4.27;0.8;1.58;4.58;6.15;1.5;1.12;2.73;0.35;0.31;0.0;2.38;3.58;16.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANTOJA ROVIRA, LAURA';['RIVAS FUTURA'];26.0;21.53;4.65;1.04;2.81;0.37;0.58;1.77;0.33;0.85;0.92;0.92;0.5;1.23;1.73;2.23;0.96;1.31;0.0;0.04;0.0;2.46;1.5;4.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARAGONESE PEREZ, VALENTINA ANTONIETA';['EXTREMADURA DATO'];26.0;25.5;6.62;1.38;2.73;0.51;1.12;2.81;0.4;0.5;0.73;0.68;0.65;0.92;1.58;0.96;1.12;1.35;0.04;0.0;0.0;2.54;0.81;3.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARDON, LESLIE';['EXTRUGASA'];25.0;18.79;6.2;1.08;2.48;0.44;1.16;3.16;0.37;0.56;0.68;0.82;0.92;1.48;2.4;0.64;0.68;1.76;0.12;0.12;0.0;2.88;1.08;2.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARGELLO CUENCA, PATRICIA';['RIVAS FUTURA'];25.0;12.24;2.6;0.52;1.0;0.52;0.36;1.08;0.33;0.48;0.64;0.75;0.4;0.76;1.16;0.36;0.32;0.88;0.0;0.08;0.0;0.88;0.72;1.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ASURMENDI VILLAVERDE, MARIA DEL CARMEN';['EXTRUGASA'];26.0;17.16;4.92;0.96;1.5;0.64;0.62;1.88;0.33;1.15;1.54;0.75;0.19;1.04;1.23;1.38;1.23;0.96;0.0;0.0;0.0;1.46;1.38;5.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BARANOVA, ELENA';['CIUDAD ROS CASARES VALENCIA'];15.0;18.48;6.0;2.33;4.93;0.47;0.33;1.2;0.28;0.33;0.53;0.62;1.53;3.2;4.73;0.4;0.67;0.87;0.67;0.13;0.0;1.6;0.87;7.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BARANOVIC URUKALO, VANDA';['ARRANZ-JOPISA BURGOS'];10.0;31.38;12.9;5.2;10.9;0.48;0.2;1.0;0.2;1.9;2.8;0.68;1.3;3.6;4.9;0.5;0.8;1.8;0.1;0.2;0.0;2.1;2.5;10.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BAS LOPEZ, MARIA';['C.B. OLESA - ESPANYOL'];2.0;3.01;2.0;0.5;0.5;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.5;0.5;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BATTLE, ASHLEY MICHELLE';['CLUB BALONCESTO SAN JOSE'];23.0;23.88;6.52;1.91;5.0;0.38;0.52;2.0;0.26;1.13;1.39;0.81;1.17;3.09;4.26;0.83;1.57;2.0;0.09;0.09;0.0;1.78;1.52;6.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BENNINGFIELD, JENNIFER ANN';['CADI LA SEU D´URGELL'];15.0;32.86;13.73;5.73;13.4;0.43;0.0;0.27;0.0;2.27;2.73;0.83;2.13;3.67;5.8;2.33;0.87;2.07;0.33;0.47;0.0;2.6;3.6;13.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BERMEJO MORENO, CLARA SUSANA';['PERFUMERIAS AVENIDA'];25.0;22.49;5.52;1.4;2.4;0.58;0.52;1.0;0.52;1.16;2.0;0.58;0.44;3.0;3.44;2.16;1.16;1.88;0.24;0.12;0.0;1.52;2.8;9.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BJELICA, MILKA';['CIUDAD ROS CASARES VALENCIA'];26.0;11.97;3.77;1.15;2.81;0.41;0.27;1.12;0.24;0.65;1.08;0.61;1.15;2.35;3.5;0.69;0.65;0.92;0.46;0.04;0.0;1.69;1.15;4.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BLACE, BOZENA';['MANN FILTER ZARAGOZA'];13.0;31.4;11.31;2.54;5.77;0.44;1.77;3.69;0.48;0.92;1.23;0.75;0.69;2.23;2.92;0.69;0.62;1.92;0.0;0.23;0.0;1.92;1.38;7.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BOADA XAIRO, HELENA';['C.B. OLESA - ESPANYOL'];25.0;18.6;5.32;1.2;2.68;0.45;0.68;1.96;0.35;0.88;1.36;0.65;0.48;0.96;1.44;1.28;0.52;2.16;0.04;0.16;0.0;1.88;1.68;2.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BOGOJE, IVONA';['MANN FILTER ZARAGOZA'];5.0;14.45;6.2;2.4;4.8;0.5;0.0;0.4;0.0;1.4;1.8;0.78;1.0;0.6;1.6;0.4;0.2;0.6;1.0;0.2;0.0;2.4;1.6;4.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BORGES DOS REIS, SONIA';['EXTREMADURA DATO'];10.0;21.88;10.3;3.8;7.4;0.51;0.0;0.1;0.0;2.7;4.3;0.63;1.0;3.3;4.3;0.1;1.1;1.4;0.1;0.3;0.0;2.3;3.0;9.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'BROWN, KIESHA LINDSAY';['EXTRUGASA'];24.0;34.67;13.79;3.79;9.42;0.4;0.83;2.54;0.33;3.71;4.12;0.9;0.67;3.67;4.33;1.83;1.54;3.12;0.12;0.38;0.0;2.33;4.17;12.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CABALLERO BASURTO, VIRGINIA';['ARRANZ-JOPISA BURGOS'];3.0;2.95;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.33;0.0;-0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CAMPS COLLELL, LAURA';['RIVAS FUTURA'];25.0;25.3;4.08;1.08;2.52;0.43;0.52;1.64;0.32;0.36;0.52;0.69;1.16;2.36;3.52;1.36;1.04;1.72;0.0;0.2;0.0;1.88;0.84;4.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CARBO COLOMA, ANNA';['ARRANZ-JOPISA BURGOS'];23.0;11.83;2.87;0.83;2.13;0.39;0.22;0.61;0.36;0.57;0.91;0.62;0.91;1.0;1.91;0.3;0.39;0.83;0.0;0.22;0.0;0.43;0.96;2.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CHECA JIMENO, MARIA TERESA';['HONDARRIBIA - IRÚN'];25.0;9.39;2.84;0.96;2.16;0.44;0.12;0.68;0.18;0.56;0.76;0.74;0.72;1.16;1.88;0.16;0.08;0.76;0.0;0.12;0.0;1.0;0.76;1.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CHRISTON, SHAMEKA DE LYNN';['HONDARRIBIA - IRÚN'];26.0;35.08;17.54;3.96;9.58;0.41;1.81;6.15;0.29;4.19;4.92;0.85;1.27;4.04;5.31;1.35;1.65;3.46;0.54;0.38;0.0;2.5;4.92;14.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CHUMILLAS PERIS, BERTA';['CIUDAD ROS CASARES VALENCIA'];1.0;1.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'CIOCAN, PAULA CRISTINA';['ARRANZ-JOPISA BURGOS'];24.0;31.0;9.12;2.67;6.04;0.44;0.67;2.62;0.25;1.79;2.42;0.74;1.25;3.0;4.25;4.33;1.54;3.54;0.33;0.21;0.0;3.25;2.67;9.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'COHEN, LIRON';['CLUB BALONCESTO SAN JOSE'];26.0;29.95;13.0;2.69;5.04;0.53;1.46;3.58;0.41;3.23;4.08;0.79;0.19;2.08;2.27;3.04;0.96;3.46;0.04;0.27;0.0;2.62;3.69;11.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
