Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
CALDWELL, MAYA DENISE;35.56;ATKINSON, TANAYA MECHELLE;16.39;PIERRE LOUIS, VIONISE ARON'S;6.0;PIERRE LOUIS, VIONISE ARON'S;12.38;HOF, EMESE EVA;0.64;ALLEN, REBECCA;2.42;NOGIC, JOVANA;6.43;FALL, SOKHNA ADJI;0.5;ATKINSON, TANAYA MECHELLE;3.46;ATKINSON, TANAYA MECHELLE;4.82;ALBERDI LARRUCEA, MARTA;1.0;GIOMI, LYDIA MORA;3.73;KONE, SIKA;8.0;KONE, SIKA;11.32;OUVIA MODREGO, CRISTINA;4.65;BURKE, KENNEDY VALENTINE;2.19;ATKINSON, TANAYA MECHELLE;3.14;COX, LAUREN ELIZABETH;1.25;N'DIAYE, DJENEBA;0.73;GIOMI, LYDIA MORA;0.2;REISINGEROVA, JULIA SUSSANE;3.45;KONE, SIKA;5.0;KONE, SIKA;20.11;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0;RUBIO ALEJANDRE, IRENE;0.0
GRETTER, MELISA PAOLA;33.7;CALDWELL, MAYA DENISE;15.54;COULIBALY, MARIAM ALOU;5.85;ETXARRI MUNARRIZ, IRATI;11.08;FASOULA, MARIA EMMANOUELA;0.62;NOGIC, JOVANA;2.33;CALDWELL, MAYA DENISE;6.35;KOIZAR, SIGRID;0.5;TATE, IMANI TY LEAH;3.23;KONE, SIKA;4.42;CABRERA ARGUELLO, PATRICIA;1.0;KONE, SIKA;3.32;PLAISANCE, THERESA MONIQUE;7.62;PLAISANCE, THERESA MONIQUE;9.56;GRETTER, MELISA PAOLA;4.47;GARDNER, REBEKA JASMINE;2.04;NESBITT, VALERIE ADRIANNA;3.03;ALLEN, REBECCA;0.71;NESBITT, VALERIE ADRIANNA;0.63;PIERRE LOUIS, VIONISE ARON'S;0.12;HEMPE, MERRIT RAMONA;3.23;TATE, IMANI TY LEAH;4.17;COULIBALY, MARIAM ALOU;19.11;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0;PEA BAHAMONDE, CARLA;0.0
KONE, SIKA;33.2;PLAISANCE, THERESA MONIQUE;15.31;ETXARRI MUNARRIZ, IRATI;5.62;ATKINSON, TANAYA MECHELLE;10.25;COULIBALY, MARIAM ALOU;0.61;RODRIGUEZ DOMINGUEZ, NATALIA;1.93;N'DIAYE, DJENEBA;5.73;ALLEN, REBECCA;0.49;GARDNER, REBEKA JASMINE;3.09;COULIBALY, MARIAM ALOU;4.15;DELAERE, ANTONIA LAURA A.;0.96;DIARRA, MAIMOUNA;3.22;COULIBALY, MARIAM ALOU;6.26;GIOMI, LYDIA MORA;8.53;PALAU ALTES, LAIA;4.07;GRANDE PARDO, CARMEN;2.0;GRANDE PARDO, CARMEN;2.97;CVITKOVIC, ANDRIJANA;0.62;KOENEN, TAYLOR SUE;0.62;HARTMANN, ALINA WAYAN;0.06;TATE, IMANI TY LEAH;3.17;ATKINSON, TANAYA MECHELLE;4.0;GARDNER, REBEKA JASMINE;18.43;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0;DOMINGUEZ CORTIZAS, CANDELA;0.0
ATKINSON, TANAYA MECHELLE;33.0;COULIBALY, MARIAM ALOU;15.26;HEMPE, MERRIT RAMONA;5.4;NESBITT, VALERIE ADRIANNA;10.03;SAMUELSON, KARLIE ANNE;0.61;CALHOUN, SIERRA LASHE;1.93;PLAISANCE, THERESA MONIQUE;5.69;RODRIGUEZ MANSO, LEONOR DEL PILAR;0.47;KONE, SIKA;3.05;TATE, IMANI TY LEAH;4.0;LOPEZ VIVES, HELENA;0.95;PIERRE LOUIS, VIONISE ARON'S;2.88;KOENEN, TAYLOR SUE;5.83;DIARRA, MAIMOUNA;8.33;CAZORLA MEDINA, MARIA TERESA;4.07;CASAS CARRERAS, QUERALT;1.86;CALDWELL, MAYA DENISE;2.88;GULICH, MARIE ISABELLE;0.59;GORECKI, HALEY;0.44;SANGARE, AMINATA BRAHIMA;0.06;DIARRA, MAIMOUNA;3.04;NOGIC, JOVANA;3.9;BURKE, KENNEDY VALENTINE;18.07;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0;HAIDARA, MAIMOUNA;0.0
NOGIC, JOVANA;32.44;BURKE, KENNEDY VALENTINE;15.11;ATKINSON, TANAYA MECHELLE;5.07;PLAISANCE, THERESA MONIQUE;9.88;TRAHAN DAVIS, CELESTE;0.57;CARTER, ARICA DERRIS;1.89;CARTER, ARICA DERRIS;5.36;COULIBALY, MARIAM ALOU;0.45;COULIBALY, MARIAM ALOU;3.0;DONGUE, LEIA TANIA DO BASTIAO;3.93;BETTENCOURT CORREIA, MARIA JOAO;0.93;ETXARRI MUNARRIZ, IRATI;2.58;ETXARRI MUNARRIZ, IRATI;5.62;ETXARRI MUNARRIZ, IRATI;8.19;AYUSO BAGUR, AINA;4.03;GRETTER, MELISA PAOLA;1.83;PIERRE LOUIS, VIONISE ARON'S;2.88;PLAISANCE, THERESA MONIQUE;0.56;KNIGHT, LESLIE FAYE;0.41;DE SANTIAGO OTERO, BEGOA;0.05;MILLER, CHERIN BRITANY;2.95;CALDWELL, MAYA DENISE;3.77;ATKINSON, TANAYA MECHELLE;16.75;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0;IKHIUWU SHOBAKIN, QUEEN OMOYEMWENSE;0.0
GIOMI, LYDIA MORA;31.94;GARDNER, REBEKA JASMINE;14.74;DONGUE, LEIA TANIA DO BASTIAO;4.97;COULIBALY, MARIAM ALOU;9.67;HEMPE, MERRIT RAMONA;0.57;RODRIGUEZ MANSO, LEONOR DEL PILAR;1.87;MILLAN MODIA, BLANCA;5.17;VAN DEN ADEL, NATALIE ISABELLE;0.45;GORECKI, HALEY;2.81;N'DIAYE, DJENEBA;3.69;NOGIC, JOVANA;0.92;FINGALL, NADIA ANGELIQUE;2.17;FINGALL, NADIA ANGELIQUE;5.27;COULIBALY, MARIAM ALOU;8.19;NESBITT, VALERIE ADRIANNA;3.97;OUVIA MODREGO, CRISTINA;1.83;TATE, IMANI TY LEAH;2.73;SWART, SUNE MARI;0.55;ATKINSON, TANAYA MECHELLE;0.39;COULIBALY, MARIAM ALOU;0.04;GIOMI, LYDIA MORA;2.9;COULIBALY, MARIAM ALOU;3.7;ETXARRI MUNARRIZ, IRATI;16.08;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0;GOMEZ ALONSO, CARLOTA;0.0
PIERRE LOUIS, VIONISE ARON'S;31.82;DONGUE, LEIA TANIA DO BASTIAO;14.5;GARDNER, REBEKA JASMINE;4.78;CALDWELL, MAYA DENISE;9.62;CAZORLA MEDINA, MARIA TERESA;0.57;CALDWELL, MAYA DENISE;1.77;ESTEBAS ARMAS, PAULA;5.1;RODRIGUEZ DOMINGUEZ, NATALIA;0.44;CALHOUN, SIERRA LASHE;2.7;CALHOUN, SIERRA LASHE;3.53;KOVACEVIC, BOJANA;0.92;MILLER, CHERIN BRITANY;2.1;PIERRE LOUIS, VIONISE ARON'S;5.12;PIERRE LOUIS, VIONISE ARON'S;8.0;DOMINGUEZ FERNANDEZ, SILVIA;3.89;NESBITT, VALERIE ADRIANNA;1.7;DONGUE, LEIA TANIA DO BASTIAO;2.7;GELDOF, SERENA LYNN PETRA;0.52;PIERRE LOUIS, VIONISE ARON'S;0.38;HERMIDA HERRAEZ, MARTA;0.04;MILLAN MODIA, BLANCA;2.9;PIERRE LOUIS, VIONISE ARON'S;3.44;PIERRE LOUIS, VIONISE ARON'S;15.62;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0;ARIZMENDI RUBIO, ZAHIRA;0.0
GIMENO MARTINEZ, VEGA;31.59;KOENEN, TAYLOR SUE;13.93;KONE, SIKA;4.68;HEMPE, MERRIT RAMONA;9.53;RODRIGUEZ MANSO, LEONOR DEL PILAR;0.56;ESTEBAS ARMAS, PAULA;1.77;CALHOUN, SIERRA LASHE;5.0;ALARIE, ISABELLA AUGUSTINE;0.43;CALDWELL, MAYA DENISE;2.62;GARDNER, REBEKA JASMINE;3.52;PINA TOLOSA, MARIA;0.92;SWART, SUNE MARI;2.07;DIARRA, MAIMOUNA;5.11;FINGALL, NADIA ANGELIQUE;7.43;OCETE CASTILLO, GABRIELA;3.48;TATE, IMANI TY LEAH;1.63;HERMIDA HERRAEZ, MARTA;2.61;DIARRA, MAIMOUNA;0.52;KALIN, MARIANNE FANNY;0.37;MUHATE PEA, CECILIA;0.04;CALDWELL, MAYA DENISE;2.85;DONGUE, LEIA TANIA DO BASTIAO;3.37;PLAISANCE, THERESA MONIQUE;15.19;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0;RODRGUEZ BAZAGA, BRBARA;0.0
DELAERE, ANTONIA LAURA A.;31.54;ETXARRI MUNARRIZ, IRATI;13.88;HOF, EMESE EVA;4.4;DONGUE, LEIA TANIA DO BASTIAO;9.03;GULICH, MARIE ISABELLE;0.56;PLAISANCE, THERESA MONIQUE;1.75;ALLEN, REBECCA;4.92;DELAERE, ANTONIA LAURA A.;0.43;N'DIAYE, DJENEBA;2.35;CALDWELL, MAYA DENISE;3.27;SALVADORES ALVAREZ, ANGELA;0.91;BURKE, KENNEDY VALENTINE;2.04;COX, LAUREN ELIZABETH;5.06;KOENEN, TAYLOR SUE;7.34;BUCH ROSELL, ROSO;3.0;ATKINSON, TANAYA MECHELLE;1.61;KONE, SIKA;2.53;REISINGEROVA, JULIA SUSSANE;0.48;COULIBALY, MARIAM ALOU;0.37;PALAU ALTES, LAIA;0.04;DONGUE, LEIA TANIA DO BASTIAO;2.83;HEMPE, MERRIT RAMONA;3.3;KOENEN, TAYLOR SUE;14.93;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0;RUIZ AZKUE, JUNE;0.0
KOENEN, TAYLOR SUE;31.19;PIERRE LOUIS, VIONISE ARON'S;13.69;MOORE, TINARA NICOLE;4.37;KONE, SIKA;9.0;FALL, SOKHNA ADJI;0.55;BJORKLUND, ANGELA DEANNE;1.74;KOENEN, TAYLOR SUE;4.83;SAMUELSON, KARLIE ANNE;0.42;DONGUE, LEIA TANIA DO BASTIAO;2.27;MOORE, TINARA NICOLE;3.13;RAKSANYI, KRISZTINA;0.9;MOORE, TINARA NICOLE;2.03;DONGUE, LEIA TANIA DO BASTIAO;4.93;DONGUE, LEIA TANIA DO BASTIAO;6.4;CARTER, ARICA DERRIS;2.89;FLORES COSTA, LAIA;1.53;GARCIA URLEZAGA, IZASKUN;2.43;FINGALL, NADIA ANGELIQUE;0.47;HERMIDA HERRAEZ, MARTA;0.36;ALLEN, REBECCA;0.04;NOGIC, JOVANA;2.8;GIMENO MARTINEZ, VEGA;3.21;HEMPE, MERRIT RAMONA;14.23;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0;ELONU, ADAORA NNENNA;0.0
