Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
MOSS, DANDRA YUVETT;36.53;MOSS, DANDRA YUVETT;20.15;MOSBY, TYRONE BERNICE;6.52;JONES, ASJHA;14.48;FORASTE GALOBARDES, MIRIAM;0.62;FERRARI CALABRO, PAOLA ANDREA;2.56;MOSS, DANDRA YUVETT;8.35;DE CIMAN, MARGARET RIAK;0.67;MOSS, DANDRA YUVETT;4.54;MOSS, DANDRA YUVETT;5.88;MENDEZ MARTINEZ, NEREA;1.0;BLE, DOUKOLE VANESSA;4.0;ROBINSON, ANGELICA DANIELLE;8.04;ROBINSON, ANGELICA DANIELLE;11.15;INFANTE NUEZ, LORENA;5.42;ROSS, ADRIANNE NICOLE;2.58;TRAORE, ASTOU;4.48;ROBINSON, ANGELICA DANIELLE;0.96;TRAORE, ASTOU;0.96;VARGAS PREZ, ALBA;0.0;PARHAM, AJA DANIELLE;3.72;MOSS, DANDRA YUVETT;5.15;ROBINSON, ANGELICA DANIELLE;21.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0;VARGAS PREZ, ALBA;0.0
BLE, DOUKOLE VANESSA;36.23;MOSBY, TYRONE BERNICE;17.36;DE SOUZA MACHADO, ERIKA CRISTINA;6.5;MOSBY, TYRONE BERNICE;13.36;WAUTERS, ANN;0.61;MOSS, DANDRA YUVETT;2.38;FERRARI CALABRO, PAOLA ANDREA;6.84;MOORE, MAYA APRIL;0.54;TRAORE, ASTOU;4.32;TRAORE, ASTOU;5.2;GONZALEZ CENTENO, MARIA;1.0;MORRISON JARA, ZIOMARA ESKET;3.5;HAJDUNE CSASZAR, ANDREA;7.33;BLE, DOUKOLE VANESSA;10.65;OCETE CASTILLO, GABRIELA;5.08;OUVIA MODREGO, CRISTINA;2.04;MOSS, DANDRA YUVETT;4.15;DE CIMAN, MARGARET RIAK;0.92;MOSS, DANDRA YUVETT;0.96;ARREGUI MARIEZCURRENA, ITZIAR;0.0;SEGUI CARLES, PAULA;3.38;BLE, DOUKOLE VANESSA;4.54;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;20.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0;ARREGUI MARIEZCURRENA, ITZIAR;0.0
INFANTE NUEZ, LORENA;35.71;FERRARI CALABRO, PAOLA ANDREA;17.12;JONES, ASJHA;6.32;DANTAS DO AMARAL, DAMIRIS;12.68;ADAMS, DEMETRESS KEYONIA;0.6;ARGELLO CUENCA, PATRICIA;1.96;ARGELLO CUENCA, PATRICIA;5.76;BETTONVIL, JIL;0.5;VEGA REBORA, GISELA VERONICA;3.42;BLE, DOUKOLE VANESSA;4.5;BRANTLOVA, TEREZA;1.0;ROBINSON, ANGELICA DANIELLE;3.12;MORRISON JARA, ZIOMARA ESKET;7.12;MORRISON JARA, ZIOMARA ESKET;10.62;PALAU ALTES, LAIA;4.4;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;2.04;INFANTE NUEZ, LORENA;4.15;DE SOUZA MACHADO, ERIKA CRISTINA;0.9;GARCA SALINERO, LAURA;0.65;ALTZAGA GIBAJA, SAIOA;0.0;DE CIMAN, MARGARET RIAK;3.35;TRAORE, ASTOU;4.52;DE SOUZA MACHADO, ERIKA CRISTINA;20.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0;ALTZAGA GIBAJA, SAIOA;0.0
FERRARI CALABRO, PAOLA ANDREA;34.56;TRAORE, ASTOU;16.68;WAUTERS, ANN;5.88;DE SOUZA MACHADO, ERIKA CRISTINA;12.35;SANCHEZ FERNANDEZ, ISABEL;0.59;GARCIA PIERO, MARIA BEGOA;1.65;GARCIA PIERO, MARIA BEGOA;5.23;NWAGBO, CHINEZE UZOAMAKA;0.5;ROSS, ADRIANNE NICOLE;3.42;DANTAS DO AMARAL, DAMIRIS;4.48;VESELA, JANA;0.94;NICHOLLS GONZALEZ, LAURA;3.08;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;6.75;HAJDUNE CSASZAR, ANDREA;10.2;DOMINGUEZ FERNANDEZ, SILVIA;4.22;CRUZ LEBRATO, ANNA;1.88;FERRARI CALABRO, PAOLA ANDREA;3.64;DENTI MUNTANE, AINA;0.88;NWAGBO, CHINEZE UZOAMAKA;0.64;AROZENA ALBERDI, SARAY;0.0;NWAGBO, CHINEZE UZOAMAKA;3.24;MORRISON JARA, ZIOMARA ESKET;4.42;BONNER, DEWANNA TENISE;19.43;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0;AROZENA ALBERDI, SARAY;0.0
HAJDUNE CSASZAR, ANDREA;34.22;BONNER, DEWANNA TENISE;15.91;YACOUBOU, ISABELLE;5.48;MOSS, DANDRA YUVETT;11.62;HONTI, KATALIN;0.58;JACKSON, LAUREN;1.57;JORDANA BOFILL, NOEMI;4.81;FORASTE GALOBARDES, MIRIAM;0.5;MORRISON JARA, ZIOMARA ESKET;3.31;MORRISON JARA, ZIOMARA ESKET;4.27;SUAREZ UTRERO, ANA MARIA;0.92;NWAGBO, CHINEZE UZOAMAKA;3.0;BLE, DOUKOLE VANESSA;6.65;DE SOUZA MACHADO, ERIKA CRISTINA;9.35;MORALES MARTIN, SILVIA;3.88;MURPHY, ESHAYA MARIE;1.85;ROBINSON, ANGELICA DANIELLE;3.62;BONNER, DEWANNA TENISE;0.83;DE KLEIJN, MARLOU;0.6;KORSTINE, ILONA;0.0;NDOUR, ASTOU BARRO;3.22;INFANTE NUEZ, LORENA;4.12;WAUTERS, ANN;19.16;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0;KORSTINE, ILONA;0.0
TRAORE, ASTOU;33.06;DE SOUZA MACHADO, ERIKA CRISTINA;15.15;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;5.42;ROSS, ADRIANNE NICOLE;11.42;SARR, OUMOUL KHAIRY;0.58;JORDANA BOFILL, NOEMI;1.5;JACKSON, LAUREN;4.1;WAUTERS, ANN;0.5;BONNER, DEWANNA TENISE;2.96;VEGA REBORA, GISELA VERONICA;4.23;REVUELTO SNCHEZ-AGUILERA, MARIA;0.9;HAJDUNE CSASZAR, ANDREA;2.87;DE SOUZA MACHADO, ERIKA CRISTINA;6.6;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;8.75;JORDANA BOFILL, NOEMI;3.69;MORALES MARTIN, SILVIA;1.83;MORALES MARTIN, SILVIA;3.54;MORRISON JARA, ZIOMARA ESKET;0.73;ROSS, ADRIANNE NICOLE;0.54;RIBAS NIETO, LAURA;0.0;MORRISON JARA, ZIOMARA ESKET;3.12;OUVIA MODREGO, CRISTINA;4.0;VEGA REBORA, GISELA VERONICA;19.12;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0;RIBAS NIETO, LAURA;0.0
MORALES MARTIN, SILVIA;32.7;ROSS, ADRIANNE NICOLE;14.69;ROBINSON, ANGELICA DANIELLE;5.31;GARCA SALINERO, LAURA;10.19;YACOUBOU, ISABELLE;0.57;MORALES MARTIN, SILVIA;1.42;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;3.83;PASCUA SUAREZ, MARA LUCILA;0.5;BLE, DOUKOLE VANESSA;2.92;ROSS, ADRIANNE NICOLE;4.19;AGUILAR LOPEZ, ELISA;0.89;MOSBY, TYRONE BERNICE;2.84;VEGA REBORA, GISELA VERONICA;5.73;MOSBY, TYRONE BERNICE;7.88;MOORE, MAYA APRIL;3.53;PARHAM, AJA DANIELLE;1.76;ROSS, ADRIANNE NICOLE;3.46;PARHAM, AJA DANIELLE;0.68;HAJDUNE CSASZAR, ANDREA;0.53;NIEDOLA, SABINE;0.0;DENTI MUNTANE, AINA;2.96;MOSBY, TYRONE BERNICE;3.84;MORRISON JARA, ZIOMARA ESKET;18.65;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0;NIEDOLA, SABINE;0.0
OCETE CASTILLO, GABRIELA;32.69;JONES, ASJHA;14.48;VEGA REBORA, GISELA VERONICA;5.27;VEGA REBORA, GISELA VERONICA;9.81;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;0.57;MOORE, MAYA APRIL;1.4;INFANTE NUEZ, LORENA;3.81;ROBINSON, ANGELICA DANIELLE;0.48;INFANTE NUEZ, LORENA;2.92;MOSBY, TYRONE BERNICE;4.12;MORALES MARTIN, SILVIA;0.89;DE SOUZA MACHADO, ERIKA CRISTINA;2.75;JONES, ASJHA;5.64;VEGA REBORA, GISELA VERONICA;7.85;FERRARI CALABRO, PAOLA ANDREA;3.52;YGUERAVIDE VIANA, SANDRA;1.68;JORDANA BOFILL, NOEMI;3.42;MOORE, MAYA APRIL;0.67;DANTAS DO AMARAL, DAMIRIS;0.52;IBEKWE, IFUNANYA DEBBIE;0.0;MONTESDEOCA LOPEZ, EVA;2.88;ADAMS, DEMETRESS KEYONIA;3.81;MOSBY, TYRONE BERNICE;16.88;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0
DE KLEIJN, MARLOU;32.44;ROBINSON, ANGELICA DANIELLE;14.38;BONNER, DEWANNA TENISE;5.04;HAJDUNE CSASZAR, ANDREA;9.8;ROBINSON, ANGELICA DANIELLE;0.56;MORRIS, JENE NICOLE;1.33;ESPAA ALMENDRO, MARIA;3.71;VESELA, JANA;0.47;MOSBY, TYRONE BERNICE;2.88;YACOUBOU, ISABELLE;3.71;MITEVA, STEFKA KIRILOVA;0.89;DENNETT, MELISSA LOUISE;2.64;TRAORE, ASTOU;5.28;JONES, ASJHA;7.6;XARGAY CASADEMONT, MARTA;3.46;MOORE, MAYA APRIL;1.67;OUVIA MODREGO, CRISTINA;3.42;HAJDUNE CSASZAR, ANDREA;0.67;MORRISON JARA, ZIOMARA ESKET;0.5;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;GOMEZ IGUAL, ANNA;2.82;OCETE CASTILLO, GABRIELA;3.73;TRAORE, ASTOU;15.76;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0;SALOMAA, HENNA MAARIT PAIVIKKI;0.0
ROSS, ADRIANNE NICOLE;32.32;MORRISON JARA, ZIOMARA ESKET;14.31;DANTAS DO AMARAL, DAMIRIS;5.04;WAUTERS, ANN;9.68;BONNER, DEWANNA TENISE;0.56;QUINTERO CASTELLANO, THANIA;1.27;DE KLEIJN, MARLOU;3.67;MORRISON JARA, ZIOMARA ESKET;0.43;DANTAS DO AMARAL, DAMIRIS;2.8;BONNER, DEWANNA TENISE;3.65;GARCIA GARCIA, ALBA MARIA;0.88;ADAMS, DEMETRESS KEYONIA;2.58;WAUTERS, ANN;5.28;NICHOLLS GONZALEZ, LAURA;7.16;OUVIA MODREGO, CRISTINA;3.04;BLE, DOUKOLE VANESSA;1.65;KARKLINA, KRISTINE;3.38;ADAMS, DEMETRESS KEYONIA;0.65;MOSBY, TYRONE BERNICE;0.48;VALDEMORO MADARIAGA, AMAYA;0.0;GIL COLLADO, LAURA;2.81;VEGA REBORA, GISELA VERONICA;3.69;HAJDUNE CSASZAR, ANDREA;15.47;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0;VALDEMORO MADARIAGA, AMAYA;0.0
