Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'ABALDE DIAZ, TAMARA';['PERFUMERIAS AVENIDA'];22.0;14.43;4.45;1.55;3.86;0.4;0.27;0.45;0.6;0.55;0.73;0.75;0.68;1.73;2.41;0.41;0.41;1.0;0.27;0.09;0.0;2.14;0.59;2.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ADURIZ HERNANI, ONINTZA';['GIPUZKOA UPV'];22.0;20.36;3.09;1.18;3.77;0.31;0.14;0.64;0.21;0.32;0.55;0.58;0.68;2.41;3.09;1.09;0.91;0.68;0.09;0.18;0.0;2.55;0.68;2.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AGIRREGOIKOA SALCEDO, MIREN';['BIZKAIA GDKO'];22.0;15.26;2.55;1.05;2.91;0.36;0.0;0.0;0.0;0.45;0.64;0.71;1.09;1.64;2.73;0.41;0.18;1.0;0.18;0.14;0.0;2.45;1.09;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALLISON, RACHEL LINDSAY';['RIVAS ECOPOLIS'];22.0;24.72;10.41;3.27;7.41;0.44;0.86;1.73;0.5;1.27;1.68;0.76;2.27;2.82;5.09;0.86;1.41;1.5;0.45;0.55;0.0;2.36;2.64;11.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALONSO DE ARMIO RIAO, ALICIA';['BIZKAIA GDKO'];1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALONSO SINGER, ANA';['CLUB BALONCESTO CONQUERO'];22.0;10.02;2.91;0.41;1.14;0.36;0.68;1.95;0.35;0.05;0.09;0.5;0.36;0.95;1.32;0.23;0.14;0.45;0.05;0.09;0.0;0.86;0.14;1.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALVERSON, VIRGINIA BLANCHE';['ALIMENTOS DE ZAMORA'];21.0;26.4;7.29;1.29;3.24;0.4;1.48;5.52;0.27;0.29;0.38;0.75;0.33;3.67;4.0;0.71;0.48;0.76;0.24;0.14;0.0;2.24;0.52;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARGELLO CUENCA, PATRICIA';['BEROIL - CIUDAD DE BURGOS'];21.0;22.94;7.29;0.62;2.38;0.26;1.52;4.71;0.32;1.48;2.05;0.72;1.0;2.05;3.05;1.05;0.62;2.29;0.0;0.29;0.0;1.67;2.48;4.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARITNAVARRETA MARTIN, ANA';['BEROIL - CIUDAD DE BURGOS'];3.0;3.83;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.33;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARROJO JIMENEZ, MARIA BELEN';['BEROIL - CIUDAD DE BURGOS'];21.0;22.04;5.86;2.14;4.48;0.48;0.29;1.05;0.27;0.71;1.19;0.6;1.0;1.52;2.52;0.95;0.9;0.86;0.24;0.29;0.0;2.19;1.52;5.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARROYO ZUBELDIA, LAURA';['GIPUZKOA UPV'];22.0;16.74;3.41;0.68;2.55;0.27;0.45;1.41;0.32;0.68;0.91;0.75;1.32;1.55;2.86;0.23;0.27;0.5;0.09;0.23;0.0;1.86;0.77;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ASHMEADE, TAJAY ARIK';['CADI - ICG SOFTWARE'];9.0;10.74;2.67;1.11;3.56;0.31;0.0;0.0;0.0;0.44;1.0;0.44;1.0;3.0;4.0;0.0;0.11;0.78;0.11;0.44;0.0;2.11;1.22;1.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
