Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
ZINOBILE, JESSICA A.;37.64;VALDEMORO MADARIAGA, AMAYA;22.4;MUJANOVIC, RAZIJA;7.56;VALDEMORO MADARIAGA, AMAYA;13.72;GESTEIRA FERNANDEZ, LIDIA;0.71;PELAEZ SAN GIL, LOURDES;2.65;PELAEZ SAN GIL, LOURDES;6.96;MORAGA VICENTE, OLGA;1.0;---, ALISON;5.0;MUJANOVIC, RAZIJA;7.56;MARTINEZ GILABERTE, INMACULADA;0.93;BEZOS MARTNEZ, EMMA;3.96;MEYENDO YABAKIA, FRANCOISE;7.08;MEYENDO YABAKIA, FRANCOISE;10.5;DELGADO DIAZ-GUEMES, RAQUEL;2.72;HOLLAND CORN, KEDRA;4.35;CERQUEIRA DE LA TORRE, CONCEPCION;4.64;LONGIN, KORANA;2.8;DE OLIVEIRA MAURICIO, NASSECELA C.;1.13;REMIRO LEN, MARA;0.15;PEA LESMES, SANDRA;4.0;VALDEMORO MADARIAGA, AMAYA;5.44;VALDEMORO MADARIAGA, AMAYA;21.88;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0;SOLER LLAURADO, MIRIAM;0.0
HOLLAND CORN, KEDRA;37.23;---, ALISON;19.04;VALDEMORO MADARIAGA, AMAYA;6.92;MUJANOVIC, RAZIJA;12.28;---, MICHELLE;0.69;HOLLAND CORN, KEDRA;1.96;SECO SALVADOR, TERESA;5.23;NAJERA CAMACHO, MARIA CARMEN;0.58;VALDEMORO MADARIAGA, AMAYA;4.96;BEZOS MARTNEZ, EMMA;6.42;GESTEIRA FERNANDEZ, LIDIA;0.93;MEYENDO YABAKIA, FRANCOISE;3.42;HODGES, DALE;7.04;HODGES, DALE;10.31;ANULA ALAMEDA, NIEVES;2.68;ALONSO DIEGO, MARIA JOSE;3.67;HODGES, DALE;3.54;---, POLONCA;2.0;JUANES HERNANDEZ, SONIA;0.69;LOPEZ VARGAS, MARIA DOLORES;0.04;---, SUSAN;3.81;HODGES, DALE;5.04;MUJANOVIC, RAZIJA;21.4;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0;GILLON, JENNER;0.0
HODGES, DALE;36.81;ZINOBILE, JESSICA A.;18.68;LONGIN, KORANA;6.8;ZINOBILE, JESSICA A.;12.24;MUJANOVIC, RAZIJA;0.62;GALLEGO VICARIO, SANDRA;1.88;HOLLAND CORN, KEDRA;4.96;MONTAANA GIMENO, ANNA;0.58;---, MICHELLE;4.9;VALDEMORO MADARIAGA, AMAYA;6.2;---, DESIRE;0.92;HODGES, DALE;3.27;MUJANOVIC, RAZIJA;7.0;MUJANOVIC, RAZIJA;10.08;MIRCHANDANI VILLAR, LIDIA;2.65;MORALES MARTIN, SILVIA;2.58;ALONSO DIEGO, MARIA JOSE;3.29;MUJANOVIC, RAZIJA;1.32;BELMONTE FERNANDEZ, MARIA JOSE;0.65;---, JULIA;0.0;CEBRIAN SCHEURER, ELISABET;3.77;---, MICHELLE;4.76;---, ALISON;21.38;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0;---, JULIA;0.0
VALERO CEBRIAN, PILAR;36.62;SNCHEZ LUJN, ROSAURA DEL CARMEN;18.61;BEZOS MARTNEZ, EMMA;5.85;LONGIN, KORANA;12.2;PONS MOLINA, INGRID;0.61;ANULA ALAMEDA, NIEVES;1.84;GONZALEZ DIAZ, CARMEN;4.67;ZURRO ALFONSO, MARTA;0.5;SNCHEZ LUJN, ROSAURA DEL CARMEN;4.78;ZINOBILE, JESSICA A.;6.0;---, ALISON;0.92;MUJANOVIC, RAZIJA;3.08;LONGIN, KORANA;5.84;DE OLIVEIRA MAURICIO, NASSECELA C.;7.67;AGUILAR LOPEZ, ELISA;2.65;---, LILLIA;2.55;SECO SALVADOR, TERESA;3.23;CEBRIAN SCHEURER, ELISABET;1.27;ZURRO ALFONSO, MARTA;0.62;URQUIJO ALAMO, PATRICIA;0.0;---, MICHELLE;3.76;MUJANOVIC, RAZIJA;4.72;HODGES, DALE;19.81;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0;URQUIJO ALAMO, PATRICIA;0.0
AGUILAR LOPEZ, ELISA;35.96;MUJANOVIC, RAZIJA;18.52;HODGES, DALE;5.81;HODGES, DALE;11.88;DOMINGUEZ BERMEJO, DAVINIA;0.6;JORDANA BOFILL, NOEMI;1.73;AGUILAR LOPEZ, ELISA;4.62;BARRIOS PEINADO, NATALIA;0.5;HODGES, DALE;4.65;---, MICHELLE;6.0;MERCADAL ESCOLANO, PAOLA;0.92;ERB, SUMMER ELISABETH;2.75;POLLINI, CATARINA;5.35;LONGIN, KORANA;7.56;PALAU ALTES, LAIA;2.5;VALDEMORO MADARIAGA, AMAYA;2.36;HOLLAND CORN, KEDRA;2.96;POLLINI, CATARINA;0.92;---, ALISON;0.54;MARTIN HERNANDEZ, MARIA ELENA;0.0;CARBALLO AFONSO, ROCIO;3.54;BEZOS MARTNEZ, EMMA;4.69;SNCHEZ LUJN, ROSAURA DEL CARMEN;19.7;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0;MARTIN HERNANDEZ, MARIA ELENA;0.0
SANCHEZ FERNANDEZ, ISABEL;35.69;PELAEZ SAN GIL, LOURDES;17.38;---, ALISON;5.81;VARDAKI, EFTHINIA;11.52;GALLEGO VICARIO, SANDRA;0.6;QUINTERO CASTELLANO, THANIA;1.65;JORDANA BOFILL, NOEMI;4.58;CALLEJON HERRAZ, RAQUEL;0.5;MORALES MARTIN, SILVIA;4.62;HODGES, DALE;6.0;ZRNIC, JELENA;0.88;BOSWELL, CATHY LA ORA;2.54;DE OLIVEIRA MAURICIO, NASSECELA C.;5.33;ZINOBILE, JESSICA A.;7.36;GARCIA PIERO, MARIA BEGOA;2.46;SNCHEZ LUJN, ROSAURA DEL CARMEN;2.35;---, MICHELLE;2.9;---, SUSAN;0.75;MORALES MARTIN, SILVIA;0.54;SOLER LLAURADO, MIRIAM;0.0;REMIRO LEN, MARA;3.54;---, ALISON;4.38;LONGIN, KORANA;19.44;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0;---, ELENA;0.0
CERQUEIRA DE LA TORRE, CONCEPCION;35.16;HOLLAND CORN, KEDRA;17.12;ZINOBILE, JESSICA A.;5.72;POLLINI, CATARINA;11.23;BEZOS MARTNEZ, EMMA;0.6;AGUILAR LOPEZ, ELISA;1.58;GALLEGO VICARIO, SANDRA;4.38;JONKUTE, INGRIDA;0.5;SANCHEZ FERNANDEZ, ISABEL;4.54;MORALES MARTIN, SILVIA;5.92;RODRIGUEZ AVILA, BLANCA;0.86;PONS MOLINA, INGRID;2.44;ZINOBILE, JESSICA A.;5.28;---, RANKICA;7.36;---, LILLIA;2.41;ZINOBILE, JESSICA A.;2.2;LARA RAMIREZ, SILVIA;2.77;ZRNIC, JELENA;0.71;HOLLAND CORN, KEDRA;0.5;CAPIN, KARIN INGELA ELISABETH;0.0;RAMIREZ RODRIGUEZ, NEREIDA;3.5;SANCHEZ FERNANDEZ, ISABEL;4.23;---, MICHELLE;18.52;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0;CAPIN, KARIN INGELA ELISABETH;0.0
JORDANA BOFILL, NOEMI;34.88;---, LILLIA;16.86;POLLINI, CATARINA;5.62;CHECA JIMENO, MARIA TERESA;10.65;MIRCHANDANI VILLAR, LIDIA;0.59;SNCHEZ LUJN, ROSAURA DEL CARMEN;1.48;VALDEMORO MADARIAGA, AMAYA;4.28;VARDAKI, EFTHINIA;0.5;ZINOBILE, JESSICA A.;4.48;SNCHEZ LUJN, ROSAURA DEL CARMEN;5.78;BOSWELL, CATHY LA ORA;0.86;---, RANKICA;2.36;---, RANKICA;5.0;BEZOS MARTNEZ, EMMA;7.35;VALDEMORO MADARIAGA, AMAYA;2.28;---, ALISON;2.19;---, LILLIA;2.59;JONKUTE, INGRIDA;0.6;GOMEZ NOVO, MARIA ARANZAZU;0.5;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;MUJANOVIC, RAZIJA;3.48;SNCHEZ LUJN, ROSAURA DEL CARMEN;4.22;ANULA ALAMEDA, NIEVES;18.48;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0;CAMPOS DA SILVA DE OLIVEIRA, GEISA ALINE;0.0
POLLINI, CATARINA;34.73;HODGES, DALE;16.38;VARDAKI, EFTHINIA;5.43;---, ALISON;10.23;FERRAGUT CASTILLO, MARINA;0.58;GONZALEZ DIAZ, CARMEN;1.43;ANULA ALAMEDA, NIEVES;4.0;PALAU ALTES, LAIA;0.5;BEZOS MARTNEZ, EMMA;4.46;SANCHEZ FERNANDEZ, ISABEL;5.69;ANULA ALAMEDA, NIEVES;0.86;DE OLIVEIRA MAURICIO, NASSECELA C.;2.33;---, POLONCA;4.79;POLLINI, CATARINA;7.35;GALLEGO VICARIO, SANDRA;2.27;SANCHEZ FERNANDEZ, ISABEL;2.15;BELMONTE FERNANDEZ, MARIA JOSE;2.58;SAUER, PAIGE MAURINE;0.59;---, SUSAN;0.5;HOPE, KIMBERLY;0.0;SAUER, PAIGE MAURINE;3.47;ZINOBILE, JESSICA A.;4.2;ZINOBILE, JESSICA A.;18.44;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0;HOPE, KIMBERLY;0.0
VALDEMORO MADARIAGA, AMAYA;34.64;BEZOS MARTNEZ, EMMA;16.15;---, RANKICA;5.32;BELMONTE FERNANDEZ, MARIA JOSE;10.19;SNCHEZ LUJN, ROSAURA DEL CARMEN;0.58;SECO SALVADOR, TERESA;1.42;XANTAL SERRET, M DEL MAR;3.92;---, POLONCA;0.5;ZURRO ALFONSO, MARTA;3.69;---, ALISON;5.46;GARCIA PIERO, MARIA BEGOA;0.85;CHECA JIMENO, MARIA TERESA;2.31;ZURRO ALFONSO, MARTA;4.73;---, POLIMIA;6.96;ANTOJA ROVIRA, LAURA;2.23;REVUELTO SNCHEZ-AGUILERA, MARIA;2.12;VALDEMORO MADARIAGA, AMAYA;2.52;RAMIREZ RODRIGUEZ, NEREIDA;0.55;FERNANDEZ LEON, PAULA;0.48;MORET HERNANDEZ, MARIA;0.0;VIUELA COMPTE, JUDITH;3.46;PELAEZ SAN GIL, LOURDES;4.19;BEZOS MARTNEZ, EMMA;18.04;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0;MORET HERNANDEZ, MARIA;0.0
