Temporada,Grupo,Jugador,Equipo,Tot,Part,Med
2024,Play-Offs 1/4 Final,"POSPÍŠILOVÁ, JULIE",BAXI FERROL,3,2,"1,5"
2024,Play-Offs 1/4 Final,"GELDOF, SERENA LYNN PETRA",CLUB JOVENTUT BADALONA,2,2,1
2024,Play-Offs 1/4 Final,"FIEBICH, LEONIE",VALENCIA B.C.,2,2,1
2024,Play-Offs 1/4 Final,"ALEXANDER, KAYLA JANINE",VALENCIA B.C.,2,2,1
2024,Play-Offs 1/4 Final,"SANTIBAÑEZ HERRERO, INES",CLUB JOVENTUT BADALONA,2,2,1
2024,Play-Offs 1/4 Final,"FINGALL, NADIA ANGELIQUE",VALENCIA B.C.,2,2,1
2024,Play-Offs 1/4 Final,"HEMPE, MERRIT RAMONA",CASADEMONT ZARAGOZA,2,2,1
2024,Play-Offs 1/4 Final,"BERTSCH, MORGAN QUINN",HOZONO GLOBAL JAIRIS,1,1,1
2024,Play-Offs 1/4 Final,"CANELLA RODRIGUEZ, MARTA",SPAR GIRONA,2,2,1
2024,Play-Offs 1/4 Final,"TORRENS SALOM, ALBA",VALENCIA B.C.,1,2,"0,5"
2024,Play-Offs 1/4 Final,"TURNER, YVONNE NICOLE",VALENCIA B.C.,1,2,"0,5"
2024,Play-Offs 1/4 Final,"ORTIZ VIVES, MARIONA",CASADEMONT ZARAGOZA,1,2,"0,5"
2024,Play-Offs 1/4 Final,"MANÉ, MARIE",CASADEMONT ZARAGOZA,1,2,"0,5"
2024,Play-Offs 1/4 Final,"MARTIN CARRION, IYANA",PERFUMERIAS AVENIDA,1,2,"0,5"
2024,Play-Offs 1/4 Final,"KONE , SIKA",PERFUMERIAS AVENIDA,1,2,"0,5"
2024,Play-Offs 1/4 Final,"BANASZAK, LILIANA ALEKSANDRA",MOVISTAR ESTUDIANTES,1,2,"0,5"
2024,Play-Offs 1/4 Final,"COULIBALY, MARIAM ALOU",CLUB JOVENTUT BADALONA,1,2,"0,5"
2024,Play-Offs 1/4 Final,"DEMBELE, GNERE ALIMA",CLUB JOVENTUT BADALONA,1,2,"0,5"
2024,Play-Offs 1/4 Final,"BUHNER, FRIEDA MIZZI",MOVISTAR ESTUDIANTES,1,2,"0,5"
2024,Play-Offs 1/4 Final,"MAWULI, STEPHANIE",CASADEMONT ZARAGOZA,1,2,"0,5"
2024,Liga Regular Único,"MUREKATETE, BELLA",CADI LA SEU,23,26,"0,88"
2024,Liga Regular Único,"MAVUNGA, TAFADZWA STEPHANIE PAULA",VALENCIA B.C.,23,30,"0,77"
2024,Liga Regular Único,"DODSON, MAYA ANNE CRISENCIA",LOINTEK GERNIKA BIZKAIA,22,29,"0,76"
2024,Liga Regular Único,"HERMOSA MONREAL, NEREA",CASADEMONT ZARAGOZA,15,25,"0,6"
2024,Liga Regular Único,"MUNUNGA, BETHY",KUTXABANK ARASKI,15,26,"0,58"
2024,Liga Regular Único,"DJIU MORRO, NOA MARIA",BAXI FERROL,16,28,"0,57"
2024,Liga Regular Único,"EZEIGBO, NNEKA CHIZOBA",SPAR GRAN CANARIA,16,30,"0,53"
2024,Liga Regular Único,"MELIA, CLAIRE",BAXI FERROL,15,30,"0,5"
