Temporada,Grupo,Jugador,Equipo,Tot,Part,Med
2024,C.SM Reina 1/2 Final,"GUERRERO ALCANTARA, CAROLINA",SPAR GIRONA,2,2,1
2024,C.SM Reina 1/2 Final,"SARAVIA LOGROÑO, PAULA",MOVISTAR ESTUDIANTES,2,1,2
2024,C.SM Reina 1/2 Final,"FRASER, BRIANNA ASHAKI",CASADEMONT ZARAGOZA,4,2,2
2024,C.SM Reina 1/2 Final,"DOMINGUEZ FERNANDEZ, SILVIA",PERFUMERIAS AVENIDA,4,2,2
2024,C.SM Reina 1/2 Final,"CANELLA RODRIGUEZ, MARTA",SPAR GIRONA,2,2,1
2024,C.SM Reina 1/2 Final,"CARRERA QUINTANA, RAQUEL",VALENCIA B.C.,1,1,1
2024,C.SM Reina 1/2 Final,"LOPEZ RODRIGUEZ, AINHOA",SPAR GIRONA,2,2,1
2024,C.SM Reina 1/2 Final,"GUERRERO ALCANTARA, CAROLINA",SPAR GIRONA,2,2,1
2024,C.SM Reina 1/4 Final,"CAMILION CUCCARO, JUANA",MOVISTAR ESTUDIANTES,21,1,21
2024,C.SM Reina 1/4 Final,"BIBBY, CHLOE LOUISE",SPAR GIRONA,21,1,21
2024,C.SM Reina 1/4 Final,"LÓPEZ-SÉNÉCHAL, LOU",HOZONO GLOBAL JAIRIS,17,1,17
2024,C.SM Reina 1/4 Final,"MARTIN CARRION, IYANA",PERFUMERIAS AVENIDA,16,1,16
2024,C.SM Reina 1/4 Final,"MAWULI, STEPHANIE",CASADEMONT ZARAGOZA,16,1,16
2024,C.SM Reina 1/4 Final,"ROMERO GONZALEZ, LETICIA",VALENCIA B.C.,15,1,15
2024,C.SM Reina 1/4 Final,"FASOULA, MARIA EMMANOUELA",PERFUMERIAS AVENIDA,13,1,13
2024,C.SM Reina 1/4 Final,"IAGUPOVA, ALINA",VALENCIA B.C.,13,1,13
2024,C.SM Reina 1/4 Final,"WHITTLE, MARENA JOSEPHINE",MOVISTAR ESTUDIANTES,13,1,13
2024,C.SM Reina 1/4 Final,"FAM THIAM, AWA",LOINTEK GERNIKA BIZKAIA,13,1,13
2024,C.SM Reina 1/4 Final,"ETXARRI MUNARRIZ, IRATI",LOINTEK GERNIKA BIZKAIA,12,1,12
2024,C.SM Reina 1/4 Final,"WESTERIK, LAURA",LOINTEK GERNIKA BIZKAIA,12,1,12
2024,C.SM Reina 1/4 Final,"EZEIGBO, NNEKA CHIZOBA",SPAR GRAN CANARIA,12,1,12
2024,C.SM Reina 1/4 Final,"LUNDQUIST, KLARA MARIA SUSSANE",SPAR GIRONA,12,1,12
2024,C.SM Reina 1/4 Final,"EVANS, SHANTE MARIE",CASADEMONT ZARAGOZA,12,1,12
2024,C.SM Reina 1/4 Final,"CHERY, KENDRA MARIE-CHRISTIANE",LOINTEK GERNIKA BIZKAIA,11,1,11
2024,C.SM Reina 1/4 Final,"ATKINSON, TANAYA MECHELLE",CASADEMONT ZARAGOZA,11,1,11
2024,C.SM Reina 1/4 Final,"BERTSCH, MORGAN QUINN",HOZONO GLOBAL JAIRIS,10,1,10
2024,C.SM Reina 1/4 Final,"GRAY, RESHANDA JACQUETA",HOZONO GLOBAL JAIRIS,10,1,10
2024,C.SM Reina 1/4 Final,"BANASZAK, LILIANA ALEKSANDRA",MOVISTAR ESTUDIANTES,10,1,10
2024,C.SM Reina 1/4 Final,"HOLESINSKA, PETRA",HOZONO GLOBAL JAIRIS,10,1,10
2024,C.SM Reina 1/4 Final,"MACK, NATASHA NICOLE",SPAR GIRONA,9,1,9
2024,C.SM Reina 1/4 Final,"ERJAVEC, KARLA",SPAR GRAN CANARIA,9,1,9
2024,C.SM Reina 1/4 Final,"SALVADORES ALVAREZ, ANGELA",MOVISTAR ESTUDIANTES,8,1,8
2024,C.SM Reina 1/4 Final,"FIEBICH, LEONIE",VALENCIA B.C.,8,1,8
2024,C.SM Reina 1/4 Final,"HERMOSA MONREAL, NEREA",CASADEMONT ZARAGOZA,8,1,8
2024,C.SM Reina 1/4 Final,"GRETTER, MELISA PAOLA",SPAR GRAN CANARIA,8,1,8
2024,C.SM Reina 1/4 Final,"ALONSO DE ARMIÑO RIAÑO, GRACIA",MOVISTAR ESTUDIANTES,8,1,8
2024,C.SM Reina 1/4 Final,"TOURÉ, MAMIGNAN",SPAR GIRONA,8,1,8
