Temporada,Grupo,Jugador,Equipo,Tot,Part,Med
2024,Play-Offs 1/4 Final,"MARTIN CARRION, IYANA",PERFUMERIAS AVENIDA,4,2,2
2024,Play-Offs 1/4 Final,"ALONSO DE ARMIÑO RIAÑO, GRACIA",MOVISTAR ESTUDIANTES,3,2,"1,5"
2024,Play-Offs 1/4 Final,"CARRERA QUINTANA, RAQUEL",VALENCIA B.C.,3,2,"1,5"
2024,Play-Offs 1/4 Final,"MASSEY, BILLIE KIM",HOZONO GLOBAL JAIRIS,1,2,"0,5"
2024,Play-Offs 1/4 Final,"DEMBELE, GNERE ALIMA",CLUB JOVENTUT BADALONA,1,2,"0,5"
2024,Play-Offs 1/4 Final,"BURA, PATRICIA",MOVISTAR ESTUDIANTES,1,2,"0,5"
2024,Play-Offs 1/4 Final,"GELDOF, SERENA LYNN PETRA",CLUB JOVENTUT BADALONA,1,2,"0,5"
2024,Play-Offs 1/4 Final,"MASSEY, BILLIE KIM",HOZONO GLOBAL JAIRIS,1,2,"0,5"
2024,Play-Offs 1/4 Final,"DEMBELE, GNERE ALIMA",CLUB JOVENTUT BADALONA,1,2,"0,5"
2024,Play-Offs 1/4 Final,"BURA, PATRICIA",MOVISTAR ESTUDIANTES,1,2,"0,5"
2024,Play-Offs 1/4 Final,"GELDOF, SERENA LYNN PETRA",CLUB JOVENTUT BADALONA,1,2,"0,5"
2024,Liga Regular Único,"ROMERO GONZALEZ, LETICIA",VALENCIA B.C.,103,19,"5,42"
2024,Liga Regular Único,"ORTIZ VIVES, MARIONA",CASADEMONT ZARAGOZA,151,29,"5,21"
2024,Liga Regular Único,"TADIC, MATEA",CELTA  FEMXA ZORKA,148,30,"4,93"
2024,Liga Regular Único,"AYUSO BAGUR, AINA",HOZONO GLOBAL JAIRIS,130,29,"4,48"
2024,Liga Regular Único,"GERVASINI LACORZANA , AINHOA",CADI LA SEU,113,29,"3,9"
2024,Liga Regular Único,"SORIANO PEREZ, CLAUDIA",DURÁN MAQUINARIA ENSINO,116,30,"3,87"
2024,Liga Regular Único,"GRETTER, MELISA PAOLA",SPAR GRAN CANARIA,116,30,"3,87"
2024,Liga Regular Único,"MATAIX GUILL, ANGELA",BAXI FERROL,112,30,"3,73"
2024,Liga Regular Único,"SALVADORES ALVAREZ, ANGELA",MOVISTAR ESTUDIANTES,106,30,"3,53"
2024,Liga Regular Único,"RAMETTE, ELISE CLAUDINE",CLUB JOVENTUT BADALONA,106,30,"3,53"
2024,Liga Regular Único,"LISOWA MBAKA, MAXUELLA MARIE D.",KUTXABANK ARASKI,102,29,"3,52"
2024,Liga Regular Único,"IAGUPOVA, ALINA",VALENCIA B.C.,92,27,"3,41"
2024,Liga Regular Único,"AGUILAR MOTTA, REGINA",CADI LA SEU,102,30,"3,4"
2024,Liga Regular Único,"ELDEBRINK, FRIDA",HOZONO GLOBAL JAIRIS,49,15,"3,27"
2024,Liga Regular Único,"TURNER, YVONNE NICOLE",VALENCIA B.C.,93,29,"3,21"
2024,Liga Regular Único,"MARTIN CARRION, IYANA",PERFUMERIAS AVENIDA,88,29,"3,03"
2024,Liga Regular Único,"SOLER RAMIÓ, JÚLIA",CADI LA SEU,91,30,"3,03"
2024,Liga Regular Único,"CARTER, ARICA DERRIS",PERFUMERIAS AVENIDA,80,27,"2,96"
2024,Liga Regular Único,"ASURMENDI VILLAVERDE, MARIA DEL CARMEN",OSES CONSTRUCCION,87,30,"2,9"
2024,Liga Regular Único,"CRUZ LEBRATO, ANNA",CLUB JOVENTUT BADALONA,84,30,"2,8"
2024,Liga Regular Único,"HOWARD, LAURA RACHEL",DURÁN MAQUINARIA ENSINO,75,27,"2,78"
2024,Liga Regular Único,"LUNDQUIST, KLARA MARIA SUSSANE",SPAR GIRONA,83,30,"2,77"
2024,Liga Regular Único,"HERMIDA HERRAEZ, MARTA",KUTXABANK ARASKI,80,29,"2,76"
2024,Liga Regular Único,"YGUERAVIDE VIANA, SANDRA",SPAR GIRONA,80,29,"2,76"
2024,Liga Regular Único,"GIL COLLADO, LAURA",PERFUMERIAS AVENIDA,79,30,"2,63"
2024,Liga Regular Único,"FIEBICH, LEONIE",VALENCIA B.C.,39,15,"2,6"
