Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
FALL, SOKHNA ADJI;36.92;LOVILLE, JADE KRISTIAN;15.71;MAGARITY, REGAN AYLEEN;5.77;MUSA, MURJANATU LIMAN;11.5;RODRIGUEZ DOMINGUEZ, NATALIA;0.67; KONIG, AISLINN CHIA PI;2.3;GARRAUD, MARNELLE EMILY;6.69;NIKITINAITE, GABRIELE;0.45;PENDANDE MENDES, MARIA DOLORES;3.03;HILL, SAMANTHA ELIZABETH HOLLIDAY;3.9;GUERRERO ALCANTARA, CAROLINA;1.0;FANKAM MENDJIADEU, DULCY;3.6;FANKAM MENDJIADEU, DULCY;6.4;FANKAM MENDJIADEU, DULCY;10.0;GRETTER, MELISA PAOLA;4.43;SOLER RAMI, JLIA;2.14;ERJAVEC, KARLA;2.9;CARRERA QUINTANA, RAQUEL;0.9;BAIR, MARGARET CHRISTINE;0.65;FALL, SOKHNA ADJI;0.1;NELSON, CHELSEA KEIANA;3.71;MILLAN MODIA, BLANCA;3.95;MAGARITY, REGAN AYLEEN;19.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0;ESCORIAL FERRERO, GABRIELA;0.0
LOVILLE, JADE KRISTIAN;33.49;MAGARITY, REGAN AYLEEN;13.47;MUSA, MURJANATU LIMAN;5.57;GINZO ARANTES, PAULA;10.25;KONE, SIKA;0.63;LOVILLE, JADE KRISTIAN;2.25;LOVILLE, JADE KRISTIAN;6.61;SARAVIA LOGROO, PAULA;0.45;HILL, SAMANTHA ELIZABETH HOLLIDAY;3.03;MAWULI, STEPHANIE;3.86;MARTIN TEJEDOR, AINA;1.0;FALL, SOKHNA ADJI;3.21;MUSA, MURJANATU LIMAN;6.27;FALL, SOKHNA ADJI;9.41;CRUZ LEBRATO, ANNA;4.12;LAMANA LLOBERA, LAIA;2.13;FALL, SOKHNA ADJI;2.76;BREWER, BRITTANY AUTUMN;0.72;FALL, SOKHNA ADJI;0.55;MASSEY, BILLIE KIM;0.07;MILAPIE, MARIE MICHELLE;3.27;FALL, SOKHNA ADJI;3.83;FALL, SOKHNA ADJI;18.62;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0;ORTIZ DE ZARATE BRAVO, MARINA;0.0
ANDERSON, JOLENE NANCY;33.0;MESTRES RICART, GALA;13.17;FANKAM MENDJIADEU, DULCY;4.93;FANKAM MENDJIADEU, DULCY;9.37;MAGARITY, REGAN AYLEEN;0.62;WATTS, STEPHANIE COURTNEY;2.24; KONIG, AISLINN CHIA PI;6.57;GERVASINI LACORZANA, AINHOA;0.44;MAWULI, STEPHANIE;2.9;PENDANDE MENDES, MARIA DOLORES;3.67;OJEDA BERNAL, CARLA;1.0;MUSA, MURJANATU LIMAN;3.1;FALL, SOKHNA ADJI;6.21;MUSA, MURJANATU LIMAN;9.37;ORTIZ VIVES, MARIONA;3.93;CARTER, ARICA DERRIS;1.8;HOWARD, LAURA RACHEL;2.76;FANKAM MENDJIADEU, DULCY;0.7;FANKAM MENDJIADEU, DULCY;0.53;KONE, SIKA;0.07;ALNATAS, NAOMIE;3.04;GIL COLLADO, LAURA;3.8;KONE, SIKA;18.41;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0;TORIBIO SAEZ, ADA;0.0
SAMSON, CLEMENTINE;31.22;BAIR, MARGARET CHRISTINE;12.88;GINZO ARANTES, PAULA;4.83;MAGARITY, REGAN AYLEEN;9.3;SARAVIA LOGROO, PAULA;0.62;GARRAUD, MARNELLE EMILY;2.19;WATTS, STEPHANIE COURTNEY;6.14;FIEBICH, LEONIE;0.44;WHITTLE, MARENA JOSEPHINE;2.83;KONE, SIKA;3.59;KROSELJ, ALEKSANDRA;0.92;GIOMI, LYDIA MORA;2.97;MAGARITY, REGAN AYLEEN;5.6;MAGARITY, REGAN AYLEEN;7.8;AYUSO BAGUR, AINA;3.83;HAIDARA, MAIMOUNA;1.77;WHITTLE, MARENA JOSEPHINE;2.73;DODSON, MAYA ANNE CRISENCIA;0.69;WHITTLE, MARENA JOSEPHINE;0.5;WHITTLE, MARENA JOSEPHINE;0.07;BISHOP, ABBY KATE;3.04;JUNIO MBULITO, IRIS;3.79;FANKAM MENDJIADEU, DULCY;17.63;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0;SALINAS MASCUANA, PAULA;0.0
GRETTER, MELISA PAOLA;30.71;TATE, IMANI TY LEAH;12.87;KONE, SIKA;4.55;TATE, IMANI TY LEAH;8.87;HERMOSA MONREAL, NEREA;0.6;ESPAA ALMENDRO, MARIA;1.83;HERMIDA HERRAEZ, MARTA;5.47;FALL, SOKHNA ADJI;0.43;HOWARD, LAURA RACHEL;2.83;REMENROV, VERONIKA;3.57;HORVAT, CHANTEL ANAIS;0.91;SEDA, TAMARA ADELAIDE JOSE CAMACHO;2.71;MASSEY, BILLIE KIM;5.53;KONE, SIKA;7.79;MENDEZ CAMPS, LAURA;3.8;CASAS CARRERAS, QUERALT;1.74;WATTS, STEPHANIE COURTNEY;2.57;BERTSCH, MORGAN QUINN;0.66;REMENROV, VERONIKA;0.5;DIARRA, MAIMOUNA;0.05;GIOMI, LYDIA MORA;3.0;PENDANDE MENDES, MARIA DOLORES;3.6;MUSA, MURJANATU LIMAN;16.07;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0
ALNATAS, NAOMIE;29.23;FALL, SOKHNA ADJI;12.76;BAIR, MARGARET CHRISTINE;4.53;LOVILLE, JADE KRISTIAN;8.68;GULICH, MARIE ISABELLE;0.6;SOLER RAMI, JLIA;1.81;SOLER RAMI, JLIA;5.43;ERJAVEC, KARLA;0.41;KONE, SIKA;2.79;HOWARD, LAURA RACHEL;3.38;DELAERE, ANTONIA LAURA A.;0.91;RIVERS, LYDIA MARIE;2.38;KONE, SIKA;5.45;PALMA JORGE, ANA MARIA;7.47;YGUERAVIDE VIANA, SANDRA;3.63;SORIANO PEREZ, CLAUDIA;1.7;LOVILLE, JADE KRISTIAN;2.54;GULICH, MARIE ISABELLE;0.61;BALOGUN, ELIZABETH BUNMI;0.44;WATTS, STEPHANIE COURTNEY;0.05;SOLER RAMI, JLIA;2.95;KONE, SIKA;3.59;FIEBICH, LEONIE;15.2;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0;NICHOLSON, LAUREN MARIE;0.0
MUSA, MURJANATU LIMAN;29.1;MUSA, MURJANATU LIMAN;12.63;FALL, SOKHNA ADJI;4.52;FALL, SOKHNA ADJI;7.97;TOLO, MARIANNA;0.59;KROSELJ, ALEKSANDRA;1.78;ESPAA ALMENDRO, MARIA;5.13;BUCH ROSELL, ROSO;0.41;NELSON, CHELSEA KEIANA;2.62;WHITTLE, MARENA JOSEPHINE;3.33;GARFELLA BEJAR, ELBA;0.89;KONE, SIKA;2.34;PALMA JORGE, ANA MARIA;5.37;SEDA, TAMARA ADELAIDE JOSE CAMACHO;7.43;MATIAS SOEIRO, JOANA CAROLINA;3.6;GRETTER, MELISA PAOLA;1.7;PENDANDE MENDES, MARIA DOLORES;2.5;HATAR, BERNADETT;0.59;GARRAUD, MARNELLE EMILY;0.42;CRUZ LEBRATO, ANNA;0.04;BAIR, MARGARET CHRISTINE;2.94;HOWARD, LAURA RACHEL;3.59;CARRERA QUINTANA, RAQUEL;15.05;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0
REMENROV, VERONIKA;28.86;WHITTLE, MARENA JOSEPHINE;12.57;NELSON, CHELSEA KEIANA;4.29;BREWER, BRITTANY AUTUMN;7.76;BAIR, MARGARET CHRISTINE;0.59;FIEBICH, LEONIE;1.77;KROSELJ, ALEKSANDRA;5.0;ALBERDI LARRUCEA, MARTA;0.4;REMENROV, VERONIKA;2.53;FALL, SOKHNA ADJI;3.28;PEA JUBANY, LAURA;0.88;MAGARITY, REGAN AYLEEN;2.2;WHITTLE, MARENA JOSEPHINE;5.07;MASSEY, BILLIE KIM;7.13;DOMINGUEZ FERNANDEZ, SILVIA;3.5;OUVIA MODREGO, CRISTINA;1.64;SOLER RAMI, JLIA;2.43;BAIR, MARGARET CHRISTINE;0.59;GIOMI, LYDIA MORA;0.4;RAKOVIC, KRISTINA;0.04;MUHATE PEA, CECILIA;2.8;BROWN, LEIGHA DON'L;3.4;GIL COLLADO, LAURA;14.33;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0;PEREZ IMAZ, NORA;0.0
CARTER, ARICA DERRIS;28.82;HOWARD, LAURA RACHEL;12.38;TATE, IMANI TY LEAH;4.2;RIVERS, LYDIA MARIE;7.75;TRAHAN DAVIS, CELESTE;0.57;ALNATAS, NAOMIE;1.71;CARTER, ARICA DERRIS;4.93;ROMERO GONZALEZ, LETICIA;0.4;GIL COLLADO, LAURA;2.43;BAIR, MARGARET CHRISTINE;3.24;CAMILION CUCCARO, JUANA;0.88;PALMA JORGE, ANA MARIA;2.1;SEDA, TAMARA ADELAIDE JOSE CAMACHO;4.71;WHITTLE, MARENA JOSEPHINE;6.87;OUVIA MODREGO, CRISTINA;3.39;AKIR TURGUT, OLCAY;1.57;MENDEZ CAMPS, LAURA;2.43;GELDOF, SERENA LYNN PETRA;0.55;RIVERS, LYDIA MARIE;0.38;MILAPIE, MARIE MICHELLE;0.03;ERJAVEC, KARLA;2.73;NELSON, CHELSEA KEIANA;3.38;BAIR, MARGARET CHRISTINE;14.12;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0;GURI MORENO, CLAUDIA;0.0
TATE, IMANI TY LEAH;28.69;FANKAM MENDJIADEU, DULCY;12.0;GIOMI, LYDIA MORA;4.13;BAIR, MARGARET CHRISTINE;7.71;FEQUIERE, JESSICA;0.57;MESTRES RICART, GALA;1.7;ANDERSON, JOLENE NANCY;4.8;ALARCON OTERO, TXELL;0.39;BAIR, MARGARET CHRISTINE;2.41;GIL COLLADO, LAURA;3.23;FIEBICH, LEONIE;0.88;DIARRA, MAIMOUNA;2.05;RIVERS, LYDIA MARIE;4.44;RIVERS, LYDIA MARIE;6.81;RAMETTE, ELISE CLAUDINE;3.15;CARRERA QUINTANA, RAQUEL;1.57;TOUSSAINT, DOMINIQUE;2.42;LABUCKIENE, GIEDRE;0.54;HOWARD, LAURA RACHEL;0.38;KALIN, MARIANNE FANNY;0.03;REMENROV, VERONIKA;2.73;AYUSO BAGUR, AINA;3.37;MESTRES RICART, GALA;13.5;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0;GARDNER, REBEKA JASMINE;0.0
