Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
PYE, TAYSHA RENAE;39.07;FERRARI CALABRO, PAOLA ANDREA;19.15;ELONU, ADAORA NNENNA;7.11;PYE, TAYSHA RENAE;18.85;COULIBALY, NAIGNOUMA;0.64;FERRARI CALABRO, PAOLA ANDREA;2.85;STEJSKALOVA, MICHAELA;8.15;KESANEN, VILMA EMILIA;0.55;PYE, TAYSHA RENAE;4.8;PYE, TAYSHA RENAE;6.6;SALCEDO GADEA, ELENA;1.0;CALDWELL, TALIA ADAIAH;4.61;BRAVARD, CIERRA  NICHOLE;9.44;CALDWELL, TALIA ADAIAH;11.3;GOMEZ NOVO, MARIA ARANZAZU;5.39;SILVA SERRANO, ROSELIS CAROLINA;4.52;SUAREZ UTRERO, ANA MARIA;4.46;PIRSIC, SANDRA;1.23;DAVYDOVA, MARIA MARGARITA;0.96;IBEKWE, IFUNANYA DEBBIE;0.0;BRAVARD, CIERRA  NICHOLE;3.6;GOMEZ NOVO, MARIA ARANZAZU;5.65;ELONU, ADAORA NNENNA;21.68;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0;IBEKWE, IFUNANYA DEBBIE;0.0
FERRARI CALABRO, PAOLA ANDREA;36.89;PYE, TAYSHA RENAE;18.55;WEAVER, LYNDRA SHAJUAN;6.65;WEAVER, LYNDRA SHAJUAN;14.38;SPANOU, ARTEMIS;0.62;CABRERA ARGUELLO, PATRICIA;2.42;FERRARI CALABRO, PAOLA ANDREA;8.08;ELONU, ADAORA NNENNA;0.5;BRAVARD, CIERRA  NICHOLE;4.28;WEAVER, LYNDRA SHAJUAN;5.77;PRIETO MARTINEZ, ALBA;1.0;WEAVER, LYNDRA SHAJUAN;4.0;CALDWELL, TALIA ADAIAH;6.7;BRAVARD, CIERRA  NICHOLE;10.88;SUAREZ UTRERO, ANA MARIA;5.04;FERRARI CALABRO, PAOLA ANDREA;2.5;SILVA SERRANO, ROSELIS CAROLINA;4.17;ZLATANOVA, JAKLIN;0.96;CALDWELL, TALIA ADAIAH;0.65;DOMINGUEZ ALTUNA, MAITANE;0.0;GOMES DA SILVA, SOFIA CAROLINA;3.26;STEJSKALOVA, MICHAELA;5.23;CALDWELL, TALIA ADAIAH;20.17;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0;DOMINGUEZ ALTUNA, MAITANE;0.0
DAVYDOVA, MARIA MARGARITA;36.62;ELONU, ADAORA NNENNA;18.05;CALDWELL, TALIA ADAIAH;6.52;DAVYDOVA, MARIA MARGARITA;12.73;CALDWELL, TALIA ADAIAH;0.59;BOGICEVIC, NINA;2.12;CABRERA ARGUELLO, PATRICIA;7.38;PIRSIC, SANDRA;0.5;WEAVER, LYNDRA SHAJUAN;3.65;BRAVARD, CIERRA  NICHOLE;5.16;ROMEO, NICOLE ELAINE;0.98;EVERS, EMILY ANN;3.64;LEARY, SHAKEYA;6.19;WEAVER, LYNDRA SHAJUAN;10.12;GOMEZ IGUAL, ANNA;4.73;GOMEZ NOVO, MARIA ARANZAZU;2.35;FERRARI CALABRO, PAOLA ANDREA;4.15;NDOUR, ASTOU BARRO;0.96;SARR, OUMOUL KHAIRY;0.59;ARROYO CARRASCO, CARMEN;0.0;SVITLICA, DRAGANA;3.14;DAVYDOVA, MARIA MARGARITA;5.15;BRAVARD, CIERRA  NICHOLE;20.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0;ARROYO CARRASCO, CARMEN;0.0
OCETE CASTILLO, GABRIELA;36.42;WEAVER, LYNDRA SHAJUAN;16.96;PYE, TAYSHA RENAE;6.5;ELONU, ADAORA NNENNA;12.68;STEWART, AZANIA JOCELYN DINAH;0.59;STEJSKALOVA, MICHAELA;2.04;BOGICEVIC, NINA;5.82;FORASTE GALOBARDES, MIRIAM;0.5;FERRARI CALABRO, PAOLA ANDREA;3.54;CALDWELL, TALIA ADAIAH;4.52;MORENO TRECEO, ESTHER;0.94;COULIBALY, NAIGNOUMA;3.45;WEAVER, LYNDRA SHAJUAN;6.12;LEARY, SHAKEYA;9.58;OCETE CASTILLO, GABRIELA;4.62;ORTIZ VIVES, MARIONA;2.08;GOMEZ NOVO, MARIA ARANZAZU;4.0;STEWART, AZANIA JOCELYN DINAH;0.88;MARKOVIC, MARINA;0.58;REBOLLO CEREZO, ANGELA;0.0;FERRARI CALABRO, PAOLA ANDREA;3.12;MARKOVIC, MARINA;5.08;WEAVER, LYNDRA SHAJUAN;19.23;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0;REBOLLO CEREZO, ANGELA;0.0
SILVA SERRANO, ROSELIS CAROLINA;36.33;BRAVARD, CIERRA  NICHOLE;16.6;SARR, OUMOUL KHAIRY;6.09;SARR, OUMOUL KHAIRY;12.05;NDOUR, ASTOU BARRO;0.57;JORDANA BOFILL, NOEMI;2.0;TINEO HERNANDEZ, BLANCA CELIA;5.33;GEMELOS, JACQUELINE ANN;0.49;ELONU, ADAORA NNENNA;3.37;MARKOVIC, MARINA;4.5;ALCANTARA TENA, ANDREA;0.92;LEARY, SHAKEYA;3.38;GOMES DA SILVA, SOFIA CAROLINA;6.05;ZLATANOVA, JAKLIN;9.04;PYE, TAYSHA RENAE;4.45;GIL COLLADO, LAURA;2.04;WEAVER, LYNDRA SHAJUAN;3.69;CALDWELL, TALIA ADAIAH;0.87;ELONU, ADAORA NNENNA;0.53;TRAORE, AYA;0.0;PETERS, HALEY MCCLOSKEY;3.12;PYE, TAYSHA RENAE;5.0;ZLATANOVA, JAKLIN;18.58;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0;TRAORE, AYA;0.0
WEAVER, LYNDRA SHAJUAN;36.2;SILVA SERRANO, ROSELIS CAROLINA;15.91;BRAVARD, CIERRA  NICHOLE;5.32;BRAVARD, CIERRA  NICHOLE;11.2;PEREZ TORRES, TANIA;0.57;ROMEO, NICOLE ELAINE;1.82;SILVA SERRANO, ROSELIS CAROLINA;5.22;DOMINGUEZ FERNANDEZ, SILVIA;0.48;PIRSIC, SANDRA;3.19;DAVYDOVA, MARIA MARGARITA;4.5;DE SA CASTRO NEVES, CATARINA;0.92;DAVYDOVA, MARIA MARGARITA;3.31;ZLATANOVA, JAKLIN;5.92;DAVYDOVA, MARIA MARGARITA;8.73;DOMINGUEZ FERNANDEZ, SILVIA;4.23;OCETE CASTILLO, GABRIELA;1.92;MARKOVIC, MARINA;3.65;SARR, OUMOUL KHAIRY;0.86;VEGA REBORA, GISELA VERONICA;0.46;OGORODNIKOVA, OLENA;0.0;BEGIC, ANA MARIJA;3.09;WEAVER, LYNDRA SHAJUAN;4.85;FERRARI CALABRO, PAOLA ANDREA;17.69;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0;OGORODNIKOVA, OLENA;0.0
GOMEZ IGUAL, ANNA;35.79;CALDWELL, TALIA ADAIAH;15.26;PETERS, HALEY MCCLOSKEY;4.92;CALDWELL, TALIA ADAIAH;11.09;HERRERA BOXO, LAURA;0.57;GEMELOS, JACQUELINE ANN;1.8;MARKOVIC, MARINA;4.96;KUKTIENE, VITA;0.42;SILVA SERRANO, ROSELIS CAROLINA;3.13;FERRARI CALABRO, PAOLA ANDREA;4.42;SIMPSON, EILIDH LAURA;0.92;PIRSIC, SANDRA;3.15;MONTENEGRO SANTANA, RITA ESTHER;5.76;COULIBALY, NAIGNOUMA;8.59;ORTIZ VIVES, MARIONA;4.21;ELONU, ADAORA NNENNA;1.74;PYE, TAYSHA RENAE;3.6;GOMES DA SILVA, SOFIA CAROLINA;0.84;PYE, TAYSHA RENAE;0.45;DACIC, DUBRAVKA;0.0;PIKCIUTE, LINA;3.08;BRAVARD, CIERRA  NICHOLE;4.76;PIRSIC, SANDRA;16.92;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0;DACIC, DUBRAVKA;0.0
QUEVEDO CAIZARES, LAURA;35.03;PETERS, HALEY MCCLOSKEY;14.88;DAVYDOVA, MARIA MARGARITA;4.73;GOMES DA SILVA, SOFIA CAROLINA;10.47;RODRIGUEZ MANSO, LEONOR DEL PILAR;0.57;TINEO HERNANDEZ, BLANCA CELIA;1.58;JORDANA BOFILL, NOEMI;4.88;JORDANA BOFILL, NOEMI;0.41;STEJSKALOVA, MICHAELA;3.04;ELONU, ADAORA NNENNA;4.32;LIZARAZU JAUREGI, INTZA;0.89;ZLATANOVA, JAKLIN;3.12;DAVYDOVA, MARIA MARGARITA;5.42;GOMES DA SILVA, SOFIA CAROLINA;8.53;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;3.88;ROSS, ADRIANNE NICOLE;1.74;ROSS, ADRIANNE NICOLE;3.52;ELONU, ADAORA NNENNA;0.74;ZLATANOVA, JAKLIN;0.42;HERRERA GORDILLO, TERESA;0.0;SUAREZ UTRERO, ANA MARIA;3.04;GOMEZ IGUAL, ANNA;4.62;SILVA SERRANO, ROSELIS CAROLINA;16.43;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0;HERRERA GORDILLO, TERESA;0.0
BRAVARD, CIERRA  NICHOLE;34.83;POP, CLAUDIA MONICA;14.42;VEGA REBORA, GISELA VERONICA;4.69;ABALDE DIAZ, TAMARA;9.73;MARGINEAN, GABRIELA;0.56;DIEZ FERNANDEZ, NAIARA;1.58;ROMEO, NICOLE ELAINE;4.88;DIEZ FERNANDEZ, NAIARA;0.41;MARKOVIC, MARINA;3.0;STEJSKALOVA, MICHAELA;4.19;POP, CLAUDIA MONICA;0.89;MARKOVIC, NEVENA;2.65;ELONU, ADAORA NNENNA;5.37;EVERS, EMILY ANN;8.36;FERRARI CALABRO, PAOLA ANDREA;3.85;ROYO TORRES, MARIA ESTELA;1.65;ROYO TORRES, MARIA ESTELA;3.46;VITOLA, KRISTINE;0.62;GOMEZ NOVO, MARIA ARANZAZU;0.39;SANCHEZ VENTURA, CARMEN;0.0;ELONU, ADAORA NNENNA;3.0;FERRARI CALABRO, PAOLA ANDREA;4.23;PYE, TAYSHA RENAE;15.45;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0;SANCHEZ VENTURA, CARMEN;0.0
SUAREZ UTRERO, ANA MARIA;33.99;SARR, OUMOUL KHAIRY;14.36;ZLATANOVA, JAKLIN;4.69;GIL COLLADO, LAURA;9.32;ELONU, ADAORA NNENNA;0.56;MOLINA PRADOS MARTIN BURO, JUANA MARIA;1.55;MOLINA PRADOS MARTIN BURO, JUANA MARIA;4.86;BUCH ROSELL, ROSO;0.41;ABALDE DIAZ, TAMARA;2.73;ABALDE DIAZ, TAMARA;4.12;ALIAGA ROMERO, LAURA;0.88;GOMES DA SILVA, SOFIA CAROLINA;2.47;PIRSIC, SANDRA;5.19;PIRSIC, SANDRA;8.35;GEMELOS, JACQUELINE ANN;3.44;MARGINEAN, GABRIELA;1.65;COULIBALY, NAIGNOUMA;3.32;EVERS, EMILY ANN;0.6;ROYO TORRES, MARIA ESTELA;0.38;DEURA, MILICA;0.0;MARKOVIC, NEVENA;3.0;CALDWELL, TALIA ADAIAH;4.17;VEGA REBORA, GISELA VERONICA;15.31;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0;DEURA, MILICA;0.0
