Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
ARIZTIMUO LOPEZ, ITZIAR;['LOINTEK GERNIKA BIZKAIA'];27.0;20.17;5.3;1.26;2.56;0.49;0.52;1.85;0.28;1.22;1.59;0.77;0.41;1.48;1.89;2.33;0.78;1.89;0.0;0.19;0.0;0.78;2.67;7.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASINDE, JANE;['DURÁN MAQUINARIA ENSINO'];9.0;10.18;2.44;0.67;2.44;0.27;0.11;0.44;0.25;0.78;1.11;0.7;0.33;1.33;1.67;0.11;0.11;1.11;0.0;0.11;0.0;1.22;1.11;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASURMENDI VILLAVERDE, MARIA DEL CARMEN;['OSES CONSTRUCCION'];30.0;23.82;6.33;0.87;2.0;0.43;1.03;3.6;0.29;1.5;1.73;0.87;0.23;2.37;2.6;2.9;0.97;1.9;0.03;0.17;0.0;1.23;2.47;8.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATKINSON, TANAYA MECHELLE;['CASADEMONT ZARAGOZA'];28.0;24.27;10.36;3.39;5.82;0.58;0.46;1.5;0.31;2.18;3.07;0.71;0.89;3.68;4.57;2.36;0.89;1.75;0.07;0.25;0.0;0.93;2.96;14.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AYUSO BAGUR, AINA;['HOZONO GLOBAL JAIRIS'];29.0;26.87;9.69;2.66;5.28;0.5;0.93;3.52;0.26;1.59;2.24;0.71;1.0;4.45;5.45;4.48;1.55;1.9;0.1;0.17;0.03;2.9;3.48;14.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BAINES, AZANA NAHIMANA;['CADI LA SEU'];23.0;17.84;5.74;2.13;5.04;0.42;0.17;1.22;0.14;0.96;1.22;0.79;0.65;2.39;3.04;0.39;0.61;1.57;0.04;0.35;0.0;1.13;1.09;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BALDONEDO VILA, ELENA;['BAXI FERROL'];1.0;1.53;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BANASZAK, LILIANA ALEKSANDRA;['MOVISTAR ESTUDIANTES'];30.0;20.87;7.27;2.33;4.8;0.49;0.63;2.43;0.26;0.7;1.1;0.64;1.67;3.03;4.7;1.4;1.33;1.63;0.1;0.27;0.0;3.5;1.3;6.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BECKER, NIYAH CG;['IDK EUSKOTREN'];29.0;17.74;5.59;1.83;4.14;0.44;0.1;0.83;0.12;1.62;2.17;0.75;1.52;2.17;3.69;0.62;0.72;1.14;0.31;0.21;0.0;1.48;1.79;6.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BENITO DZ, ELENA;['PERFUMERIAS AVENIDA'];1.0;1.22;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BERMEJO ESCRIBANO, DEVA;['CLUB JOVENTUT BADALONA'];15.0;8.28;1.53;0.27;0.87;0.31;0.07;1.4;0.05;0.8;0.93;0.86;0.13;0.73;0.87;0.87;0.33;0.6;0.0;0.13;0.0;1.07;1.27;1.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BERTSCH, MORGAN QUINN;['HOZONO GLOBAL JAIRIS'];30.0;25.13;13.2;4.07;8.07;0.5;0.97;2.23;0.43;2.17;3.0;0.72;0.87;2.93;3.8;1.1;0.7;2.13;0.37;0.23;0.0;1.93;3.2;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BETTENCOURT CORREIA, MARIA JOAO;['DURÁN MAQUINARIA ENSINO'];17.0;10.37;2.12;0.65;2.18;0.3;0.12;1.0;0.12;0.47;0.59;0.8;0.29;1.0;1.29;1.06;0.18;1.24;0.0;0.06;0.0;1.47;0.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BIBBY, CHLOE LOUISE;['SPAR GIRONA'];30.0;29.39;17.77;3.5;6.73;0.52;2.47;5.43;0.45;3.37;4.07;0.83;1.1;3.83;4.93;2.17;1.3;1.63;0.27;0.17;0.0;1.8;3.1;19.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BLANCO MORCILLO, MARIA DEL CARMEN;['OSES CONSTRUCCION'];7.0;7.41;1.43;0.29;0.57;0.5;0.29;0.29;1.0;0.0;0.0;0.0;0.14;0.43;0.57;0.43;0.14;0.29;0.0;0.0;0.0;0.86;0.57;1.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOGICEVIC, NINA;['CADI LA SEU'];7.0;6.55;1.57;0.0;0.57;0.0;0.43;1.29;0.33;0.29;0.29;1.0;0.14;0.57;0.71;0.0;0.0;0.29;0.14;0.0;0.0;0.29;0.14;0.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOGICEVIC, SNEZANA;['OSES CONSTRUCCION'];9.0;15.08;3.67;1.56;4.22;0.37;0.11;0.56;0.2;0.22;0.22;1.0;0.89;1.11;2.0;0.78;0.56;1.33;0.22;0.11;0.0;2.0;0.44;1.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BRCANINOVIC, MELISA;['CASADEMONT ZARAGOZA'];28.0;10.04;2.96;0.61;1.25;0.49;0.36;1.71;0.21;0.68;0.89;0.76;0.32;1.61;1.93;0.25;0.36;0.57;0.07;0.0;0.0;1.04;1.36;3.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BREWER, BRITTANY AUTUMN;['KUTXABANK ARASKI'];28.0;24.92;8.86;3.93;7.89;0.5;0.0;0.21;0.0;1.0;1.36;0.74;1.32;2.96;4.29;1.25;0.54;2.25;0.36;0.07;0.04;2.86;1.64;7.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BRONCANO AVELLANEDA, IRENE;['VALENCIA B.C.'];4.0;5.61;0.75;0.0;0.0;0.0;0.25;1.25;0.2;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BROTONS PASCUAL, MONTSERRAT;['KUTXABANK ARASKI'];30.0;10.44;1.97;0.8;1.83;0.44;0.03;0.23;0.14;0.27;0.33;0.8;0.43;0.97;1.4;0.33;0.27;0.67;0.03;0.07;0.0;1.87;0.4;0.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BUCH ROSELL, ROSO;['IDK EUSKOTREN'];29.0;26.74;9.24;2.45;6.14;0.4;0.9;2.72;0.33;1.66;1.9;0.87;0.38;2.1;2.48;1.69;1.1;1.69;0.07;0.17;0.0;1.76;1.76;7.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BUENAVIDA ESTEVEZ, ELENA;['LOINTEK GERNIKA BIZKAIA'];29.0;23.55;9.72;2.55;5.38;0.47;0.83;2.72;0.3;2.14;2.66;0.81;1.45;1.69;3.14;2.31;1.45;2.14;0.07;0.17;0.0;2.41;2.69;9.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BUHNER, FRIEDA MIZZI;['MOVISTAR ESTUDIANTES'];30.0;22.14;9.73;2.37;5.13;0.46;1.07;2.93;0.36;1.8;2.47;0.73;1.1;3.07;4.17;0.77;0.9;1.4;0.17;0.47;0.03;1.47;2.33;9.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BULGAK, ADUT ATEM;['IDK EUSKOTREN'];14.0;29.66;11.64;3.0;5.86;0.51;0.93;3.43;0.27;2.86;3.36;0.85;1.86;6.14;8.0;1.21;0.5;2.71;0.0;0.14;0.0;2.5;3.71;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BURA, PATRICIA;['MOVISTAR ESTUDIANTES'];17.0;13.23;2.88;1.12;2.94;0.38;0.0;0.12;0.0;0.65;1.18;0.55;1.59;1.29;2.88;0.24;0.47;0.76;0.18;0.18;0.0;1.06;1.18;3.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BURANI, AGOSTINA PAOLA;['SPAR GRAN CANARIA'];29.0;26.64;4.31;0.66;1.41;0.46;0.72;2.38;0.3;0.83;1.21;0.69;1.03;3.66;4.69;1.17;1.07;1.1;0.1;0.07;0.0;1.62;1.83;7.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CALDWELL, MAYA DENISE;['SPAR GIRONA'];19.0;22.05;6.63;1.42;3.63;0.39;0.68;2.58;0.27;1.74;2.0;0.87;1.58;3.05;4.63;1.47;1.0;0.89;0.26;0.16;0.0;1.84;1.84;8.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CALHOUN, SIERRA LASHE;['SPAR GRAN CANARIA'];9.0;13.39;4.56;1.11;2.78;0.4;0.44;2.44;0.18;1.0;1.22;0.82;0.78;2.0;2.78;0.0;0.33;0.44;0.0;0.11;0.0;0.78;1.11;3.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAMILION CUCCARO, JUANA;['MOVISTAR ESTUDIANTES'];30.0;28.92;9.2;1.93;4.43;0.44;0.97;3.27;0.3;2.43;2.9;0.84;0.97;2.73;3.7;2.23;1.57;1.97;0.13;0.2;0.0;2.63;3.6;10.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CANELLA RODRIGUEZ, MARTA;['SPAR GIRONA'];30.0;19.49;2.1;0.7;1.33;0.53;0.03;0.53;0.06;0.6;0.83;0.72;0.83;2.83;3.67;2.0;0.97;0.8;0.1;0.0;0.0;2.33;1.27;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CARBONELL SOTO, MARINA;['SPAR GRAN CANARIA'];1.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CARGOL BERGA, AINA;['SPAR GIRONA'];8.0;3.23;1.0;0.0;0.12;0.0;0.25;0.75;0.33;0.25;0.25;1.0;0.0;0.38;0.38;0.12;0.12;0.38;0.0;0.0;0.0;0.25;0.25;0.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CARRERA QUINTANA, RAQUEL;['VALENCIA B.C.'];9.0;17.26;6.0;2.11;4.22;0.5;0.22;1.0;0.22;1.11;2.11;0.53;0.56;3.22;3.78;1.33;1.11;0.67;0.56;0.11;0.0;1.0;2.0;9.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CARTER, ARICA DERRIS;['PERFUMERIAS AVENIDA'];27.0;25.81;11.89;2.37;5.22;0.45;2.0;4.85;0.41;1.15;1.41;0.82;0.63;1.85;2.48;2.96;1.48;1.78;0.07;0.3;0.0;1.81;1.67;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CASAS CARRERAS, QUERALT;['VALENCIA B.C.'];27.0;23.47;6.93;1.81;5.07;0.36;0.7;1.81;0.39;1.19;1.56;0.76;0.3;2.67;2.96;2.41;2.11;1.3;0.07;0.04;0.0;0.48;1.93;9.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CASTEDO POTENTE, ESTHER;['DURÁN MAQUINARIA ENSINO'];30.0;28.15;7.57;1.2;3.77;0.32;1.3;4.57;0.28;1.27;1.53;0.83;0.8;1.7;2.5;1.9;1.13;1.73;0.0;0.23;0.0;1.53;2.4;6.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CASTELLANO ESCOLAR, MAIDER;['KUTXABANK ARASKI'];3.0;2.14;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.33;0.33;0.67;0.0;0.0;0.33;0.0;0.0;0.0;0.33;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CASTRO MARRERO, SARA;['SPAR GRAN CANARIA'];5.0;3.43;2.0;0.4;0.8;0.5;0.4;1.0;0.4;0.0;0.0;0.0;0.2;0.2;0.4;0.0;0.0;0.2;0.0;0.2;0.0;0.6;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHERY, KENDRA MARIE-CHRISTIANE;['LOINTEK GERNIKA BIZKAIA'];30.0;27.34;8.1;2.5;5.7;0.44;0.63;3.0;0.21;1.2;1.73;0.69;1.5;3.13;4.63;1.0;1.07;1.27;0.5;0.17;0.0;2.07;1.77;7.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CLAESSENS, NASTJA;['IDK EUSKOTREN'];27.0;14.16;3.37;0.96;1.67;0.58;0.41;1.7;0.24;0.22;0.3;0.75;0.56;1.22;1.78;0.63;0.37;0.74;0.19;0.0;0.0;1.48;0.63;2.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COLLINS, AMIRA JANAYE;['BAXI FERROL'];10.0;14.21;3.9;1.2;4.0;0.3;0.2;1.6;0.12;0.9;1.7;0.53;0.4;1.7;2.1;0.4;0.2;1.6;0.1;0.3;0.0;1.6;1.3;-0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CONTELL SANCHIS, CLAUDIA;['SPAR GRAN CANARIA'];30.0;24.15;9.2;2.5;6.67;0.38;0.63;3.13;0.2;2.3;3.13;0.73;0.8;1.4;2.2;1.37;1.43;1.77;0.27;0.23;0.0;2.53;3.23;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COOPER, SAMANTHA EMMA;['CELTA  FEMXA ZORKA'];29.0;24.19;9.9;2.41;6.52;0.37;1.14;3.41;0.33;1.66;2.28;0.73;1.45;2.59;4.03;1.1;0.38;1.83;0.03;0.69;0.0;2.69;2.21;6.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CORNELIUS, LAURA;['PERFUMERIAS AVENIDA'];28.0;18.18;5.79;0.96;2.18;0.44;0.93;2.71;0.34;1.07;1.11;0.97;0.32;2.14;2.46;1.36;0.29;1.86;0.0;0.14;0.0;1.86;1.46;4.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COTANO DE JUAN, REBECA;['CLUB JOVENTUT BADALONA'];28.0;11.51;3.07;1.25;2.5;0.5;0.14;0.39;0.36;0.14;0.21;0.67;0.5;1.32;1.82;0.82;0.39;0.79;0.07;0.07;0.04;0.82;0.29;3.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COULIBALY, MARIAM ALOU;['CLUB JOVENTUT BADALONA'];28.0;31.77;22.04;6.75;10.96;0.62;1.07;3.29;0.33;5.32;6.36;0.84;2.75;8.04;10.79;1.11;1.18;2.36;0.39;0.32;0.07;2.32;5.68;29.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COULIBALY, NAIGNOUMA;['CADI LA SEU'];12.0;9.63;4.17;1.58;3.0;0.53;0.0;0.0;0.0;1.0;1.92;0.52;1.33;1.92;3.25;0.17;0.25;1.83;0.25;0.0;0.0;1.42;1.67;4.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CRUZ LEBRATO, ANNA;['CLUB JOVENTUT BADALONA'];30.0;20.46;6.23;1.7;4.1;0.41;0.73;1.7;0.43;0.63;0.97;0.66;0.4;2.77;3.17;2.8;0.87;1.8;0.03;0.1;0.0;1.43;1.2;7.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CZUKOR, DALMA;['CASADEMONT ZARAGOZA'];7.0;14.47;6.43;0.71;1.43;0.5;1.57;3.57;0.44;0.29;0.29;1.0;0.43;1.0;1.43;0.86;1.29;0.71;0.14;0.14;0.0;2.57;0.57;4.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DAVIS, JORI N.;['BAXI FERROL'];29.0;11.7;2.59;0.86;1.62;0.53;0.1;0.52;0.2;0.55;0.59;0.94;0.45;0.97;1.41;0.86;0.24;1.21;0.03;0.1;0.0;1.1;0.93;2.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE LA FUENTE DE LA PUENTE, MARTA;['SPAR GRAN CANARIA'];7.0;0.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DELAERE, ANTONIA LAURA A.;['PERFUMERIAS AVENIDA'];14.0;18.98;3.57;0.57;1.64;0.35;0.71;2.14;0.33;0.29;0.36;0.8;0.14;1.29;1.43;1.43;0.36;0.93;0.07;0.07;0.0;1.57;0.57;2.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
