Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
GRETTER, MELISA PAOLA;37.98;COULIBALY, MARIAM ALOU;22.04;COULIBALY, MARIAM ALOU;6.75;COULIBALY, MARIAM ALOU;10.96;GUERRERO ALCANTARA, CAROLINA;0.67;BIBBY, CHLOE LOUISE;2.47;ERJAVEC, KARLA;6.13;PIERRE LOUIS, VIONISE ARON'S;1.0;COULIBALY, MARIAM ALOU;5.32;COULIBALY, MARIAM ALOU;6.36;ALBERDI LARRUCEA, MARTA;1.0;MUNUNGA, BETHY;3.65;COULIBALY, MARIAM ALOU;8.04;COULIBALY, MARIAM ALOU;10.79;ROMERO GONZALEZ, LETICIA;5.42;SORIANO PEREZ, CLAUDIA;3.3;LISOWA MBAKA, MAXUELLA MARIE D.;3.69;MUREKATETE, BELLA;0.88;COOPER, SAMANTHA EMMA;0.69;HERMOSA MONREAL, NEREA;0.08;BANASZAK, LILIANA ALEKSANDRA;3.5;COULIBALY, MARIAM ALOU;5.68;COULIBALY, MARIAM ALOU;29.04;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0;HERNANDEZ MARTINEZ, ANDREA;0.0
SAMSON, CLEMENTINE;32.25;BIBBY, CHLOE LOUISE;17.77;GATLING, MARKEISHA CHERTE;5.41;GATLING, MARKEISHA CHERTE;8.94;ALEXANDER, KAYLA JANINE;0.65;IAGUPOVA, ALINA;2.11;IAGUPOVA, ALINA;5.89;MAVUNGA, TAFADZWA STEPHANIE PAULA;0.5;JAMES, KAI AFI GNOZI NONI;3.63;JAMES, KAI AFI GNOZI NONI;4.79;PALMA JORGE, ANA MARIA;1.0;MAVUNGA, TAFADZWA STEPHANIE PAULA;3.03;MUNUNGA, BETHY;6.46;MUNUNGA, BETHY;10.12;ORTIZ VIVES, MARIONA;5.21;RAVENTOS ROIG, LAIA;2.16;SORIANO PEREZ, CLAUDIA;3.3;MAVUNGA, TAFADZWA STEPHANIE PAULA;0.77;HAIDARA, MAIMOUNA;0.53;COULIBALY, MARIAM ALOU;0.07;MUREKATETE, BELLA;3.38;MELIA, CLAIRE;4.97;BIBBY, CHLOE LOUISE;19.2;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0;HEMPE, MERRIT RAMONA;0.0
COULIBALY, MARIAM ALOU;31.77;DEMBELE, GNERE ALIMA;15.33;KONE, SIKA;5.07;JAMES, KAI AFI GNOZI NONI;8.32;KONE, SIKA;0.65;CARTER, ARICA DERRIS;2.0;BIBBY, CHLOE LOUISE;5.43;VIDAL ACUA, SARA;0.45;BIBBY, CHLOE LOUISE;3.37;MUREKATETE, BELLA;4.12;GRETTER, MELISA PAOLA;1.0;GIOMI, LYDIA MORA;3.0;EZEIGBO, NNEKA CHIZOBA;5.5;EZEIGBO, NNEKA CHIZOBA;8.43;TADIC, MATEA;4.93;CASAS CARRERAS, QUERALT;2.11;HAIDARA, MAIMOUNA;2.97;DODSON, MAYA ANNE CRISENCIA;0.76;SORIANO PEREZ, CLAUDIA;0.47;LPEZ-SNCHAL, LOU;0.04;TADIC, MATEA;3.37;MUREKATETE, BELLA;4.23;KONE, SIKA;17.73;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0;BALDONEDO VILA, ELENA;0.0
ERJAVEC, KARLA;31.44;SALVADORES ALVAREZ, ANGELA;13.63;ALEXANDER, KAYLA JANINE;4.82;HAIDARA, MAIMOUNA;8.27;LUNDQUIST, KLARA MARIA SUSSANE;0.62;MAXWELL, BRYNNA MARIE;1.74;HERMIDA HERRAEZ, MARTA;5.0;BIBBY, CHLOE LOUISE;0.45;MAWULI, STEPHANIE;3.27;BIBBY, CHLOE LOUISE;4.07;VIDAL ACUA, SARA;1.0;JAMES, KAI AFI GNOZI NONI;3.0;HAIDARA, MAIMOUNA;5.1;HAIDARA, MAIMOUNA;7.7;AYUSO BAGUR, AINA;4.48;TADIC, MATEA;1.87;HOWARD, LAURA RACHEL;2.93;HERMOSA MONREAL, NEREA;0.6;ERJAVEC, KARLA;0.47;VAN DEN ADEL, NATALIE ISABELLE;0.04;LISOWA MBAKA, MAXUELLA MARIE D.;3.17;TADIC, MATEA;4.07;LUNDQUIST, KLARA MARIA SUSSANE;16.53;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0;MONTERO PIA, VALERIA ALEJANDRA;0.0
HILL, SAMANTHA ELIZABETH HOLLIDAY;31.33;BERTSCH, MORGAN QUINN;13.2;DEMBELE, GNERE ALIMA;4.33;DEMBELE, GNERE ALIMA;8.23;COULIBALY, MARIAM ALOU;0.62;SOLER RAMI, JLIA;1.67;SALVADORES ALVAREZ, ANGELA;4.97;DOMINGUEZ FERNANDEZ, SILVIA;0.43;HILL, SAMANTHA ELIZABETH HOLLIDAY;3.13;MAWULI, STEPHANIE;4.03;RODRIGUEZ DOMINGUEZ, NATALIA;1.0;EZEIGBO, NNEKA CHIZOBA;2.93;FAM THIAM, AWA;4.6;GIOMI, LYDIA MORA;7.17;GERVASINI LACORZANA, AINHOA;3.9;LISOWA MBAKA, MAXUELLA MARIE D.;1.86;ORTIZ VIVES, MARIONA;2.79;MUNUNGA, BETHY;0.58;BUHNER, FRIEDA MIZZI;0.47;COTANO DE JUAN, REBECA;0.04;SORIANO PEREZ, CLAUDIA;3.07;GIL COLLADO, LAURA;3.97;MUNUNGA, BETHY;16.38;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0;LLAVERO SANCHEZ, DANIELA;0.0
TADIC, MATEA;31.04;SAMSON, CLEMENTINE;13.2;HAIDARA, MAIMOUNA;4.27;BERTSCH, MORGAN QUINN;8.07;GATLING, MARKEISHA CHERTE;0.61;ERJAVEC, KARLA;1.67;CARTER, ARICA DERRIS;4.85;BERTSCH, MORGAN QUINN;0.43;MELIA, CLAIRE;2.9;HILL, SAMANTHA ELIZABETH HOLLIDAY;3.87;CORNELIUS, LAURA;0.97;COULIBALY, MARIAM ALOU;2.75;KONE, SIKA;4.53;JAMES, KAI AFI GNOZI NONI;6.95;GRETTER, MELISA PAOLA;3.87;SOLER RAMI, JLIA;1.77;JAMES, KAI AFI GNOZI NONI;2.79;DJIU MORRO, NOA MARIA;0.57;LAHTINEN, LOTTA-MAJ WILHELMIINA;0.39;GELDOF, SERENA LYNN PETRA;0.04;MUNGO LANZETTI, JULIETA;3.0;LISOWA MBAKA, MAXUELLA MARIE D.;3.93;MAVUNGA, TAFADZWA STEPHANIE PAULA;15.87;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0;GARCIA SAN BLAS, AINARA;0.0
MUNUNGA, BETHY;30.54;KONE, SIKA;12.7;MUREKATETE, BELLA;4.19;EZEIGBO, NNEKA CHIZOBA;8.03;MAVUNGA, TAFADZWA STEPHANIE PAULA;0.59;LPEZ-SNCHAL, LOU;1.63;SAMSON, CLEMENTINE;4.83;CRUZ LEBRATO, ANNA;0.43;DEMBELE, GNERE ALIMA;2.87;DEMBELE, GNERE ALIMA;3.67;DAVIS, JORI N.;0.94;HAIDARA, MAIMOUNA;2.6;AYUSO BAGUR, AINA;4.45;MAVUNGA, TAFADZWA STEPHANIE PAULA;6.73;SORIANO PEREZ, CLAUDIA;3.87;MESTRES RICART, GALA;1.72;MUREKATETE, BELLA;2.77;EZEIGBO, NNEKA CHIZOBA;0.53;MAVUNGA, TAFADZWA STEPHANIE PAULA;0.37;GUERRERO ALCANTARA, CAROLINA;0.04;AYUSO BAGUR, AINA;2.9;HILL, SAMANTHA ELIZABETH HOLLIDAY;3.77;EZEIGBO, NNEKA CHIZOBA;15.8;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0;REDONDO DE SANTA ANA, SUSANA;0.0
LISOWA MBAKA, MAXUELLA MARIE D.;30.02;GATLING, MARKEISHA CHERTE;12.53;GIOMI, LYDIA MORA;4.17;BREWER, BRITTANY AUTUMN;7.89;PIERRE LOUIS, VIONISE ARON'S;0.59;JORIS, INE;1.62;RODRIGUEZ ARRIBAS, LUCIA;4.82;VITOLA, KRISTINE;0.42;WESTERIK, LAURA;2.63;MELIA, CLAIRE;3.63;TORRENS SALOM, ALBA;0.93;GATLING, MARKEISHA CHERTE;2.12;LUNDQUIST, KLARA MARIA SUSSANE;4.37;KONE, SIKA;6.63;MATAIX GUILL, ANGELA;3.73;HERMIDA HERRAEZ, MARTA;1.66;HERMIDA HERRAEZ, MARTA;2.76;CHERY, KENDRA MARIE-CHRISTIANE;0.5;GONZALEZ DUARTE, LARA;0.37;BREWER, BRITTANY AUTUMN;0.04;GIOMI, LYDIA MORA;2.9;MAWULI, STEPHANIE;3.7;MELIA, CLAIRE;15.6;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0;TOURE DONASTORG, AISA CAROLINA;0.0
BIBBY, CHLOE LOUISE;29.39;HOWARD, LAURA RACHEL;12.52;MUNUNGA, BETHY;4.15;MUREKATETE, BELLA;7.85;CLAESSENS, NASTJA;0.58;FEQUIERE, JESSICA;1.6;HOLESINSKA, PETRA;4.76;TORRENS SALOM, ALBA;0.42;SALVADORES ALVAREZ, ANGELA;2.63;EZEIGBO, NNEKA CHIZOBA;3.47;IAGUPOVA, ALINA;0.93;KONE, SIKA;2.1;MASSEY, BILLIE KIM;4.3;FAM THIAM, AWA;6.33;SALVADORES ALVAREZ, ANGELA;3.53;LUNDQUIST, KLARA MARIA SUSSANE;1.63;TADIC, MATEA;2.7;MELIA, CLAIRE;0.5;ALEXANDER, KAYLA JANINE;0.36;TATE, IMANI TY LEAH;0.04;BREWER, BRITTANY AUTUMN;2.86;CAMILION CUCCARO, JUANA;3.6;ALEXANDER, KAYLA JANINE;15.36;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0;BOGICEVIC, NINA;0.0
CAMILION CUCCARO, JUANA;28.92;ALEXANDER, KAYLA JANINE;12.18;JAMES, KAI AFI GNOZI NONI;4.11;KONE, SIKA;7.83;MUNUNGA, BETHY;0.58;SAMSON, CLEMENTINE;1.6;HILL, SAMANTHA ELIZABETH HOLLIDAY;4.67;HRISTOVA, BORISLAVA;0.41;MUREKATETE, BELLA;2.5;SALVADORES ALVAREZ, ANGELA;3.47;TOUR, MAMIGNAN;0.93;FINGALL, NADIA ANGELIQUE;2.03;DEMBELE, GNERE ALIMA;4.23;MASSEY, BILLIE KIM;6.27;RAMETTE, ELISE CLAUDINE;3.53;HAIDARA, MAIMOUNA;1.63;GERVASINI LACORZANA, AINHOA;2.69;SAMSON, CLEMENTINE;0.47;BAINES, AZANA NAHIMANA;0.35;MAVUNGA, TAFADZWA STEPHANIE PAULA;0.03;GATLING, MARKEISHA CHERTE;2.82;KONE, SIKA;3.57;ATKINSON, TANAYA MECHELLE;14.18;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0;FRASER, BRIANNA ASHAKI;0.0
