Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
FERRARI CALABRO, PAOLA ANDREA;39.2;HODGES, RONEEKA RAYSHELL;16.9;CARTER, AMISHA LOLINA;7.05;CARTER, AMISHA LOLINA;12.37;ESPAA ALMENDRO, MARIA;0.67;FERRARI CALABRO, PAOLA ANDREA;2.82;FERRARI CALABRO, PAOLA ANDREA;8.06;NWAIGWE, UGOCHI NICOLE;1.0;GOMES COLHADO, NADIA;3.32;GOMES COLHADO, NADIA;4.74;MARGINEAN, GABRIELA;0.96;IMOVBIOH, SARAH;4.15;FORSTER, JULIA CHRISTINE;7.77;FORSTER, JULIA CHRISTINE;11.54;FERRARI CALABRO, PAOLA ANDREA;5.29;BARBEE, SHACOBIA SHAUNTE;3.04;FERRARI CALABRO, PAOLA ANDREA;5.0;MOKANGO, CHANEL MODIRI;1.28;BREEDLOVE, STARR REGINA;0.55;TERRER VAN GOOL, RAQUEL;0.0;TETEMONDOVA, KATARINA;3.52;BARBEE, SHACOBIA SHAUNTE;4.62;GOMES COLHADO, NADIA;21.84;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0;TERRER VAN GOOL, RAQUEL;0.0
HODGES, RONEEKA RAYSHELL;36.91;FERRARI CALABRO, PAOLA ANDREA;16.88;GOMES COLHADO, NADIA;6.58;FORSTER, JULIA CHRISTINE;12.19;DE SOUZA MACHADO, ERIKA CRISTINA;0.64;ROMEO, NICOLE ELAINE;2.23;HODGES, RONEEKA RAYSHELL;7.52;GIVENS, KRISI TIJANA;0.6;IBEKWE, IFUNANYA DEBBIE;3.0;BARBEE, SHACOBIA SHAUNTE;4.04;BETTENCOURT CORREIA, MARIA JOAO;0.92;COULIBALY, MARIAM ALOU;3.92;GOMES COLHADO, NADIA;6.68;COULIBALY, MARIAM ALOU;10.0;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;4.62;FERRARI CALABRO, PAOLA ANDREA;2.71;SUAREZ UTRERO, ANA MARIA;3.95;ALMINAITE, KRISITINA;1.14;ROSANIO, PAMELA CATHERINE;0.54;GARZO FERNANDEZ, YOLANDA;0.0;FERRARI CALABRO, PAOLA ANDREA;3.18;SANCHEZ MARRUFO, BEATRIZ;4.5;CARTER, AMISHA LOLINA;21.63;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0;GARZO FERNANDEZ, YOLANDA;0.0
OCETE CASTILLO, GABRIELA;36.12;CARTER, AMISHA LOLINA;16.68;DE SOUZA MACHADO, ERIKA CRISTINA;6.0;DACIC, DUBRAVKA;11.48;GOMES COLHADO, NADIA;0.6;HODGES, RONEEKA RAYSHELL;2.19;ROMEO, NICOLE ELAINE;6.08;LLORENTE, VICTORIA;0.53;TIRERA, MEIYA;2.85;IMOVBIOH, SARAH;3.88;GARI GILABERT, IRENE DEL REBOLLET;0.88;FORSTER, JULIA CHRISTINE;3.77;PEREZ ARAUJO, MARIA;6.5;IMOVBIOH, SARAH;9.65;OCETE CASTILLO, GABRIELA;4.44;SILVA SERRANO, ROSELIS CAROLINA;2.4;OCETE CASTILLO, GABRIELA;3.8;GOMES COLHADO, NADIA;0.95;PEREZ ARAUJO, MARIA;0.54;TAINTA LIZALDE, ANA;0.0;SARR, OUMOUL KHAIRY;3.12;ROMEO, NICOLE ELAINE;4.38;FORSTER, JULIA CHRISTINE;19.77;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0;TAINTA LIZALDE, ANA;0.0
BARBEE, SHACOBIA SHAUNTE;35.98;GOMES COLHADO, NADIA;16.47;FORSTER, JULIA CHRISTINE;5.58;MOKANGO, CHANEL MODIRI;11.4;GIVENS, KRISI TIJANA;0.6;TETEMONDOVA, KATARINA;2.08;TETEMONDOVA, KATARINA;5.8;JENKINS, ALISIA LAJEWEL CHARLESNEIA;0.5;JENKINS, ALISIA LAJEWEL CHARLESNEIA;2.81;ABALDE DIAZ, TAMARA;3.83;DELGADO PONTES, MARINA;0.86;DE SOUZA MACHADO, ERIKA CRISTINA;3.0;DACIC, DUBRAVKA;6.17;GOMES COLHADO, NADIA;9.32;STANACEV, ALEKSANDRA;4.31;IBEKWE, IFUNANYA DEBBIE;2.3;ROMEO, NICOLE ELAINE;3.54;DE SOUZA MACHADO, ERIKA CRISTINA;0.94;FORSTER, JULIA CHRISTINE;0.5;BABKINA, ELINA;0.0;DUNHAM, HAILEY MARNELL;3.07;GOMES COLHADO, NADIA;4.37;BARBEE, SHACOBIA SHAUNTE;19.31;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0;BABKINA, ELINA;0.0
SANCHEZ MARRUFO, BEATRIZ;35.54;ALSTON, AMERYST DANAE;16.08;MOKANGO, CHANEL MODIRI;5.36;GOMES COLHADO, NADIA;10.95;GONZALEZ DUARTE, LARA;0.58;CABRERA ARGUELLO, PATRICIA;1.85;STEJSKALOVA, MICHAELA;5.77;DE SA CASTRO NEVES, CATARINA;0.47;ALSTON, AMERYST DANAE;2.8;IBEKWE, IFUNANYA DEBBIE;3.83;SILVA SERRANO, ROSELIS CAROLINA;0.85;ABALDE DIAZ, TAMARA;2.92;COULIBALY, MARIAM ALOU;6.08;PEREZ ARAUJO, MARIA;8.85;SUAREZ UTRERO, ANA MARIA;3.95;CARTER, AMISHA LOLINA;2.21;IBEKWE, IFUNANYA DEBBIE;3.52;DACIC, DUBRAVKA;0.83;LYRA MACEDO, ISABELA RAMONA;0.5;ALLISON, RACHEL LINDSAY;0.0;FORSTER, JULIA CHRISTINE;3.0;ABALDE DIAZ, TAMARA;4.29;DE SOUZA MACHADO, ERIKA CRISTINA;18.38;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0;ALLISON, RACHEL LINDSAY;0.0
PEREZ ARAUJO, MARIA;35.01;IBEKWE, IFUNANYA DEBBIE;15.91;EDWARDS, ARIEL JOY;5.12;DUNHAM, HAILEY MARNELL;10.8;CARTER, AMISHA LOLINA;0.57;ALEKSIC, SNEZANA;1.75;ROSANIO, PAMELA CATHERINE;5.65;ELONU, ADAORA NNENNA;0.44;FERRARI CALABRO, PAOLA ANDREA;2.76;TIRERA, MEIYA;3.77;ROMEO, NICOLE ELAINE;0.84;JENKINS, ALISIA LAJEWEL CHARLESNEIA;2.81;TETEMONDOVA, KATARINA;6.04;CARTER, AMISHA LOLINA;8.79;DOMINGUEZ FERNANDEZ, SILVIA;3.86;BREEDLOVE, STARR REGINA;2.18;HARRIS, BRENAE NICOLE;3.38;FORSTER, JULIA CHRISTINE;0.81;TIRERA, MEIYA;0.5;ARMSTRONG, ANNE MARIE;0.0;BAHI BLANQUERA, GEORGINA;3.0;IBEKWE, IFUNANYA DEBBIE;4.0;IBEKWE, IFUNANYA DEBBIE;18.04;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0;ARMSTRONG, ANNE MARIE;0.0
STANACEV, ALEKSANDRA;34.9;EDWARDS, ARIEL JOY;15.33;KNIGHT, LESLIE FAYE;4.96;EDWARDS, ARIEL JOY;10.42;ELONU, ADAORA NNENNA;0.56;IBEKWE, IFUNANYA DEBBIE;1.7;CABRERA ARGUELLO, PATRICIA;5.19;RODRIGUEZ MANSO, LEONOR DEL PILAR;0.44;FORSTER, JULIA CHRISTINE;2.69;ALSTON, AMERYST DANAE;3.72;GIMENO MARTINEZ, VEGA;0.84;CARTER, AMISHA LOLINA;2.79;CARTER, AMISHA LOLINA;6.0;IBEKWE, IFUNANYA DEBBIE;8.0;ESTEBAS ARMAS, PAULA;3.31;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;2.15;TIRERA, MEIYA;3.38;PASCUA SUAREZ, MARA LUCILA;0.69;JENKINS, ALISIA LAJEWEL CHARLESNEIA;0.5;MARTIN RODRIGUEZ, ESTER;0.0;SUAREZ UTRERO, ANA MARIA;3.0;STEJSKALOVA, MICHAELA;3.73;SANCHEZ MARRUFO, BEATRIZ;16.15;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0;MARTIN RODRIGUEZ, ESTER;0.0
FORSTER, JULIA CHRISTINE;34.38;PETERS, HALEY MCCLOSKEY;14.35;ELONU, ADAORA NNENNA;4.92;TIRERA, MEIYA;10.38;SUAREZ UTRERO, ANA MARIA;0.56;RODRIGUEZ MANSO, LEONOR DEL PILAR;1.69;PARKS, ROBYN LASHAE;4.77;MILOVANOVIC, JELENA;0.41;CARTER, AMISHA LOLINA;2.58;LYRA MACEDO, ISABELA RAMONA;3.69;PINA TOLOSA, MARIA;0.84;RICHARDS, SHEREESHA NATHESHA;2.65;MONTENEGRO SANTANA, RITA ESTHER;5.88;TETEMONDOVA, KATARINA;7.68;JORDANA BOFILL, NOEMI;3.31;GIVENS, KRISI TIJANA;2.0;DUNHAM, HAILEY MARNELL;3.07;TIRERA, MEIYA;0.69;EDWARDS, ARIEL JOY;0.46;COULIBALY, NAIGNOUMA;0.0;ROMEO, NICOLE ELAINE;2.96;FORSTER, JULIA CHRISTINE;3.54;ELONU, ADAORA NNENNA;15.44;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0;COULIBALY, NAIGNOUMA;0.0
ALSTON, AMERYST DANAE;34.29;ROUNDTREE, MARGARET YVETTE;14.12;TIRERA, MEIYA;4.92;ABALDE DIAZ, TAMARA;9.83;HERRERA BOXO, LAURA;0.56;JORDANA BOFILL, NOEMI;1.58;IBEKWE, IFUNANYA DEBBIE;4.65;PETERS, HALEY MCCLOSKEY;0.4;ROUNDTREE, MARGARET YVETTE;2.58;JENKINS, ALISIA LAJEWEL CHARLESNEIA;3.69;PARKS, ROBYN LASHAE;0.83;GOMES COLHADO, NADIA;2.63;IBEKWE, IFUNANYA DEBBIE;5.7;DACIC, DUBRAVKA;7.65;BUCH ROSELL, ROSO;3.04;LYRA MACEDO, ISABELA RAMONA;1.81;FORSTER, JULIA CHRISTINE;3.0;LO SYLLA, NOGAYE;0.65;IBEKWE, IFUNANYA DEBBIE;0.43;SANZ MAZON, MARTA;0.0;PEDRALS BARRIOS, CRISTINA;2.91;FERRARI CALABRO, PAOLA ANDREA;3.53;ROUNDTREE, MARGARET YVETTE;15.35;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0;SANZ MAZON, MARTA;0.0
ROSANIO, PAMELA CATHERINE;33.04;SUAREZ UTRERO, ANA MARIA;13.95;DACIC, DUBRAVKA;4.78;PETERS, HALEY MCCLOSKEY;9.77;SPANOU, ARTEMIS;0.55;STEJSKALOVA, MICHAELA;1.5;PEDRALS BARRIOS, CRISTINA;4.57;FORASTE GALOBARDES, MIRIAM;0.4;SANCHEZ MARRUFO, BEATRIZ;2.58;FERRARI CALABRO, PAOLA ANDREA;3.59;FEDORENKOVA, EKATERINA;0.83;PEREZ ARAUJO, MARIA;2.35;IMOVBIOH, SARAH;5.5;SANCHEZ MARRUFO, BEATRIZ;7.65;SANCHEZ MARRUFO, BEATRIZ;2.65;ARROJO JIMENEZ, MARIA BELEN;1.8;ROYO TORRES, MARIA ESTELA;3.0;PEREZ ARAUJO, MARIA;0.62;ROYO TORRES, MARIA ESTELA;0.42;THIAM, OUMOUL  KHAIRY;0.0;TIRERA, MEIYA;2.88;TIRERA, MEIYA;3.46;FERRARI CALABRO, PAOLA ANDREA;15.24;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0;THIAM, OUMOUL  KHAIRY;0.0
