Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'ABALDE DIAZ, TAMARA';['C.R.E.F. ¡HOLA!'];24.0;31.6;10.46;3.5;9.83;0.36;0.38;1.62;0.23;2.33;3.83;0.61;2.92;3.75;6.67;1.42;0.5;2.5;0.17;0.42;0.0;2.62;4.29;8.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ADURIZ HERNANI, ONINTZA';['IDK GIPUZKOA'];26.0;24.62;5.31;1.92;4.31;0.45;0.15;0.88;0.17;1.0;1.27;0.79;0.81;2.88;3.69;1.46;0.96;1.27;0.15;0.12;0.0;2.35;1.62;6.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AGIRRE MUOZ, ARRATE';['LACTURALE ARASKI'];13.0;26.79;7.54;2.23;5.0;0.45;0.69;2.85;0.24;1.0;1.23;0.81;0.38;2.69;3.08;2.0;1.62;3.62;0.08;0.23;0.0;2.23;1.77;4.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AIROSA LIVULO, LUIANA DENISE';['CADI LA SEU'];4.0;11.52;3.0;1.25;2.25;0.56;0.0;0.0;0.0;0.5;0.5;1.0;0.25;1.5;1.75;0.0;0.25;0.25;0.5;0.25;0.0;1.75;0.75;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALDALUR SOTO, ANE MIREN';['LACTURALE ARASKI'];25.0;17.49;4.96;1.12;2.08;0.54;0.68;2.52;0.27;0.68;0.92;0.74;0.52;1.48;2.0;0.48;0.64;1.2;0.04;0.12;0.0;2.0;1.48;3.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALEKSIC, SNEZANA';['MANN-FILTER'];20.0;30.23;8.4;1.3;3.55;0.37;1.75;4.55;0.38;0.55;0.85;0.65;1.05;2.25;3.3;2.0;0.85;1.65;0.0;0.3;0.0;2.2;1.1;6.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALIAGA ROMERO, LAURA';['CADI LA SEU'];6.0;5.76;0.83;0.17;0.33;0.5;0.17;1.0;0.17;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.67;0.0;0.0;0.0;1.83;0.17;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALLISON, RACHEL LINDSAY';['C.R.E.F. ¡HOLA!'];6.0;38.06;12.17;2.67;8.5;0.31;0.67;3.0;0.22;4.83;5.33;0.91;2.33;4.17;6.5;2.83;1.83;2.33;0.5;0.5;0.0;3.33;4.67;13.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALMINAITE, KRISITINA';['SPAR CITYLIFT GIRONA'];22.0;15.75;4.41;1.91;4.05;0.47;0.0;0.0;0.0;0.59;0.91;0.65;1.73;3.23;4.95;0.77;0.32;1.09;1.14;0.0;0.0;1.27;1.27;8.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALONSO DE ARMIO RIAO, GRACIA';['LOINTEK GERNIKA BIZKAIA'];24.0;8.83;1.33;0.29;0.96;0.3;0.17;0.71;0.24;0.25;0.5;0.5;0.54;1.21;1.75;0.21;0.46;0.25;0.04;0.04;0.0;0.92;0.58;1.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALSTON, AMERYST DANAE';['C.B. AL-QÁZERES EXTREMADURA'];25.0;34.29;16.08;4.6;9.64;0.48;1.36;3.68;0.37;2.8;3.72;0.75;0.8;2.32;3.12;2.56;1.16;2.64;0.04;0.36;0.0;1.56;3.16;13.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARIZTIMUO LOPEZ, ITZIAR';['LOINTEK GERNIKA BIZKAIA'];11.0;3.73;0.45;0.09;0.27;0.33;0.0;0.27;0.0;0.27;0.55;0.5;0.27;0.18;0.45;0.45;0.27;0.18;0.0;0.0;0.0;0.09;0.45;1.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARMSTRONG, ANNE MARIE';['LOINTEK GERNIKA BIZKAIA'];6.0;23.16;7.0;2.17;3.83;0.57;0.67;2.17;0.31;0.67;0.83;0.8;0.5;2.67;3.17;0.17;1.0;1.17;0.17;0.0;0.0;2.67;1.0;5.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
