Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
XANTAL SERRET, M DEL MAR;39.9;FERNANDEZ FARRES, MARTA;18.76;DE SOUZA MACHADO, ERIKA CRISTINA;7.12;DE SOUZA MACHADO, ERIKA CRISTINA;13.32;BERMEJO MORENO, CLARA SUSANA;0.6;XANTAL SERRET, M DEL MAR;3.29;XANTAL SERRET, M DEL MAR;8.0;EDWARDS, SIMONE;1.0;SANCHEZ FERNANDEZ, ISABEL;4.46;DE SOUZA MACHADO, ERIKA CRISTINA;5.76;MORENO GARCIA, ANA M.;0.89;DE SOUZA MACHADO, ERIKA CRISTINA;4.4;DE SOUZA MACHADO, ERIKA CRISTINA;8.52;DE SOUZA MACHADO, ERIKA CRISTINA;12.92;DOMINGUEZ FERNANDEZ, SILVIA;4.42;GRANDE FLORES, LAURA;2.44;JOHNSON, SHANNON REGINA;4.29;DE SOUZA MACHADO, ERIKA CRISTINA;1.92;SANCHEZ FERNANDEZ, ISABEL;0.65;DIENG, FATOU;0.04;LIMA GARCIA, CINDY ORQUIDEA;3.58;JOHNSON, SHANNON REGINA;5.24;DE SOUZA MACHADO, ERIKA CRISTINA;25.2;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0;SANCHEZ FUENTES, MARIA VICTORIA;0.0
JOHNSON, SHANNON REGINA;36.32;MALTSI, EVANTHIA;18.0;FERNANDEZ FARRES, MARTA;6.64;BENNINGFIELD, JENNIFER ANN;12.09;HERRADAS MARTIN, IRENE;0.59;GALLEGO VICARIO, SANDRA;2.28;GALLEGO VICARIO, SANDRA;6.28;BENNINGFIELD, JENNIFER ANN;0.58;JOHNSON, SHANNON REGINA;3.76;SANCHEZ FERNANDEZ, ISABEL;5.27;VIEIRA FREITAS, CARLA SOFIA;0.88;MONTESDEOCA LOPEZ, EVA;4.04;PAGE, LINDA A. MURRIEL;7.23;PAGE, LINDA A. MURRIEL;10.27;GRANDE FLORES, LAURA;4.4;ALONSO DIEGO, MARIA JOSE;2.42;MALTSI, EVANTHIA;3.54;SCHUMACHER, KELLY MARIE;1.81;MAGLISCEAU, MICHELLE YVONNE;0.61;SALGADO SANCHEZ, IRENE;0.04;MONTESDEOCA LOPEZ, EVA;3.54;SANCHEZ FERNANDEZ, ISABEL;5.12;TORNIKIDOU TORNIKIDOU, ELENA;21.65;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0
DOMINGUEZ FERNANDEZ, SILVIA;36.11;DE SOUZA MACHADO, ERIKA CRISTINA;17.76;TORNIKIDOU TORNIKIDOU, ELENA;6.62;TORNIKIDOU TORNIKIDOU, ELENA;11.96;FERNANDEZ FARRES, MARTA;0.59;MALTSI, EVANTHIA;2.23;MONDT, ANKE DE;6.08;FERRAGUT CASTILLO, MARINA;0.54;JANSONE, LIENE;3.67;JANSONE, LIENE;4.92;FARRE CASANOVAS, ESTER;0.88;SANTOS DE OLIVEIRA, ALESSANDRA;3.9;MAGLISCEAU, MICHELLE YVONNE;6.78;MONTESDEOCA LOPEZ, EVA;9.96;ALONSO DIEGO, MARIA JOSE;3.88;DOMINGUEZ FERNANDEZ, SILVIA;2.35;BATTLE, ASHLEY MICHELLE;3.5;SANTOS DE OLIVEIRA, ALESSANDRA;0.85;BLANCO BERNAL, SONIA;0.58;KAVALIAUSKAITE, ORINTA;0.0;DEYAERT, NELE M.J.;3.52;MORALES MARTIN, SILVIA;4.81;FERNANDEZ FARRES, MARTA;21.36;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0;KAVALIAUSKAITE, ORINTA;0.0
VALERO CEBRIAN, PILAR;35.95;TORNIKIDOU TORNIKIDOU, ELENA;17.46;PAGE, LINDA A. MURRIEL;5.73;SCHUMACHER, KELLY MARIE;11.62;ROYO TORRES, MARIA ESTELA;0.58;VALERO CEBRIAN, PILAR;2.2;VALERO CEBRIAN, PILAR;6.04;TORNIKIDOU TORNIKIDOU, ELENA;0.5;DOMINGUEZ FERNANDEZ, SILVIA;3.58;JOHNSON, SHANNON REGINA;4.82;TORNIKIDOU TORNIKIDOU, ELENA;0.87;JANSONE, LIENE;3.88;SCHUMACHER, KELLY MARIE;6.5;SCHUMACHER, KELLY MARIE;9.38;ALAMO GONZALEZ, ELENA;3.65;MORALES MARTIN, SILVIA;2.31;GRANDE FLORES, LAURA;3.4;TORNIKIDOU TORNIKIDOU, ELENA;0.85;JANSONE, LIENE;0.58;BURGUERA SANCHEZ, SABINA;0.0;DE SOUZA SOBRAL, LEILA;3.42;DOMINGUEZ FERNANDEZ, SILVIA;4.77;JANSONE, LIENE;20.38;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0;BURGUERA SANCHEZ, SABINA;0.0
PAGE, LINDA A. MURRIEL;35.77;JOHNSON, SHANNON REGINA;16.82;JANSONE, LIENE;5.58;PAGE, LINDA A. MURRIEL;11.62;JANSONE, LIENE;0.56;MONDT, ANKE DE;2.19;MALTSI, EVANTHIA;5.92;MARCOS BENITO, BLANCA;0.48;DE SOUZA MACHADO, ERIKA CRISTINA;3.52;MAGLISCEAU, MICHELLE YVONNE;4.7;NAVARRETE TRUJILLO, MIREIA;0.87;LIMA GARCIA, CINDY ORQUIDEA;3.31;DIJON, SANDRA MARCELLE;6.28;JANSONE, LIENE;9.38;TORNIKIDOU TORNIKIDOU, ELENA;3.58;MARTINEZ PRAT, NURIA;2.29;ALAMO GONZALEZ, ELENA;3.31;HAJDUNE CSASZAR, ANDREA;0.77;EDWARDS, SIMONE;0.53;SANCHEZ FUENTES, MARIA VICTORIA;0.0;PALOMARES VALIENTE, PAULA;3.38;DE SOUZA MACHADO, ERIKA CRISTINA;4.64;PAGE, LINDA A. MURRIEL;17.19;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0;MC CAIN, BRANDI SHAVOUNE;0.0
JANSONE, LIENE;35.75;JANSONE, LIENE;16.71;SCHUMACHER, KELLY MARIE;5.5;BLANCO BERNAL, SONIA;11.38;SANTOS DE OLIVEIRA, ALESSANDRA;0.56;PALOMARES VALIENTE, PAULA;1.85;PALOMARES VALIENTE, PAULA;5.31;GINES GONZALEZ, MARTA;0.48;MAGLISCEAU, MICHELLE YVONNE;3.48;DOMINGUEZ FERNANDEZ, SILVIA;4.69;PINA TOLOSA, MARIA;0.86;PAGE, LINDA A. MURRIEL;3.04;PASCUA SUAREZ, MARA LUCILA;6.12;DIJON, SANDRA MARCELLE;9.08;HERNANDEZ ESTEBAN, SILVIA;3.58;HLEDE, KORALJKA;2.24;DE SOUZA SOBRAL, LEILA;3.21;PODKOVALNIKOVA, OLGA;0.76;REID, TRACY LASHAWN;0.52;HOLDSCLAW, CHAMIQUE SHAUNTA;0.0;FERNANDEZ VARELA, ELVIRA;3.32;MAGLISCEAU, MICHELLE YVONNE;4.04;SCHUMACHER, KELLY MARIE;16.88;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0;SANTOS LUZ, CINTIA REGINA;0.0
TORNIKIDOU TORNIKIDOU, ELENA;35.16;MORALES MARTIN, SILVIA;16.69;DIJON, SANDRA MARCELLE;5.44;REID, TRACY LASHAWN;11.3;DIJON, SANDRA MARCELLE;0.56;STARBIRD, CATHARINE EVELYN;1.8;STARBIRD, CATHARINE EVELYN;5.08;ALVAREZ LOPEZ, RAQUEL;0.48;FERNANDEZ FARRES, MARTA;3.2;FERNANDEZ FARRES, MARTA;4.28;STARBIRD, CATHARINE EVELYN;0.86;SCHUMACHER, KELLY MARIE;2.88;MONTESDEOCA LOPEZ, EVA;5.92;MAGLISCEAU, MICHELLE YVONNE;8.52;FERNANDEZ FARRES, MARTA;3.52;DE SOUZA SOBRAL, LEILA;2.21;HLEDE, KORALJKA;3.12;MAGLISCEAU, MICHELLE YVONNE;0.74;LELAS BENKOVIC, KRISTINA;0.52;SKRABALOVA, ZORA;0.0;PAGE, LINDA A. MURRIEL;3.19;DE SOUZA SOBRAL, LEILA;4.0;MORALES MARTIN, SILVIA;16.69;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0;SKRABALOVA, ZORA;0.0
STARBIRD, CATHARINE EVELYN;34.95;SANCHEZ FERNANDEZ, ISABEL;15.35;REID, TRACY LASHAWN;5.35;FERNANDEZ FARRES, MARTA;11.24;TORNIKIDOU TORNIKIDOU, ELENA;0.55;AGUILAR LOPEZ, ELISA;1.77;JOHNSON, SHANNON REGINA;4.82;GARCIA MATA, GEMA;0.47;TORNIKIDOU TORNIKIDOU, ELENA;3.19;LIMA GARCIA, CINDY ORQUIDEA;3.88;MONDT, ANKE DE;0.86;BLANCO BERNAL, SONIA;2.85;JANSONE, LIENE;5.5;SANTOS DE OLIVEIRA, ALESSANDRA;8.2;MORALES MARTIN, SILVIA;3.42;MALTSI, EVANTHIA;2.12;MORALES MARTIN, SILVIA;3.08;ANTIBE, NICOLE;0.73;VUKICEVIC, MILENA;0.47;JORDAN, REVELIA MAE BELL;0.0;MOORE, JESICA ALICIA;3.12;FERNANDEZ FARRES, MARTA;3.84;DIJON, SANDRA MARCELLE;16.12;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0;JORDAN, REVELIA MAE BELL;0.0
HLEDE, KORALJKA;34.18;XANTAL SERRET, M DEL MAR;14.14;BENNINGFIELD, JENNIFER ANN;5.26;HLEDE, KORALJKA;10.52;GIMENO MELENDO, LAURA;0.55;PEREZ CAPARROS, ROSA;1.65;PEREZ CAPARROS, ROSA;4.77;TOUZA ALARCON, LORENA CRISTINA;0.45;BROWN, KIESHA LINDSAY;3.12;DE SOUZA SOBRAL, LEILA;3.88;PEREZ CAPARROS, ROSA;0.86;DIJON, SANDRA MARCELLE;2.8;PONS MOLINA, INGRID;5.28;PASCUA SUAREZ, MARA LUCILA;8.19;GALLEGO VICARIO, SANDRA;3.32;BATTLE, ASHLEY MICHELLE;2.12;REID, TRACY LASHAWN;3.04;PAGE, LINDA A. MURRIEL;0.69;DEYAERT, NELE M.J.;0.43;DE JESUS PESENTI, TAYARA MARIA;0.0;DIJON, SANDRA MARCELLE;3.12;JANSONE, LIENE;3.79;XANTAL SERRET, M DEL MAR;15.36;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0;DE JESUS PESENTI, TAYARA MARIA;0.0
MALTSI, EVANTHIA;34.09;VALERO CEBRIAN, PILAR;14.12;BLANCO BERNAL, SONIA;5.0;JOHNSON, SHANNON REGINA;10.41;ANTIBE, NICOLE;0.54;FERRAGUT CASTILLO, MARINA;1.59;PELAEZ SAN GIL, LOURDES;4.71;CAMPS COLLELL, LAURA;0.44;MORALES MARTIN, SILVIA;2.85;BROWN, KIESHA LINDSAY;3.73;SANCHEZ FERNANDEZ, ISABEL;0.85;PONS MOLINA, INGRID;2.72;XANTAL SERRET, M DEL MAR;4.93;PONS MOLINA, INGRID;8.0;MARTINEZ PRAT, NURIA;3.25;JORDANA BOFILL, NOEMI;2.08;MAGLISCEAU, MICHELLE YVONNE;2.96;SEGUI CARLES, PAULA;0.67;MORALES MARTIN, SILVIA;0.42;SZAKACS, ILDIKO;0.0;JOHNSON, SHANNON REGINA;3.06;LIMA GARCIA, CINDY ORQUIDEA;3.62;MAGLISCEAU, MICHELLE YVONNE;15.35;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0;SZAKACS, ILDIKO;0.0
