Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'ABALDE DIAZ, TAMARA';['REAL CLUB CELTA VIGOURBAN'];10.0;8.73;1.9;0.4;1.1;0.36;0.3;0.4;0.75;0.2;0.4;0.5;0.1;0.8;0.9;0.4;0.3;0.4;0.0;0.2;0.0;0.8;0.4;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AGUILAR LOPEZ, ELISA';['ROS CASARES VALENCIA'];26.0;29.34;7.92;0.96;1.96;0.49;1.85;4.35;0.42;0.46;0.58;0.8;0.19;2.23;2.42;2.58;1.58;1.88;0.0;0.23;0.0;1.35;0.92;8.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AHIJADO REYERO, MAR';['ARRANZ - JOPISA BURGOS'];5.0;8.48;1.0;0.4;0.8;0.5;0.0;0.0;0.0;0.2;0.4;0.5;0.2;1.2;1.4;0.2;0.2;0.4;0.2;0.0;0.0;0.6;0.2;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALAA SEGURA, SHEILA';['REAL CLUB CELTA VIGOURBAN'];16.0;8.79;2.06;0.81;2.31;0.35;0.06;0.31;0.2;0.25;0.69;0.36;0.19;0.94;1.12;0.31;0.0;0.75;0.06;0.06;0.0;1.56;0.44;-0.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALAMO GONZALEZ, ELENA';['CAJACANARIAS'];24.0;26.12;7.38;1.75;5.71;0.31;0.75;2.71;0.28;1.62;2.5;0.65;0.12;2.79;2.92;3.08;1.21;3.96;0.17;0.38;0.0;2.04;3.12;4.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALEXANDER, MARTE';['CAJACANARIAS'];13.0;29.24;11.77;4.08;8.0;0.51;0.0;0.08;0.0;3.62;6.54;0.55;3.46;4.62;8.08;0.31;1.31;2.77;0.85;0.92;0.0;3.23;4.54;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALONSO DIEGO, MARIA JOSE';['ARRANZ - JOPISA BURGOS'];20.0;30.95;9.05;2.0;3.8;0.53;0.85;2.05;0.41;2.5;3.7;0.68;1.05;2.45;3.5;1.9;2.7;2.6;0.05;0.3;0.0;2.8;3.55;10.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALVARADO FALCON, DAIZA MARTA';['MOTIVA REAL CANOE N.C.'];11.0;8.67;1.27;0.09;0.27;0.33;0.18;0.64;0.29;0.55;0.55;1.0;0.45;0.64;1.09;0.82;0.36;0.64;0.0;0.0;0.0;1.09;0.45;1.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANTOJA ROVIRA, LAURA';['UNIVERSITAT DE BARCELONA - F.C. BARCELONA'];24.0;15.19;4.0;1.04;2.92;0.36;0.42;1.29;0.32;0.67;1.12;0.59;0.25;1.33;1.58;0.92;1.17;0.92;0.0;0.04;0.0;1.79;1.5;3.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANTON LOPEZ, MONTSERRAT';['USP CEU - ADECCO ESTUDIANTES'];24.0;15.91;3.58;1.08;2.38;0.46;0.25;0.46;0.55;0.67;0.96;0.7;1.0;1.04;2.04;0.46;0.88;1.21;0.0;0.21;0.0;1.42;1.08;3.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'APARICIO ALVAREZ, ANA MARIA';['ACIS-SUFI LEON'];5.0;3.14;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.2;0.0;0.4;0.0;0.2;0.0;0.6;0.0;-1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARAGONESE PEREZ, VALENTINA ANTONIETA';['ACIS-SUFI LEON'];4.0;3.72;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.75;0.75;0.25;0.25;0.25;0.25;0.0;0.0;0.25;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARAMBURU GARAYALDE, LEIRE';['HONDARRIBIA - IRÚN'];25.0;11.64;2.4;0.64;1.56;0.41;0.28;0.88;0.32;0.28;0.48;0.58;0.24;0.88;1.12;0.48;0.36;0.92;0.04;0.28;0.0;0.88;0.56;1.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
