Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
XANTAL SERRET, M DEL MAR;37.52;TORNIKIDOU TORNIKIDOU, ELENA;20.68;TORNIKIDOU TORNIKIDOU, ELENA;8.28;TORNIKIDOU TORNIKIDOU, ELENA;15.68;PONS MOLINA, INGRID;0.63;XANTAL SERRET, M DEL MAR;3.04;XANTAL SERRET, M DEL MAR;7.62;ANTON LOPEZ, MONTSERRAT;0.55;KIRETA, SONJA;4.18;KIRETA, SONJA;6.71;FORNS ESCUDE, NURIA;0.94;MONTESDEOCA LOPEZ, EVA;3.92;DIJON, SANDRA MARCELLE;6.21;DIJON, SANDRA MARCELLE;8.92;BERMEJO MORENO, CLARA SUSANA;4.12;VALDEMORO MADARIAGA, AMAYA;2.73;ALAMO GONZALEZ, ELENA;3.96;DE SOUZA MACHADO, ERIKA CRISTINA;1.74;MAGLISCEAU, MICHELLE YVONNE;0.85;BENNINGFIELD, JENNIFER ANN;0.12;BATKOVIC, SUZY ROSE;3.9;HAMCHETOU, MAIGA;5.71;TORNIKIDOU TORNIKIDOU, ELENA;24.88;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0;ROBINSON, ASHLEY KHRISTINA;0.0
MALTSI, EVANTHIA;36.99;WHITMORE, TAMIKA LACHAN;19.43;WHITMORE, TAMIKA LACHAN;6.62;MORALES MARTIN, SILVIA;13.25;SANTOS LUZ, HELEN CRISTINA;0.6;VALDEMORO MADARIAGA, AMAYA;2.23;BROSOVSZKY, MONIKA IZABELLA;6.92;RAMIRO DIAZ, NURIA MARIA;0.5;TORNIKIDOU TORNIKIDOU, ELENA;4.0;WHITMORE, TAMIKA LACHAN;6.0;SANCHEZ MUOZ, ALICIA;0.88;COKER, MONIQUE;3.38;BATKOVIC, SUZY ROSE;6.1;MONTESDEOCA LOPEZ, EVA;8.88;FERNANDEZ FARRES, MARTA;3.2;ALONSO DIEGO, MARIA JOSE;2.7;BERMEJO MORENO, CLARA SUSANA;3.69;KIRETA, SONJA;1.29;HAMCHETOU, MAIGA;0.83;STARBIRD, CATHARINE EVELYN;0.04;DEYAERT, NELE M.J.;3.81;SAREGKOU, POLYMNIA;5.58;FERNANDEZ FARRES, MARTA;20.4;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0;JORNET BARTOLOME, LAURA;0.0
TORNIKIDOU TORNIKIDOU, ELENA;36.87;FERNANDEZ FARRES, MARTA;19.28;BENNINGFIELD, JENNIFER ANN;6.27;BENNINGFIELD, JENNIFER ANN;13.19;MONTESDEOCA LOPEZ, EVA;0.6;BROSOVSZKY, MONIKA IZABELLA;2.12;VALDEMORO MADARIAGA, AMAYA;6.18;HERRERA AREVALO, MIRIAM;0.47;WHITMORE, TAMIKA LACHAN;3.9;COKER, MONIQUE;5.62;HERMOUET, EMMANUELLE;0.87;DE SOUZA MACHADO, ERIKA CRISTINA;3.0;NNINDJEM, AGATHE RACHEL;5.73;COKER, MONIQUE;8.75;CANTERO OSTOS, CRISTINA;3.18;HAMCHETOU, MAIGA;2.62;VALDEMORO MADARIAGA, AMAYA;3.68;CEBRIAN SCHEURER, ELISABET;1.12;ROVIRA RODRIGUEZ, MARIA DEL MAR;0.65;ROBINSON, ASHLEY KHRISTINA;0.0;BOONEN, DANA MONIQUE LOUIS;3.58;TORNIKIDOU TORNIKIDOU, ELENA;5.28;SAREGKOU, POLYMNIA;18.92;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0;CHONES, KAAYLA MONET;0.0
MORALES MARTIN, SILVIA;35.96;VALDEMORO MADARIAGA, AMAYA;17.68;FERNANDEZ FARRES, MARTA;5.96;WHITMORE, TAMIKA LACHAN;13.14;FERRAGUT CASTILLO, MARINA;0.57;HERMOUET, EMMANUELLE;1.92;MONDT, ANKE DE;5.12;HERMOUET, EMMANUELLE;0.46;FERNANDEZ FARRES, MARTA;3.88;HAMCHETOU, MAIGA;5.58;JIMENEZ GALINDO, ANNA ISABEL;0.85;HAMCHETOU, MAIGA;2.79;TORNIKIDOU TORNIKIDOU, ELENA;5.72;DE SOUZA MACHADO, ERIKA CRISTINA;8.61;VALDEMORO MADARIAGA, AMAYA;3.09;MARTINEZ PRAT, NURIA;2.54;COKER, MONIQUE;3.62;COKER, MONIQUE;0.92;TORNIKIDOU TORNIKIDOU, ELENA;0.6;MANSO SANZ, BEGOA;0.0;MONTESDEOCA LOPEZ, EVA;3.54;ZURRO ALFONSO, MARTA;5.0;DE SOUZA MACHADO, ERIKA CRISTINA;17.48;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0;MANSO SANZ, BEGOA;0.0
STARBIRD, CATHARINE EVELYN;35.39;MORALES MARTIN, SILVIA;17.58;COKER, MONIQUE;5.88;COKER, MONIQUE;12.58;DE SOUZA MACHADO, ERIKA CRISTINA;0.57;AGUILAR LOPEZ, ELISA;1.85;PALOMARES VALIENTE, PAULA;4.81;YGUERAVIDE VIANA, SANDRA;0.44;HAMCHETOU, MAIGA;3.79;TORNIKIDOU TORNIKIDOU, ELENA;5.12;GOMEZ FERREIROS, SARA;0.82;KIRETA, SONJA;2.76;SAREGKOU, POLYMNIA;5.69;BATKOVIC, SUZY ROSE;8.45;ALAMO GONZALEZ, ELENA;3.08;HERMOUET, EMMANUELLE;2.4;MAGLISCEAU, MICHELLE YVONNE;3.54;BOONEN, DANA MONIQUE LOUIS;0.73;FERNANDEZ FARRES, MARTA;0.6;MILTON, DELISHA LACHELL;0.0;NAVARRETE TRUJILLO, MIREIA;3.46;KIRETA, SONJA;5.0;MALTSI, EVANTHIA;16.92;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0;MILTON, DELISHA LACHELL;0.0
MAGLISCEAU, MICHELLE YVONNE;34.38;COKER, MONIQUE;16.83;MORALES MARTIN, SILVIA;5.88;TUUKKANEN, TARU TELLERVO;12.35;FERNANDEZ FARRES, MARTA;0.55;MALTSI, EVANTHIA;1.85;SANTOS LUZ, HELEN CRISTINA;4.65;MAGLISCEAU, MICHELLE YVONNE;0.43;ZURRO ALFONSO, MARTA;3.54;SAREGKOU, POLYMNIA;5.08;AGUILAR LOPEZ, ELISA;0.8;DIJON, SANDRA MARCELLE;2.71;DE SOUZA MACHADO, ERIKA CRISTINA;5.61;NNINDJEM, AGATHE RACHEL;8.31;MARTINEZ PRAT, NURIA;3.08;FERNANDEZ FARRES, MARTA;2.36;HAMCHETOU, MAIGA;3.54;TEMNIK, KATJA;0.69;VALDEMORO MADARIAGA, AMAYA;0.59;DA SILVA, PATRICIA MARA;0.0;HAMCHETOU, MAIGA;3.46;WHITMORE, TAMIKA LACHAN;5.0;COKER, MONIQUE;16.71;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0;DA SILVA, PATRICIA MARA;0.0
ZURRO ALFONSO, MARTA;34.2;MALTSI, EVANTHIA;16.69;TUUKKANEN, TARU TELLERVO;5.77;HAMCHETOU, MAIGA;11.29;DONAIRE MALAGELADA, ELSA;0.55;SANTOS LUZ, HELEN CRISTINA;1.77;GALLEGO VICARIO, SANDRA;4.65;ROYO TORRES, MARIA ESTELA;0.42;MORALES MARTIN, SILVIA;3.46;ZURRO ALFONSO, MARTA;4.92;STARBIRD, CATHARINE EVELYN;0.8;ZURRO ALFONSO, MARTA;2.69;COKER, MONIQUE;5.38;SAREGKOU, POLYMNIA;8.23;TORNIKIDOU TORNIKIDOU, ELENA;2.84;DE SOUZA SOBRAL, LEILA;2.35;MORALES MARTIN, SILVIA;3.46;BENNINGFIELD, JENNIFER ANN;0.69;BENNINGFIELD, JENNIFER ANN;0.58;ROSELL DRONDA, IRENE;0.0;CANTERO OSTOS, CRISTINA;3.45;MORALES MARTIN, SILVIA;4.92;WHITMORE, TAMIKA LACHAN;16.57;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0;ROSELL DRONDA, IRENE;0.0
COKER, MONIQUE;34.17;BENNINGFIELD, JENNIFER ANN;16.19;SAREGKOU, POLYMNIA;5.65;BATKOVIC, SUZY ROSE;11.0;DIJON, SANDRA MARCELLE;0.54;PALOMARES VALIENTE, PAULA;1.69;STARBIRD, CATHARINE EVELYN;4.54;RASMUSSEN, KRISTEN;0.42;COKER, MONIQUE;3.33;FERNANDEZ FARRES, MARTA;4.88;BOONEN, DANA MONIQUE LOUIS;0.8;NNINDJEM, AGATHE RACHEL;2.58;PASCUA SUAREZ, MARA LUCILA;5.0;TORNIKIDOU TORNIKIDOU, ELENA;8.16;GRANDE FLORES, LAURA;2.8;MORALES MARTIN, SILVIA;2.33;TORNIKIDOU TORNIKIDOU, ELENA;3.24;BLANCO BERNAL, SONIA;0.65;MORALES MARTIN, SILVIA;0.54;SOUSA DE CARVALHO, CRISTINA;0.0;HILL, JOANNE KAY;3.35;COKER, MONIQUE;4.83;VALDEMORO MADARIAGA, AMAYA;16.5;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0;SOUSA DE CARVALHO, CRISTINA;0.0
HAMCHETOU, MAIGA;34.09;TUUKKANEN, TARU TELLERVO;15.88;BATKOVIC, SUZY ROSE;5.55;FERNANDEZ FARRES, MARTA;10.8;HERMOUET, EMMANUELLE;0.54;STARBIRD, CATHARINE EVELYN;1.69;MALTSI, EVANTHIA;4.46;AGUILAR LOPEZ, ELISA;0.42;SAREGKOU, POLYMNIA;3.19;MORALES MARTIN, SILVIA;4.71;FERNANDEZ FARRES, MARTA;0.8;SAREGKOU, POLYMNIA;2.54;MONTESDEOCA LOPEZ, EVA;4.96;ZURRO ALFONSO, MARTA;7.38;ROVIRA RODRIGUEZ, MARIA DEL MAR;2.62;DOMINGUEZ FERNANDEZ, SILVIA;2.32;ZURRO ALFONSO, MARTA;3.04;VALDEMORO MADARIAGA, AMAYA;0.64;TUURE, KAISA MARKETTA;0.54;FABREGA PENINA, LAURA;0.0;DE SOUZA MACHADO, ERIKA CRISTINA;3.22;DOMINGUEZ FERNANDEZ, SILVIA;4.48;HAMCHETOU, MAIGA;16.46;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0;FABREGA PENINA, LAURA;0.0
FERNANDEZ FARRES, MARTA;33.85;DE SOUZA SOBRAL, LEILA;15.15;DE SOUZA SOBRAL, LEILA;5.31;DE SOUZA SOBRAL, LEILA;10.69;QUINTERO CASTELLANO, THANIA;0.54;MONDT, ANKE DE;1.65;AGUILAR LOPEZ, ELISA;4.35;MALTSI, EVANTHIA;0.41;TUUKKANEN, TARU TELLERVO;3.08;TUUKKANEN, TARU TELLERVO;4.46;SANTOS LUZ, HELEN CRISTINA;0.8;BLANCO BERNAL, SONIA;2.46;CEBRIAN SCHEURER, ELISABET;4.88;HAMCHETOU, MAIGA;7.25;AGUILAR LOPEZ, ELISA;2.58;HILL, JOANNE KAY;2.31;DOMINGUEZ FERNANDEZ, SILVIA;3.0;DONAIRE MALAGELADA, ELSA;0.62;FERRAGUT CASTILLO, MARINA;0.5;GARVAO ZAKRZESKI, SOELI;0.0;DE SOUZA SOBRAL, LEILA;3.19;HILL, JOANNE KAY;4.46;BATKOVIC, SUZY ROSE;15.8;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0;GARVAO ZAKRZESKI, SOELI;0.0
