Nombre;Condicion;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;Posesiones;Ritmo;OER;% TC Efectivo;% Jugada;Frec. TL;% Reb Def;% Reb Of;% Assis;% Perd
['C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA'] Equipo;['Media'];1.0;200.0;50.0;18.0;49.0;0.37;2.0;8.0;0.25;8.0;12.0;0.67;4.0;25.0;29.0;7.0;4.0;14.0;5.0;3.0;0.0;18.0;19.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA'] Equipo Rival;['Media Rival'];1.0;200.0;88.0;28.0;52.0;0.54;7.0;21.0;0.33;11.0;20.0;0.55;12.0;29.0;41.0;10.0;9.0;9.0;3.0;5.0;0.0;19.0;18.0;89.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA'] Equipo;['Media'];2.0;200.0;62.0;22.5;52.0;0.43;3.0;13.0;0.23;8.0;11.5;0.7;8.0;16.5;24.5;11.0;11.0;17.0;2.0;0.5;0.0;16.5;17.0;50.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA'] Equipo Rival;['Media Rival'];2.0;200.0;87.5;28.0;50.5;0.55;7.0;17.5;0.4;10.5;14.0;0.75;13.5;29.0;42.5;20.0;10.5;22.5;0.5;2.0;0.0;17.0;16.5;99.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA'] Equipo;['Media'];7.0;207.14;66.14;21.43;51.43;0.42;3.14;10.43;0.3;13.86;19.71;0.7;10.29;22.71;33.0;9.43;6.0;14.86;3.0;1.43;0.0;17.0;18.0;59.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA'] Equipo Rival;['Media Rival'];7.0;207.14;78.71;25.43;51.0;0.5;5.0;18.0;0.28;12.86;18.14;0.71;13.14;26.43;39.57;11.57;8.0;13.29;1.86;3.0;0.0;18.0;16.86;78.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA'] Equipo;['Media'];12.0;200.0;57.08;17.33;41.92;0.41;4.08;12.83;0.32;10.17;13.67;0.74;6.42;21.92;28.33;9.25;5.83;18.92;2.75;1.33;0.0;15.33;16.17;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA'] Equipo Rival;['Media Rival'];12.0;200.0;80.92;27.42;51.75;0.53;5.17;17.5;0.3;10.58;13.92;0.76;11.83;25.67;37.5;14.08;12.42;13.0;1.58;2.58;0.0;16.17;15.25;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA'] Equipo;['Media'];3.0;200.0;61.0;18.0;38.0;0.47;6.0;17.67;0.34;7.0;10.33;0.68;7.0;17.33;24.33;9.0;5.67;16.0;1.67;2.33;0.0;13.33;16.67;51.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA'] Equipo Rival;['Media Rival'];3.0;200.0;76.67;29.67;56.0;0.53;4.0;11.67;0.34;5.33;11.0;0.48;14.0;22.67;36.67;9.33;10.0;12.67;2.33;1.0;0.0;16.67;13.33;78.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA'] Equipo;['Media'];1.0;200.0;52.0;14.0;33.0;0.42;6.0;22.0;0.27;6.0;9.0;0.67;5.0;26.0;31.0;9.0;4.0;14.0;1.0;0.0;0.0;15.0;12.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA', 'C.B. OLESA'] Equipo Rival;['Media Rival'];1.0;200.0;77.0;23.0;53.0;0.43;7.0;25.0;0.28;10.0;10.0;1.0;21.0;25.0;46.0;19.0;7.0;10.0;0.0;1.0;0.0;12.0;14.0;92.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL'] Equipo;['Media'];5.0;200.0;70.8;24.2;46.2;0.52;4.2;15.4;0.27;9.8;11.6;0.84;7.0;21.2;28.2;10.0;6.0;14.6;1.0;1.2;0.0;20.2;13.2;58.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL'] Equipo Rival;['Media Rival'];5.0;200.0;73.8;22.6;47.4;0.48;4.0;14.6;0.27;16.6;21.8;0.76;10.4;21.2;31.6;8.8;9.2;12.6;1.8;1.0;0.0;13.6;20.2;77.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL'] Equipo;['Media'];6.0;200.0;62.67;20.5;47.83;0.43;3.0;11.5;0.26;12.67;16.83;0.75;9.5;23.0;32.5;6.83;6.83;18.33;1.0;2.5;0.0;16.5;16.33;48.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL', 'CADI LA SEU D´URGELL'] Equipo Rival;['Media Rival'];6.0;200.0;71.0;23.67;49.0;0.48;4.17;15.17;0.27;11.17;14.83;0.75;10.33;23.5;33.83;11.67;10.83;12.17;2.83;1.0;0.0;16.33;16.5;77.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
