Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
THORBURN, SHONA LOUISE;37.59;MURPHY, ESHAYA MARIE;25.58;MURPHY, ESHAYA MARIE;8.27;MURPHY, ESHAYA MARIE;17.08;QUIRANTE MARTINEZ, ALEJANDRA;1.0;FERRARI CALABRO, PAOLA ANDREA;2.46;FERRARI CALABRO, PAOLA ANDREA;6.92;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;1.0;MURPHY, ESHAYA MARIE;5.46;MURPHY, ESHAYA MARIE;7.08;TORRES DOMINGUEZ, ANGELA;1.0;BRUNSON, REBEKKAH;3.65;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;6.13;VEGA REBORA, GISELA VERONICA;8.85;FERRARI CALABRO, PAOLA ANDREA;4.15;MURPHY, ESHAYA MARIE;2.5;FERRARI CALABRO, PAOLA ANDREA;3.42;HENRY, ANEIKA ANNA-KAY;1.31;MICHAEL, NICOLE C;0.85;JANE TOSET, MAGDA;0.0;COMFORT, LADY;3.69;MURPHY, ESHAYA MARIE;5.92;MURPHY, ESHAYA MARIE;23.54;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0;JANE TOSET, MAGDA;0.0
SNCHEZ LUJN, ROSAURA DEL CARMEN;36.88;BRUNSON, REBEKKAH;16.04;BRUNSON, REBEKKAH;6.43;CHONES, KAAYLA MONET;12.96;PIRSIC, SANDRA;0.63;VALDEMORO MADARIAGA, AMAYA;2.12;VALDEMORO MADARIAGA, AMAYA;5.88;TORRES DOMINGUEZ, ANGELA;0.5;TRAORE, ASTOU;3.73;TRAORE, ASTOU;4.77;GARCIA SEGURA, SALOME;1.0;PARIS, COURTNEY LYNNE;3.38;VEGA REBORA, GISELA VERONICA;6.08;PARIS, COURTNEY LYNNE;8.77;INFANTE NUEZ, LORENA;3.65;LACY, NATASHA;2.12;CASTILLO IGLESIAS, LICET;3.31;PODKOVALNIKOVA, OLGA;1.25;TRAORE, ASTOU;0.85;LOPEZ CALSINA, MIREIA;0.0;RESS, KATHRIN;3.54;SLISKOVIC, IVA;4.5;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;21.26;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0;LOPEZ CALSINA, MIREIA;0.0
MURPHY, ESHAYA MARIE;36.37;BONNER, DEWANNA TENISE;15.77;CHONES, KAAYLA MONET;6.35;BRUNSON, REBEKKAH;12.17;HENRY, ANEIKA ANNA-KAY;0.59;ARGELLO CUENCA, PATRICIA;2.08;ARGELLO CUENCA, PATRICIA;5.58;HENRY, ANEIKA ANNA-KAY;0.5;RESS, KATHRIN;3.42;RESS, KATHRIN;4.35;DIEZ FERNANDEZ, NAIARA;1.0;RESS, KATHRIN;3.0;SLISKOVIC, IVA;5.69;BRUNSON, REBEKKAH;8.65;OCETE CASTILLO, GABRIELA;3.62;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;2.0;TRAORE, AYA;3.31;DE SOUZA MACHADO, ERIKA CRISTINA;1.04;MURPHY, ESHAYA MARIE;0.69;LLOBERA BANQUE, ADRIANA;0.0;PIRSIC, SANDRA;3.22;PODKOVALNIKOVA, OLGA;4.38;BRUNSON, REBEKKAH;18.57;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0;LLOBERA BANQUE, ADRIANA;0.0
TRAORE, AYA;34.99;FERRARI CALABRO, PAOLA ANDREA;15.54;SLISKOVIC, IVA;5.92;SLISKOVIC, IVA;11.35;ADAMS, DEMETRESS KEYONIA;0.57;SOUSA DE CARVALHO, CRISTINA;2.04;SOUSA DE CARVALHO, CRISTINA;5.38;GIL COLLADO, LAURA;0.5;BONNER, DEWANNA TENISE;3.12;BRUNSON, REBEKKAH;4.3;PETEVA, DANIELA ROSENOVA;1.0;MURPHY, ESHAYA MARIE;2.96;DE SOUZA MACHADO, ERIKA CRISTINA;5.56;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;8.43;MORALES MARTIN, SILVIA;3.62;THORBURN, SHONA LOUISE;1.92;MURPHY, ESHAYA MARIE;3.27;DENTI MUNTANE, AINA;1.0;WARBURTON, MORGAN SHEA;0.65;CARBALLA PEREZ, ALEJANDRA;0.0;SVITLICA, DRAGANA;3.16;SNCHEZ LUJN, ROSAURA DEL CARMEN;3.84;SLISKOVIC, IVA;18.12;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0;CARBALLA PEREZ, ALEJANDRA;0.0
CHONES, KAAYLA MONET;34.37;TRAORE, AYA;15.35;NASCIMENTO, FRANCIELE APARECIDA;5.81;PODKOVALNIKOVA, OLGA;11.12;SANCHEZ FERNANDEZ, ISABEL;0.57;FEASTER, ALISON;1.81;FEASTER, ALISON;4.88;TORRENS SALOM, ALBA;0.46;SLISKOVIC, IVA;3.0;MICHAEL, NICOLE C;4.08;AGUILAR LOPEZ, ELISA;0.97;PIRSIC, SANDRA;2.78;PARIS, COURTNEY LYNNE;5.38;DE SOUZA MACHADO, ERIKA CRISTINA;8.24;SNCHEZ LUJN, ROSAURA DEL CARMEN;3.16;BERMEJO MORENO, CLARA SUSANA;1.88;VALDEMORO MADARIAGA, AMAYA;3.25;LACY, NATASHA;0.76;VEGA REBORA, GISELA VERONICA;0.58;INSAURRIAGA PONCE, ANA;0.0;DENTI MUNTANE, AINA;3.12;RESS, KATHRIN;3.81;BONNER, DEWANNA TENISE;17.12;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0;INSAURRIAGA PONCE, ANA;0.0
MORALES MARTIN, SILVIA;33.68;VALDEMORO MADARIAGA, AMAYA;15.31;DE SOUZA MACHADO, ERIKA CRISTINA;5.76;TRAORE, AYA;10.85;DIAZ CASTELLANO, YURENA;0.57;JORDANA BOFILL, NOEMI;1.73;WARBURTON, MORGAN SHEA;4.88;MONDT, ANKE DE;0.46;BRUNSON, REBEKKAH;2.91;SLISKOVIC, IVA;4.04;SNELL, BELINDA ROSE;0.97;VEGA REBORA, GISELA VERONICA;2.77;RASMUSSEN, KRISTEN;5.27;SLISKOVIC, IVA;8.23;LACY, NATASHA;3.12;OUVIA MODREGO, CRISTINA;1.88;OCETE CASTILLO, GABRIELA;3.19;BRUNSON, REBEKKAH;0.74;GARCA SALINERO, LAURA;0.56;GUILLAMON AMORES, MONTSERRAT;0.0;PODKOVALNIKOVA, OLGA;3.12;TRAORE, ASTOU;3.77;DE SOUZA MACHADO, ERIKA CRISTINA;16.08;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0;GUILLAMON AMORES, MONTSERRAT;0.0
RASMUSSEN, KRISTEN;33.34;CHONES, KAAYLA MONET;15.04;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;5.48;BONNER, DEWANNA TENISE;10.77;BURGIN, DANIELLE MICHELLE;0.57;PALOMARES VALIENTE, PAULA;1.73;PALOMARES VALIENTE, PAULA;4.85;MICHULKOVA, LUISA;0.45;PODKOVALNIKOVA, OLGA;2.88;PODKOVALNIKOVA, OLGA;4.0;GILABERT AVANTE, MONTSERRAT;0.94;DE SOUZA MACHADO, ERIKA CRISTINA;2.68;SULCIUTE, EGLE;5.0;MURPHY, ESHAYA MARIE;7.81;THORBURN, SHONA LOUISE;3.08;MORALES MARTIN, SILVIA;1.85;PIRSIC, SANDRA;3.06;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;0.7;SULCIUTE, EGLE;0.46;POLO PEREZ, DULCE;0.0;WARBURTON, MORGAN SHEA;3.04;PIRSIC, SANDRA;3.72;VEGA REBORA, GISELA VERONICA;15.19;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0;POLO PEREZ, DULCE;0.0
FERRARI CALABRO, PAOLA ANDREA;33.14;SLISKOVIC, IVA;14.96;BONNER, DEWANNA TENISE;5.46;NASCIMENTO, FRANCIELE APARECIDA;10.77;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;0.56;SNELL, BELINDA ROSE;1.65;KRESOVIC, INES;4.73;ABALDE DIAZ, TAMARA;0.43;SNCHEZ LUJN, ROSAURA DEL CARMEN;2.72;PIRSIC, SANDRA;3.83;WARBURTON, MORGAN SHEA;0.92;SLISKOVIC, IVA;2.54;BRUNSON, REBEKKAH;5.0;RESS, KATHRIN;7.69;OUVIA MODREGO, CRISTINA;3.0;SNCHEZ LUJN, ROSAURA DEL CARMEN;1.68;RESS, KATHRIN;3.0;BAVENDAM, KATJA;0.68;RESS, KATHRIN;0.42;AVILA FERNANDEZ, VERONICA;0.0;MURPHY, ESHAYA MARIE;3.0;BRUNSON, REBEKKAH;3.61;SNCHEZ LUJN, ROSAURA DEL CARMEN;13.68;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0;AVILA FERNANDEZ, VERONICA;0.0
SLISKOVIC, IVA;32.8;TRAORE, ASTOU;14.42;VEGA REBORA, GISELA VERONICA;5.12;DE SOUZA MACHADO, ERIKA CRISTINA;10.6;LIMA GARCIA, CINDY ORQUIDEA;0.55;LAWSON, EDWIGE;1.58;JORDANA BOFILL, NOEMI;4.73;TRAORE, ASTOU;0.43;MICHAEL, NICOLE C;2.58;LACY, NATASHA;3.76;MARCOS BENITO, BLANCA;0.91;ADAMS, DEMETRESS KEYONIA;2.46;HENRY, ANEIKA ANNA-KAY;5.0;SULCIUTE, EGLE;7.27;JORDANA BOFILL, NOEMI;2.92;CRUZ LEBRATO, ANNA;1.62;LACY, NATASHA;2.96;PARIS, COURTNEY LYNNE;0.62;GOMEZ FERREIROS, SARA;0.42;MARCOS CANEDO, LAURA;0.0;CHONES, KAAYLA MONET;2.81;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;3.52;SULCIUTE, EGLE;13.42;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0;MARCOS CANEDO, LAURA;0.0
RESS, KATHRIN;32.78;DOUGLAS, KATHRYN;14.0;PIRSIC, SANDRA;4.72;MICHAEL, NICOLE C;9.92;TRAORE, ASTOU;0.55;AGUILAR LOPEZ, ELISA;1.58;AGUILAR LOPEZ, ELISA;4.23;RASMUSSEN, KRISTEN;0.42;LYTTLE LYTTLE, SANCHO TRACY CONSTANCE;2.57;BONNER, DEWANNA TENISE;3.73;CHONES, KAAYLA MONET;0.9;COMFORT, LADY;2.35;PODKOVALNIKOVA, OLGA;4.94;RASMUSSEN, KRISTEN;7.08;MONTAANA GIMENO, ANNA;2.68;FEASTER, ALISON;1.58;SLISKOVIC, IVA;2.96;PIRSIC, SANDRA;0.61;SUAREZ UTRERO, ANA MARIA;0.42;THOMAS JOHSON, LAUREN JANE;0.0;SLISKOVIC, IVA;2.77;SULCIUTE, EGLE;3.46;PIRSIC, SANDRA;13.39;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0;THOMAS JOHSON, LAUREN JANE;0.0
