Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
ATKINSON, TANAYA MECHELLE;36.66;ATKINSON, TANAYA MECHELLE;19.57;ATKINSON, TANAYA MECHELLE;6.43;ATKINSON, TANAYA MECHELLE;12.86;SAMUELSON, KARLIE ANNE;0.62;LOYD, JEWELL BLESSING;1.88;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;5.64;HOF, EMESE EVA;1.0;ATKINSON, TANAYA MECHELLE;3.57;ATKINSON, TANAYA MECHELLE;5.19;HERNANDEZ ORTIZ, ZOE;1.0;NYINGIFA, ATONYE JENNIFER;2.95;DE SOUZA MACHADO, ERIKA CRISTINA;6.42;GIDDEN, VANESSA NICOLE;8.68;DOMINGUEZ FERNANDEZ, SILVIA;5.64;SILVA SERRANO, ROSELIS CAROLINA;3.27;SIMMS, JENNIE CHANNEL;3.64;DE SOUZA MACHADO, ERIKA CRISTINA;1.0;ATKINSON, TANAYA MECHELLE;0.86;SOLER RAMI, JLIA;0.0;MOSS, DANDRA YUVETT;3.59;ATKINSON, TANAYA MECHELLE;4.29;MOORE, TINARA NICOLE;18.55;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0;SOLER RAMI, JLIA;0.0
GINZO ARANTES, PAULA;34.17;DONGUE, LEIA TANIA DO BASTIAO;16.23;DONGUE, LEIA TANIA DO BASTIAO;6.14;GIDDEN, VANESSA NICOLE;11.36;WIESE, SYDNEY ROSE;0.58;IVANOVIC, MILICA;1.86;SIMMS, JENNIE CHANNEL;5.45;HERNANDEZ ORTIZ, ZOE;0.57;MC PHEE, BRITTANY ANNE;3.32;MC PHEE, BRITTANY ANNE;4.77;COUSSEINS SMITH, JOYCE MEGANE;1.0;GIDDEN, VANESSA NICOLE;2.68;GIDDEN, VANESSA NICOLE;6.0;DE SOUZA MACHADO, ERIKA CRISTINA;8.42;STANACEV, ALEKSANDRA;4.86;MUJOVIC, BOZICA;2.05;ATKINSON, TANAYA MECHELLE;3.19;CONDE DURAN, ITSASO;1.0;NYINGIFA, ATONYE JENNIFER;0.77;MARTINEZ PRAT, NURIA;0.0;SIMMS, JENNIE CHANNEL;3.27;PEREZ TORRES, TANIA;4.21;DONGUE, LEIA TANIA DO BASTIAO;18.41;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0;MARTINEZ PRAT, NURIA;0.0
GIDDEN, VANESSA NICOLE;32.82;MOORE, TINARA NICOLE;15.32;MOORE, TINARA NICOLE;6.09;MOORE, TINARA NICOLE;11.0;LO SYLLA, NOGAYE;0.58;MENDY, MAGALI;1.86;MENDY, MAGALI;5.32;RAMAN, JANA GEORGES R;0.52;DONGUE, LEIA TANIA DO BASTIAO;3.14;MILIC, NIKOLINA;4.18;MONTENEGRO SANTANA, RITA ESTHER;1.0;MC PHEE, BRITTANY ANNE;2.68;WEAVER, LYNDRA SHAJUAN;5.9;NYINGIFA, ATONYE JENNIFER;8.05;PALAU ALTES, LAIA;4.36;ATKINSON, TANAYA MECHELLE;2.05;NACICKAITE, KAMILE;3.0;URBANIAK -DORNSTAUDER, QUINN  ASIA;0.86;EDWARDS, ARIEL JOY;0.68;RUANO MARTINEZ, ALBA;0.0;CARTER, ARICA DERRIS;3.27;MC PHEE, BRITTANY ANNE;4.0;ATKINSON, TANAYA MECHELLE;16.1;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0;RUANO MARTINEZ, ALBA;0.0
LLORENTE, VICTORIA;32.46;MC PHEE, BRITTANY ANNE;14.86;MILIC, NIKOLINA;5.59;WEAVER, LYNDRA SHAJUAN;10.8;DONGUE, LEIA TANIA DO BASTIAO;0.57;QUIRANTE MARTINEZ, ALEJANDRA;1.77;WIESE, SYDNEY ROSE;5.05;TIRERA, MEIYA;0.5;MOORE, TINARA NICOLE;3.14;DONGUE, LEIA TANIA DO BASTIAO;4.18;BUTINA, INJA;1.0;SEDA, TAMARA ADELAIDE JOSE CAMACHO;2.64;DONGUE, LEIA TANIA DO BASTIAO;5.77;DONGUE, LEIA TANIA DO BASTIAO;7.95;GOMEZ IGUAL, ANNA;3.95;ELONU, ADAORA NNENNA;2.0;GIDDEN, VANESSA NICOLE;3.0;REISINGEROVA, JULIA SUSSANE;0.79;WEAVER, LYNDRA SHAJUAN;0.55;PARKS, ROBYN LASHAE;0.0;MILLER, CHERIN BRITANY;3.18;SIMMS, JENNIE CHANNEL;3.91;MILIC, NIKOLINA;16.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0;PARKS, ROBYN LASHAE;0.0
SILVA SERRANO, ROSELIS CAROLINA;32.11;SIMMS, JENNIE CHANNEL;14.64;WEAVER, LYNDRA SHAJUAN;5.0;DONGUE, LEIA TANIA DO BASTIAO;10.77;REISINGEROVA, JULIA SUSSANE;0.57;WIESE, SYDNEY ROSE;1.7;QUIRANTE MARTINEZ, ALEJANDRA;4.95;MELINA RUIZ, JULIA LEONOR;0.5;SIMMS, JENNIE CHANNEL;3.05;MOORE, TINARA NICOLE;3.95;MARKOVIC, NEVENA;1.0;URBANIAK -DORNSTAUDER, QUINN  ASIA;2.62;HEMPE, MERRIT RAMONA;5.38;WEAVER, LYNDRA SHAJUAN;7.85;CASAS CARRERAS, QUERALT;3.68;SALAS, BROOKE WYLIE;1.95;WEAVER, LYNDRA SHAJUAN;2.85;CARRERA QUINTANA, RAQUEL;0.77;SARR, OUMOUL KHAIRY;0.55;BISHOP, ABBY KATE;0.0;REISINGEROVA, JULIA SUSSANE;3.11;COULIBALY, NAIGNOUMA;3.85;NYINGIFA, ATONYE JENNIFER;16.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0;BISHOP, ABBY KATE;0.0
SIMMS, JENNIE CHANNEL;31.92;MILIC, NIKOLINA;13.95;WOJTA, JULIE NICOLE;4.68;GINZO ARANTES, PAULA;10.23;HERRERA BOXO, LAURA;0.56;CARTER, ARICA DERRIS;1.68;NACICKAITE, KAMILE;4.95;ARROJO JIMENEZ, MARIA BELEN;0.47;PEREZ TORRES, TANIA;3.0;EDWARDS, ARIEL JOY;3.86;SAMUELSON, KARLIE ANNE;0.92;PEREZ ARAUJO, MARIA;2.32;COULIBALY, NAIGNOUMA;5.3;MC PHEE, BRITTANY ANNE;7.59;SILVA SERRANO, ROSELIS CAROLINA;3.64;DILLARD, CIERRA JANAY;1.92;STANACEV, ALEKSANDRA;2.82;SEDA, TAMARA ADELAIDE JOSE CAMACHO;0.73;GINZO ARANTES, PAULA;0.5;DINKINS, BRITTANY;0.0;CORNELIUS, LAURA;3.05;WEAVER, LYNDRA SHAJUAN;3.75;MC PHEE, BRITTANY ANNE;15.5;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0;DINKINS, BRITTANY;0.0
MC PHEE, BRITTANY ANNE;31.53;EDWARDS, ARIEL JOY;13.95;MC PHEE, BRITTANY ANNE;4.68;MILIC, NIKOLINA;10.23;WOJTA, JULIE NICOLE;0.56;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;1.68;IVANOVIC, MILICA;4.91;NYINGIFA, ATONYE JENNIFER;0.47;EDWARDS, ARIEL JOY;2.95;WEAVER, LYNDRA SHAJUAN;3.75;ARIZTIMUO LOPEZ, ITZIAR;0.91;AJEMBA, IJEOMA OBIAMAKA;2.31;NYINGIFA, ATONYE JENNIFER;5.09;COULIBALY, NAIGNOUMA;7.45;DIETRICK, BLAKE JULIA;3.38;GIL COLLADO, LAURA;1.77;SALAS, BROOKE WYLIE;2.79;ERAUNCETAMURGIL AYESTARAN, MARIA;0.69;URBANIAK -DORNSTAUDER, QUINN  ASIA;0.48;MURUA TXINTXURRETA, IRENE;0.0;HEMPE, MERRIT RAMONA;3.0;GIMENO MARTINEZ, VEGA;3.71;ELONU, ADAORA NNENNA;14.77;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0;MURUA TXINTXURRETA, IRENE;0.0
EDWARDS, ARIEL JOY;31.44;WOJTA, JULIE NICOLE;12.77;GIDDEN, VANESSA NICOLE;4.64;MC PHEE, BRITTANY ANNE;10.14;MOORE, TINARA NICOLE;0.55;NOGIC, JOVANA;1.64;CARTER, ARICA DERRIS;4.82;LO SYLLA, NOGAYE;0.45;WEAVER, LYNDRA SHAJUAN;2.6;SIMMS, JENNIE CHANNEL;3.73;OLIVEIRA FERREIRA, LAURA;0.91;SIMMS, JENNIE CHANNEL;2.23;MC PHEE, BRITTANY ANNE;4.91;URBANIAK -DORNSTAUDER, QUINN  ASIA;7.43;AYUSO BAGUR, AINA;3.18;HAYES, RENARA TIFFANY;1.75;SARR, OUMOUL KHAIRY;2.77;GINZO ARANTES, PAULA;0.68;RICHARDS, SHEREESHA NATHESHA;0.45;KNEZEVIC, ADRIJANA;0.0;TIRERA, MEIYA;2.95;DONGUE, LEIA TANIA DO BASTIAO;3.68;WOJTA, JULIE NICOLE;14.68;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0;KNEZEVIC, ADRIJANA;0.0
IVANOVIC, MILICA;31.36;WEAVER, LYNDRA SHAJUAN;12.75;ELONU, ADAORA NNENNA;4.55;NYINGIFA, ATONYE JENNIFER;9.41;MILIC, NIKOLINA;0.55;ALIAGA ROMERO, LAURA;1.64;KRAKER, MEHRYN DONEGAN;4.41;LOYD, JEWELL BLESSING;0.43;PIERRE LOUIS, VIONISE ARON'S;2.6;PIERRE LOUIS, VIONISE ARON'S;3.73;PEDRALS BARRIOS, CRISTINA;0.91;DONGUE, LEIA TANIA DO BASTIAO;2.18;AJEMBA, IJEOMA OBIAMAKA;4.88;HEMPE, MERRIT RAMONA;7.29;COUSSEINS SMITH, JOYCE MEGANE;3.0;MC PHEE, BRITTANY ANNE;1.68;CORNELIUS, LAURA;2.73;PIERRE LOUIS, VIONISE ARON'S;0.67;MC PHEE, BRITTANY ANNE;0.45;FERRARI CALABRO, PAOLA ANDREA;0.0;SILVA SERRANO, ROSELIS CAROLINA;2.95;MOORE, TINARA NICOLE;3.68;CASAS CARRERAS, QUERALT;14.36;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0;FERRARI CALABRO, PAOLA ANDREA;0.0
NYINGIFA, ATONYE JENNIFER;31.12;HAYES, RENARA TIFFANY;12.5;HEMPE, MERRIT RAMONA;4.38;HEMPE, MERRIT RAMONA;9.24;LOYD, JEWELL BLESSING;0.54;NACICKAITE, KAMILE;1.48;LOYD, JEWELL BLESSING;4.41;NOGIC, JOVANA;0.43;HEMPE, MERRIT RAMONA;2.52;GIMENO MARTINEZ, VEGA;3.48;MILOGLAV, CARMEN;0.9;COULIBALY, NAIGNOUMA;2.15;MOORE, TINARA NICOLE;4.82;AJEMBA, IJEOMA OBIAMAKA;7.19;PEA JUBANY, LAURA;2.95;CASAS CARRERAS, QUERALT;1.64;MUJOVIC, BOZICA;2.71;COULIBALY, NAIGNOUMA;0.65;SYKES, BRITTNEY CHRISANTI;0.43;TRAORE, ASTOU;0.0;COUSSEINS SMITH, JOYCE MEGANE;2.93;MILIC, NIKOLINA;3.64;WEAVER, LYNDRA SHAJUAN;13.45;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0;TRAORE, ASTOU;0.0
