Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'ABAD MOYANO, CRISTINA';['NISSAN  AL-QÁZERES EXTREMADURA'];1.0;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ABALDE DIAZ, TAMARA';['VALENCIA B.C.'];22.0;24.91;6.18;2.36;6.59;0.36;0.0;0.0;0.0;1.45;2.18;0.67;1.91;2.95;4.86;1.45;0.41;1.09;0.5;0.14;0.0;1.23;2.41;8.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AFONSO GONZALEZ, SOFIA';['CIUDAD DE LA LAGUNA TENERIFE'];2.0;2.92;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AJEMBA, IJEOMA OBIAMAKA';['EMBUTIDOS PAJARIEL BEMBIBRE PDM'];16.0;25.07;7.88;2.88;8.25;0.35;0.25;0.94;0.27;1.38;2.19;0.63;2.31;4.88;7.19;0.19;0.81;1.19;0.38;0.12;0.0;2.44;2.56;8.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'AKHATOR, OSARETIN EVELYN';['PERFUMERIAS AVENIDA'];8.0;17.67;7.75;3.25;6.88;0.47;0.12;0.12;1.0;0.88;1.0;0.88;1.88;3.62;5.5;0.88;1.0;1.0;0.38;0.5;0.0;1.5;0.88;9.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALBERDI LARRUCEA, MARTA';['LOINTEK GERNIKA BIZKAIA'];1.0;1.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALEKSIC, SNEZANA';['IDK EUSKOTREN'];8.0;18.98;5.0;1.0;3.12;0.32;0.88;3.12;0.28;0.38;0.5;0.75;0.38;1.25;1.62;1.0;0.5;0.75;0.12;0.12;0.0;0.5;0.5;2.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ALIAGA ROMERO, LAURA';['DURAN MAQUINARIA ENSINO'];22.0;20.17;7.68;1.18;2.45;0.48;1.64;3.91;0.42;0.41;0.5;0.82;0.32;1.36;1.68;0.73;1.05;0.55;0.23;0.09;0.0;1.86;0.5;5.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ANDUSIC, TIJANA';['SPAR CITYLIFT GIRONA'];20.0;14.93;4.2;1.85;4.55;0.41;0.0;0.1;0.0;0.5;0.9;0.56;1.05;1.9;2.95;0.25;0.3;0.95;0.45;0.15;0.0;1.55;0.95;3.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'ARIZTIMUO LOPEZ, ITZIAR';['LOINTEK GERNIKA BIZKAIA'];21.0;12.25;2.29;0.62;1.52;0.41;0.19;0.81;0.24;0.48;0.52;0.91;0.38;0.81;1.19;0.95;0.76;1.1;0.0;0.1;0.0;1.62;1.57;2.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
