Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
FERRARI CALABRO, PAOLA ANDREA;35.12;EDWARDS, ARIEL JOY;17.73;TIRERA, MEIYA;6.5;WEAVER, LYNDRA SHAJUAN;13.7;ELONU, ADAORA NNENNA;0.62;SIMMONS, MEIGHAN SHAREE;3.13;SIMMONS, MEIGHAN SHAREE;8.87;CALVELO AMEIJEIRAS, CLAUDIA;0.67;DIETRICK, BLAKE JULIA;3.0;NYINGIFA, ATONYE JENNIFER;3.92;CORRALES BOHOYO, ELENA;1.0;COULIBALY, MARIAM ALOU;3.64;COULIBALY, MARIAM ALOU;7.24;COULIBALY, MARIAM ALOU;10.88;GOMEZ IGUAL, ANNA;6.12;SILVA SERRANO, ROSELIS CAROLINA;3.04;FERRARI CALABRO, PAOLA ANDREA;4.54;LO SYLLA, NOGAYE;1.42;NYINGIFA, ATONYE JENNIFER;0.85;BUSTOS DELGADO, ISABEL;0.0;NELSON, CHELSEA KEIANA;3.42;GLADKOVA, IULLIA;4.42;COULIBALY, MARIAM ALOU;17.04;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0;BUSTOS DELGADO, ISABEL;0.0
OCETE CASTILLO, GABRIELA;33.99;FERRARI CALABRO, PAOLA ANDREA;17.27;WEAVER, LYNDRA SHAJUAN;5.96;NYINGIFA, ATONYE JENNIFER;12.85;BAHI BLANQUERA, GEORGINA;0.6;FERRARI CALABRO, PAOLA ANDREA;2.65;FERRARI CALABRO, PAOLA ANDREA;8.31;COTANO DE JUAN, REBECA;0.5;FERRARI CALABRO, PAOLA ANDREA;2.77;OCETE CASTILLO, GABRIELA;3.62;AIJANEN, MARIA ANNIINA;1.0;NYINGIFA, ATONYE JENNIFER;3.5;WEAVER, LYNDRA SHAJUAN;7.17;NYINGIFA, ATONYE JENNIFER;9.0;OCETE CASTILLO, GABRIELA;5.69;FERRARI CALABRO, PAOLA ANDREA;2.35;VAN GRINSVEN, CHATILLA;4.08;CHESLEK, SHELBY CHEYANNE;1.12;DIETRICK, BLAKE JULIA;0.67;MATA ANDRES, IRENE;0.0;BREEDLOVE, STARR REGINA;3.4;FERRARI CALABRO, PAOLA ANDREA;4.31;WEAVER, LYNDRA SHAJUAN;16.13;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0;MATA ANDRES, IRENE;0.0
NYINGIFA, ATONYE JENNIFER;33.92;WEAVER, LYNDRA SHAJUAN;16.13;EDWARDS, ARIEL JOY;5.5;BROWN, BRITTANY DANIELLE;12.58;OLABARRIA BARINAGARREMENTERIA, IULENE;0.6;KRAKER, MEHRYN DONEGAN;2.12;KRAKER, MEHRYN DONEGAN;6.12;ELDEBRINK, ELIN;0.44;GLADKOVA, IULLIA;2.77;GLADKOVA, IULLIA;3.62;GARCIA PAUNERO, CELIA;1.0;GOMES COLHADO, NADIA;3.13;VAN GRINSVEN, CHATILLA;6.2;WEAVER, LYNDRA SHAJUAN;8.78;PALAU ALTES, LAIA;5.32;BROWN, BRITTANY DANIELLE;2.12;SARR, OUMOUL KHAIRY;3.73;GOMES COLHADO, NADIA;1.09;EDWARDS, ARIEL JOY;0.62;VILLAMOR APARICIO, CRISTINA;0.0;COLEMAN, AMARAH KIYANA;3.12;STANACEV, ALEKSANDRA;3.92;NYINGIFA, ATONYE JENNIFER;16.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0;VILLAMOR APARICIO, CRISTINA;0.0
GOMEZ IGUAL, ANNA;33.44;GLADKOVA, IULLIA;15.42;NYINGIFA, ATONYE JENNIFER;5.46;EDWARDS, ARIEL JOY;11.31;MILLER, CHERIN BRITANY;0.6;HAMPTON, KEISHA LAVON;2.0;CABRERA ARGUELLO, PATRICIA;5.42;DIAZ CASTELLANO, YURENA;0.43;NYINGIFA, ATONYE JENNIFER;2.58;EDWARDS, ARIEL JOY;3.46;CABRERA ARGUELLO, PATRICIA;1.0;MAIZE, AKELA LOVETE;2.96;GINZO ARANTES, PAULA;6.0;VAN GRINSVEN, CHATILLA;8.16;DOMINGUEZ FERNANDEZ, SILVIA;4.5;NYINGIFA, ATONYE JENNIFER;1.92;GLADKOVA, IULLIA;3.69;MILLER, CHERIN BRITANY;0.92;CHESLEK, SHELBY CHEYANNE;0.58;CARRILLO PEREZ, MERCEDES;0.0;CHESLEK, SHELBY CHEYANNE;3.04;EDWARDS, ARIEL JOY;3.65;FERRARI CALABRO, PAOLA ANDREA;15.38;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0;CARRILLO PEREZ, MERCEDES;0.0
DIETRICK, BLAKE JULIA;33.31;MURPHY, ESHAYA MARIE;15.2;COULIBALY, MARIAM ALOU;5.16;TIRERA, MEIYA;11.12;DE SOUZA MACHADO, ERIKA CRISTINA;0.58;MURPHY, ESHAYA MARIE;2.0;MURPHY, ESHAYA MARIE;5.4;OLABARRIA BARINAGARREMENTERIA, IULENE;0.42;EDWARDS, ARIEL JOY;2.58;FERRARI CALABRO, PAOLA ANDREA;3.38;DIETRICK, BLAKE JULIA;0.96;SEDA, TAMARA ADELAIDE JOSE CAMACHO;2.69;GOMEZ IGUAL, ANNA;5.96;GINZO ARANTES, PAULA;7.7;DIETRICK, BLAKE JULIA;4.33;MURPHY, ESHAYA MARIE;1.9;STANACEV, ALEKSANDRA;3.27;SARR, OUMOUL KHAIRY;0.81;BROWN, BRITTANY DANIELLE;0.58;SEGURA MORENO, LORENA;0.0;FERRARI CALABRO, PAOLA ANDREA;3.0;WEAVER, LYNDRA SHAJUAN;3.61;EDWARDS, ARIEL JOY;15.31;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0;SEGURA MORENO, LORENA;0.0
EDWARDS, ARIEL JOY;32.96;TIRERA, MEIYA;15.12;BROWN, BRITTANY DANIELLE;4.85;GWATHMEY, JAZMON CHAMELI;10.53;TIRERA, MEIYA;0.58;CABRERA ARGUELLO, PATRICIA;1.88;QUEVEDO CAIZARES, LAURA;5.2;GIVENS, KRISI TIJANA;0.42;OCETE CASTILLO, GABRIELA;2.54;MAIZE, AKELA LOVETE;3.19;GUSTAVSSON, ELIN JELENA;0.92;HERRERA BOXO, LAURA;2.62;NYINGIFA, ATONYE JENNIFER;5.5;CHESLEK, SHELBY CHEYANNE;7.42;FERRARI CALABRO, PAOLA ANDREA;4.27;BREEDLOVE, STARR REGINA;1.8;COLEMAN, AMARAH KIYANA;3.27;SEDA, TAMARA ADELAIDE JOSE CAMACHO;0.75;LLORENTE, VICTORIA;0.52;BERONJA, MIRJANA;0.0;REISINGEROVA, JULIA SUSSANE;3.0;OCETE CASTILLO, GABRIELA;3.58;GOMEZ IGUAL, ANNA;14.54;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0;BERONJA, MIRJANA;0.0
WEAVER, LYNDRA SHAJUAN;32.76;HAMPTON, KEISHA LAVON;14.44;GOMES COLHADO, NADIA;4.7;GLADKOVA, IULLIA;10.23;GARI GILABERT, IRENE DEL REBOLLET;0.58;ELDEBRINK, ELIN;1.71;COLEMAN, AMARAH KIYANA;5.19;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;0.42;STANACEV, ALEKSANDRA;2.46;DIETRICK, BLAKE JULIA;3.13;ADURIZ HERNANI, ONINTZA;0.91;ROUNDTREE, MARGARET YVETTE;2.36;GUSTAVSSON, ELIN JELENA;5.31;GUSTAVSSON, ELIN JELENA;7.19;MARTINEZ PRAT, NURIA;3.88;GOMEZ IGLESIAS, REGINA;1.76;CHESLEK, SHELBY CHEYANNE;3.19;ROBINSON, ANGELICA DANIELLE;0.68;SEDA, TAMARA ADELAIDE JOSE CAMACHO;0.5;WILLIAMS, COURTNEY MONAE;0.0;MILLER, CHERIN BRITANY;2.92;PEREZ TORRES, TANIA;3.42;DIETRICK, BLAKE JULIA;14.4;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0;WILLIAMS, COURTNEY MONAE;0.0
PINA TOLOSA, MARIA;32.47;SIMMONS, MEIGHAN SHAREE;14.22;GWATHMEY, JAZMON CHAMELI;4.68;COULIBALY, MARIAM ALOU;10.16;ROUNDTREE, MARGARET YVETTE;0.57;GIMENO MARTINEZ, VEGA;1.58;GIMENO MARTINEZ, VEGA;5.08;NYSTROM, ELLEN ADINA;0.42;BROWN, BRITTANY DANIELLE;2.31;BROWN, BRITTANY DANIELLE;3.08;PARDO HERVIAS, LAURA;0.9;CHESLEK, SHELBY CHEYANNE;2.35;BROWN, BRITTANY DANIELLE;5.23;SEDA, TAMARA ADELAIDE JOSE CAMACHO;7.12;STANACEV, ALEKSANDRA;3.77;MARTINEZ PRAT, NURIA;1.73;WEAVER, LYNDRA SHAJUAN;3.17;MAIZE, AKELA LOVETE;0.65;JESPERSEN, MARIA STEEN;0.47;WILLIAMS, GABRIELLE LISA;0.0;MAIZE, AKELA LOVETE;2.92;COULIBALY, MARIAM ALOU;3.36;MURPHY, ESHAYA MARIE;14.2;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0;WILLIAMS, GABRIELLE LISA;0.0
QUEVEDO CAIZARES, LAURA;32.11;DIETRICK, BLAKE JULIA;13.73;MILLER, CHERIN BRITANY;4.6;GOMES COLHADO, NADIA;9.78;ROMERO GARRIDO, MARA;0.57;QUEVEDO CAIZARES, LAURA;1.56;HAMPTON, KEISHA LAVON;5.04;ELONU, ADAORA NNENNA;0.41;BRKIC, IVA;2.23;WEAVER, LYNDRA SHAJUAN;3.0;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;0.88;EDWARDS, ARIEL JOY;2.23;DE SOUZA MACHADO, ERIKA CRISTINA;5.12;MAIZE, AKELA LOVETE;7.12;VILARO ARAGONES, ANDREA;3.77;PEREZ TORRES, TANIA;1.62;GOMEZ IGUAL, ANNA;3.0;GINZO ARANTES, PAULA;0.6;MAIZE, AKELA LOVETE;0.46;BEDIA DELGADO, IZAR;0.0;GWATHMEY, JAZMON CHAMELI;2.89;MARTINEZ PRAT, NURIA;3.31;ROUNDTREE, MARGARET YVETTE;13.88;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0;BEDIA DELGADO, IZAR;0.0
CHESLEK, SHELBY CHEYANNE;32.04;NYINGIFA, ATONYE JENNIFER;13.73;GLADKOVA, IULLIA;4.42;VAN GRINSVEN, CHATILLA;9.68;MURPHY, ESHAYA MARIE;0.57;DIAZ CASTELLANO, YURENA;1.54;GLADKOVA, IULLIA;4.35;AIJANEN, MARIA ANNIINA;0.41;JESPERSEN, MARIA STEEN;2.2;PIERRE LOUIS, VIONISE ARON'S;3.0;SILVA SERRANO, ROSELIS CAROLINA;0.88;JESPERSEN, MARIA STEEN;2.2;PINA TOLOSA, MARIA;5.12;GOMES COLHADO, NADIA;6.78;GARCIA URLEZAGA, IZASKUN;3.76;VILARO ARAGONES, ANDREA;1.62;GOMEZ IGLESIAS, REGINA;2.96;PIERRE LOUIS, VIONISE ARON'S;0.56;HEMPE, MERRIT RAMONA;0.46;GOREE, CYESHA DAMIAN;0.0;TIRERA, MEIYA;2.85;VAN GRINSVEN, CHATILLA;3.28;PINA TOLOSA, MARIA;13.77;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0;GOREE, CYESHA DAMIAN;0.0
