Nombre;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;% Asist;% Tiro Efectivo;% Tiro Verdadero;GScore;TLR%;Posesiones Anotadas;Posesiones No Anotadas;Floor Percentage;Puntos por Tiro;% Rebotes;% Rebotes Def;% Rebotes Of;% Robos;Toques;Uso;Versatilidad;Win Scores;Eficiencia Ofensiva;Eficiencia Defensiva;Diferencia eficiencia
b'---, ---';['BALONCESTO ALCALA'];23.0;15.96;4.09;1.48;3.3;0.45;0.13;0.39;0.33;0.74;1.13;0.65;1.83;2.22;4.04;0.13;0.48;0.96;0.0;0.09;0.0;1.17;1.22;5.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, BASTIDA';['REAL CANOE N.C.'];1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, BELN';['C.D. ENSINO'];1.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, CHARISSE MARIE';['A.D.UNIVERSIDAD DE OVIEDO'];26.0;32.5;15.96;4.23;6.81;0.62;1.31;3.88;0.34;3.58;4.27;0.84;2.62;4.31;6.92;0.5;2.04;1.19;0.77;0.23;0.0;2.65;4.35;20.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, E.';['BALONCESTO ALCALA'];1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, EMMA';['B. CIUDAD DE BURGOS'];1.0;33.0;18.0;3.0;7.0;0.43;0.0;0.0;0.0;12.0;18.0;0.67;2.0;5.0;7.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;9.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, EVA';['POPULAR BASQUET GODELLA'];1.0;19.0;9.0;2.0;6.0;0.33;0.0;0.0;0.0;5.0;8.0;0.62;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, INGRID';['POPULAR BASQUET GODELLA'];1.0;40.0;12.0;3.0;5.0;0.6;0.0;1.0;0.0;6.0;8.0;0.75;6.0;5.0;11.0;0.0;1.0;5.0;0.0;0.0;0.0;3.0;4.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, INGRIDA';['C.D. ENSINO'];1.0;29.0;17.0;6.0;10.0;0.6;0.0;0.0;0.0;5.0;6.0;0.83;0.0;5.0;5.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;4.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
b'---, JOY AILEEN';['POPULAR BASQUET GODELLA'];1.0;8.0;2.0;1.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;-3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
