Nombre;Condicion;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb. Ofensivos;Reb. Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;Posesiones;Ritmo;OER;% TC Efectivo;% Jugada;Frec. TL;% Reb Def;% Reb Of;% Assis;% Perd
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo;['Media'];1.0;206.0;61.0;17.0;42.0;0.41;4.0;13.0;0.31;15.0;17.0;0.88;17.0;18.0;35.0;12.0;11.0;14.0;1.0;1.0;0.0;24.0;20.0;65.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo Rival;['Media Rival'];1.0;200.0;67.0;21.0;38.0;0.55;3.0;10.0;0.3;16.0;21.0;0.76;13.0;26.0;39.0;11.0;20.0;15.0;1.0;1.0;0.0;19.0;21.0;95.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo;['Media'];7.0;200.0;58.86;16.57;39.14;0.42;4.14;15.43;0.27;13.29;19.29;0.69;8.0;16.0;24.0;3.43;8.86;12.0;1.0;2.0;0.0;20.86;15.57;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo Rival;['Media Rival'];7.0;199.57;72.57;22.43;39.57;0.57;4.43;14.14;0.31;14.43;20.0;0.72;9.86;20.43;30.29;6.29;8.57;11.43;2.0;0.57;0.0;19.57;14.0;69.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo;['Media'];6.0;204.17;64.67;23.17;49.0;0.47;2.83;10.17;0.28;9.83;16.83;0.58;10.83;18.5;29.33;4.5;9.5;11.0;2.0;1.17;0.0;20.5;15.5;52.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo Rival;['Media Rival'];6.0;188.83;69.83;21.17;40.0;0.53;4.5;13.67;0.33;14.0;20.17;0.69;7.83;17.17;25.0;4.67;9.33;9.5;1.0;1.67;0.0;17.0;17.67;65.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo;['Media'];4.0;200.0;64.0;19.25;42.5;0.45;3.25;10.0;0.33;15.75;21.0;0.75;10.0;18.0;28.0;2.25;11.5;9.75;1.75;2.5;0.0;19.25;17.25;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo Rival;['Media Rival'];4.0;200.0;69.0;20.0;37.5;0.53;4.5;13.75;0.33;15.5;22.5;0.69;10.0;22.0;32.0;5.75;9.5;9.5;3.0;1.75;0.0;17.25;19.0;76.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo;['Media'];5.0;204.0;59.4;17.2;42.2;0.41;4.4;13.0;0.34;11.8;14.2;0.83;8.2;18.4;26.6;2.2;6.4;9.8;1.2;2.8;0.0;17.6;17.0;46.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo Rival;['Media Rival'];5.0;194.4;66.4;21.2;41.6;0.51;4.2;11.6;0.36;11.4;15.4;0.74;7.4;20.4;27.8;6.6;5.6;8.8;1.8;1.2;0.0;16.0;16.8;67.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo;['Media'];2.0;200.0;62.5;21.0;43.0;0.49;4.0;17.5;0.23;8.5;13.0;0.65;9.5;18.0;27.5;5.5;9.5;7.0;1.5;2.5;0.0;16.0;16.0;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo Rival;['Media Rival'];2.0;200.0;73.5;26.5;49.5;0.54;3.0;8.5;0.35;11.5;13.0;0.88;6.5;21.0;27.5;5.5;8.5;4.5;2.5;1.5;0.0;16.0;16.0;81.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo;['Media'];1.0;200.0;64.0;22.0;36.0;0.61;1.0;9.0;0.11;17.0;19.0;0.9;9.0;13.0;22.0;4.0;13.0;8.0;1.0;1.0;0.0;21.0;18.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO', 'A.D.UNIVERSIDAD DE OVIEDO'] Equipo Rival;['Media Rival'];1.0;200.0;70.0;20.0;32.0;0.62;3.0;17.0;0.18;21.0;22.0;0.95;12.0;16.0;28.0;6.0;7.0;7.0;1.0;1.0;0.0;18.0;21.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS'] Equipo;['Media'];6.0;196.67;68.33;20.83;35.17;0.59;3.67;14.17;0.26;15.67;24.0;0.65;9.67;21.83;31.5;6.5;7.17;12.67;1.83;1.33;0.0;17.17;18.0;69.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS'] Equipo Rival;['Media Rival'];6.0;200.0;64.83;18.0;38.83;0.46;4.83;12.5;0.39;14.33;20.33;0.7;6.5;15.33;21.83;4.0;8.0;11.83;1.33;1.83;0.0;21.67;17.67;47.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS'] Equipo;['Media'];7.0;199.43;68.43;19.86;39.57;0.5;4.57;12.57;0.36;15.0;21.29;0.7;8.71;20.0;28.71;7.29;8.0;14.71;1.71;1.0;0.0;17.71;18.29;65.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS'] Equipo Rival;['Media Rival'];7.0;198.29;68.86;21.0;40.43;0.52;3.71;9.86;0.38;15.71;21.29;0.74;7.57;18.14;25.71;5.86;9.86;14.43;1.57;0.86;0.0;20.43;17.43;62.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS'] Equipo;['Media'];9.0;195.33;64.11;20.22;39.67;0.51;2.89;12.0;0.24;15.0;24.0;0.62;7.44;20.67;28.11;4.56;7.11;13.89;1.44;1.33;0.0;20.0;17.11;49.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS'] Equipo Rival;['Media Rival'];9.0;193.89;60.0;18.33;44.11;0.42;3.33;10.22;0.33;13.33;21.89;0.61;8.56;18.0;26.56;6.56;9.56;11.11;1.11;0.89;0.0;22.0;14.67;43.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS'] Equipo;['Media'];4.0;197.25;57.5;16.5;34.75;0.47;4.0;14.75;0.27;12.5;19.5;0.64;9.5;21.0;30.5;4.25;7.0;10.0;1.25;0.25;0.0;18.5;19.0;54.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS', 'B. CIUDAD DE BURGOS'] Equipo Rival;['Media Rival'];4.0;194.5;65.0;18.75;34.75;0.54;4.25;14.75;0.29;14.75;20.75;0.71;8.0;21.5;29.5;4.75;9.75;15.25;0.25;1.25;0.0;17.25;18.75;61.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA'] Equipo;['Media'];1.0;227.0;56.0;14.0;40.0;0.35;6.0;17.0;0.35;10.0;21.0;0.48;16.0;20.0;36.0;19.0;15.0;17.0;3.0;3.0;0.0;17.0;20.0;64.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA'] Equipo Rival;['Media Rival'];1.0;188.0;44.0;17.0;45.0;0.38;1.0;9.0;0.11;7.0;7.0;1.0;10.0;28.0;38.0;3.0;6.0;19.0;1.0;3.0;0.0;20.0;15.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
['BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA', 'BALONCESTO ALCALA'] Equipo;['Media'];9.0;202.89;60.78;18.11;42.44;0.43;3.0;9.78;0.31;15.56;23.33;0.67;8.78;17.89;26.67;6.67;11.11;14.33;1.33;1.56;0.0;19.89;18.22;50.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
