Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
ANULA ALAMEDA, NIEVES;39.08;REED, BRANDY CARMINA;25.19;REED, BRANDY CARMINA;9.81;REED, BRANDY CARMINA;16.54;HERRERO DE LA ASUNCION, OLGA MARIA;1.0;NYGAARD, VANESSA ANN;2.21;NYGAARD, VANESSA ANN;6.93;ZURRO ALFONSO, MARTA;1.0;ANULA ALAMEDA, NIEVES;6.72;ANULA ALAMEDA, NIEVES;7.68;SEGURA ROCA, MARIA JOSE;1.0;JOHNS, POLLYANNA;4.04;MEYENDO YABAKIA, FRANCOISE;6.58;JOHNS, POLLYANNA;10.52;VALDEMORO MADARIAGA, AMAYA;2.88;VALDEMORO MADARIAGA, AMAYA;3.0;VALDEMORO MADARIAGA, AMAYA;3.5;CROUSE, JENNIFER LYNNE;2.12;JOHNS, POLLYANNA;0.8;VALERO CEBRIAN, PILAR;0.12;GRAHAM, MARGO JENNIFER;4.0;BEZOS MARTNEZ, EMMA;4.6;REED, BRANDY CARMINA;25.77;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0;---, INGRIDA;0.0
REED, BRANDY CARMINA;35.38;ANULA ALAMEDA, NIEVES;23.84;BEZOS MARTNEZ, EMMA;7.44;VALDEMORO MADARIAGA, AMAYA;11.71;SANCHEZ ORTEGA, PALOMA;0.73;ANULA ALAMEDA, NIEVES;2.16;ANULA ALAMEDA, NIEVES;5.32;VILLAR FERNANDEZ, IRIA;1.0;SNCHEZ LUJN, ROSAURA DEL CARMEN;4.0;BEZOS MARTNEZ, EMMA;6.08;SALVADOR VIOLAS, MERITXELL;1.0;MEYENDO YABAKIA, FRANCOISE;3.42;JOHNS, POLLYANNA;6.48;MEYENDO YABAKIA, FRANCOISE;10.0;MIRCHANDANI VILLAR, LIDIA;2.81;SNCHEZ LUJN, ROSAURA DEL CARMEN;2.69;SANZ MIRAYO, MONICA;3.35;BARNES, QUACY MARIA;1.72;ZRNIC, JELENA;0.55;ARMENTA MONTEAGUDO, MARUXA;0.04;ZRNIC, JELENA;3.65;GRAHAM, MARGO JENNIFER;4.4;ANULA ALAMEDA, NIEVES;22.56;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0;---, BELN;0.0
NYGAARD, VANESSA ANN;35.07;VALDEMORO MADARIAGA, AMAYA;19.71;VALDEMORO MADARIAGA, AMAYA;6.04;BEZOS MARTNEZ, EMMA;11.52;QUINTERO CASTELLANO, THANIA;0.71;GALLEGO VICARIO, SANDRA;2.0;GALLEGO VICARIO, SANDRA;4.96;SALVADOR VIOLAS, MERITXELL;0.67;REED, BRANDY CARMINA;3.85;GRAHAM, MARGO JENNIFER;5.28;NYGAARD, VANESSA ANN;0.94;BEZOS MARTNEZ, EMMA;3.0;CRAWLEY, SILVIA YVONNE;6.22;CRAWLEY, SILVIA YVONNE;8.43;PALAU ALTES, LAIA;2.46;ANULA ALAMEDA, NIEVES;2.36;BEZOS MARTNEZ, EMMA;3.0;ZRNIC, JELENA;1.2;ANULA ALAMEDA, NIEVES;0.52;---, BELN;0.0;SOLER COMPANY, FRANCISCA;3.58;---, CHARISSE MARIE;4.35;BEZOS MARTNEZ, EMMA;20.68;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0;SNCHEZ FERNNDEZ, ISABEL;0.0
VALDEMORO MADARIAGA, AMAYA;34.5;BEZOS MARTNEZ, EMMA;18.6;HICKS, JESSIE IVETTE;5.77;VARDAKI, EFTHINIA;10.96;LIMA GARCIA, CINDY ORQUIDEA;0.69;GESTEIRA FERNANDEZ, LIDIA;1.88;SANZ MIRAYO, MONICA;4.81;MIRCHANDANI VILLAR, LIDIA;0.53;GRAHAM, MARGO JENNIFER;3.76;SANCHEZ FERNANDEZ, ISABEL;5.0;QUINTERO CASTELLANO, THANIA;0.91;HICKS, JESSIE IVETTE;2.92;BEZOS MARTNEZ, EMMA;5.04;BEZOS MARTNEZ, EMMA;8.04;GARCIA PIERO, MARIA BEGOA;2.42;GESTEIRA FERNANDEZ, LIDIA;2.36;KOOP, LISA MARIE;2.73;HICKS, JESSIE IVETTE;0.81;SANZ MIRAYO, MONICA;0.5;RAMIRO DIAZ, NURIA;0.0;CASADO REVILLA, CRISTINA;3.31;SANZ MIRAYO, MONICA;4.15;---, CHARISSE MARIE;20.62;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0;RAMIRO DIAZ, NURIA;0.0
KOOP, LISA MARIE;34.12;SNCHEZ LUJN, ROSAURA DEL CARMEN;16.23;SARENAC, RANKICA;5.68;HICKS, JESSIE IVETTE;10.42;CANTERO VILCHES, VERO;0.67;SANCHEZ ORTEGA, PALOMA;1.73;GESTEIRA FERNANDEZ, LIDIA;4.8;PEREZ CAPARROS, ROSA;0.48;BEZOS MARTNEZ, EMMA;3.72;JOHNS, POLLYANNA;4.92;SNCHEZ LUJN, ROSAURA DEL CARMEN;0.9;PONS MOLINA, INGRID;2.64;PONS MOLINA, INGRID;4.96;PONS MOLINA, INGRID;7.6;GALLEGO VICARIO, SANDRA;2.12;REED, BRANDY CARMINA;2.27;JOHNS, POLLYANNA;2.68;---, CHARISSE MARIE;0.77;KOOP, LISA MARIE;0.46;SNCHEZ FERNNDEZ, ISABEL;0.0;GARCIA PIERO, MARIA BEGOA;3.29;REED, BRANDY CARMINA;4.15;VALDEMORO MADARIAGA, AMAYA;19.92;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0;---, SILVIA YVONNE;0.0
HERNANDEZ ESTEBAN, SILVIA;34.12;---, CHARISSE MARIE;15.96;VARDAKI, EFTHINIA;5.64;GRAHAM, MARGO JENNIFER;10.16;RAMIREZ RODRIGUEZ, NEREIDA;0.65;PELAEZ SAN GIL, LOURDES;1.58;PELAEZ SAN GIL, LOURDES;4.77;ARMENTA MONTEAGUDO, MARUXA;0.46;SANCHEZ FERNANDEZ, ISABEL;3.7;CARBALLO AFONSO, ROCIO;4.77;MAYMI GALAN, MARIA ROSA;0.9;---, CHARISSE MARIE;2.62;JONKUTE, INGRIDA;4.88;JONKUTE, INGRIDA;7.36;ROVIRA RODRIGUEZ, MARIA DEL MAR;2.08;LARA RAMIREZ, SILVIA;2.15;ESCOBAR MARTINEZ, ESTHER;2.65;JOHNS, POLLYANNA;0.76;GARCIA MARTIN, ALICIA;0.42;GARCA PIERO, BEGOA;0.0;BARNES, QUACY MARIA;3.28;SNCHEZ LUJN, ROSAURA DEL CARMEN;4.08;SNCHEZ LUJN, ROSAURA DEL CARMEN;19.58;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0;GARCA PIERO, BEGOA;0.0
GARCIA PORTA, YOLANDA;33.27;HICKS, JESSIE IVETTE;14.27;ANULA ALAMEDA, NIEVES;5.32;LOPEZ VARGAS, MARIA DOLORES;9.93;BEZOS MARTNEZ, EMMA;0.65;SANZ MIRAYO, MONICA;1.5;CANO MARTINEZ, LAURA;4.12;JUANES HERNANDEZ, YOLANDA;0.45;CARBALLO AFONSO, ROCIO;3.65;REED, BRANDY CARMINA;4.62;CRAWLEY, SILVIA YVONNE;0.9;JONKUTE, INGRIDA;2.48;ZRNIC, JELENA;4.7;SARENAC, RANKICA;6.95;PELAEZ SAN GIL, LOURDES;1.92;GARCIA PIERO, MARIA BEGOA;2.12;JONKUTE, INGRIDA;2.48;SARENAC, RANKICA;0.73;SENRA PEREZ, SUSANA;0.4;HERNNDEZ ESTEBAN, SILVIA;0.0;GARCIA MARTIN, ALICIA;3.23;JONKUTE, INGRIDA;4.08;JOHNS, POLLYANNA;18.72;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0;HERNNDEZ ESTEBAN, SILVIA;0.0
CRAWLEY, SILVIA YVONNE;33.22;SARENAC, RANKICA;14.09;SENRA PEREZ, SUSANA;5.0;LARA RAMIREZ, SILVIA;9.46;GARCIA FERNANDEZ, BELEN;0.64;VALDEMORO MADARIAGA, AMAYA;1.42;VALDEMORO MADARIAGA, AMAYA;4.08;GOMEZ ALVAREZ, RUTH ROSALIA;0.44;---, CHARISSE MARIE;3.58;SANZ MIRAYO, MONICA;4.46;DELGADO FERNANDEZ, CONCEPCION;0.89;SARENAC, RANKICA;2.41;SARENAC, RANKICA;4.55;---, CHARISSE MARIE;6.92;SNCHEZ LUJN, ROSAURA DEL CARMEN;1.85;---, CHARISSE MARIE;2.04;ANULA ALAMEDA, NIEVES;2.4;FERNANDEZ FARRES, MARTA;0.68;LOPEZ VARGAS, MARIA DOLORES;0.4;RAMREZ RODRGUEZ, NEREIDA;0.0;SENRA PEREZ, SUSANA;3.2;SANCHEZ FERNANDEZ, ISABEL;4.0;CRAWLEY, SILVIA YVONNE;17.52;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0;RAMREZ RODRGUEZ, NEREIDA;0.0
BEZOS MARTNEZ, EMMA;33.08;VARDAKI, EFTHINIA;14.08;CRAWLEY, SILVIA YVONNE;4.96;ANULA ALAMEDA, NIEVES;9.44;SARENAC, RANKICA;0.64;MIRCHANDANI VILLAR, LIDIA;1.38;TARASENKO, OLGA;3.96;SANCHEZ ORTEGA, PALOMA;0.44;VALDEMORO MADARIAGA, AMAYA;3.38;SNCHEZ LUJN, ROSAURA DEL CARMEN;4.42;ANULA ALAMEDA, NIEVES;0.88;REED, BRANDY CARMINA;2.31;TARASENKO, OLGA;4.36;HICKS, JESSIE IVETTE;6.65;HERNANDEZ ESTEBAN, SILVIA;1.72;SANCHEZ FERNANDEZ, BEATRIZ;2.04;MEYENDO YABAKIA, FRANCOISE;2.31;CEBRIAN SCHEURER, ELISABET;0.65;VALDEMORO MADARIAGA, AMAYA;0.38;---, SILVIA YVONNE;0.0;REMIRO LEN, MARA;3.19;ANULA ALAMEDA, NIEVES;3.8;SARENAC, RANKICA;16.55;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0;---, NIEVES;0.0
TARASENKO, OLGA;33.08;FERNANDEZ FARRES, MARTA;13.32;CROUSE, JENNIFER LYNNE;4.85;SENRA PEREZ, SUSANA;9.32;---, CHARISSE MARIE;0.62;CANO MARTINEZ, LAURA;1.38;SANCHEZ ORTEGA, PALOMA;3.96;VALERO CEBRIAN, PILAR;0.42;SANZ MIRAYO, MONICA;3.27;ALONSO DIEGO, MARIA JOSE;4.35;JUANES HERNANDEZ, YOLANDA;0.87;CROUSE, JENNIFER LYNNE;2.27;---, CHARISSE MARIE;4.31;ZRNIC, JELENA;6.6;REED, BRANDY CARMINA;1.62;JOHNS, POLLYANNA;2.0;GARCIA PIERO, MARIA BEGOA;2.29;CRAWLEY, SILVIA YVONNE;0.61;HERNANDEZ ESTEBAN, SILVIA;0.36;BEJARANO JIMENEZ, LAURA;0.0;CEBRIAN SCHEURER, ELISABET;3.15;VALDEMORO MADARIAGA, AMAYA;3.75;HICKS, JESSIE IVETTE;16.08;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0;BEJARANO JIMENEZ, LAURA;0.0
