Minutos (jugador);Minutos (valor);Puntos (jugador);Puntos (valor);T2 Anotados (jugador);T2 Anotados (valor);T2 Lanzados (jugador);T2 Lanzados (valor);% T2 (jugador);% T2 (valor);T3 Anotados (jugador);T3 Anotados (valor);T3 Lanzados (jugador);T3 Lanzados (valor);% T3 (jugador);% T3 (valor);T1 Anotados (jugador);T1 Anotados (valor);T1 Lanzados (jugador);T1 Lanzados (valor);% T1 (jugador);% T1 (valor);Reb. Ofensivos (jugador);Reb. Ofensivos (valor);Reb. Defensivos (jugador);Reb. Defensivos (valor);Rebotes (jugador);Rebotes (valor);Asistencias (jugador);Asistencias (valor);Robos (jugador);Robos (valor);Perdidas (jugador);Perdidas (valor);Tapones (jugador);Tapones (valor);Tapones Recibidos (jugador);Tapones Recibidos (valor);Mates (jugador);Mates (valor);Faltas Cometidas (jugador);Faltas Cometidas (valor);Faltas Recibidas (jugador);Faltas Recibidas (valor);Valoracion (jugador);Valoracion (valor);% Asist (jugador);% Asist (valor);% Tiro Efectivo (jugador);% Tiro Efectivo (valor);% Tiro Verdadero (jugador);% True Shooting (valor);GScore (jugador);GScore (valor);TLR% (jugador);TLR% (valor);Posesiones Anotadas (jugador);Posesiones Anotadas (valor);Posesiones No Anotadas (jugador);Posesiones No Anotadas (valor);Floor Percentage (jugador);Floor Percentage (valor);Puntos por Tiro (jugador);Puntos por Tiro (valor);% Rebotes (jugador);% Rebotes (valor);% Rebotes Def (jugador);% Rebotes Def (valor);% Rebotes Of (jugador);% Rebotes Of (valor);% Robos (jugador);% Robos (valor);Toques (jugador);Toques (valor);Uso (jugador);Uso (valor);Versatilidad (jugador);Versatilidad (valor);Win Scores (jugador);Win Scores (valor);Eficiencia Ofensiva (jugador);Eficiencia Ofensiva (valor);Eficiencia Defensiva (jugador);Eficiencia Defensiva (valor);Diferencia Eficiencia (jugador);Diferencia Eficiencia (valor)
KOENEN, TAYLOR SUE;24.64;EVANS, SHANTE MARIE;8.74;EVANS, SHANTE MARIE;2.32;NESBITT, VALERIE ADRIANNA;5.22;MESKONYTE, GABIJA;0.47;VAN DEN ADEL, NATALIE ISABELLE;0.87;HIGGS, LASHANN AISHA;2.73;TORRENS SALOM, ALBA;0.33;SALVADORES ALVAREZ, ANGELA;1.37;TUNSTULL, JEWEL JOYCE DIAMNOD;1.93;PALENIKOVA, TEREZIA;0.8;ALONSO DE ARMIO RIAO, GRACIA;1.1;WATTS, STEPHANIE COURTNEY;3.18;TUNSTULL, JEWEL JOYCE DIAMNOD;4.4;GINZO ARANTES, PAULA;1.58;FINGALL, NADIA ANGELIQUE;0.93;TOLO, MARIANNA;1.76;WATTS, STEPHANIE COURTNEY;0.18;KOENEN, TAYLOR SUE;0.22;SARAVIA LOGROO, PAULA;0.0;RAMETTE, ELISE CLAUDINE;2.2;BAHI BLANQUERA, GEORGINA;2.23;BRCANINOVIC, MELISA;9.04;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0;DEMBELE, GNERE ALIMA;0.0
BAHI BLANQUERA, GEORGINA;24.5;CARRERA QUINTANA, RAQUEL;8.71;DE SOUZA MACHADO, ERIKA CRISTINA;2.3;BUCH ROSELL, ROSO;5.17;GERVASINI LACORZANA, AINHOA;0.47;BUCH ROSELL, ROSO;0.87;ROMERO GONZALEZ, LETICIA;2.72;ETXARRI MUNARRIZ, IRATI;0.33;ONYENWERE, MICHAELA NNE;1.35;JAMES, KAI AFI GNOZI NONI;1.92;COULIBALY, MARIAM ALOU;0.8;ANDERSON, JOLENE NANCY;1.1;FLORES COSTA, LAIA;3.17;PRIETO MARTINEZ, ALBA;4.33;TATE, IMANI TY LEAH;1.57;SHEPPARD, AISHA MARIE;0.92;SILVA SERRANO, ROSELIS CAROLINA;1.73;ONYENWERE, MICHAELA NNE;0.18;GARCA SALINERO, LAURA;0.22;ARENAS DE LA HOZ, OLAIA;0.0;DIAZ CASTELLANO, YURENA;2.19;DOMINGUEZ FERNANDEZ, SILVIA;2.23;ERAUNCETAMURGIL AYESTARAN, MARIA;9.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0;TORRENS SALOM, ALBA;0.0
SPREAFICO, LAURA;24.32;CVITKOVIC, ANDRIJANA;8.71;ETXARRI MUNARRIZ, IRATI;2.3;DIARRA, MAIMOUNA;5.07;JANKOVIC, MASA;0.47;ESPIN DE SANCHO, MARIA;0.87;GERVASINI LACORZANA, AINHOA;2.71;CVITKOVIC, ANDRIJANA;0.33;JAMES, KAI AFI GNOZI NONI;1.35;DEMBELE, GNERE ALIMA;1.91;SOLER RAMI, JLIA;0.8;PALMA JORGE, ANA MARIA;1.07;TOLO, MARIANNA;3.14;CANELLA RODRIGUEZ, MARTA;4.33;CONTELL SANCHIS, CLAUDIA;1.53;OMA GIRALT, HELENA;0.9;ARIZTIMUO LOPEZ, ITZIAR;1.73;SEDA, TAMARA ADELAIDE JOSE CAMACHO;0.17; KONIG, AISLINN CHIA PI;0.22;LOROO LEJARZA, PAULE;0.0;CORNELIUS, LAURA;2.19;CARLETON, BRIDGET ELIZABETH;2.22;TUNSTULL, JEWEL JOYCE DIAMNOD;8.97;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0
CARRERA QUINTANA, RAQUEL;24.23;PEREZ ARAUJO, MARIA;8.52;ONYENWERE, MICHAELA NNE;2.29;GULICH, MARIE ISABELLE;5.03;WILLIAMS, BROOQUE CHRISTIA;0.47;WILLIAMS, BROOQUE CHRISTIA;0.86;RODRIGUEZ DOMINGUEZ, NATALIA;2.7;GARCIA URLEZAGA, IZASKUN;0.33;FALL, SOKHNA ADJI;1.33;MENDEZ CAMPS, LAURA;1.87;KONE, SIKA;0.79;LABUCKIENE, GIEDRE;1.07;CANELLA RODRIGUEZ, MARTA;3.1;GRETTER, MELISA PAOLA;4.29;FIEBICH, LEONIE;1.52;GRANDE PARDO, CARMEN;0.9;KOENEN, TAYLOR SUE;1.7;MENDEZ CAMPS, LAURA;0.17;GARDNER, REBEKA JASMINE;0.21;VILA CONCEPCION, CARMEN;0.0;CONTELL SANCHIS, CLAUDIA;2.17;ARIZTIMUO LOPEZ, ITZIAR;2.2;MOLLENHAUER, ALEXANDRA JOY;8.93;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0;GARCIA DELGADO, VERA;0.0
 KONIG, AISLINN CHIA PI;24.12;BETTENCOURT CORREIA, MARIA JOAO;8.48;ROMERO GONZALEZ, LETICIA;2.28;CONTELL SANCHIS, CLAUDIA;5.0;COTANO DE JUAN, REBECA;0.46;PIRTTINEN, VEERA ANNIKA;0.86;FLORES COSTA, LAIA;2.67;OLAETA LARRAURI, ANE;0.32;FASOULA, MARIA EMMANOUELA;1.33;SALVADORES ALVAREZ, ANGELA;1.83;PRIETO MARTINEZ, ALBA;0.79;HOLOPAINEN, ANNIKA ALEXANDRA;1.05;VILARO ARAGONES, ANDREA;3.1;CRUZ LEBRATO, ANNA;4.1;TOLO, MARIANNA;1.48;RODRIGUEZ MANSO, LEONOR DEL PILAR;0.9;GINZO ARANTES, PAULA;1.69;BROTONS PASCUAL, MONTSERRAT;0.17;MASSEY, BECKY ERNA;0.2;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;0.0;SYKES, BRITTNEY CHRISANTI;2.17;CARRERA QUINTANA, RAQUEL;2.18;MENDEZ CAMPS, LAURA;8.7;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0;HOLLIVAY, RACHEL LASHAWN;0.0
BURANI, AGOSTINA PAOLA;24.1;RAVENTOS ROIG, LAIA;8.47;RAKOVIC, KRISTINA;2.23;DEMBELE, GNERE ALIMA;5.0;GIMENO MARTINEZ, VEGA;0.46;STRAUTMANE, PAULA;0.86;PIRTTINEN, VEERA ANNIKA;2.66;PRIETO MARTINEZ, ALBA;0.32;BETTENCOURT CORREIA, MARIA JOAO;1.31;SPREAFICO, LAURA;1.83;ESTEBAS ARMAS, PAULA;0.79;WILLIAMS, BROOQUE CHRISTIA;1.04;GATLING, MARKEISHA CHERTE;3.05;CARRERA QUINTANA, RAQUEL;4.07;ESPAA ALMENDRO, MARIA;1.48;WESTERIK, LAURA;0.9;BUCH ROSELL, ROSO;1.67;RODRIGUEZ DOMINGUEZ, NATALIA;0.17;OLAETA LARRAURI, ANE;0.2;GARCIA DELGADO, VERA;0.0;LOPEZ RODRIGUEZ, AINHOA;2.13;BETTENCOURT CORREIA, MARIA JOAO;2.14;FLORES COSTA, LAIA;8.63;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0;ESTEBAS ARMAS, PAULA;0.0
RAKSANYI, KRISZTINA;24.09;REISINGEROVA, JULIA SUSSANE;8.38;PEREZ ARAUJO, MARIA;2.22;VAN DEN ADEL, NATALIE ISABELLE;4.97;HIGGS, LASHANN AISHA;0.46;MENDEZ CAMPS, LAURA;0.83;GARDNER, REBEKA JASMINE;2.64;PIRTTINEN, VEERA ANNIKA;0.32;BUCH ROSELL, ROSO;1.3;GOMES DA SILVA, SOFIA CAROLINA;1.77;REISINGEROVA, JULIA SUSSANE;0.79;COX, LAUREN ELIZABETH;1.03;SHEPPARD, AISHA MARIE;3.04;AUSTIN, VANESSA;4.03;GARCIA URLEZAGA, IZASKUN;1.48;SEDA, TAMARA ADELAIDE JOSE CAMACHO;0.9;FASOULA, MARIA EMMANOUELA;1.67;GOMES DA SILVA, SOFIA CAROLINA;0.17;RAVENTOS ROIG, LAIA;0.2;ESTEBAS ARMAS, PAULA;0.0;GULICH, MARIE ISABELLE;2.13;BRCANINOVIC, MELISA;2.14;MASSEY, BILLIE KIM;8.47;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0;MOKANGO, CHANEL MODIRI;0.0
FIEBICH, LEONIE;24.04;GARCA SALINERO, LAURA;8.35;DEMBELE, GNERE ALIMA;2.22;AUSTIN, VANESSA;4.9;ALARCON OTERO, TXELL;0.46;HIGGS, LASHANN AISHA;0.82;CASTEDO POTENTE, ESTHER;2.63;BRCANINOVIC, MELISA;0.32;GOMES DA SILVA, SOFIA CAROLINA;1.3;HAMBLIN, RUTH ELIZABETH;1.75;WOJTA, JULIE NICOLE;0.79;TUNSTULL, JEWEL JOYCE DIAMNOD;1.03;EVANS, SHANTE MARIE;2.95;ERAUNCETAMURGIL AYESTARAN, MARIA;3.97;SHEPPARD, AISHA MARIE;1.44;DIAZ CASTELLANO, YURENA;0.88;CONTELL SANCHIS, CLAUDIA;1.67;BROWN, JOY ALEXIS;0.17;CARDAO HILLARY, NICOLE MARIE;0.2;HOLLIVAY, RACHEL LASHAWN;0.0;SANCHEZ FERNANDEZ-SATORRE, CONCEPCION;2.11;JAMES, KAI AFI GNOZI NONI;2.12;WATTS, STEPHANIE COURTNEY;8.35;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0;RIBAS BOSCH, BERTA;0.0
JAMES, KAI AFI GNOZI NONI;23.96;TORRENS SALOM, ALBA;8.24;CRUZ LEBRATO, ANNA;2.17;KOENEN, TAYLOR SUE;4.87;AIJANEN, MARIA ANNIINA;0.46;RAKSANYI, KRISZTINA;0.8;GRETTER, MELISA PAOLA;2.62;FINGALL, NADIA ANGELIQUE;0.32;TORRENS SALOM, ALBA;1.29;DOMINGUEZ FERNANDEZ, SILVIA;1.73;CARRERA QUINTANA, RAQUEL;0.78;SEGURA MORENO, LORENA;1.0;GIOMI, LYDIA MORA;2.9;WATTS, STEPHANIE COURTNEY;3.94;CARLETON, BRIDGET ELIZABETH;1.44;MASSEY, BILLIE KIM;0.87;MASSEY, BECKY ERNA;1.63;BURANI, AGOSTINA PAOLA;0.17;DIARRA, MAIMOUNA;0.2;MOKANGO, CHANEL MODIRI;0.0;GELDOF, SERENA LYNN PETRA;2.1;PEREZ ARAUJO, MARIA;2.09;ASURMENDI VILLAVERDE, MARIA DEL CARMEN;8.27;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0;ANGEL VILLEN, DAVINIA;0.0
CANELLA RODRIGUEZ, MARTA;23.91;HOLLIVAY, RACHEL LASHAWN;8.23;CAZORLA MEDINA, MARIA TERESA;2.17;MENDEZ CAMPS, LAURA;4.77;PRIETO MARTINEZ, ALBA;0.45;GARCA SALINERO, LAURA;0.78;BUCH ROSELL, ROSO;2.53;HERMIDA HERRAEZ, MARTA;0.32;SPREAFICO, LAURA;1.27;GIOMI, LYDIA MORA;1.73;GRETTER, MELISA PAOLA;0.78;CVITKOVIC, ANDRIJANA;1.0;TORRENS SALOM, ALBA;2.88;GELDOF, SERENA LYNN PETRA;3.93;GULICH, MARIE ISABELLE;1.43;CHAGAS, FLORENCIA NATALIA;0.87;RAMETTE, ELISE CLAUDINE;1.63;BURA, PATRICIA;0.16;LOPEZ RODRIGUEZ, AINHOA;0.2;RIBAS BOSCH, BERTA;0.0;GRETTER, MELISA PAOLA;2.1;SPREAFICO, LAURA;2.07;REISINGEROVA, JULIA SUSSANE;8.19;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0;CASTELLANO ESCOLAR, MAIDER;0.0
COX, LAUREN ELIZABETH;23.9;DIAZ CASTELLANO, YURENA;8.19;ESPAA ALMENDRO, MARIA;2.07;FIEBICH, LEONIE;4.74;DIAZ CASTELLANO, YURENA;0.45;PEREZ ARAUJO, MARIA;0.78;GUERRERO ALCANTARA, CAROLINA;2.5;BAHI BLANQUERA, GEORGINA;0.32;DIARRA, MAIMOUNA;1.23;CRVENDAKIC, ALEKSANDRA;1.65;GRANDE PARDO, CARMEN;0.78;FIEBICH, LEONIE;1.0;ROMERO GONZALEZ, LETICIA;2.83;TATE, IMANI TY LEAH;3.87;ESTEBAS ARMAS, PAULA;1.43;FALL, SOKHNA ADJI;0.87;WHALEN, ERIN PATRICIA;1.62;GATLING, MARKEISHA CHERTE;0.15;HOLLIVAY, RACHEL LASHAWN;0.19;CASTELLANO ESCOLAR, MAIDER;0.0;KOENEN, TAYLOR SUE;2.09;CRUZ LEBRATO, ANNA;2.07;JANKOVIC, MASA;8.06;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0;WILLIAMS, BROOQUE CHRISTIA;0.0
BRCANINOVIC, MELISA;23.88;MURPHY, ESHAYA MARIE;8.11;HOLESINSKA, PETRA;2.07;ROMERO GONZALEZ, LETICIA;4.72;HAMBLIN, RUTH ELIZABETH;0.45;HOLOPAINEN, ANNIKA ALEXANDRA;0.76;HOLOPAINEN, ANNIKA ALEXANDRA;2.48;BURANI, AGOSTINA PAOLA;0.31;ORTIZ VIVES, MARIONA;1.23;ONYENWERE, MICHAELA NNE;1.65;MASSEY, BECKY ERNA;0.78;ROUNDTREE, MARGARET YVETTE;0.97;ERAUNCETAMURGIL AYESTARAN, MARIA;2.83;STRAUTMANE, PAULA;3.86;KOVACEVIC, BOJANA;1.41;TOLO, MARIANNA;0.86;AUSTIN, VANESSA;1.6;HIGGS, LASHANN AISHA;0.14;DIAZ CASTELLANO, YURENA;0.19;ANGEL VILLEN, DAVINIA;0.0;COX, LAUREN ELIZABETH;2.07;CONTELL SANCHIS, CLAUDIA;2.03;GARCA SALINERO, LAURA;8.04;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0;POINTER, KHAYLA NICOLE;0.0
TATE, IMANI TY LEAH;23.84;RAKOVIC, KRISTINA;7.97;BUCH ROSELL, ROSO;2.03;ETXARRI MUNARRIZ, IRATI;4.7;RAMETTE, ELISE CLAUDINE;0.45;ATKINSON, TANAYA MECHELLE;0.76;RODRIGUEZ MANSO, LEONOR DEL PILAR;2.43;VAN DEN ADEL, NATALIE ISABELLE;0.31;GIMENO MARTINEZ, VEGA;1.22;ORTIZ VIVES, MARIONA;1.63;CARLETON, BRIDGET ELIZABETH;0.77;VAN DEN ADEL, NATALIE ISABELLE;0.97;OUVIA MODREGO, CRISTINA;2.81;PALMA JORGE, ANA MARIA;3.8;BLASIGH, VITTORIA;1.4;GINZO ARANTES, PAULA;0.85;ROUNDTREE, MARGARET YVETTE;1.59;GERVASINI LACORZANA, AINHOA;0.14;GINZO ARANTES, PAULA;0.19;NAVARRO GARCIA, LUCIA;0.0;HIGGS, LASHANN AISHA;2.05;ORTIZ VIVES, MARIONA;2.03;DE SOUZA MACHADO, ERIKA CRISTINA;7.97;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0;BUENAVIDA ESTEVEZ, ELENA;0.0
